Gene = Nps
index = 764
Annotated 5SS: [  8 202]
Annotated 3SS: [ 119 3553]
SMsplice 5SS: [  8 202]
SMsplice 3SS: [ 119 2405]
top_k =  1000
Partition function (log Z): -8.112579802639056

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.8710637590957165
Position 8: 0.4996996986568317
Position 1431: 0.24817759681337467
Position 1389: 0.18462644255533076
Position 1288: 0.08572279052548934
Position 1315: 0.06120121611688058
Position 3144: 0.057198807432633385
Position 381: 0.0424258931972193
Position 2214: 0.0383609933060433
Position 51: 0.036886601328609325
Position 13: 0.034370152735132276
Position 299: 0.030381522946369626
Position 1508: 0.020755016910841202
Position 377: 0.015232313768693825
Position 352: 0.014333402948786435
Position 769: 0.007834810396565901
Position 2469: 0.0074227682007955344
Position 4018: 0.006914439056883935
Position 97: 0.004489874151932696
Position 1137: 0.004309414285437209
Position 630: 0.004171090069839355
Position 1215: 0.0038341155630325563
Position 4087: 0.0036352234693479866
Position 3383: 0.003587641478055063
Position 1518: 0.003251552089474487
Position 1562: 0.002844057992593986
Position 229: 0.002511440752771687
Position 331: 0.00198848719075893
Position 1690: 0.0017884286803866024
Position 2498: 0.0014695817581148994
Position 2095: 0.0014395414723663686
Position 1572: 0.0014279180886350748
Position 2919: 0.0014150619020910607
Position 3738: 0.0013268140864957437
Position 40: 0.0011850817008435888
Position 1406: 0.0011492670959086318
Position 2859: 0.001143049364947631
Position 367: 0.0008973893201383468
Position 1441: 0.000853262819275242
Position 1163: 0.0007809409147715567
Position 3368: 0.0007659465665827747
Position 1662: 0.0007308793368783327
Position 3923: 0.0007054335674989442
Position 2564: 0.000652778843624871
Position 2629: 0.0006071690927371347
Position 2689: 0.000599505444336568
Position 160: 0.0005316377936384946
Position 1600: 0.0004121315491930937
Position 2366: 0.0003840817288633595
Position 2935: 0.00037068000902743355
Position 641: 0.000367940919275462
Position 2312: 0.0003381782228919283
Position 80: 0.00020550607071202732
Position 329: 8.297381414128392e-05
Position 187: 6.543795497860438e-05
Position 55: 5.4510294168882705e-05
Position 169: 4.554756527871697e-05
Position 2521: 4.498006226911744e-05
Position 2884: 4.3987744808330195e-05
Position 150: 2.9502227695235638e-05
Position 250: 2.8108525935373038e-05
Position 3380: 2.5645296373393342e-05
Position 1320: 1.9661073593142824e-05
Position 1318: 1.914976279359892e-05
Position 1292: 1.716083935508221e-05
Position 695: 1.3539364525030372e-05
Position 2336: 6.772571223736172e-06
Position 2212: 5.20794106312411e-06
Position 701: 5.144884124269833e-06
Position 422: 4.658864360978675e-06
Position 156: 4.145503961875623e-06
Position 681: 3.5159109422621467e-06
Position 851: 3.3046058290003112e-06
Position 139: 3.078650658225187e-06
Position 1474: 2.242311333702909e-06
Position 2293: 2.000921767821936e-06
Position 78: 1.6564071843445698e-06
Position 123: 1.251794797327289e-06
Position 604: 1.0014790327194643e-06
Position 583: 9.381862354691379e-07
Position 941: 6.773271102258185e-07
Position 407: 5.436674221739187e-07
Position 287: 2.6201123071354915e-07
Position 519: 1.5104883613496036e-07
Position 1177: 1.328207569036549e-07
Position 210: 1.0882758293340501e-07
Position 432: 5.9002443168097963e-08
Position 177: 3.9949918979365696e-08
Position 179: 2.3621368349443623e-08
Position 311: 1.3695906163092853e-08
Position 541: 4.065406745096233e-09
Position 371: 1.918524292920652e-09
Position 448: 1.7307308650955994e-09
Position 400: 1.35359809453648e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 119: 0.5492344014677586
Position 1214: 0.2623438546437444
Position 2405: 0.25413659720873216
Position 1388: 0.19609361264651604
Position 3016: 0.1759861785642418
Position 1352: 0.15758223605702834
Position 3248: 0.12931820875907563
Position 1258: 0.09401623088868348
Position 3844: 0.07984855141047664
Position 2081: 0.06126141399604372
Position 3594: 0.03796934462545227
Position 3553: 0.02978427363376474
Position 2739: 0.023602226583081053
Position 3951: 0.02185873797477867
Position 4157: 0.020337914140188793
