Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  1000
Partition function (log Z): -10.513872355955101

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.8187895287030041
Position 33: 0.47388714612486627
Position 921: 0.2844761223951411
Position 6870: 0.198523387105669
Position 561: 0.16913013617166595
Position 5625: 0.09870384982863992
Position 2516: 0.08737126670912444
Position 2331: 0.03168444486978268
Position 1090: 0.022808204372860262
Position 4295: 0.022658424892660966
Position 3269: 0.022584060614221062
Position 5572: 0.018997167361666664
Position 4703: 0.015505819155453036
Position 999: 0.01546324746665433
Position 1703: 0.01366466835382738
Position 2356: 0.010158532822338718
Position 4051: 0.010032722792196781
Position 467: 0.009723696701432045
Position 1472: 0.009601297097147844
Position 170: 0.009356034683951336
Position 1295: 0.00883016735190021
Position 210: 0.007631418032934829
Position 1139: 0.006551987668638727
Position 6309: 0.00557681061984842
Position 2267: 0.005429498418678122
Position 5952: 0.005283701850916112
Position 5689: 0.003925152575447837
Position 577: 0.003338163136655969
Position 558: 0.0032959977131273703
Position 4193: 0.0028931007858579282
Position 299: 0.002848633528895625
Position 6289: 0.0027129714663340016
Position 3399: 0.0025224267108358163
Position 5034: 0.0022057196075802514
Position 1540: 0.0021779846538739272
Position 2335: 0.002136261238150371
Position 148: 0.0018705917981637335
Position 7205: 0.0018372781626612884
Position 912: 0.0017675046787948036
Position 610: 0.0017268553343521577
Position 4983: 0.0015972338634135936
Position 1290: 0.0014837118670816979
Position 160: 0.0013905484453092232
Position 2583: 0.0012669928174947908
Position 3961: 0.0012323961146734818
Position 4909: 0.0011934823929728561
Position 697: 0.0011686430224852795
Position 1360: 0.0011244873968887267
Position 6938: 0.0010890350237369529
Position 4947: 0.0010331942322263994
Position 3076: 0.0010157775894779639
Position 790: 0.0009430656131437674
Position 817: 0.0009078565460604354
Position 1507: 0.0008804091173506383
Position 2167: 0.0007102131679476429
Position 1624: 0.0006289887341335639
Position 4026: 0.0005872481363238677
Position 1691: 0.0005347713697826863
Position 2133: 0.000497098494964591
Position 3078: 0.0004786262017791977
Position 1224: 0.00046201509580046747
Position 1923: 0.0003854455153352266
Position 548: 0.0003720667680671592
Position 3240: 0.000354415108236224
