Gene = Zzz3
index = 1211
Annotated 5SS: [  136 24138 26769 32830 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
Annotated 3SS: [24011 26614 31273 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
SMsplice 5SS: [  136 24138 29357 49700 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
SMsplice 3SS: [24011 29247 49556 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
top_k =  1000
Partition function (log Z): -42.73762829055024

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9994428528663424
Position 5113: 0.23131346853636273
Position 3330: 0.18483825758171604
Position 6046: 0.12784819670950834
Position 2223: 0.04131681252688811
Position 8262: 0.04119914137497054
Position 1198: 0.039496854683996545
Position 3790: 0.03833145599010911
Position 1414: 0.03385604471833063
Position 1353: 0.024999811566357513
Position 3322: 0.021561300922665665
Position 1244: 0.01736889980408318
Position 2930: 0.008313908831729071
Position 645: 0.008114082117377627
Position 649: 0.005105768807798469
Position 4457: 0.0050210840598101875
Position 3678: 0.0049857403853569866
Position 3034: 0.0038942724899986166
Position 1578: 0.0020252815019669327
Position 683: 0.0018000857384459828
Position 6167: 0.0017075762716701618
Position 6009: 0.0012266596393464004
Position 4630: 0.0011718051471689096
Position 7220: 0.0010606325171930592
Position 1455: 0.0009043625296971694
Position 1757: 0.0008031519433112394
Position 5012: 0.0004740859780701609
Position 4585: 0.00046239391139043357
Position 1240: 0.0004535425374124021
Position 4836: 0.00044931007944181046
Position 6725: 0.00043605942908877214
Position 1979: 0.0003892448222840193
Position 2268: 0.000362456108294551
Position 4727: 0.000353845680135605
Position 3462: 0.0003470901162122438
Position 720: 0.00024237549464652691
Position 3409: 0.00024213956448743896
Position 1189: 0.00014425281096735944
Position 2468: 0.0001411933828063088
Position 3011: 0.000121875099456886
Position 1147: 9.16185713016741e-05
Position 695: 3.8978645623300764e-05
Position 741: 3.678195463717225e-05
Position 1930: 3.456012704317524e-05
Position 1549: 3.041188839860193e-05
Position 577: 2.178355594464035e-05
Position 1864: 1.930504216760134e-05
Position 1080: 9.771008765581351e-06
Position 285: 8.946677917757612e-06
Position 3089: 8.701913524294102e-06
Position 1269: 8.408469943246611e-06
Position 4219: 7.874534406402378e-06
Position 1312: 7.308727656689757e-06
Position 543: 7.225906449632914e-06
Position 839: 6.2349612559527945e-06
Position 2418: 5.0846262065278624e-06
Position 1220: 4.848278982374244e-06
Position 73: 4.095275158007817e-06
Position 3956: 3.827746238540717e-06
Position 1418: 3.641086967478791e-06
Position 373: 3.364212950032767e-06
Position 1675: 3.273772654801403e-06
Position 988: 2.9866965977075855e-06
Position 1376: 2.583432869460941e-06
Position 408: 2.4672750493101548e-06
Position 580: 2.386840583734449e-06
Position 1308: 2.3024795074526174e-06
Position 451: 2.0851388818979507e-06
Position 569: 2.0699387986064216e-06
Position 1078: 1.9844527184633923e-06
Position 1838: 1.9524619963852964e-06
Position 302: 1.7348055480412612e-06
Position 1049: 1.2560650940081545e-06
Position 763: 1.204024023215939e-06
Position 420: 1.1783877776537443e-06
Position 606: 1.1413635169260027e-06
Position 562: 1.090605390619738e-06
Position 362: 8.854705451178387e-07
Position 1215: 8.395814428323667e-07
Position 158: 7.69870258690835e-07
Position 444: 6.216474169503514e-07
Position 1020: 5.580084050827359e-07
Position 1162: 5.072403161302477e-07
Position 852: 3.750529400386411e-07
Position 1128: 3.0185914248702345e-07
Position 826: 2.856738331113265e-07
Position 1119: 2.744683172918949e-07
Position 810: 1.9784475115803669e-07
Position 1088: 1.6656236328503175e-07
Position 524: 1.6173574483250198e-07
Position 1107: 1.0511296372799349e-07
Position 1160: 8.129664865955127e-08
Position 251: 6.929812851605653e-08
Position 1305: 4.4021510460356807e-08
Position 1279: 2.062258246310098e-08
Position 1445: 1.899682764176415e-08
Position 1285: 1.5730204405855454e-08
Position 1027: 1.2677487823567487e-08
Position 415: 5.4805205462823325e-09
Position 1357: 1.4559152149790795e-09
Position 39: 5.402934388627759e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5603: 0.25770423151967103
Position 3224: 0.14972569000805702
