Gene = BC049352
index = 162
Annotated 5SS: [  228 45744 47235 48522]
Annotated 3SS: [45626 47200 48392 53048]
SMsplice 5SS: [  228  4847  7114 14771 29299 33839 43269 43783 45744 48522 48803 50362]
SMsplice 3SS: [ 4733  6917 14620 29147 33720 43158 43673 45626 48392 48734 50123 53048]
top_k =  1000
Partition function (log Z): -30.273865589538943

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9986383034041122
Position 7114: 0.8608452060280424
Position 4847: 0.48891493766981986
Position 14771: 0.4516434365501261
Position 4900: 0.34043964722215597
Position 5889: 0.18211044478247154
Position 11122: 0.1303508262281193
Position 3774: 0.12633394843157575
Position 3126: 0.11734701056679425
Position 2720: 0.08498452335998179
Position 6740: 0.07967295836325501
Position 3976: 0.07836623072354727
Position 15218: 0.06735341646957069
Position 17021: 0.06243004079887775
Position 14950: 0.053030885891275484
Position 2557: 0.03379635225246896
Position 3371: 0.029955691412057343
Position 5369: 0.023372590068043382
Position 16306: 0.01931047542859097
Position 1066: 0.016458815158680962
Position 3866: 0.015047393954115708
Position 6576: 0.014264085796342337
Position 14580: 0.013090917611991444
Position 3247: 0.012851025678522084
Position 5310: 0.012704988323896329
Position 15299: 0.012294099971434574
Position 7864: 0.010133924862357166
Position 5403: 0.009915616928665025
Position 7886: 0.009384668106198576
Position 16383: 0.009250920651221961
Position 4605: 0.00865710901124144
Position 6314: 0.008644866989731664
Position 5744: 0.006178837020403622
Position 1090: 0.005876305289814917
Position 2797: 0.0053542206344170395
Position 5204: 0.003911916582315625
Position 425: 0.0037462175600093467
Position 587: 0.0029003201509400427
Position 5305: 0.002807141987089835
Position 1833: 0.002740139525704132
Position 2633: 0.0024593984491228984
Position 5348: 0.002299622406607927
Position 5059: 0.0021754060098496627
Position 5866: 0.0016242430922852424
Position 5261: 0.0015372703504442978
Position 6386: 0.0012950519718149148
Position 6985: 0.0012272765137127562
Position 896: 0.0009983544570811927
Position 786: 0.0009648462937410081
Position 3539: 0.0008390931165087256
Position 1791: 0.0007109593159064038
Position 1053: 0.000630717677040909
Position 5723: 0.00044282675154505254
Position 5381: 0.0004087685663745765
Position 5496: 0.0003891748144143615
Position 2932: 0.0003813697064082735
Position 2311: 0.00031360236886360433
Position 5336: 0.0002873487608714366
Position 326: 0.00027381208468885273
Position 907: 0.0002707130100738258
Position 1290: 0.00022181201156616187
Position 4708: 0.00020876348079162393
Position 5684: 0.00017388737331496137
Position 7188: 0.0001720849761851901
Position 1662: 0.0001551533756376779
Position 791: 0.00014513094394393377
Position 2150: 0.0001412194243288637
Position 3249: 7.588204661155178e-05
Position 463: 7.567252264690147e-05
Position 1095: 7.296276722273711e-05
Position 7192: 6.308184178783489e-05
Position 13: 2.9677045808344257e-05
Position 726: 2.9463510304605107e-05
Position 3826: 2.934916686106642e-05
Position 1717: 2.853914534523031e-05
Position 5101: 2.4597830395319813e-05
Position 5069: 2.2473992395142876e-05
Position 1624: 2.109817962320676e-05
Position 752: 2.050171203802811e-05
Position 798: 1.7376107497572083e-05
Position 73: 7.626670806691442e-06
Position 338: 6.546440613333521e-06
Position 3602: 5.880406793931028e-06
Position 5080: 5.788723639068968e-06
Position 5023: 3.341408955130842e-06
Position 294: 2.6744551432269332e-06
Position 210: 2.611410942649938e-06
Position 257: 2.4196153919318626e-06
Position 370: 2.1396851570881557e-06
Position 275: 1.9763591925067506e-06
Position 246: 1.4865647273004415e-06
Position 406: 6.17411795511774e-07
Position 340: 3.991141140001878e-07
Position 563: 3.247578477780109e-07
Position 465: 1.8930883337329647e-07
Position 311: 1.2345167465732498e-07
Position 63: 1.1468894092779732e-07
Position 904: 9.133673576707787e-08
Position 167: 8.350242557374067e-08
Position 402: 7.626759525804755e-08
Position 202: 7.478083154484396e-08
Position 52: 6.531308715760816e-08
Position 644: 6.282135183719913e-08
Position 524: 5.737691941229482e-08
Position 391: 5.6471556770285656e-08
Position 358: 3.971100282238038e-08
Position 17: 3.1160940537193375e-08
Position 54: 2.1982977862047892e-08
Position 383: 1.0982476129904763e-08
Position 829: 8.133999419678964e-09
Position 540: 7.172264320898043e-09
Position 977: 5.817931869153022e-09
Position 629: 5.68233729355396e-09
Position 948: 5.485638984174674e-09
Position 152: 4.913725022663707e-09
Position 858: 4.319531885209844e-09
Position 119: 3.538061094828186e-09
Position 839: 3.4729207363002226e-09
Position 673: 2.521899349684277e-09
Position 308: 2.392995458463087e-09
Position 373: 1.2474133589235154e-09
Position 344: 9.567892792103422e-10
Position 517: 4.3926771279958007e-10
Position 550: 2.8162848901668463e-10
Position 772: 2.358691661861217e-10
Position 452: 1.2466298306165215e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6917: 0.8807425928498024
Position 16642: 0.7112682249587869
