Gene = Dctpp1
index = 326
Annotated 5SS: [ 187 1352]
Annotated 3SS: [1240 3372]
SMsplice 5SS: [ 105 1352]
SMsplice 3SS: [1240 3372]
top_k =  1000
Partition function (log Z): -5.525371790235449

Sorted 5' Splice Sites (High to Low Probability):
Position 1352: 0.8066061737654872
Position 105: 0.48910871406222484
Position 187: 0.40206010667825154
Position 2636: 0.3120296085534882
Position 2780: 0.2281267880208099
Position 559: 0.08496028874633645
Position 1732: 0.03532541075647946
Position 2231: 0.0338932180911598
Position 235: 0.026465902292263324
Position 1320: 0.024548072243408908
Position 432: 0.02003881995670726
Position 1071: 0.019574586810889784
Position 114: 0.014393705657671714
Position 812: 0.013053731806122017
Position 1636: 0.01245547596521666
Position 1504: 0.007150671951871968
Position 2727: 0.006848970617850584
Position 1427: 0.006500451364632638
Position 277: 0.005025593238440026
Position 1329: 0.004716163446524736
Position 1937: 0.0032003634713623883
Position 1996: 0.003122874268606337
Position 1783: 0.003115573539610342
Position 2585: 0.0031069256089961855
Position 602: 0.002932866915031738
Position 52: 0.002260952518529099
Position 1845: 0.0020626969637896524
Position 1549: 0.001892881633078592
Position 293: 0.0017091158871537764
Position 3173: 0.0016891545495142952
Position 2507: 0.0015794440575152891
Position 1356: 0.0014784815398406989
Position 162: 0.001400697392538118
Position 99: 0.0013439499727455801
Position 2900: 0.0012925319329625741
Position 68: 0.0011977812020130996
Position 151: 0.0010463718458586441
Position 2939: 0.0009156394337649635
Position 2392: 0.0008953937345104583
Position 2063: 0.0008234886323215357
Position 2273: 0.0008021096802731218
Position 2588: 0.0007959173124838334
Position 1404: 0.0007958860160565613
Position 1390: 0.0007026470230706866
Position 563: 0.0006894846150879347
Position 200: 0.0006510301452361655
Position 372: 0.0005995509644265283
Position 775: 0.0005963394748487124
Position 2253: 0.0005713923699365608
Position 625: 0.0005421381342224213
Position 2556: 0.0004903735495328486
Position 2645: 0.0004740946368437558
Position 670: 0.00045214790367583286
Position 2630: 0.00042416623962858587
Position 1365: 0.00031699101145218314
Position 1044: 0.00031496326016777765
Position 1171: 0.00025584725812608015
Position 2640: 0.00022596879620661662
Position 204: 0.0002105428964107011
Position 2173: 0.00017256577943820266
Position 466: 0.00016515736309268087
Position 1911: 0.00014598446205601228
Position 1564: 0.00014249490498450518
Position 619: 0.00012266465432608052
Position 1695: 0.00011778618479826736
Position 2598: 0.00011744541946677402
Position 3470: 0.00011717896717486433
Position 607: 0.00011624164247432588
Position 2950: 0.00011135595883627662
Position 1751: 0.00010995940308612692
Position 1105: 0.00010616079602741498
Position 15: 0.00010430930235561127
Position 338: 0.00010038391193939702
Position 2623: 9.674244252364235e-05
Position 247: 9.047407247602173e-05
Position 2819: 8.035018447640604e-05
Position 1001: 7.995378389629838e-05
Position 2633: 7.834558576493934e-05
Position 77: 6.234831040828736e-05
Position 394: 6.20846670856804e-05
Position 942: 6.161169636331296e-05
Position 257: 6.078369592667561e-05
Position 2083: 5.499323445784118e-05
Position 2495: 4.836171778636752e-05
Position 194: 4.482963288862307e-05
Position 3136: 4.1085996393829055e-05
Position 436: 3.984856025937609e-05
Position 2431: 3.885515693499024e-05
Position 345: 3.778906699439919e-05
Position 119: 3.5221234224867814e-05
Position 580: 3.0141479037472665e-05
Position 2013: 2.9651648097987604e-05
Position 2184: 2.9543727189336807e-05
Position 596: 2.556825317297963e-05
Position 1050: 2.3429299690549296e-05
Position 532: 2.2997038997188203e-05
Position 389: 2.1769332468465638e-05
Position 260: 2.087953048602942e-05
Position 3567: 2.064546217794203e-05
Position 648: 1.6254515697234977e-05
Position 88: 1.3903011157678663e-05
Position 8: 1.3815538858745657e-05
Position 680: 1.2417938050756427e-05
Position 567: 1.106402742509617e-05
Position 984: 1.0732456182263578e-05
Position 3512: 9.736820868870898e-06
Position 650: 8.173526640883033e-06
Position 541: 7.666642674048528e-06
Position 232: 7.151971657375658e-06
Position 692: 5.95572094832811e-06
Position 3580: 5.909931978392663e-06
Position 1139: 5.6792899208047176e-06
Position 582: 3.631650806487413e-06
Position 491: 3.3909559445698275e-06
Position 1383: 1.2434836888418954e-07
Position 1286: 1.0235445411089408e-07
Position 803: 9.6299364584191e-08
Position 1520: 8.834451257877263e-09
Position 1959: 2.5785160208436e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.8704063760587837
Position 1240: 0.7567956091990844
Position 2480: 0.3435811277204027
Position 2506: 0.25495316863003825
Position 1257: 0.04988194477802629
Position 1168: 0.047797033609962895
Position 512: 0.03915714644309434
Position 2083: 0.03419929434096698
Position 1470: 0.02972930608319601
Position 2654: 0.01918137369055278
Position 1617: 0.019078428662367843
Position 456: 0.016472391800137123
Position 1901: 0.014934846629470316
Position 939: 0.013568366311225944
Position 3376: 0.013517105533766545
Position 703: 0.008337378767302039
Position 2705: 0.008084211284811267
Position 1671: 0.006935405170791875
Position 2489: 0.004269749069541692
Position 345: 0.0037444864601542008
Position 3070: 0.00371044603969115
Position 265: 0.003552252079639295
Position 3473: 0.003369537794255034
Position 1142: 0.0031639444357972383
Position 1208: 0.002837113147809424
Position 2184: 0.001605611383046389
Position 2201: 0.0013160568477099826
Position 1266: 0.0012643066317456994
Position 2752: 0.0011729116142396396
Position 1844: 0.0010344588747268368
Position 685: 0.0010094196111864254
Position 268: 0.0009603727037121612
Position 2048: 0.0009008539724986774
Position 2707: 0.0008933600696784084
Position 1179: 0.0008611163774103346
Position 669: 0.00085195568881262
Position 2136: 0.0008314880919473753
Position 1688: 0.0008115538070843821
Position 242: 0.0007951359374469396
Position 461: 0.0007461548986634937
Position 1987: 0.0007415226062085735
Position 217: 0.0007398032854575364
Position 2429: 0.0007387999989256694
Position 1659: 0.0007304144766402894
Position 3259: 0.0005915553575510806
Position 2140: 0.0005767500384436976
Position 941: 0.0005491777598896566
Position 1527: 0.0005024316091780062
Position 1520: 0.0004844592843035162
Position 1478: 0.00047902513698695
Position 322: 0.0004775154504737334
Position 3509: 0.0004733964202487556
Position 3619: 0.00046055686186269437
Position 1720: 0.00045417112247257663
Position 459: 0.00044703570464682947
Position 1654: 0.00044625299627954347
Position 3115: 0.00040228466530607725
Position 882: 0.0003886058791756953
Position 2521: 0.00032323774833571033
Position 156: 0.00031808796223254754
Position 394: 0.0003083660381545508
Position 1412: 0.0003044855549457804
Position 3512: 0.000238449204813075
Position 1259: 0.00021877312632236158
Position 1563: 0.0002034434114215804
Position 3392: 0.0001997347047714415
Position 962: 0.0001897453573113459
Position 1286: 0.00017966223498014675
Position 3566: 0.00017585920094803046
Position 810: 0.00016101240552971488
Position 3421: 0.00015155086192815688
Position 3129: 0.00014961618991332973
Position 1848: 0.0001483829709713662
Position 3075: 0.00013879644678751958
Position 1822: 0.0001352812390690025
Position 1624: 0.00013488639940893154
Position 1787: 0.00013412879753648565
Position 1936: 0.00012721207443003448
Position 2142: 0.00012367082620632554
Position 1873: 0.00012344895961325056
Position 768: 0.00011141946144509048
Position 2945: 0.00011097261624969053
Position 2518: 0.00010283642921888726
Position 1692: 0.00010117732255810015
Position 748: 0.00010066458843132456
Position 2562: 9.47579149031936e-05
Position 3551: 9.434682280086625e-05
Position 1093: 9.183916182604947e-05
Position 420: 9.14253931590756e-05
Position 1904: 8.91378204246764e-05
Position 3743: 8.836468820103027e-05
Position 2319: 8.40354175293468e-05
Position 793: 7.909269440897294e-05
Position 2120: 7.583128670155163e-05
Position 1271: 7.468357341325648e-05
Position 3428: 6.41346160653386e-05
Position 283: 6.358309898392241e-05
Position 2991: 5.176537807883139e-05
Position 3479: 5.15942621583737e-05
Position 1295: 5.15604328177376e-05
Position 429: 5.018872088957363e-05
Position 2344: 4.516980089677542e-05
Position 2731: 4.479515022558483e-05
Position 1588: 4.4758005075703517e-05
Position 1105: 3.900430162804707e-05
Position 1809: 3.8764951698894215e-05
Position 3342: 3.811390330189363e-05
Position 1826: 3.518082974993387e-05
Position 315: 3.5003221949783195e-05
Position 521: 3.325282296900255e-05
Position 1906: 3.078064530383487e-05
Position 440: 2.949232605165361e-05
Position 798: 2.866853758544915e-05
