Gene = Brap
index = 184
Annotated 5SS: [  286  1599  2929  4726 11636 14816 18277 18787 19364 22307 23912]
Annotated 3SS: [ 1436  2732  4535 11521 14666 18200 18647 19253 22216 23807 24565]
SMsplice 5SS: [  286  1599  4726 11636 14816 16938 18787 19364 22307 23912]
SMsplice 3SS: [ 1436  4501 11521 14666 16841 18647 19253 22216 23807 24565]
top_k =  1000
Partition function (log Z): 12.908681213283968

Sorted 5' Splice Sites (High to Low Probability):
Position 11636: 0.9899533892430571
Position 19364: 0.9874367302406337
Position 22307: 0.9808598706283581
Position 286: 0.964714067387682
Position 1599: 0.9614111425723224
Position 23912: 0.9595132372296985
Position 14816: 0.9123258125605413
Position 18787: 0.9103952133544118
Position 4726: 0.772589410046473
Position 16938: 0.7329633213778979
Position 18277: 0.5129038955409291
Position 2808: 0.206751182335369
Position 2929: 0.17416070632329703
Position 19741: 0.14055127725968294
Position 21412: 0.13992129809562406
Position 21847: 0.13014266227317695
Position 1065: 0.11897491921354378
Position 9130: 0.11715627374040531
Position 22837: 0.10041962133422291
Position 20733: 0.08450583836193361
Position 24883: 0.08027055465620742
Position 16042: 0.06536252995266205
Position 14547: 0.06519322296305041
Position 8607: 0.057712476569623694
Position 6036: 0.04462779178903825
Position 6949: 0.04373446235870871
Position 3853: 0.042153773583538806
Position 720: 0.03878725303666392
Position 21893: 0.03437762223304006
Position 21331: 0.03360898880703867
Position 18522: 0.032399184944198064
Position 4378: 0.03094788811712479
Position 25892: 0.03088363125846495
Position 3729: 0.03014720432018613
Position 9550: 0.028789738760582283
Position 23550: 0.028163688637887863
Position 25585: 0.02278295376209728
Position 24218: 0.020184667690941554
Position 6155: 0.01893228525847971
Position 4702: 0.01845753876666956
Position 13019: 0.018395036208158612
Position 23953: 0.017492453647411352
Position 15928: 0.017113795700130222
Position 15402: 0.016390784341422226
Position 9554: 0.013604707711591398
Position 16286: 0.013309120170825792
Position 25014: 0.013005503824909611
Position 23454: 0.01268343195834543
Position 2193: 0.01260379751809214
Position 24245: 0.012220148982067537
Position 16918: 0.01159546237545341
Position 24657: 0.011363672344204117
Position 3046: 0.010532140722458028
Position 12296: 0.010239379161762138
Position 19713: 0.009837357782949125
Position 16990: 0.009081502806633947
Position 14801: 0.008223078148863104
Position 20559: 0.007738249753285281
Position 24340: 0.007326993843734422
Position 18692: 0.006981344326218952
Position 23730: 0.006521662193530011
Position 2212: 0.0065170845793132565
Position 902: 0.005239650045198173
Position 454: 0.005215144758208144
Position 21919: 0.0052073025744884555
Position 22104: 0.005160190818590926
Position 1878: 0.0047241007717278224
Position 22100: 0.0041032566504131725
Position 15548: 0.004094156939384944
Position 23178: 0.0040854687347764386
Position 19406: 0.004073768054869661
Position 22376: 0.0037978402443977067
Position 14785: 0.0037967310586284365
Position 2583: 0.0037936102283676596
Position 23192: 0.0037074449388950353
Position 24019: 0.003699030799424486
Position 1852: 0.0036064098373369724
Position 24438: 0.0035699888086541246
Position 19722: 0.003385910615568768
Position 24083: 0.003375388854424873
Position 25114: 0.003297096442120604
Position 4651: 0.003076149078930662
Position 2256: 0.0028174782938417335
Position 3262: 0.0028073229524011134
Position 16119: 0.0027435083280896214
Position 25681: 0.002702006902516069
Position 4629: 0.00265379921033619
Position 18696: 0.002532643736788498
Position 21861: 0.002515877335565978
Position 19730: 0.002463859852550557
Position 15180: 0.002447814814272589
Position 483: 0.002415449954036313
Position 4022: 0.0024019539348669643
Position 14379: 0.0021976450147403654
Position 1630: 0.002161573778440299
Position 21235: 0.001906935515136647
Position 23212: 0.0017896963728705995
Position 2281: 0.0017639996961906909
Position 6886: 0.0016841786160018662
Position 3516: 0.0016208187031733952
Position 24761: 0.0015693964164422442
Position 3964: 0.0014509551324448297
Position 19357: 0.0013855867776195179
Position 1035: 0.0013592643066007652
Position 8563: 0.0013044514210570374
Position 23481: 0.0012930728698703987
Position 3355: 0.0012625113908584066
Position 1385: 0.001242696064768289
Position 22691: 0.0012293065891133279
Position 21917: 0.0011919577929165074
Position 3820: 0.0011875175228084553
Position 4316: 0.0010849509797334301
Position 24501: 0.0010508268002574624
Position 3075: 0.0010377774122946309
Position 671: 0.0010228750883078206
Position 19306: 0.0010208567095360962
Position 2506: 0.0010118317626540377
Position 13073: 0.0009850685426893214
Position 14529: 0.0009159596313231677
Position 419: 0.0009133832866857069
Position 23450: 0.0008743900780013763
Position 18842: 0.0007844203947086473
Position 23916: 0.0007735024363744279
Position 1411: 0.0007006659603649157
Position 2067: 0.0006949487559983873
Position 934: 0.0006839525524748106
Position 23010: 0.0006431407075655517
Position 1803: 0.0005985405442128544
Position 23478: 0.0005952217577896536
Position 564: 0.0005786115597412705
Position 1568: 0.0005576217384410039
Position 24926: 0.0005521673694251503
Position 23627: 0.0005511982329154345
Position 3365: 0.0005354559558347376
Position 317: 0.0005134395686868669
Position 2050: 0.0004969573554703658
Position 23463: 0.00043983774188459233
Position 481: 0.000397959138084012
Position 244: 0.00039457570026173595
Position 23875: 0.0003600845033840229
Position 9032: 0.0003405466471501909
Position 1039: 0.00033992095434282385
Position 21278: 0.00033801569600774254
Position 24040: 0.00032072697861688763
Position 19679: 0.0003200873798069058
Position 208: 0.0003145745176084517
Position 21830: 0.00029788117839366166
Position 23897: 0.00029709002613398063
Position 22277: 0.00028476742708551345
Position 165: 0.00027233879998329576
Position 19314: 0.0002600766188187975
Position 35: 0.00024057363111619446
Position 3756: 0.00023921312291109856
Position 2625: 0.00023898005036690113
Position 25219: 0.00022746999197178618
Position 2608: 0.00022114188133249028
Position 24635: 0.000197629815544885
Position 476: 0.00019619530254745302
Position 371: 0.0001954326197880485
Position 906: 0.00018877191690010414
Position 22560: 0.00018750274332639665
Position 2796: 0.000181475423977247
Position 24290: 0.00017327907465402553
Position 17867: 0.00017243647485560345
Position 2293: 0.00017215087408885017
Position 23703: 0.00016939667856791935
Position 2611: 0.00016193363282113315
Position 21282: 0.0001572848250019029
Position 24467: 0.0001570503532296824
Position 17304: 0.000146121554821681
Position 18599: 0.00014401297553497152
Position 1154: 0.00014286104700189347
Position 24256: 0.00013309201720492083
Position 1104: 0.00013242764145878684
Position 18281: 0.00012654948787512232
Position 633: 0.00012582374174897233
Position 18801: 0.00012504913839142176
Position 18509: 0.00012375782993512038
Position 2016: 0.00012197640580415792
Position 989: 0.00011098093440082928
Position 18791: 0.00010323989536590653
Position 745: 0.00010172094615790018
Position 18365: 9.989810125084951e-05
Position 4581: 9.887432769412066e-05
Position 591: 9.447924639061901e-05
Position 17551: 9.321245759066791e-05
Position 24029: 8.88024322608332e-05
Position 255: 7.764547843055901e-05
Position 16943: 7.761233017584017e-05
Position 22777: 6.591795754641888e-05
Position 108: 5.291722310809704e-05
Position 23490: 4.801796542335946e-05
Position 441: 4.781913960369306e-05
Position 199: 4.72123203365911e-05
Position 1016: 4.667771161911789e-05
Position 23327: 4.465835858614162e-05
Position 23452: 4.270398066466688e-05
Position 24480: 3.990840305204091e-05
Position 722: 3.611858634457988e-05
Position 219: 3.331478451301857e-05
Position 3005: 3.2552149006373364e-05
Position 2812: 3.119314419117933e-05
Position 2501: 3.0378984941386886e-05
Position 785: 2.710198709635106e-05
Position 1122: 2.699734658883242e-05
Position 944: 2.6381310261909602e-05
Position 1216: 2.4019150643995743e-05
Position 938: 2.3042792077825662e-05
Position 1507: 2.284297838991237e-05
Position 1263: 2.0723136923757744e-05
Position 2833: 1.8877507069843727e-05
Position 19412: 1.8578655333058565e-05
Position 2428: 1.6336345515290557e-05
Position 222: 1.5754148894399094e-05
Position 1293: 1.5587096431118443e-05
Position 2631: 1.4779091783949698e-05
Position 1186: 1.2955028771318368e-05
Position 819: 1.196155716334603e-05
Position 568: 1.0533646230584114e-05
Position 969: 9.277152240028551e-06
Position 2165: 8.220989477207446e-06
Position 1143: 7.997100669440379e-06
Position 24222: 7.954597865232828e-06
Position 1131: 7.940930931660472e-06
Position 23943: 7.4931546610439765e-06
Position 25068: 6.438451362351187e-06
Position 954: 6.2599381129940696e-06
Position 23918: 6.1995433934320095e-06
Position 24006: 5.895857103782137e-06
Position 24756: 4.7194058441933595e-06
Position 19451: 4.539267009228503e-06
Position 23849: 4.126628249973735e-06
Position 24057: 3.9048603152649805e-06
Position 1200: 3.898643257740434e-06
Position 2313: 3.7975408169832933e-06
Position 926: 3.784419582201378e-06
Position 1172: 2.961625746299959e-06
Position 1250: 2.834224502230956e-06
Position 24442: 2.7915216948715067e-06
Position 2324: 2.6051301841651478e-06
Position 2262: 2.343734770300231e-06
Position 24168: 2.318747568177412e-06
Position 1723: 1.9360463327370763e-06
Position 1551: 1.0628073222654723e-06
Position 1781: 8.584536143675343e-07
Position 290: 6.768586050564486e-07
Position 38: 6.568980831692017e-07
Position 24971: 5.239318146318386e-07
Position 24706: 5.066014549969969e-07
Position 1793: 4.294582552967921e-07
Position 1752: 4.005218058266571e-07
Position 2005: 3.251027425774726e-07
Position 871: 2.730340624441997e-07
Position 210: 2.527773894628468e-07
Position 1650: 2.2386594656498902e-07
Position 1679: 2.2190925593577945e-07
Position 41: 1.5783323676714897e-07
Position 487: 1.2118087463856035e-07
Position 212: 3.459262617245436e-08
Position 695: 3.277162070121768e-08
Position 20288: 2.234137114091648e-08
Position 535: 2.157600592082173e-08
Position 597: 1.134811762678335e-08
Position 503: 1.0846961538523128e-08
Position 726: 3.829707517355405e-09
Position 724: 2.0170949004287244e-09
Position 2039: 1.5722340384014915e-09
Position 1684: 1.1264608201750974e-10
Position 1739: 1.1252670498747127e-10
Position 1084: 1.005562481075425e-11
Position 1181: 9.846554249547713e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19253: 0.9902437298336947
Position 22216: 0.9835526161948488
Position 11521: 0.9815556694137694
Position 23807: 0.9801434373097756
Position 24565: 0.9636807528906622
Position 14666: 0.8741466022032367
Position 16841: 0.7051626430360122
Position 18647: 0.6224271423487766
Position 1436: 0.521794473009392
Position 18200: 0.5098645978358229
Position 4501: 0.4827317920610721
Position 4535: 0.2570996960316594
Position 1499: 0.22828189078968555
Position 1410: 0.19730750818537632
Position 21767: 0.16904721853043866
Position 18619: 0.14697726491030888
Position 18681: 0.1273135132680136
Position 2791: 0.11984403596837438
Position 9031: 0.11715627374040528
Position 19566: 0.08395141830865206
Position 2699: 0.08355162150375339
Position 22743: 0.07677293762147666
Position 988: 0.07548514002466301
Position 21273: 0.07126845949171845
Position 3701: 0.07019792392027072
Position 2732: 0.06271453547759721
Position 8485: 0.05901692799068068
Position 26045: 0.05686861456991159
Position 16862: 0.04633431991782281
Position 2678: 0.04425784360530263
Position 9420: 0.042394446472173684
Position 14310: 0.040516557123781126
Position 21301: 0.040506328621966084
Position 23388: 0.040267442746716724
Position 21150: 0.03673650208462471
Position 18415: 0.03619046933160965
Position 24080: 0.034128462122860054
Position 6742: 0.03124495029130394
Position 25781: 0.031021729414563725
Position 2526: 0.0301455444858113
Position 20582: 0.02846606500760735
Position 5990: 0.028435816478413305
Position 19612: 0.02811999523797422
Position 554: 0.026793849165135518
Position 15906: 0.025825934302337324
Position 14473: 0.025534010934883673
Position 14653: 0.02425520435354768
Position 25381: 0.02342449563611613
Position 15756: 0.022851846281003382
Position 19643: 0.022658024425950555
Position 4296: 0.02231826231794695
Position 2100: 0.019864472957000723
Position 20488: 0.019598264329669084
Position 5876: 0.01880716181451572
Position 26193: 0.017730374441494497
Position 4470: 0.015876203252038344
