Gene = Tsen34
index = 1148
Annotated 5SS: [ 125 1080 1463 1857]
Annotated 3SS: [ 832 1212 1598 6762]
SMsplice 5SS: [ 294 1080 1463 1857 4164]
SMsplice 3SS: [ 832 1195 1619 4059 6762]
top_k =  1000
Partition function (log Z): -2.187790187122183

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.8858108286435115
Position 1463: 0.8822933575390826
Position 1857: 0.8694686120918476
Position 4164: 0.6828501707832125
Position 294: 0.5538952081892327
Position 650: 0.3001472446154356
Position 125: 0.2829334993670132
Position 2069: 0.1443038689706047
Position 933: 0.09875312864711853
Position 101: 0.08553313480365175
Position 639: 0.05716783838056579
Position 3642: 0.03268233119499744
Position 2152: 0.02966661129043352
Position 588: 0.028255127599432994
Position 6575: 0.023689705681622965
Position 1397: 0.022915126682252134
Position 3305: 0.016465854980697612
Position 5563: 0.014244631111584099
Position 5816: 0.01142318060300381
Position 6912: 0.01113145247149385
Position 5529: 0.01083176413577068
Position 6579: 0.00913900034441695
Position 4699: 0.007292027907420918
Position 1415: 0.0072733960205456135
Position 1803: 0.006967562999089651
Position 107: 0.006470052810475062
Position 6583: 0.006214858486190931
Position 2088: 0.0058159083948866475
Position 81: 0.005144682475056382
Position 2020: 0.004887251298087701
Position 1836: 0.004709605610221041
Position 680: 0.004485554747261311
Position 2852: 0.00440055117335434
Position 132: 0.003923567812033474
Position 1133: 0.003826125222118446
Position 6947: 0.0037527723565695358
Position 7038: 0.00360331903664988
Position 4094: 0.0033968384265977924
Position 1032: 0.0030229953655697243
Position 5011: 0.002677311242247049
Position 4106: 0.002242426629283528
Position 3714: 0.0020430631369966925
Position 37: 0.001797968577632156
Position 873: 0.0017829825421274482
Position 3854: 0.0013888885780645975
Position 561: 0.0012433657944370313
Position 2273: 0.00114421764479737
Position 3883: 0.0010757182208438133
Position 741: 0.0009526702576385303
Position 672: 0.0007782915141832791
Position 2501: 0.0007027683446145974
Position 444: 0.0006423056085014937
Position 458: 0.0006123164382219892
Position 3564: 0.0005676238535928172
Position 1391: 0.0005343017132249751
Position 5937: 0.0005001032205947593
Position 3504: 0.0004731584754367385
Position 89: 0.00046694178709696715
Position 2001: 0.0004345065629643921
Position 852: 0.0004298565135615357
Position 712: 0.0004191603482269053
Position 3627: 0.00041701843546703896
Position 5455: 0.00040498964241692664
Position 2111: 0.0004011211572505051
Position 378: 0.00039991980779895765
Position 541: 0.00038042786062453975
Position 1144: 0.0003397574390852291
Position 3273: 0.00033895507397402693
Position 1828: 0.00031757018319295363
Position 1634: 0.0003088265134574834
Position 489: 0.00029971511114739417
Position 1833: 0.00027600114683876977
Position 4685: 0.00023237049809561526
Position 1792: 0.00020714523244794479
Position 610: 0.00017882388046951952
Position 1424: 0.00016970456236298315
Position 1847: 0.00016373360628963219
Position 659: 0.00015317300263149498
Position 5535: 0.00014414160584175347
Position 585: 0.0001394696502350037
Position 1318: 0.00012485764462372408
Position 1041: 0.00012176449802321491
Position 257: 0.0001103966751379536
Position 288: 0.0001101491713358918
Position 366: 0.00010222395620877771
Position 662: 6.941035515060875e-05
Position 175: 6.136154999829423e-05
Position 1136: 4.6707300697789854e-05
Position 918: 4.618637604324792e-05
Position 208: 3.398629863588017e-05
Position 843: 3.235555092369596e-05
Position 1103: 3.0316600379423906e-05
Position 1295: 2.6810362504267837e-05
Position 891: 1.7104320791530598e-05
Position 787: 1.5316322258269512e-05
Position 1125: 1.490998363428854e-05
Position 244: 1.4349864231126791e-05
Position 1694: 7.375869547443481e-06
Position 875: 7.335493868196629e-06
Position 1752: 6.487787119644085e-06
Position 5571: 5.045707907197878e-06
Position 5566: 4.105146895335909e-06
Position 9: 3.7122961246782522e-06
Position 460: 2.267396058135506e-06
Position 1877: 1.933266174368597e-06
Position 1721: 1.5036634275034729e-06
Position 1883: 1.4002108730080651e-06
Position 1861: 1.2473925333515157e-06
Position 3619: 8.208824613506083e-07
Position 910: 9.532497657631903e-08
Position 846: 2.8349341714383372e-09
Position 1483: 1.137156952409139e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 832: 0.9480305193650186
Position 4059: 0.7272093893875792
Position 1195: 0.5163253811180509
Position 6762: 0.48907955175466133
Position 1619: 0.47838441920954144
Position 1947: 0.22306844700957834
Position 1212: 0.22193891796737722
Position 202: 0.1998592971522489
Position 5647: 0.17237386028549148
Position 1598: 0.12777504546311358
Position 1586: 0.12012359436468287
Position 5454: 0.06366539624206803
Position 536: 0.06324235499870418
Position 1726: 0.0502807754105273
Position 5119: 0.044375059182604884
Position 3503: 0.04391554709137405
Position 488: 0.04051579839468952
Position 1166: 0.03861553713550923
Position 1236: 0.0331650657358665
Position 7112: 0.033024108041897135
Position 6482: 0.03280846913097395
Position 1650: 0.03226611685278776
Position 1219: 0.025056779673549186
Position 6899: 0.024851366298453855
Position 1669: 0.024058632924337683
Position 1273: 0.02076056961053633
Position 4625: 0.02043829421033156
Position 962: 0.019154607202609565
Position 1175: 0.01723769890287886
Position 1278: 0.01486128654182722
Position 517: 0.014102266161991455
Position 5249: 0.013798072259298948
Position 5090: 0.012712570836684825
Position 6833: 0.01266300518175437
Position 6849: 0.011982665326840293
Position 3239: 0.01127073036943019
Position 1765: 0.011265414304864656
Position 1683: 0.010022384795861025
Position 601: 0.010012059121716205
Position 6932: 0.009530306224681056
Position 1002: 0.008120309080375275
Position 6512: 0.007562752360882694
Position 4822: 0.0073357979599431656
Position 7054: 0.006623985128377904
Position 5169: 0.0065644308072244275
Position 836: 0.0065585540731504565
