Gene = Ppan
index = 841
Annotated 5SS: [ 143  403 1265 1510 1767 2541 2838 3032 3191 3573]
Annotated 3SS: [ 231 1162 1458 1595 2463 2729 2907 3111 3275 3656]
SMsplice 5SS: [ 143  403 1510 1767 2541 2838 3032 3191 3573]
SMsplice 3SS: [ 231 1420 1595 2463 2729 2907 3111 3275 3656]
top_k =  1000
Partition function (log Z): 20.63384041235466

Sorted 5' Splice Sites (High to Low Probability):
Position 3032: 0.9861685453489349
Position 1510: 0.9837143618395707
Position 2838: 0.973066512194249
Position 1767: 0.9455859168046499
Position 143: 0.9112615593648297
Position 3573: 0.8017699337077031
Position 3191: 0.7717429675394091
Position 403: 0.6156105064182524
Position 2541: 0.604878489260058
Position 1265: 0.44157970929531204
Position 2551: 0.34508242511545
Position 3204: 0.20143221256442526
Position 3504: 0.1660762926488767
Position 432: 0.16178379266123935
Position 68: 0.05091910401173795
Position 361: 0.04902912025459954
Position 407: 0.0447297792609342
Position 306: 0.022322163523923563
Position 1163: 0.018727817269338025
Position 75: 0.01816406591540585
Position 845: 0.017822849209751048
Position 2842: 0.017208364687375792
Position 3453: 0.015734769578470607
Position 1758: 0.015674752222299207
Position 340: 0.013705818315130893
Position 3738: 0.011659289530911552
Position 1801: 0.008433352923490428
Position 3753: 0.006231599730892515
Position 659: 0.005910803671512678
Position 1519: 0.005041425079912868
Position 3789: 0.005030523403386623
Position 540: 0.004847319910348533
Position 332: 0.004725181999385855
Position 492: 0.004558421783506433
Position 370: 0.004371212117371771
Position 2822: 0.004062639585469529
Position 978: 0.004043332284647229
Position 2169: 0.0034186749004936692
Position 1677: 0.0033921530606525075
Position 608: 0.0033187148412821884
Position 1365: 0.002441911257887016
Position 2639: 0.002423304011092135
Position 2547: 0.002254658400944758
Position 613: 0.0020797269755939802
Position 3017: 0.0017782523921815736
Position 1269: 0.0017433853090124628
Position 312: 0.001530833785880173
Position 2097: 0.0012837803061627896
Position 2615: 0.0012487565267724906
Position 77: 0.0011933325600813828
Position 282: 0.0011193466261289705
Position 2887: 0.0010907612993586576
Position 3459: 0.0010618403129020475
Position 2019: 0.0007917979670037042
Position 33: 0.0006754246058835433
Position 3883: 0.0006214866468855376
Position 1256: 0.0006030441902013277
Position 932: 0.0005441945032075982
Position 3593: 0.0005333509127063516
Position 38: 0.00047298387875502915
Position 3535: 0.0004686000566552933
Position 3185: 0.0004109345857786934
Position 2657: 0.0003981498935406004
Position 108: 0.00039725742024610157
Position 1379: 0.00039677041308053425
Position 1100: 0.00035767515316160407
Position 3172: 0.0003520788705848138
Position 133: 0.00031526198957995216
Position 2230: 0.00030118419314505244
Position 839: 0.00028335426624574993
Position 2854: 0.00026819818758774713
Position 1655: 0.00026457012010977103
Position 1748: 0.0002605722012267891
Position 3217: 0.00024789461689591247
Position 2094: 0.00024485462080411766
Position 1809: 0.000220962123146261
Position 1138: 0.00020984826041410177
Position 926: 0.00020972834190911605
Position 3585: 0.00018716818227213443
Position 2749: 0.00018549344682734399
Position 53: 0.00018435393347368466
Position 2464: 0.00016136097080295198
Position 2257: 0.00014528345263427835
Position 1348: 0.00014165992197369
Position 879: 0.0001254081154224908
Position 3038: 0.00012100344450658903
Position 620: 0.000111475917832245
Position 310: 0.00010566310077764847
Position 1217: 0.00010436961156401746
Position 786: 0.00010015786007525441
Position 2545: 9.442909117915094e-05
Position 1730: 9.281570423085249e-05
Position 3348: 8.87226145130743e-05
Position 1780: 6.533331524588236e-05
Position 1742: 6.322490426878328e-05
Position 3047: 6.0575020575792286e-05
Position 2620: 5.419026117948467e-05
Position 1043: 4.907848767138205e-05
Position 2254: 4.48807929615941e-05
Position 3551: 4.393225633315907e-05
Position 1832: 4.235939830546942e-05
Position 930: 4.094906367033386e-05
Position 1848: 3.995985512059336e-05
Position 3494: 3.567637677190664e-05
Position 42: 3.4913323577133616e-05
Position 2038: 3.407719422693226e-05
Position 3157: 3.404668324617708e-05
Position 3438: 3.295410684554445e-05
Position 1886: 3.0022193897801357e-05
Position 600: 2.8646080157426e-05
Position 2575: 2.7332238542144705e-05
Position 807: 2.5840027428078556e-05
Position 179: 2.5508891293954058e-05
Position 1025: 2.396681889609483e-05
Position 1911: 2.3360499745153405e-05
Position 597: 2.11604867886235e-05
Position 872: 1.9888569130207554e-05
Position 3887: 1.9414058207000598e-05
Position 2242: 1.5591343560079908e-05
Position 2790: 1.4354284641823682e-05
Position 1058: 1.3331707320455433e-05
