Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 466 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  1000
Partition function (log Z): 1.2095398650532685

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9801235088492797
Position 2129: 0.7595485177510529
Position 1139: 0.6597982305658558
Position 1646: 0.5929018291235044
Position 4100: 0.5506678933781994
Position 4432: 0.5391473086911737
Position 466: 0.4241802126979992
Position 2474: 0.4171907944652416
Position 391: 0.41383884919616626
Position 4815: 0.39988964161624835
Position 1674: 0.2667396618155842
Position 6123: 0.2659598034004574
Position 2451: 0.2623867809773673
Position 7321: 0.19735242113321882
Position 4231: 0.14711738859571288
Position 6145: 0.1261338532065099
Position 8260: 0.1051529008459401
Position 5219: 0.10303860812250033
Position 418: 0.09674767533663443
Position 2231: 0.06763028061330922
Position 2502: 0.05493997859714929
Position 7771: 0.05141264625526329
Position 1196: 0.04574164697856295
Position 7697: 0.04352073910423025
Position 858: 0.03809399275907396
Position 8965: 0.037787870935092074
Position 1520: 0.037506302260872024
Position 1631: 0.03492100610780595
Position 5134: 0.03188844967681311
Position 1670: 0.02601038645036354
Position 239: 0.022969718529691274
Position 2137: 0.016066109260800186
Position 6949: 0.01605523217781556
Position 1102: 0.015261826919287482
Position 1049: 0.014850833264628579
Position 245: 0.013730664849957929
Position 218: 0.010990383018458182
Position 592: 0.010139708951506562
Position 1626: 0.008160404140316572
Position 1899: 0.007402964561653744
Position 776: 0.007402257894761161
Position 1574: 0.007263022236374447
Position 2221: 0.006071939913687767
Position 115: 0.005881887705969
Position 9001: 0.005521051876240812
Position 9209: 0.005349853400323484
Position 232: 0.005179629516796896
Position 118: 0.005104141765886656
Position 151: 0.004842849060071707
Position 6208: 0.004261272651536578
Position 1121: 0.003993556982687797
Position 1094: 0.003691517033206916
Position 55: 0.003487050211863554
Position 7753: 0.0029626527478975005
Position 1286: 0.0018190290229382453
Position 1158: 0.001781270462042128
Position 303: 0.001757934289690381
Position 3146: 0.0017393798137151062
Position 1680: 0.0014551834896245621
Position 3348: 0.0013697993774583555
Position 1134: 0.0013514392287464515
Position 260: 0.0013140608234231204
Position 134: 0.0013102103154214622
Position 215: 0.0012568924823158972
Position 272: 0.000986036599628357
Position 1220: 0.0008752149645099866
Position 1174: 0.0008233200684625155
Position 1538: 0.0008085947664405654
Position 634: 0.0007400394050120984
Position 1271: 0.0007219938833749354
Position 1082: 0.0007200650206744881
Position 222: 0.0007040555487446148
Position 1918: 0.0006336402375149504
Position 721: 0.000630170009041841
Position 873: 0.0006125983281286956
Position 2862: 0.0006078493495088527
Position 3196: 0.0005116488827424284
Position 1704: 0.0005026850657530394
Position 473: 0.000491436857380186
Position 1635: 0.00046790574455065357
Position 3142: 0.0004460288789035661
Position 3018: 0.0004442166546924907
Position 282: 0.0003926430319980055
Position 735: 0.00039068900838528286
Position 4470: 0.0003716798395830567
Position 426: 0.00035144929841184904
Position 6935: 0.0003441286008998439
Position 183: 0.0003278365922567796
Position 1637: 0.0003271834692249595
Position 978: 0.00030767068920026626
Position 124: 0.0003058630805140785
Position 2938: 0.000296599336241446
Position 531: 0.00028941223600661314
Position 2966: 0.0002838996185456128
Position 1232: 0.00028119186597166956
Position 1249: 0.00027703824297578035
Position 1493: 0.0002753958983311799
Position 1750: 0.00026115101762933977
Position 3320: 0.000258957503525092
Position 1508: 0.00025463889192605847
Position 1224: 0.00025228042540498117
Position 388: 0.00023417072997710943
Position 756: 0.00022575946660136634
Position 2242: 0.00022155063943482593
Position 2934: 0.00021803205489004631
Position 1577: 0.00021569028309739366
Position 4308: 0.0002100150545743526
Position 3620: 0.00020432780279965862
Position 1907: 0.00020198281911130119
Position 1651: 0.00019670519940439833
