Gene = Ssr2
index = 1032
Annotated 5SS: [  79  427 1465 4278 7335]
Annotated 3SS: [ 271 1365 4168 7256 8272]
SMsplice 5SS: [  79  427 1431 4278]
SMsplice 3SS: [ 271 1365 4191 6932]
top_k =  1000
Partition function (log Z): 0.09278637559838554

Sorted 5' Splice Sites (High to Low Probability):
Position 4278: 0.9788674018380917
Position 427: 0.9489670816597711
Position 79: 0.9220950258586182
Position 1431: 0.42395912872995095
Position 1487: 0.26294728508467996
Position 2058: 0.26171667197341136
Position 1465: 0.2552168019124553
Position 1760: 0.25517132590571495
Position 1829: 0.194809252610608
Position 7335: 0.08454600469844839
Position 2123: 0.07156723221731971
Position 5522: 0.06896396903795662
Position 1123: 0.0542821091677582
Position 7216: 0.04578422787197831
Position 2644: 0.04320881701748803
Position 7883: 0.035304951223108415
Position 6632: 0.0332143738253367
Position 1135: 0.024991104354387852
Position 3024: 0.020349161981505253
Position 2850: 0.017137277330762056
Position 742: 0.017106104168140363
Position 1179: 0.016146403147560433
Position 6260: 0.014620539589183686
Position 4790: 0.012967170106296043
Position 2043: 0.010747600414770509
Position 5252: 0.010231734756902446
Position 1677: 0.00918016339139669
Position 548: 0.008211356670541466
Position 5237: 0.00670007391294748
Position 6253: 0.00557900279786331
Position 140: 0.005453582753282881
Position 544: 0.005063806333607894
Position 8421: 0.004353007343975815
Position 1836: 0.003397599747886075
Position 1783: 0.0033566936975195608
Position 1598: 0.0031643137443339636
Position 2885: 0.0023376718278183754
Position 4784: 0.0019165545360610705
Position 7824: 0.0016362190089121594
Position 7159: 0.0015589338191700488
Position 475: 0.0014002569383890812
Position 5038: 0.0013439507853510563
Position 7040: 0.0011984646328932207
Position 7204: 0.001097624701497783
Position 5241: 0.0010919281101584087
Position 612: 0.0009301642341003242
Position 1105: 0.0009273244572502933
Position 1553: 0.0008577678260088758
Position 6224: 0.0007480160529889507
Position 1743: 0.0007454126576387057
Position 8004: 0.0006606585532080914
Position 628: 0.0005994872341068765
Position 1624: 0.0005807118764956342
Position 41: 0.0004797008686573939
Position 6033: 0.00040309317729578047
Position 1484: 0.0003546269453107545
Position 227: 0.0003525376652985592
Position 467: 0.00028912600005149365
Position 528: 0.0002665055456373476
Position 5505: 0.0002537522712420257
Position 2245: 0.00023389756610746394
Position 5202: 0.00023170743021738052
Position 719: 0.00022650479330651413
Position 1244: 0.0002116860361659338
Position 1424: 0.00020675213037250483
Position 5699: 0.00018984293730527245
Position 4302: 0.0001579005607038993
Position 1139: 0.00015493790452516333
Position 8353: 0.00014707667955733084
Position 70: 0.0001253414534743959
Position 540: 0.00011341358397566789
Position 440: 0.00011283781953854237
Position 490: 0.00011192980955355765
Position 311: 9.112027317347022e-05
Position 196: 8.910900304371489e-05
Position 2060: 7.887553526227539e-05
Position 7151: 7.630941389356703e-05
Position 6: 7.624276860109734e-05
Position 194: 6.743149300456421e-05
Position 1587: 4.9032517392321634e-05
Position 2084: 4.8842025516629605e-05
Position 13: 4.497461357533027e-05
Position 2284: 4.365112240304668e-05
Position 30: 3.563146506965437e-05
Position 552: 3.560297995248762e-05
Position 242: 3.544529617537968e-05
Position 6567: 3.45370957108708e-05
Position 108: 3.404210610471285e-05
Position 2462: 3.345636187437617e-05
Position 416: 3.2551396394592356e-05
Position 503: 2.9937244414533295e-05
Position 1442: 2.9907044142076282e-05
Position 4899: 2.8846042377678157e-05
Position 1855: 2.782212642787797e-05
