Gene = Snupn
index = 1000
Annotated 5SS: [   76  6299 12266 19481 19809 24433 27219 30048]
Annotated 3SS: [ 6135 12117 19375 19711 24334 27140 29966 31783]
SMsplice 5SS: [   76  6299 12266 19481 19809 24433 27219]
SMsplice 3SS: [ 6135 12117 19375 19711 24334 27140 31783]
top_k =  1000
Partition function (log Z): -7.768798202090499

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9640793520627808
Position 19809: 0.8614781354218771
Position 19481: 0.8483572379514486
Position 24433: 0.8150168086552663
Position 27219: 0.6087414947440716
Position 12266: 0.5900096154865281
Position 6299: 0.5665506158253087
Position 896: 0.5205535279770948
Position 12174: 0.4080107462888662
Position 4347: 0.3721450451239862
Position 386: 0.3193633490491498
Position 29217: 0.24691849226446627
Position 30048: 0.24104126788010474
Position 8542: 0.14211704002644326
Position 463: 0.09356093532056863
Position 4309: 0.0888024204057687
Position 1999: 0.0850942951462132
Position 3684: 0.06834679470218691
Position 6262: 0.053474316747759945
Position 3671: 0.04902143807771394
Position 13586: 0.04113837353005936
Position 6652: 0.040183421943031844
Position 13026: 0.04012983930190121
Position 24844: 0.04002717299265901
Position 1439: 0.03794171361154964
Position 18824: 0.03515912309823095
Position 1993: 0.02905034742428801
Position 6305: 0.028807521441646028
Position 6648: 0.026860162853833927
Position 7609: 0.02516869868769826
Position 27231: 0.02343697310016225
Position 6436: 0.019774265564354077
Position 6416: 0.0165144169954017
Position 4123: 0.013880747909126327
Position 63: 0.012958335399739748
Position 8703: 0.011856175681496016
Position 24930: 0.011622955791903603
Position 5832: 0.007828807092910471
Position 22327: 0.007557552832174135
Position 2977: 0.006914005551999889
Position 6411: 0.006664468815755946
Position 6420: 0.006457996378455406
Position 452: 0.006144458668684008
Position 26948: 0.0058406361311977
Position 25032: 0.0057564975914592385
Position 351: 0.0056324951254019765
Position 2057: 0.005194118628852192
Position 6392: 0.004854204800869842
Position 5410: 0.004643212872970891
Position 468: 0.003633085556072366
Position 7292: 0.002947337164636699
Position 549: 0.0028050343392381346
Position 7487: 0.0025477186612239337
Position 1799: 0.002525364385403249
Position 316: 0.002328233854048236
Position 8729: 0.0022715878327984286
Position 12354: 0.0020686759445938245
Position 1049: 0.0017567401568283558
Position 2737: 0.0015761391262433548
Position 10534: 0.0014689387270961079
Position 5063: 0.0013827694600349848
Position 4331: 0.001334870729148979
Position 6242: 0.0013121832794446412
Position 4842: 0.0012278564833746067
Position 525: 0.0012018072979573197
Position 1078: 0.0007901551791275823
Position 862: 0.0007885830768427099
Position 13292: 0.0007797392731530686
Position 27: 0.000715618862546068
Position 3940: 0.0005790469849559425
Position 949: 0.0005747816661466125
Position 878: 0.0002815200205679082
Position 1023: 0.0002570233218458999
Position 278: 0.0002476181064223291
Position 71: 0.00020623701845062537
Position 454: 0.00017204457073486092
Position 779: 0.00012590432292891438
Position 13114: 0.0001133742594170636
Position 473: 8.41791996539732e-05
Position 639: 5.738627106768618e-05
Position 625: 5.606730786012741e-05
Position 346: 4.881945517075124e-05
Position 52: 4.50246109613455e-05
Position 744: 4.327487368622596e-05
Position 336: 3.950236249643723e-05
Position 348: 3.873531616739663e-05
Position 686: 3.442051325928579e-05
Position 1367: 3.05229031153186e-05
Position 890: 2.908145118734431e-05
Position 217: 2.3431462142953317e-05
Position 2596: 2.2295140042460632e-05
Position 102: 2.100069070198777e-05
Position 953: 1.153683517584766e-05
Position 159: 1.0908017450439408e-05
Position 409: 1.0466209242405935e-05
Position 80: 8.966567097975694e-06
Position 259: 8.759998597797035e-06
Position 90: 8.69239538501254e-06
Position 14528: 8.56735916825008e-06
Position 598: 8.405016823181144e-06
Position 214: 8.275939594926995e-06
Position 725: 6.801104151058627e-06
Position 1288: 6.384835285317291e-06
Position 211: 5.689888261153512e-06
Position 95: 5.644540695025891e-06
Position 180: 5.385078658785226e-06
Position 1433: 5.212245950858749e-06
Position 60: 4.691221135783324e-06
Position 644: 1.4135303496138132e-06
Position 229: 1.1640812190447536e-06
Position 261: 3.081348322769191e-07
Position 31: 5.754727487749702e-08
Position 1098: 3.3416447838087575e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12117: 0.9904957114707124
Position 24334: 0.8160947698543345
Position 19375: 0.7637974765129335
Position 27140: 0.7095583301276719
Position 6135: 0.693629617947203
Position 31783: 0.65140529346106
Position 19711: 0.5650493106802139
Position 838: 0.45812695605988285
Position 225: 0.3909402389469946
Position 29125: 0.3150859332501037
Position 29966: 0.3039893955412581
Position 4052: 0.21162893396660556
Position 4237: 0.15951881773930204
Position 19564: 0.13481567655625096
Position 8381: 0.12873052564536874
Position 1877: 0.11537355631125712
Position 19604: 0.09967066887610704
Position 19412: 0.08479981676440343
Position 4064: 0.07388462280194939
Position 3483: 0.056953950060956056
Position 6467: 0.0557029801410775
Position 3508: 0.04901364847742255
Position 19755: 0.03841879908004414
Position 796: 0.03658557140558473
Position 12939: 0.034637208123313036
Position 27516: 0.03121042084710263
Position 4222: 0.027968577088785397
Position 24693: 0.026962114000483033
Position 30146: 0.02635896390293186
Position 13480: 0.02602763950961214
Position 7486: 0.02516869868769825
Position 19567: 0.02489425602056814
Position 18714: 0.023051780462479066
Position 24671: 0.02257472029632689
Position 667: 0.022229109476208247
Position 29409: 0.017973622804688814
Position 13524: 0.014759448587638037
Position 8414: 0.01338651438107448
Position 8601: 0.01337214739462085
Position 451: 0.01309239150916142
Position 24896: 0.012336876743612505
Position 24769: 0.012284676329156727
Position 1229: 0.012228262757842822
Position 18622: 0.012218633656526194
Position 6544: 0.01134074344796154
Position 26904: 0.01104654925332706
Position 6189: 0.010188202268635097
Position 3548: 0.009474617161628002
Position 5718: 0.00782880709291047
Position 22200: 0.0077924831972446176
Position 25938: 0.007265177127353426
Position 1193: 0.006284398374163366
Position 12090: 0.005687179190186628
Position 26342: 0.005469380695123123
Position 1321: 0.004731917999182113
Position 5236: 0.0046432128729708925
Position 12873: 0.004639661502926065
Position 1719: 0.0042394780519992535
Position 267: 0.004071740338793513
Position 25677: 0.003923571525151045
Position 12121: 0.0038168619224575027
Position 24535: 0.0032956800001336045
Position 1271: 0.003244517434480197
Position 2796: 0.0031890301154247677
Position 1367: 0.0031390103552789645
Position 142: 0.003110091864769525
Position 7122: 0.0029473371646366983
Position 27945: 0.0029210301493622854
Position 308: 0.002836953645595949
Position 2831: 0.0028069740011298252
Position 27684: 0.002695470557890549
Position 1333: 0.0026148034412333356
Position 229: 0.0025904227537668426
Position 4004: 0.0020927744281020837
Position 1148: 0.0020092723413793353
Position 22360: 0.0018975383767211435
Position 1873: 0.0018899985122792725
Position 4733: 0.0016382071589307067
Position 20435: 0.0014969784939567648
Position 23948: 0.0014712312492065744
Position 10335: 0.0014689387270961063
Position 3515: 0.0013834776459733518
Position 621: 0.0013547389283677946
Position 21822: 0.001341942019559287
Position 7291: 0.0012953802602713102
Position 7358: 0.001252338400952623
Position 25848: 0.001231494117471991
Position 21723: 0.001085891865764458
Position 288: 0.001075339821297301
Position 25697: 0.001045798358938622
Position 2659: 0.0010174792949684793
Position 156: 0.0010054561266404608
Position 21334: 0.0009264713380686941
Position 1048: 0.0008316043601076536
Position 1283: 0.0007990993730482137
Position 23269: 0.0007871109332760965
Position 8605: 0.0007556161196735892
Position 2867: 0.0007511986137752363
Position 502: 0.0007382909397194304
Position 1309: 0.0007314354021960613
Position 3921: 0.0006842151385041576
Position 3875: 0.0006651697125444718
Position 12985: 0.0006483057661863407
Position 6371: 0.0005920574504319729
Position 674: 0.000517223917209776
Position 4959: 0.0004991997919337794
Position 4954: 0.0004732266293222962
Position 13529: 0.0004587575998547146
Position 3385: 0.0004239098474566029
Position 1411: 0.00040518764753340753
Position 12869: 0.00038122836740769054
Position 21516: 0.0003573185900780929
Position 25586: 0.00035346626723362735
Position 12912: 0.0003348786954683279
Position 3819: 0.000299027901103168
Position 2581: 0.000278972392638368
Position 803: 0.0002556304426670893
Position 25223: 0.00024104700391214986
Position 20555: 0.0002268514675348976
Position 1129: 0.00020697472737184856
Position 702: 0.00020040607202344906
Position 20540: 0.00019891643383650664
Position 13173: 0.00019887613084724237
Position 13585: 0.00017379577276242466
Position 20883: 0.00017152720588455597
Position 1672: 0.00016284347243471345
Position 1288: 0.00015898384094748254
Position 2533: 0.0001454135123550252
Position 2485: 0.0001385813294122599
Position 20705: 0.00013215536493757252
Position 3586: 0.00011804683669975581
Position 271: 0.00011724618442614152
Position 13156: 0.00010347691057313212
Position 21578: 8.290175999279295e-05
Position 14607: 8.134727410098592e-05
Position 17763: 7.92554916345058e-05
Position 625: 7.153668749965016e-05
Position 2873: 6.996590357486502e-05
Position 12304: 6.88117990327733e-05
Position 14426: 6.308146666860849e-05
Position 2489: 6.068842645481122e-05
Position 22477: 4.862773090647329e-05
Position 1728: 4.800038751763623e-05
Position 681: 4.636791158143059e-05
Position 13159: 4.601423761820893e-05
Position 14969: 4.542124460960062e-05
Position 1904: 4.511355013298403e-05
Position 677: 4.142935872198443e-05
Position 20654: 4.0648941205072574e-05
Position 402: 3.882763596177072e-05
Position 13136: 3.760939393291027e-05
Position 845: 3.743028168740439e-05
Position 12266: 3.703345373472821e-05
Position 1992: 3.446308056446226e-05
Position 1978: 3.351984330197339e-05
Position 1285: 3.347722503483933e-05
Position 1217: 3.273675784005404e-05
Position 2910: 2.9915281162824326e-05
Position 707: 2.82149043366789e-05
Position 16812: 2.8096113622772378e-05
Position 334: 2.7127913345380168e-05
Position 20157: 2.599768921100042e-05
Position 310: 2.309871258884781e-05
Position 248: 2.294453463056721e-05
Position 13998: 2.2713041043794222e-05
Position 21047: 2.1684251837209402e-05
Position 2504: 2.0980712256359705e-05
Position 634: 2.0788644647243662e-05
Position 312: 2.0783762379903257e-05
Position 14528: 1.9917457270931155e-05
Position 15602: 1.889927334155124e-05
Position 15009: 1.819980691967992e-05
Position 12765: 1.8099111627186922e-05
Position 1454: 1.662947624505361e-05
Position 17179: 1.640548006590775e-05
Position 14037: 1.2473267768377037e-05
Position 316: 1.1863653154072802e-05
Position 12520: 1.1608825242983393e-05
Position 12450: 1.1203902937952004e-05
Position 15632: 1.0858235682948245e-05
Position 731: 1.0801214383444672e-05
Position 12981: 9.045820579567094e-06
Position 1571: 8.971436749687673e-06
Position 766: 8.746077151834874e-06
Position 1204: 8.173896357340607e-06
Position 409: 7.448065725875307e-06
Position 377: 7.066116384229038e-06
Position 1173: 6.91641650447453e-06
Position 14834: 6.817008898715897e-06
Position 811: 6.354391432499104e-06
Position 14081: 6.067352363070776e-06
Position 374: 6.036356314669372e-06
Position 15429: 5.795353179635932e-06
Position 14399: 5.627381640742379e-06
Position 13260: 5.607418020589659e-06
Position 379: 5.305835908854398e-06
Position 180: 5.053777210242238e-06
Position 1578: 4.98929526182945e-06
Position 14814: 4.96344409180204e-06
Position 14564: 4.340082199121076e-06
Position 477: 3.443826398397938e-06
Position 171: 3.2454102153855853e-06
Position 2447: 3.2402351328805063e-06
Position 14972: 3.091461917388312e-06
Position 357: 2.8789261131707413e-06
Position 467: 2.8595221513597094e-06
Position 1431: 2.650979647145001e-06
Position 13972: 2.3933770509710905e-06
Position 598: 1.9180432179750413e-06
Position 1647: 1.8890845170112415e-06
Position 1521: 1.7983227878931043e-06
Position 1542: 1.7161664628989303e-06
Position 319: 1.6754635820693694e-06
Position 779: 1.4547971782516702e-06
Position 685: 1.3531711538542686e-06
Position 1888: 1.0958749740843173e-06
Position 326: 1.0821842510485603e-06
Position 878: 1.032147558563555e-06
Position 111: 9.415356857460537e-07
Position 13905: 8.566079587763865e-07
Position 720: 7.926393953958383e-07
Position 12673: 7.859942871511454e-07
Position 13779: 7.609402918264249e-07
Position 3534: 5.898240093823871e-07
