Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  1000
Partition function (log Z): -3.0873175617001056

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7289284786530169
Position 2406: 0.6942437423546521
Position 636: 0.6280250934997317
Position 444: 0.450074549650152
Position 947: 0.24913951329832518
Position 150: 0.15878437172810905
Position 342: 0.13171466270960341
Position 718: 0.1297679023286773
Position 162: 0.03378016920757971
Position 614: 0.032478703056000466
Position 1983: 0.031400389837969264
Position 2740: 0.026452455180597384
Position 541: 0.01838075364413764
Position 2355: 0.013486793868789237
Position 3627: 0.012753697534423184
Position 3588: 0.011466658371153834
Position 328: 0.010878299433093366
Position 3100: 0.009598694923497839
Position 537: 0.008118874678648974
Position 1056: 0.007218984239742112
Position 3712: 0.004636621266121336
Position 71: 0.004024218302184454
Position 3916: 0.0026992960694665604
Position 2761: 0.0025813597893874704
Position 1758: 0.002456701327909299
Position 919: 0.0021760418649469527
Position 640: 0.0020533821369628272
Position 185: 0.0018199981561072627
Position 3732: 0.0017779227630759951
Position 3877: 0.0014921610543681303
Position 2431: 0.001487020938081468
Position 452: 0.0014808850093094006
Position 420: 0.0011840337806308676
Position 448: 0.0010228724915082607
Position 692: 0.000987416841393783
Position 876: 0.00092768072163118
Position 3956: 0.0008652122494800923
Position 3981: 0.000845445015925132
Position 2943: 0.0006955062929027348
Position 3933: 0.0006826191338990756
Position 3964: 0.0006762618202976914
Position 202: 0.0005787976951658903
Position 659: 0.0005439298564976116
Position 1347: 0.00048383846572502603
Position 2861: 0.0004329137095419747
Position 243: 0.00037566614394876776
Position 65: 0.00030824457070791403
Position 927: 0.0003035308355553558
Position 3345: 0.0002954376344663956
Position 3683: 0.00028075353601360624
Position 383: 0.00027011259123347237
Position 78: 0.00020820032434959584
Position 530: 0.00019217585753026527
Position 3999: 0.0001739810830368934
Position 683: 0.00015868050341165304
Position 2618: 0.00013807209875502503
Position 674: 0.00012646859601258306
Position 3641: 0.0001098806120967974
Position 3881: 9.898316729761315e-05
Position 898: 9.484243021224789e-05
Position 2577: 8.344081654407797e-05
Position 3077: 7.042788063049604e-05
Position 3835: 6.189276642722767e-05
Position 2704: 6.16939980560166e-05
Position 492: 4.795737998074932e-05
Position 3847: 4.5492680960690645e-05
Position 19: 3.732162483921217e-05
Position 240: 3.0520632886656994e-05
Position 271: 2.7264405777964003e-05
Position 254: 2.560787798984048e-05
Position 410: 2.003518408241601e-05
Position 568: 1.1919065210221053e-05
Position 745: 1.0861834217934872e-05
Position 747: 9.032870475692332e-06
Position 550: 5.479256881214275e-06
Position 1186: 3.72605117722813e-06
Position 857: 3.6230069192819147e-06
Position 869: 2.8976988188955573e-06
Position 889: 2.8873921986123595e-06
Position 930: 2.8065498772399226e-06
Position 1239: 2.663373770646791e-06
Position 853: 2.580063138004235e-06
