Gene = Mgmt
index = 678
Annotated 5SS: [    74  56791 191496 227015]
Annotated 3SS: [ 56653 191334 226874 233270]
SMsplice 5SS: [    74  34360  36302  37483  42540  56791  70084  73334  78815  93761
  98973 111182 116083 130043 135086 152685 154466 169528 191496 223529
 227015 233201]
SMsplice 3SS: [ 34204  36178  37095  42434  56653  69951  73197  78683  93663  98818
 111098 116004 129937 134963 152584 154324 169392 191334 223424 226874
 232992 233270]
top_k =  1000
Partition function (log Z): -142.03192715688112

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9841893583303672
Position 8887: 0.3329567444532712
Position 7105: 0.09553649551804835
Position 10980: 0.091433082859577
Position 6009: 0.08726853612675742
Position 6044: 0.07702095245210386
Position 316: 0.04684339191307426
Position 2783: 0.043074278014901615
Position 8800: 0.042534012758382075
Position 11995: 0.035679196715641945
Position 7373: 0.034118731783918735
Position 3355: 0.022616983940865535
Position 4832: 0.022254527607586335
Position 8897: 0.022162038730082365
Position 11349: 0.014644847890996973
Position 791: 0.011949077391354215
Position 10951: 0.00827739674493446
Position 3375: 0.007589995525537313
Position 346: 0.006030398358822262
Position 4920: 0.005056482084929693
Position 8125: 0.0044967032155401885
Position 5320: 0.004458560735494759
Position 6971: 0.003692008389992346
Position 1199: 0.0030169140110234026
Position 4916: 0.0028770790019726346
Position 5997: 0.0028748496109480145
Position 6910: 0.0028123412217058935
Position 638: 0.0023519794250811362
Position 10931: 0.0023462075048109243
Position 4664: 0.0017545365493866097
Position 224: 0.0016329124667162883
Position 5717: 0.0013445466144170859
Position 3592: 0.0013186079267159222
Position 898: 0.0013127513599732429
Position 2070: 0.0012705941951853695
Position 245: 0.0012322107197379512
Position 1705: 0.0011864125924022357
Position 357: 0.0009807851013560183
Position 4997: 0.0009771664529001542
Position 5993: 0.000906992392100255
Position 5097: 0.0007972708745022491
Position 2767: 0.0007701182875301944
Position 652: 0.0007644288656878996
Position 3596: 0.0007516480467692842
Position 5614: 0.0007157155690391135
Position 5403: 0.0005750670863995463
Position 1136: 0.0005088714052354738
Position 5756: 0.0003665399385807926
Position 578: 0.00031616674024330523
Position 295: 0.0003138303365666583
Position 887: 0.00024935755266513525
Position 3426: 0.00020144904097324335
Position 5669: 0.00018491072404805617
Position 6283: 0.00015882460823735857
Position 5763: 0.0001340772772220098
Position 657: 6.705636494491878e-05
Position 665: 5.825916682525208e-05
Position 729: 3.5991205209188165e-05
Position 1014: 2.6528913728433645e-05
Position 1030: 2.2799808419559325e-05
Position 671: 2.016996321055534e-05
Position 2908: 9.608908673469317e-06
Position 431: 4.7028624297793816e-06
Position 14: 4.139992810079874e-06
Position 469: 4.111954127782765e-06
Position 78: 3.969152183900755e-06
Position 411: 3.6570695563247683e-06
Position 547: 3.5884243930022604e-06
Position 37: 2.9586055910143835e-06
Position 192: 2.7618573571488745e-06
Position 868: 2.6732718370152907e-06
Position 1204: 2.6461671257022537e-06
Position 133: 2.6073247921082632e-06
Position 120: 2.4505646797867155e-06
Position 2486: 2.3886120004451796e-06
Position 3731: 2.267893872373e-06
Position 2081: 2.2596405331405176e-06
Position 3988: 2.257413734563188e-06
Position 3101: 2.2162382322361374e-06
Position 91: 1.5430356766969035e-06
Position 93: 1.4434671014209877e-06
Position 146: 1.0623314257935514e-06
Position 257: 9.734903509089204e-07
Position 236: 9.442787007599993e-07
Position 558: 4.4870369178172563e-07
Position 62: 4.368306720702982e-07
Position 588: 4.3407443006927305e-07
Position 136: 2.053487323147357e-07
Position 55: 1.4578251838466014e-07
Position 149: 1.1250694285730594e-07
Position 42: 1.0222142616250848e-07
Position 35: 8.109770183348457e-08
Position 228: 6.986726652789065e-08
Position 49: 5.353817135567615e-08
Position 531: 5.346924592633397e-08
Position 515: 2.144316112529577e-08
Position 428: 1.228620549125045e-08
Position 683: 8.875504188257166e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10785: 0.32801208910460533
Position 11838: 0.2707467390916032
Position 8726: 0.20160428471761585
Position 8790: 0.19277279123494662
Position 5888: 0.1850373371264235
Position 13939: 0.0955633673131634
Position 10666: 0.08519336251898611
Position 6740: 0.0803986375365535
Position 175: 0.05379851303348854
Position 11141: 0.053710804417438536
Position 3286: 0.03549639317663651
Position 6908: 0.03125020653454331
Position 6777: 0.02840537269021213
Position 7193: 0.025709985524644256
Position 2648: 0.023838173759242968
Position 10332: 0.02309849043984651
Position 4660: 0.020399946167369187
Position 7009: 0.020151471423064844
Position 12279: 0.018960609103950435
Position 4497: 0.01572471601670482
Position 9839: 0.015599797711216064
Position 7987: 0.015499184714929547
Position 8662: 0.014531086077503943
Position 13835: 0.01285544177385502
Position 2664: 0.011809684783547289
Position 14745: 0.009411212571013327
Position 10243: 0.00843766417797767
Position 12329: 0.008056059495618093
Position 6936: 0.008039391526302524
Position 9341: 0.007907959487666547
Position 10707: 0.007755535372875472
Position 9041: 0.007661512917155715
Position 10643: 0.007410328088922749
Position 10366: 0.007275189946920729
Position 7290: 0.006337610218347605
Position 5572: 0.006149847332758782
Position 2716: 0.005149386237398627
Position 197: 0.004584602099397832
Position 5937: 0.004554048385864689
Position 276: 0.004482045145682392
Position 385: 0.0037765821656951695
Position 5251: 0.003679736182372579
Position 7199: 0.003282951658055135
Position 8621: 0.0032781969557877364
Position 2581: 0.0031609711581683307
Position 703: 0.00302368805350258
Position 4625: 0.002574019729699718
Position 6970: 0.0024215983960672433
Position 790: 0.0019678995308103284
Position 6851: 0.0018798981055906916
Position 7320: 0.0018356265270546373
Position 9139: 0.001712652749635575
Position 6008: 0.0017100918529672844
Position 1095: 0.001684610057536481
Position 8867: 0.001531566569842344
Position 1616: 0.001453563610664971
Position 4169: 0.0014003382640211594
Position 2413: 0.0013465242896786205
Position 6154: 0.0013214886238663486
Position 4882: 0.0012628316226033613
Position 4831: 0.00121152977379474
Position 8407: 0.0010736687924532797
Position 8218: 0.0010557444208749588
Position 5012: 0.0010372502526309888
