Gene = Fam133b
index = 393
Annotated 5SS: [  110 10899 13985 14710 14856 15322 15861 17252 20490 21913]
Annotated 3SS: [10800 13905 14634 14822 15258 15767 17200 20402 21864 25148]
SMsplice 5SS: [  310 10899 13985 14710 15861 20490]
SMsplice 3SS: [10800 13905 14634 15767 20402 25148]
top_k =  1000
Partition function (log Z): -2.933906191283807

Sorted 5' Splice Sites (High to Low Probability):
Position 15861: 0.9414326975557523
Position 14710: 0.9185674946441841
Position 13985: 0.8795516066319566
Position 310: 0.8009171342362785
Position 10899: 0.7990818826027166
Position 15322: 0.7554054129570612
Position 20490: 0.7425618136333508
Position 18515: 0.46721036312741665
Position 20519: 0.23736584175723105
Position 110: 0.20996038221552696
Position 1420: 0.19814329734162156
Position 16177: 0.19047064443502706
Position 12416: 0.17579933414152427
Position 18743: 0.17239360371358778
Position 9083: 0.12616688661720168
Position 14561: 0.12327336588681938
Position 23946: 0.12211129026806042
Position 17277: 0.10709474163298408
Position 17252: 0.10232030176316764
Position 12506: 0.10050478837399854
Position 2250: 0.09461834534017666
Position 23882: 0.09213073946023917
Position 10210: 0.08402668257877705
Position 15031: 0.08040061987704059
Position 14856: 0.0776762800570847
Position 19590: 0.07582267432835205
Position 19671: 0.0752819676383535
Position 2355: 0.0678723643671937
Position 4792: 0.06421277950239612
Position 10494: 0.04743868201154955
Position 18588: 0.04264803576760265
Position 14565: 0.03878044157098312
Position 17530: 0.033791850903617776
Position 14519: 0.028791865740188848
Position 25314: 0.027092628831922996
Position 21684: 0.02039973412962833
Position 1208: 0.019480383403947206
Position 18670: 0.019370106638929224
Position 24996: 0.018586769274114637
Position 7082: 0.01731786994043198
Position 3466: 0.01717547166627644
Position 4469: 0.015398757140220988
Position 25309: 0.015203875667864469
Position 14851: 0.014251989276648521
Position 22197: 0.013982528077138253
Position 21917: 0.013817754069337239
Position 3182: 0.013326183844989289
Position 16868: 0.012354325588944198
Position 16117: 0.011486573532991345
Position 4458: 0.009267431737900554
Position 8614: 0.008900030363698463
Position 8966: 0.00844662998362742
Position 3606: 0.0077976336811146985
Position 14911: 0.0065578927593264915
Position 21289: 0.0052829605829772235
Position 319: 0.005004055944995125
Position 23247: 0.004797027661515199
Position 23973: 0.004501346601024409
Position 20087: 0.004468172433272483
Position 21091: 0.00436385066425342
Position 21899: 0.0043215413717150744
Position 1162: 0.0037159072390073817
Position 21974: 0.0032120433807683968
Position 23004: 0.003063548759594806
Position 16969: 0.0029225117888765618
Position 16420: 0.002017471457581497
Position 23435: 0.0017451265072918251
Position 25607: 0.001707625298681161
Position 21156: 0.001668590815142521
Position 16981: 0.0015563774598033044
Position 4: 0.0013242982780340348
Position 15686: 0.0012836505041317762
Position 23420: 0.0012004836818284605
Position 21987: 0.0011855680528094345
Position 17424: 0.0011657551180557701
Position 17614: 0.0010972730795002549
Position 336: 0.0010802086496888288
Position 18617: 0.001030841203771142
Position 382: 0.0009456866842587555
Position 17377: 0.0008759381525268472
Position 18556: 0.0008623199938741881
Position 409: 0.0007968724018447966
Position 25436: 0.0006233505134688028
Position 248: 0.000623305746296796
Position 25353: 0.0005752293780231356
Position 25288: 0.00056658308631155
Position 4006: 0.0005417644675240376
Position 138: 0.0005273097070523455
Position 18500: 0.0004976762251878447
Position 531: 0.00048498467990898983
Position 19220: 0.0004344048454467366
Position 436: 0.00038242375269807277
Position 2325: 0.0003770304752460634
Position 1806: 0.00027601868355330917
Position 25232: 0.00026560365545693525
Position 535: 0.00021833875531274976
Position 4614: 0.00021364481099459898
Position 114: 0.00018274518498048706
Position 3350: 0.00017841553219349925
Position 1426: 0.00015228951157003121
Position 237: 0.00014244835023477962
Position 1169: 0.000117924383891426
Position 16167: 0.00010866792879914313
Position 635: 0.00010807316003427882
Position 15894: 0.0001066461238099763
Position 18040: 9.930925944086856e-05
Position 5479: 9.735730082561344e-05
Position 16318: 9.719367751955443e-05
Position 2776: 5.372698551403177e-05
Position 1473: 5.0407069175668856e-05
Position 207: 4.874210992383558e-05
Position 3160: 4.339066311972354e-05
Position 1408: 3.3342542734776724e-05
Position 1180: 3.270134016606531e-05
Position 2339: 2.974958393062294e-05
Position 184: 2.6877137807186574e-05
Position 261: 2.2174376799597767e-05
Position 177: 2.0523930863837946e-05
Position 1712: 1.831678732651611e-05
Position 752: 1.7211285060629085e-05
Position 795: 1.6490994297122548e-05
Position 1466: 1.5529358730265423e-05
Position 708: 1.1306267405670902e-05
Position 2112: 1.1111553346803466e-05
Position 1820: 9.73974261367168e-06
Position 107: 9.196323321698848e-06
Position 296: 8.655824378293005e-06
Position 1037: 8.533871368862212e-06
Position 2183: 7.6073915084105055e-06
Position 1916: 7.105238840054533e-06
Position 2191: 5.8287435951093185e-06
Position 789: 4.721534274618596e-06
Position 2103: 4.273078116854431e-06
Position 1657: 2.8480115830355566e-06
Position 674: 2.5013637501231157e-06
Position 1068: 2.482176979094963e-06
Position 1858: 2.4726883932525477e-06
Position 1431: 1.8633078502981693e-06
Position 1475: 1.0764320194445807e-06
Position 1107: 1.0113298593769415e-06
Position 879: 1.0037840270324685e-06
Position 1238: 1.0004914757569792e-06
Position 812: 9.525107049397427e-07
Position 738: 9.07652391735317e-07
Position 839: 8.658292477687268e-07
Position 270: 3.1718872505951823e-09
Position 440: 9.218421252428423e-10
Position 424: 6.837061907124974e-10
Position 457: 2.065168406558279e-10
Position 578: 1.5598616192011228e-10
Position 479: 1.224244481784446e-10
Position 645: 9.882009564006725e-11
Position 639: 8.480476990754471e-11
Position 566: 7.815101707414633e-11
Position 467: 6.444098146393381e-11
Position 660: 4.5984401178504096e-11
Position 655: 1.837093174993335e-11
Position 564: 3.819262084249424e-12
Position 489: 1.4023445685565652e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14634: 0.9647188999530838
Position 20402: 0.9541961909333891
Position 15767: 0.8831891930939758
Position 13905: 0.8795516066319564
Position 10800: 0.7990818826027167
Position 25148: 0.7879652613277895
Position 18407: 0.5530034356694742
Position 12327: 0.2763041225155229
Position 23780: 0.2178579016351222
Position 15980: 0.18650129090016115
Position 17200: 0.16803150983114948
Position 15164: 0.1635624898435438
