Gene = Pifo
index = 817
Annotated 5SS: [  219 13549 14275 15119 16375]
Annotated 3SS: [13402 14175 14987 16256 17446]
SMsplice 5SS: [  219 13549 16375]
SMsplice 3SS: [13402 16256 17446]
top_k =  1000
Partition function (log Z): -10.978830885168147

Sorted 5' Splice Sites (High to Low Probability):
Position 219: 0.895417095516264
Position 13549: 0.7840147837311434
Position 4987: 0.49730333632174734
Position 16375: 0.42438067808680113
Position 15119: 0.3516447526441149
Position 10927: 0.2393854974805068
Position 10251: 0.1441917126818261
Position 2417: 0.11961749667793178
Position 5693: 0.10842594698074945
Position 463: 0.09245730348960433
Position 4777: 0.0425335865070358
Position 10592: 0.03985592247693842
Position 9547: 0.029213933199128864
Position 14275: 0.02860028708137145
Position 10246: 0.02245983601968088
Position 137: 0.021454488419947685
Position 2386: 0.016958429626642704
Position 5236: 0.014297599330118779
Position 9277: 0.012849222055052774
Position 16201: 0.011805118950916254
Position 3294: 0.008233838852627991
Position 1223: 0.006967520289195633
Position 13973: 0.005861022304764793
Position 275: 0.005129805563680453
Position 2529: 0.005101301292202495
Position 16820: 0.004871483348868652
Position 1308: 0.003181143068220729
Position 4317: 0.002949122367465576
Position 2438: 0.002575639965906141
Position 1814: 0.0020130262952406533
Position 474: 0.0014741709729399804
Position 2911: 0.0011667102240717978
Position 3813: 0.0011317141835896073
Position 5372: 0.0008248489091102026
Position 1122: 0.000731979784537913
Position 3298: 0.0005158752581132759
Position 1670: 0.0004582624453890749
Position 3058: 0.0004549470684322732
Position 3113: 0.00043414365751044936
Position 3838: 0.00041795661756136216
Position 241: 0.0003360997724765572
Position 3302: 0.0003332513817511274
Position 1048: 0.00029575163735254896
Position 2900: 0.00023339797744494008
Position 4746: 0.00021962949268992994
Position 336: 0.0001914893248937042
Position 3759: 0.00016811732630020635
Position 1908: 0.0001617945143439841
Position 943: 0.00014162871334417082
Position 4994: 0.00013357186936009232
Position 4227: 0.00012267210922485236
Position 1590: 0.0001119692538034961
Position 1901: 0.00010447381941115628
Position 3502: 0.0001044268403471197
Position 685: 9.032631551047344e-05
Position 1233: 8.719870160140028e-05
Position 4702: 8.270346213142289e-05
Position 4654: 6.4371494802656e-05
Position 2380: 6.0388167082749395e-05
Position 2892: 5.7588361041797985e-05
Position 4959: 5.391400886491772e-05
Position 97: 4.1431446503944715e-05
Position 574: 3.610574315830516e-05
Position 81: 2.7943324114706424e-05
Position 313: 2.5926587784042046e-05
Position 4924: 2.042660244114206e-05
Position 4970: 1.8753250068305935e-05
Position 31: 1.5555341943940888e-05
Position 863: 1.3594317983138663e-05
Position 2116: 1.2714213508668462e-05
Position 424: 1.2574380423685373e-05
Position 895: 1.106869918146456e-05
Position 899: 7.56645308733304e-06
Position 1863: 7.415205278271063e-06
Position 726: 6.599013481629652e-06
Position 947: 6.153393134223236e-06
Position 371: 5.183345468861908e-06
Position 1661: 4.99699187263794e-06
Position 1922: 4.956152248801978e-06
Position 1568: 4.382382566914815e-06
Position 1839: 3.86733451506869e-06
Position 1101: 3.7830569963570165e-06
Position 489: 3.4996194418300584e-06
Position 718: 3.370882741756038e-06
Position 695: 3.0381657754693304e-06
Position 1335: 2.7900705477117217e-06
Position 65: 2.2639739586073714e-06
Position 1166: 2.2383496018338722e-06
Position 1599: 1.9699745509493804e-06
Position 716: 1.3090874139345912e-06
Position 766: 1.1068494892128316e-06
Position 1656: 1.0945678130923945e-06
Position 1228: 9.308695157324631e-07
Position 745: 8.724436584978773e-07
Position 2159: 7.469291752194644e-07
Position 839: 7.184059328610319e-07
Position 1931: 7.051847398493927e-07
Position 2010: 6.811454338330291e-07
Position 833: 5.413093517068206e-07
Position 499: 4.5714667831751465e-07
Position 2649: 2.2510074933282343e-07
Position 2647: 2.216180691481398e-07
Position 2651: 2.146110607428839e-07
Position 2645: 2.108976125189149e-07
Position 84: 1.9907207953615613e-07
Position 2594: 1.8946465913833527e-07
Position 2653: 1.7379045791454186e-07
Position 2655: 1.4430936367003847e-07
Position 343: 1.348318295988597e-07
Position 2657: 1.2461207223428238e-07
Position 34: 9.410792747126544e-08
Position 2643: 8.176975180075837e-08
Position 638: 8.160677424768241e-08
Position 836: 7.13167584274641e-08
Position 875: 6.631080632187967e-08
Position 1312: 5.8553538999745193e-08
Position 11: 5.764866821086126e-08
Position 926: 4.9475637380796446e-08
Position 1164: 4.560149153127691e-08
Position 789: 3.887188771191887e-08
Position 747: 3.147440066893046e-08
Position 1184: 1.7964908611574358e-08
Position 1035: 1.1463391252457977e-08
Position 1040: 7.863751406398259e-09
Position 518: 4.409141976548173e-09
Position 395: 3.333548108892833e-09
Position 546: 3.246938130516483e-09
Position 289: 2.475806659320106e-09
Position 487: 6.06742622673605e-10
Position 533: 1.3019869418005624e-10
Position 914: 7.178232749763805e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13402: 0.814686792730878
Position 17446: 0.641546634864213
Position 16256: 0.4811206979975812
Position 4848: 0.479785528629902
Position 14987: 0.44398705136153876
Position 10851: 0.24175629309903576
Position 10102: 0.16803159830039607
Position 2327: 0.1413512839200756
Position 5570: 0.058820112449092576
Position 15918: 0.057839173781904
Position 4670: 0.044282104811650166
Position 16661: 0.041662662350685886
Position 10418: 0.03631157443293261
Position 5523: 0.03495257727165998
Position 9423: 0.027642926162959686
Position 13770: 0.01728818214475109
Position 5143: 0.017044000249308456
Position 13898: 0.01644369586872753
Position 14043: 0.013203180157139782
Position 15313: 0.011350911694317303
Position 9182: 0.011141003742064516
Position 15991: 0.009489735218109634
Position 4893: 0.008893034942239473
Position 17553: 0.008268169201799725
Position 5549: 0.007982904664356614
Position 14562: 0.00700096126438934
Position 1034: 0.006694707731738935
Position 17152: 0.006434730651196149
Position 4907: 0.006423054134930001
Position 278: 0.005132698247227988
Position 15088: 0.004228856556529927
Position 300: 0.00417617793531013
Position 3212: 0.00413929175065622
Position 10433: 0.003537002618086929
Position 3182: 0.0034347253328582132
Position 10989: 0.0034043142192132945
Position 14794: 0.003351685224936722
Position 1250: 0.003175146654262694
Position 5478: 0.003128294533119981
Position 4853: 0.003067784961393953
Position 10709: 0.0028528201537149377
Position 17631: 0.002768786683018697
Position 10307: 0.002714034470451909
Position 12502: 0.002506682819919708
Position 2799: 0.002204021823960465
Position 8965: 0.00209654571464222
Position 407: 0.002037253258744369
Position 2416: 0.0020078772817577624
Position 350: 0.001876901900631733
Position 4128: 0.0018682212542468937
Position 11746: 0.0017877584899851748
Position 9489: 0.0016543573646688042
Position 1698: 0.0015276013534399383
Position 2331: 0.0014726554823172465
Position 5531: 0.0014624647073783182
Position 13502: 0.001421167565616876
Position 1013: 0.0012256196910487606
Position 3732: 0.0011997848266365192
Position 3044: 0.0011300021112087045
Position 4637: 0.001008478218793928
Position 5449: 0.0008194230175218341
Position 3131: 0.0007906165839129634
Position 3680: 0.0007136190403247385
Position 323: 0.0006765128267604539
Position 11108: 0.0006313880539910816
Position 368: 0.0005388108929812243
Position 3892: 0.0005375089298675535
Position 5280: 0.0005158935994328575
Position 1794: 0.0004909036312139754
Position 8659: 0.0004602035262232744
Position 4106: 0.00045686627250821977
Position 4296: 0.00042386109485905175
Position 10969: 0.0003975787937230843
Position 5095: 0.00039160816001596873
Position 305: 0.0003663075795014161
Position 6756: 0.00034627618999953945
Position 12397: 0.00033506924339737855
Position 613: 0.00031295760786956745
Position 2371: 0.00030387612406836936
Position 1741: 0.0003018428995082317
Position 855: 0.00028818724840186806
Position 335: 0.000277412147231309
Position 3386: 0.0002712519675804957
Position 364: 0.0002601142390800773
Position 8867: 0.00025512828673476297
Position 4103: 0.00022717027239996137
Position 9718: 0.00022490467157692607
Position 416: 0.00022009846866182875
Position 328: 0.00020869007868875311
Position 377: 0.00019775193141511807
Position 1561: 0.0001837515320523293
Position 307: 0.00018290779325657802
Position 5376: 0.00017741752954734963
Position 4498: 0.00015644212560005986
Position 1045: 0.00015003929294846828
Position 4695: 0.0001486837028900071
Position 294: 0.00014440568099743115
Position 5480: 0.0001392546847657806
Position 10553: 0.00013650261700463195
Position 241: 0.00013195481027333792
Position 380: 0.00012190639976975381
Position 1810: 0.00010905931304315527
Position 1574: 0.00010089213740593798
Position 2951: 9.86699046662606e-05
Position 7522: 8.350566619141519e-05
Position 1069: 8.039694048588257e-05
Position 353: 7.508572644915387e-05
Position 3463: 7.32455562742013e-05
Position 296: 7.005142083905528e-05
Position 1306: 6.542598266030655e-05
Position 880: 6.0259735672434755e-05
Position 4259: 5.9088898887651034e-05
Position 4208: 5.252265350220886e-05
Position 391: 5.079634920333246e-05
Position 3543: 5.025325811051349e-05
Position 8256: 4.909927090912518e-05
Position 2823: 4.7011773347385954e-05
Position 325: 4.53862448353781e-05
Position 7299: 4.436685081168398e-05
Position 1078: 4.42029696896349e-05
Position 6133: 4.302966611997946e-05
Position 6875: 3.925437665659356e-05
Position 2437: 3.770765521745497e-05
Position 3685: 3.1675017484156386e-05
Position 836: 2.8841769847204997e-05
Position 5793: 2.7407419786120456e-05
Position 4867: 2.7032887216559092e-05
Position 1125: 2.397345983614356e-05
Position 1222: 2.3953513704315454e-05
Position 3358: 2.2065570318088812e-05
Position 2801: 2.011903728438498e-05
Position 457: 1.9000934719487843e-05
Position 7380: 1.846922758228652e-05
Position 2116: 1.7649052272439578e-05
Position 6770: 1.7329318693844392e-05
Position 2265: 1.6991671936515604e-05
Position 2533: 1.677460263482561e-05
Position 3958: 1.6085046785706456e-05
Position 1964: 1.5495256423861684e-05
Position 460: 1.5346347350282013e-05
Position 1055: 1.2954534647379647e-05
Position 6436: 1.0348395748052899e-05
Position 6088: 9.302601071194194e-06
Position 6020: 8.599574809484489e-06
Position 533: 7.717747471007377e-06
Position 5740: 7.63138087512291e-06
Position 5682: 7.595631415438169e-06
Position 5859: 6.7342293331220086e-06
Position 7107: 6.630561070155353e-06
Position 5396: 6.2048119270934074e-06
Position 2023: 5.995998316443156e-06
Position 3323: 5.1635307815235235e-06
Position 743: 3.833304988429083e-06
Position 495: 3.7989663854466594e-06
Position 4458: 3.4597255100575124e-06
Position 5101: 3.136773200131267e-06
Position 546: 2.8891720429916242e-06
Position 1986: 2.803745415757772e-06
Position 762: 2.7820355774885097e-06
Position 3575: 2.2168889346303316e-06
Position 2001: 2.0989885324241124e-06
Position 484: 1.9991846479982476e-06
Position 1619: 1.956576823339069e-06
Position 1344: 1.5628366193162879e-06
Position 1642: 1.5334630290389163e-06
Position 947: 1.486275842582764e-06
Position 3301: 1.460363862415103e-06
Position 3961: 1.3547892240608932e-06
Position 2903: 1.2559174417042052e-06
Position 3581: 1.251168544901161e-06
Position 1257: 9.974453068340727e-07
Position 3468: 9.795273859407978e-07
Position 3423: 8.946181889044056e-07
Position 839: 8.545102796158476e-07
Position 557: 8.394612329281702e-07
Position 766: 8.301383475306079e-07
Position 862: 7.294787978339902e-07
Position 2765: 6.3864050476229e-07
Position 962: 5.724407014893519e-07
Position 2594: 5.365354017520828e-07
Position 860: 4.809005948549865e-07
Position 424: 4.001158754714102e-07
Position 1122: 3.870010154352311e-07
Position 1081: 3.847269186790971e-07
Position 1308: 3.7665411250703987e-07
Position 1580: 3.5909956984403117e-07
Position 118: 3.556659894466896e-07
Position 1931: 3.533695498185198e-07
Position 317: 3.378045991964362e-07
Position 395: 3.3578808603518136e-07
Position 622: 3.250981782425825e-07
Position 1939: 3.1664627974212815e-07
Position 435: 2.995643634285034e-07
Position 499: 2.8070925886737813e-07
Position 129: 2.779942535723512e-07
Position 1137: 2.752699192536762e-07
Position 1170: 2.5788744952759596e-07
Position 651: 2.5133533975442054e-07
Position 571: 1.8130828274884938e-07
Position 393: 1.7308828351693292e-07
Position 3112: 1.5640167412868282e-07
Position 1577: 1.4828514542218867e-07
Position 2956: 1.358143444404621e-07
Position 255: 1.3346465196943325e-07
Position 97: 1.2172262652749692e-07
Position 1184: 1.213945429195604e-07
Position 1197: 9.99988473003575e-08
Position 136: 9.746624859748217e-08
Position 977: 8.314009878445185e-08
Position 5459: 7.570695679225713e-08
Position 3249: 1.3546498832117555e-08
Position 2459: 1.1496764983595203e-08
Position 887: 1.060631070741773e-08
Position 785: 1.0169391542292261e-08
Position 695: 4.794222412123847e-09
Position 771: 3.974261076058843e-09
Position 1164: 3.753273001011119e-09
Position 473: 2.897869314615927e-09
Position 712: 2.5843450470371418e-09
Position 164: 1.4496181659189005e-09
Position 1208: 1.4093041678687562e-09
Position 1544: 7.994532397903476e-10
Position 660: 4.032886604772813e-10
Position 140: 3.0566752874857696e-10
Position 471: 2.8982472642288093e-10
Position 1052: 4.6722644001648515e-11
Position 566: 2.855231433962779e-11
Position 143: 1.8879410610226304e-11
Position 467: 5.3846966862844314e-12
Position 166: 4.0838738078130044e-13
Position 157: 3.9412284179148487e-13
Position 146: 2.3774589859128676e-13
Position 1264: 1.6958966309486905e-13
Position 1201: 1.432420718952547e-13
Position 81: 1.7960538483415537e-16
