Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  1000
Partition function (log Z): 2.7083410095253933

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9965070614200282
Position 5647: 0.9008027040354919
Position 7618: 0.8460541903763314
Position 9946: 0.7116966621259964
Position 4930: 0.5496000144408947
Position 8454: 0.359250107695458
Position 3370: 0.22947377372450234
Position 4997: 0.1423272681265933
Position 6745: 0.12823226001870364
Position 7658: 0.08657839172097752
Position 9018: 0.05470744019595291
Position 8529: 0.04229911198520474
Position 5748: 0.03936106903822628
Position 5651: 0.03376365345031306
Position 8118: 0.03169623441653873
Position 5846: 0.03116046627659079
Position 8523: 0.029428522515657484
Position 6157: 0.02872688844412663
Position 8503: 0.02865087443499769
Position 6107: 0.02628572942209324
Position 11482: 0.023509323539775716
Position 5160: 0.023141677017288816
Position 8324: 0.022666849228371182
Position 2316: 0.018052393080647797
Position 8097: 0.01725300645581863
Position 1995: 0.0170592118529063
Position 4255: 0.013701659846712606
Position 8923: 0.01302594870996671
Position 5134: 0.012661136309499539
Position 9507: 0.010584689145529754
Position 11200: 0.010533469204962155
Position 5829: 0.009911204234255715
Position 5975: 0.00960942337380535
Position 3912: 0.009464118945049274
Position 3615: 0.00883764693654429
Position 2153: 0.008549845278261099
Position 4813: 0.008316435632829761
Position 9698: 0.00829371949517623
Position 8025: 0.007783856572067545
Position 7879: 0.006805749491931857
Position 605: 0.006800263091699823
Position 3676: 0.006551666997393672
Position 2279: 0.00632339711160528
Position 7317: 0.006199488797457839
Position 3691: 0.006040382945806279
Position 2354: 0.005853055859532828
Position 7924: 0.0034437329957189154
Position 9839: 0.003321046801672266
Position 5294: 0.003084165252194523
Position 8092: 0.0025218741954203183
Position 210: 0.0024989681342667876
Position 7884: 0.0023449255350078612
Position 3473: 0.0021525982755663075
Position 8068: 0.002133736969544156
Position 10815: 0.0021073381148923897
Position 4418: 0.002092312464663922
Position 7866: 0.002046347356127537
Position 6091: 0.002033795637247735
Position 3133: 0.0020256203062030227
Position 10246: 0.0018851280824181984
Position 7903: 0.001670057109367835
Position 8896: 0.0016620659758227367
Position 7886: 0.0015290164790090978
Position 3463: 0.0014267862007334142
Position 8396: 0.0013799569849987983
Position 6342: 0.0013659006427086272
Position 516: 0.0013470106965607733
Position 3432: 0.0013299547477804061
Position 2864: 0.001296332536485242
Position 9732: 0.0012596664194660721
Position 8087: 0.0012491936531702937
Position 3660: 0.001174237111451612
Position 10790: 0.0010262018578020642
Position 3195: 0.0010210101368251664
Position 10602: 0.0010089707213317243
Position 5465: 0.0009949305349144706
Position 2500: 0.0009197514078316954
Position 392: 0.0008983426159265931
Position 3488: 0.000884180016818421
Position 4858: 0.0008071010375363332
Position 2264: 0.0008069535463740117
Position 573: 0.000803136620913226
Position 243: 0.0007594138296642151
Position 478: 0.000753395926506745
Position 418: 0.0007256051533421964
Position 8312: 0.0007066260258164545
Position 8559: 0.0007032497925467101
Position 10406: 0.000652936678288481
Position 8380: 0.0006497019789568775
Position 5186: 0.0006132485121682655
Position 7259: 0.0005719741638644716
Position 2516: 0.0005501064699171346
Position 7497: 0.0004779496454842214
Position 2512: 0.0004308212164174771
Position 5711: 0.0003559100688370737
Position 2830: 0.00034406822097009617
Position 8124: 0.00033801580512088977
Position 7508: 0.00033389776648767714
Position 5778: 0.00032558131310930863
Position 8114: 0.00030662159326175177
Position 4809: 0.000276979661350891
Position 5059: 0.00027605584362601045
Position 6793: 0.0002755336261344192
Position 10880: 0.00025392834972596314
Position 5728: 0.00024160922759153028
Position 7784: 0.00023473205848238015
Position 3583: 0.00023440580215453372
Position 3189: 0.00021530964901586086
Position 8338: 0.00020572915171504285
Position 5099: 0.00019698684695060922
Position 413: 0.0001873161402137845
Position 3218: 0.00016884065407616748
Position 52: 0.00016700745589584361
Position 5638: 0.0001624792393338746
Position 1014: 0.00015141934093916044
Position 5957: 0.00014811632194264575
Position 2399: 0.00013860662934582444
Position 2320: 0.00013349558785057624
Position 818: 0.00011909261183074226
Position 6414: 0.00011793984919587926
Position 8162: 0.00011653055209385164
Position 5799: 0.00011374962543034819
Position 3009: 0.00011306270210256783
Position 2415: 9.628252811709436e-05
Position 565: 8.932241596521313e-05
Position 124: 8.158231028867537e-05
Position 809: 7.147120919218517e-05
Position 4954: 6.931158508412293e-05
Position 2360: 6.715772057974317e-05
Position 655: 6.337657837306426e-05
Position 232: 5.9712297277254734e-05
Position 1037: 5.3712331945249354e-05
Position 659: 4.8519490669777135e-05
Position 175: 4.375466364355753e-05
Position 5085: 4.250901866467263e-05
Position 4825: 4.0303371975094874e-05
Position 682: 3.82437583986484e-05
Position 4503: 3.792811385283129e-05
Position 3471: 3.475202079744905e-05
Position 663: 3.283640715991038e-05
Position 503: 3.2185841873709686e-05
Position 903: 2.9128102072419252e-05
