Gene = Opa3
index = 781
Annotated 5SS: [251]
Annotated 3SS: [16419]
SMsplice 5SS: [  251 16653]
SMsplice 3SS: [16419 17354]
top_k =  1000
Partition function (log Z): -11.469615987284966

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9743988534298
Position 4889: 0.4401455582007597
Position 16653: 0.42898861515101827
Position 4562: 0.29369808019479654
Position 7806: 0.2482489018629096
Position 16752: 0.170221093397977
Position 4545: 0.16919863580478814
Position 10947: 0.15653423614346393
Position 17475: 0.0740621956464755
Position 3351: 0.05753682449957619
Position 17490: 0.05190208712589591
Position 17672: 0.029279682936675856
Position 1305: 0.029168802696874687
Position 1236: 0.0272937774804398
Position 3366: 0.025958488863628577
Position 163: 0.019344673293813175
Position 940: 0.017733904163785147
Position 2851: 0.01759820320758212
Position 80: 0.01121212055366971
Position 1274: 0.009402153106508139
Position 2737: 0.008982511301204747
Position 2804: 0.0089641547048255
Position 52: 0.008899093794240342
Position 2474: 0.007905077487182045
Position 5865: 0.005950871832878873
Position 4076: 0.005410968706853419
Position 3162: 0.004847189654983813
Position 4363: 0.004324932045178873
Position 1551: 0.0041993269326886535
Position 4383: 0.0033842351245558376
Position 3421: 0.003164559468179318
Position 2857: 0.00305435671703855
Position 512: 0.0019202266897493164
Position 4747: 0.0016905992780355242
Position 6384: 0.0014834451201295982
Position 2938: 0.0014657775341393434
Position 185: 0.0012804197643826896
Position 33: 0.001179142031004805
Position 1962: 0.0010705939075068124
Position 4656: 0.000729344460295515
Position 115: 0.0006862311713577465
Position 7307: 0.0006847088775708103
Position 1899: 0.0006402637668275767
Position 2863: 0.0005662311495380485
Position 2243: 0.0005511840272707692
Position 1503: 0.0005471747775603742
Position 1744: 0.0004906943294045461
Position 71: 0.00045311079996440153
Position 3975: 0.0003695629642436899
Position 3565: 0.00034834594422351645
Position 4304: 0.00030729554548876756
Position 4618: 0.00028349222893088124
Position 661: 0.0001913625576118706
Position 4599: 0.00017560519843676144
Position 255: 0.00016775500705156109
Position 3524: 0.00016579145105515944
Position 833: 0.00016186237865274222
Position 2382: 0.00015613778156160665
Position 87: 0.00015492882735440358
Position 2658: 0.00015047633268880115
Position 3125: 0.00012074166178433235
Position 2287: 0.00011975529956415325
Position 3360: 0.00011954337908182506
Position 3952: 0.00011328236889575206
Position 3093: 0.0001079123134197292
Position 2886: 0.00010705799742519763
Position 2334: 0.00010647683520163355
Position 3929: 0.00010267671369514347
Position 3528: 9.998239874742827e-05
Position 3652: 9.343471323310065e-05
Position 3537: 8.163133582647753e-05
Position 5615: 8.141811534319025e-05
Position 1700: 7.929573324682649e-05
Position 1399: 7.84244728968755e-05
Position 2644: 7.75199143308768e-05
Position 1255: 7.500004179597163e-05
Position 4329: 7.202339355730264e-05
Position 3357: 6.599609277689134e-05
Position 2016: 6.439525598621058e-05
Position 6173: 6.104664955714116e-05
Position 2030: 6.099528262682226e-05
Position 3901: 5.9756491505134845e-05
Position 4336: 5.8760683631004365e-05
Position 665: 3.259943204511026e-05
Position 4026: 1.8664441995805925e-05
Position 997: 9.375914048762448e-06
Position 112: 9.10068717985315e-06
Position 514: 7.842431549634963e-06
Position 2272: 7.0721786678518556e-06
Position 1024: 5.871624221277054e-06
Position 704: 5.565554386809279e-06
Position 1532: 5.479402364321149e-06
Position 645: 5.338308240738696e-06
Position 2842: 5.268511204018834e-06
Position 1052: 5.0773887346822375e-06
Position 674: 4.588153706230623e-06
Position 2823: 3.0209635881664475e-06
Position 2104: 2.9894512156572663e-06
Position 548: 2.888228086693523e-06
Position 2399: 2.6563033749843447e-06
Position 1072: 2.353670889410659e-06
Position 1078: 2.235925342886351e-06
Position 633: 1.979182064451535e-06
Position 213: 1.8608188907414005e-06
Position 2846: 1.8082251843741393e-06
Position 708: 1.1937213718710798e-06
Position 1046: 1.070821929868082e-06
Position 911: 9.685322114143609e-07
Position 953: 6.013040189719706e-07
Position 880: 3.930798766536743e-07
Position 1082: 3.514014475453193e-07
Position 123: 3.134097698504571e-07
Position 141: 2.9485968179156636e-07
Position 529: 2.7603996849782563e-07
Position 999: 1.893799944203651e-07
Position 805: 9.571542348329035e-08
Position 1096: 3.8280445758306665e-08
Position 299: 1.3373358106537192e-08
Position 314: 1.8030233082445343e-09
Position 318: 1.6440047832742345e-09
Position 388: 5.5637888634470946e-11
Position 482: 2.1096070218507475e-11
Position 422: 2.102539801358309e-11
Position 390: 2.612091847059825e-12
Position 571: 1.304070965899817e-12
Position 541: 1.1283270256301646e-12
Position 431: 7.048354119758039e-13
Position 443: 9.682310021220004e-14
Position 488: 3.469474920615908e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16419: 0.7933407334786194
Position 17354: 0.6874966927255562
Position 4506: 0.44652801962016186
Position 4779: 0.41331952465826133
