Gene = Lat
index = 623
Annotated 5SS: [ 387  593  733 1040 1236 1349 1489 1659 4976 5137 5339]
Annotated 3SS: [ 564  697  951 1170 1318 1427 1563 4912 5073 5233 5492]
SMsplice 5SS: [ 387 1236 1489 1659 4976 5137 5339]
SMsplice 3SS: [1093 1427 1563 4862 5073 5233 5492]
top_k =  1000
Partition function (log Z): 10.080585940535917

Sorted 5' Splice Sites (High to Low Probability):
Position 5137: 0.9255645486900427
Position 1489: 0.9180282213084738
Position 5339: 0.8515432921213297
Position 1659: 0.8485283292352835
Position 4976: 0.7928220837321642
Position 1236: 0.7820282524430828
Position 1040: 0.6969029495370105
Position 387: 0.5645222182819579
Position 593: 0.5484498034098737
Position 733: 0.4936729532370742
Position 4789: 0.4612567045863413
Position 1349: 0.3510368443427833
Position 375: 0.15784617521349414
Position 3934: 0.13252900959462766
Position 4980: 0.10997844133827359
Position 776: 0.08774959731504413
Position 4517: 0.0688607810106831
Position 26: 0.06336052225888468
Position 4085: 0.05679941513280795
Position 5151: 0.030910845872534235
Position 1508: 0.030757242840532995
Position 1497: 0.016864641720684033
Position 5149: 0.016695877064866475
Position 361: 0.010767074916338394
Position 3982: 0.009780444258508195
Position 308: 0.008579553884185482
Position 1493: 0.007897792026135
Position 1044: 0.006778871025734016
Position 273: 0.006570659084494736
Position 1903: 0.005156227039989352
Position 4490: 0.004994887853003986
Position 3800: 0.004902981204747702
Position 1353: 0.004593429126690111
Position 1901: 0.00395335425645943
Position 4949: 0.0031651549464564934
Position 420: 0.003097961282601314
Position 780: 0.002949276117485327
Position 774: 0.002837548647788518
Position 2251: 0.002156969026239078
Position 5410: 0.001962952646873768
Position 1094: 0.001837542498797709
Position 764: 0.0014450233455508144
Position 4613: 0.0012038397371521674
Position 56: 0.001067524012229908
Position 5087: 0.0010375492546443369
Position 5141: 0.001023335854957982
Position 497: 0.0009451201964343945
Position 4008: 0.0009225725846581114
Position 365: 0.0007526790661449627
Position 3000: 0.0006436452853630674
Position 840: 0.0006309340948521411
Position 1360: 0.0005986682907918942
Position 737: 0.0005027943649553552
