Gene = Hps3
index = 544
Annotated 5SS: [  267  5002  6169  6356  9585 12558 15513 16505 19490 21293 22619 23927
 24516 26501 32091 32993]
Annotated 3SS: [ 4509  5996  6269  9394 12475 15357 16395 19307 21111 22384 23740 24326
 26392 31883 32901 38285]
SMsplice 5SS: [  267  5002  6169  6356  9585 12558 16505 19490 24516 26501 32993]
SMsplice 3SS: [ 4905  5996  6269  9394 12475 16395 19307 24326 26392 32897 35068]
top_k =  1000
Partition function (log Z): 9.162599909787222

Sorted 5' Splice Sites (High to Low Probability):
Position 5002: 0.9664403502784913
Position 9585: 0.9651440232368479
Position 24516: 0.9464461742004319
Position 6356: 0.9400512158415517
Position 12558: 0.9376261581005747
Position 267: 0.8929514156975419
Position 26501: 0.8359102831122215
Position 19490: 0.7190257319397179
Position 2595: 0.6073579698941672
Position 6169: 0.5798614029559388
Position 16505: 0.5630271025285161
Position 6928: 0.5240477938998331
Position 24836: 0.47768995192466296
Position 23927: 0.4365181431783894
Position 16564: 0.4201562519018895
Position 32091: 0.3776576947425451
Position 17771: 0.3114227056027383
Position 5378: 0.28961981827105043
Position 20678: 0.2759617398342516
Position 14662: 0.2260881399643115
Position 27925: 0.2249501394647006
Position 19494: 0.21966072848870624
Position 3732: 0.1942818071527483
Position 21210: 0.13474054677913644
Position 29465: 0.13161588390101797
Position 4617: 0.13039830892673998
Position 26316: 0.1240849093845385
Position 28986: 0.12199144678017386
Position 30987: 0.11050351649691385
Position 547: 0.1018623908916415
Position 4579: 0.10142970348338945
Position 22619: 0.10140159566944128
Position 21576: 0.09223122068336113
Position 1723: 0.0808225674836747
Position 4600: 0.07935360279540213
Position 17992: 0.07611038570311558
Position 4757: 0.0738184227029975
Position 8588: 0.07089488794139086
Position 21293: 0.07010434095543878
Position 21288: 0.0677224682159809
Position 19504: 0.060172325387434555
Position 15236: 0.05870182831223936
Position 53: 0.055976548987733764
Position 14608: 0.05596692146580899
Position 18135: 0.05583720614749701
Position 1408: 0.049317644650992955
Position 18028: 0.048168374478913624
Position 20539: 0.04812727932768824
Position 19939: 0.04727224592585024
Position 28469: 0.04556874683746855
Position 29507: 0.04528270744807086
Position 92: 0.043160685081111684
Position 19635: 0.03832543210164237
Position 27642: 0.03803833575605895
Position 10234: 0.037349342987009766
Position 705: 0.03727510619324608
Position 8508: 0.03539552318810587
Position 35370: 0.03514702168043497
Position 18040: 0.032842114773295135
Position 15223: 0.03207098246991947
Position 11428: 0.03171293966007259
Position 8512: 0.031064617752700863
Position 4778: 0.02988167002068038
Position 15119: 0.029768129882150104
Position 24449: 0.0288104002956725
Position 4629: 0.02841034818410129
Position 15513: 0.027983819610523146
Position 26814: 0.027520160148768357
Position 21239: 0.02619438745332883
Position 29211: 0.025095811635083308
Position 16971: 0.024774178426487915
Position 6428: 0.0224550944304571
Position 17652: 0.020807557430844264
Position 11518: 0.020587112742853488
Position 2135: 0.02036818737927051
Position 297: 0.020322202340728557
Position 5201: 0.019346483119781516
Position 19694: 0.018304826173502427
Position 21162: 0.017176750301799236
Position 11191: 0.017101834002636124
Position 8651: 0.016891641210653834
Position 5755: 0.01623955727248987
Position 31024: 0.01616307334239184
Position 17309: 0.015880199234060245
Position 6386: 0.013055600849781206
Position 2117: 0.01278277292810634
Position 1590: 0.0116069903388035
Position 4602: 0.011597591835715966
Position 6134: 0.011259600111663742
Position 1052: 0.010879435232214772
Position 23474: 0.010469786350976605
Position 16242: 0.010200657712108914
Position 17141: 0.009940604800694393
Position 4294: 0.009872536147519028
Position 4195: 0.009395531660522096
Position 18874: 0.008919972998989249
Position 11647: 0.008778635081105088
Position 6779: 0.008333546230951932
Position 15307: 0.008096490816420636
Position 28381: 0.008083835232609802
Position 10853: 0.00769647992083061
Position 2238: 0.007607569374936245
Position 17004: 0.00757567012660535
Position 14283: 0.007500438619170382
Position 19730: 0.007102294824376721
Position 20742: 0.006918540708618258
Position 18197: 0.0063055041455842035
Position 2599: 0.0062855740187121745
Position 170: 0.006192280949321615
Position 8062: 0.005872366365349334
Position 18043: 0.005464298937620526
Position 28895: 0.004972199434260024
Position 19839: 0.004881848724917348
Position 24798: 0.004760911171127558
Position 3293: 0.004687485744967459
