Gene = Htatip2
index = 549
Annotated 5SS: [  183   665  3039 11819 13509]
Annotated 3SS: [  412  2930 11680 13446 14171]
SMsplice 5SS: [  183   665  3039  7501 11819 13509 14311]
SMsplice 3SS: [  468  2930  7394 11680 13446 14171 14505]
top_k =  1000
Partition function (log Z): 4.505049304800799

Sorted 5' Splice Sites (High to Low Probability):
Position 3039: 0.9867552402067682
Position 11819: 0.8344897362844756
Position 183: 0.7757300409188095
Position 13509: 0.766379829005106
Position 14311: 0.7410129652218318
Position 7501: 0.7105802430063949
Position 665: 0.5201218482946877
Position 5715: 0.39757826007020425
Position 9296: 0.35107314148822233
Position 14058: 0.3383852722042825
Position 1633: 0.30494507933716397
Position 7229: 0.3044517693830988
Position 9918: 0.2717857777666817
Position 6941: 0.2058516475066594
Position 5092: 0.20280882688565868
Position 9893: 0.17650446311904913
Position 11968: 0.16469746690396747
Position 2575: 0.14583612809957006
Position 566: 0.13583049960283572
Position 13584: 0.13223566851705532
Position 8942: 0.1306504012554143
Position 2787: 0.12666149507600713
Position 5349: 0.11473539021853732
Position 3360: 0.10152054448391017
Position 11823: 0.09555542797260239
Position 370: 0.08953239877521009
Position 193: 0.08739380739839386
Position 608: 0.07496287341616663
Position 2580: 0.06279147410600242
Position 6202: 0.06131948200644317
Position 669: 0.060325227189152085
Position 10353: 0.05146290013042607
Position 13530: 0.04967380831643262
Position 1393: 0.04252925553399491
Position 8937: 0.04218717382017243
Position 11813: 0.04100975943683426
Position 8659: 0.0387217262598707
Position 1106: 0.03372975558781755
Position 5111: 0.03269323604486976
Position 17: 0.03172335482737181
Position 4135: 0.031094386372218886
Position 1964: 0.026983461983281564
Position 1592: 0.02475346799448775
Position 2698: 0.02143619442638941
Position 6670: 0.02097955618188293
Position 9027: 0.020526735682117436
Position 7484: 0.019395143476582492
Position 8665: 0.019174192916614607
Position 11207: 0.018185872916768875
Position 7321: 0.017430800592952846
Position 14262: 0.017356277831542744
Position 9958: 0.015281352654042894
Position 12840: 0.014689527845204824
Position 306: 0.014369739585319041
Position 7522: 0.014044047192315553
Position 2460: 0.011136159479024138
Position 6934: 0.009787778089392395
Position 2716: 0.009370919613199611
Position 7802: 0.009044016505294558
Position 7530: 0.008435864349406283
Position 13863: 0.008290665035437251
Position 6152: 0.008162147666804238
Position 4825: 0.006424952893547352
Position 7464: 0.0059186716665586715
Position 7737: 0.005711726064461969
Position 6428: 0.005623627306604589
Position 4612: 0.005611556575631978
Position 301: 0.00537379290723615
Position 1938: 0.005258495082353619
Position 621: 0.005131670351139869
Position 662: 0.004995428056590582
Position 1551: 0.004710679931589
Position 1866: 0.004670995061158929
Position 2106: 0.0045382688844712036
Position 5808: 0.00450881941509295
Position 6917: 0.004394876681222377
Position 12646: 0.004020991036628051
Position 5662: 0.0037959849765194236
Position 10927: 0.0037136112123518075
Position 165: 0.0035655705779464386
Position 2555: 0.00333604001564062
Position 5255: 0.00332802381673278
Position 747: 0.003265787061304286
Position 2986: 0.0029689994841199654
Position 6825: 0.002858785971929619
Position 12167: 0.002541416763467648
Position 100: 0.0024422278859732153
Position 12496: 0.0023953369205905067
