Gene = Ndufa3
index = 735
Annotated 5SS: [  35  319 2135]
Annotated 3SS: [ 243 2056 2627]
SMsplice 5SS: [ 127  319 2135]
SMsplice 3SS: [ 243 2056 2627]
top_k =  1000
Partition function (log Z): -2.204717205781008

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.9784960119115509
Position 319: 0.8802284371872274
Position 127: 0.5127262867744846
Position 35: 0.29113574436722056
Position 768: 0.1951809691216496
Position 967: 0.17144348358091502
Position 45: 0.06971918299208615
Position 1391: 0.04147710941035556
Position 599: 0.02568130581187715
Position 1905: 0.020724260037199623
Position 633: 0.010518374098823531
Position 67: 0.005333123333694547
Position 1342: 0.005324133101385459
Position 458: 0.005272035980305987
Position 178: 0.004645879439821293
Position 165: 0.0029607127128676225
Position 959: 0.0023337802889195833
Position 1360: 0.001353420463860858
Position 2091: 0.0012417909029177787
Position 1003: 0.001109088752868032
Position 39: 0.0010132352402299726
Position 1490: 0.0008955438022617676
Position 134: 0.0008917627995311219
Position 103: 0.0007439727293761791
Position 1395: 0.0007272497192945027
Position 1632: 0.0005784895366561203
Position 854: 0.0005634964660857312
Position 83: 0.000526553478448451
Position 387: 0.0004483991843959198
Position 346: 0.00040342042575076546
Position 1954: 0.0003994378017880658
Position 2176: 0.0003358109692581382
Position 285: 0.0002552969455570159
Position 820: 0.00025213944589098984
Position 198: 0.00024918220092362043
Position 558: 0.00024680559930230115
Position 1560: 0.00024127924357748067
Position 772: 0.00022914147698923035
Position 430: 0.00021827203598609427
Position 1364: 0.00019577886151813376
Position 220: 0.00016754811247260401
Position 662: 0.00016152809366249278
Position 365: 0.00013946459531518498
Position 1919: 0.0001285491257762586
Position 95: 0.00012793020978885591
Position 156: 0.00011430569677088902
Position 484: 7.866365366101673e-05
Position 677: 7.453805147449052e-05
Position 323: 7.426282206540097e-05
Position 2399: 7.045772140363577e-05
Position 673: 6.619600340742227e-05
Position 606: 6.424441197337729e-05
Position 2716: 6.036660585362755e-05
Position 801: 4.963963250549948e-05
Position 1083: 4.772764058620459e-05
Position 291: 4.7195999148777716e-05
Position 706: 4.6680376241980266e-05
Position 1910: 4.341821820907149e-05
Position 109: 3.82813017042393e-05
Position 70: 3.426361726228349e-05
