Gene = Nadsyn1
index = 731
Annotated 5SS: [  183  1670  3749  6668  7256  9452 10079 10352 11673 14050 14857 15455
 15962 16927 18828 19646 23051 23801 24387 25017]
Annotated 3SS: [ 1608  3631  6613  7165  9399  9989 10233 11540 13974 14731 15405 15858
 16757 18691 19538 22918 23730 24257 24839 26784]
SMsplice 5SS: [  183  1719  3749  6668  7256  9569 10352 11673 14050 14857 15455 15962
 16927 18828 19646 23051 23801 24387 25017]
SMsplice 3SS: [ 1608  3631  6613  7165  9399 10233 11540 13974 14731 15405 15858 16757
 18691 19538 22918 23730 24257 24839 26784]
top_k =  1000
Partition function (log Z): 34.655040883979865

Sorted 5' Splice Sites (High to Low Probability):
Position 23051: 0.9944092619157335
Position 7256: 0.9921971009987679
Position 3749: 0.9617269833887307
Position 14050: 0.9528307552027765
Position 15455: 0.9047593065279834
Position 19646: 0.8716954169272465
Position 24387: 0.8504570157216695
Position 25017: 0.8452910922408644
Position 10352: 0.80725171768077
Position 11673: 0.7626669136255145
Position 23801: 0.6845031841560093
Position 14857: 0.6703100870062086
Position 183: 0.6445567937417647
Position 6668: 0.6327723197327052
Position 16927: 0.6287147453598716
Position 1719: 0.6155586341217167
Position 18828: 0.5803960204355052
Position 15962: 0.4693165538800682
Position 5612: 0.4592344828337761
Position 9569: 0.45233666682124224
Position 10079: 0.4122660423802332
Position 18877: 0.3631315358579957
Position 2119: 0.33822172589029165
Position 6672: 0.31844715702058823
Position 10708: 0.26985105695001377
Position 11160: 0.2631215498709652
Position 599: 0.2254956047888875
Position 10331: 0.18636900370492362
Position 9864: 0.18486767797014125
Position 11259: 0.18248668772708931
Position 16565: 0.17509204532993375
Position 22740: 0.1681617404509811
Position 9537: 0.1624395213586024
Position 14741: 0.15633855713391737
Position 7878: 0.14999947477945005
Position 21140: 0.14432479283211597
Position 18542: 0.14388990875776803
Position 315: 0.11912216048581599
Position 4122: 0.11762369216580086
Position 1670: 0.11675168177538303
Position 2441: 0.10581661980819627
Position 19106: 0.10327146811057646
Position 20068: 0.10152684271733459
Position 14783: 0.09959254293073257
Position 4334: 0.09864222645316888
Position 15966: 0.09563894723796229
Position 11719: 0.09155258481810699
Position 24950: 0.08438925237066801
Position 9452: 0.07594236574546322
Position 648: 0.07156493268466776
Position 9934: 0.06763676388644438
Position 305: 0.06622266447534524
Position 7863: 0.0639110315634285
Position 1392: 0.06274646428543
Position 19988: 0.06189702482445105
Position 10995: 0.059995471670090124
Position 4970: 0.05867128489971371
Position 4458: 0.057485743764527746
Position 14971: 0.05433946256852978
Position 9814: 0.05162559527764332
Position 12424: 0.049855901119150024
Position 9836: 0.04982746543629243
Position 2234: 0.048932604316893835
Position 21469: 0.04841250996803812
Position 16352: 0.04736060062453245
Position 11463: 0.04594351977840644
Position 9894: 0.04088783831998483
Position 5184: 0.04006316375525966
Position 17729: 0.03950842580127214
Position 16973: 0.037500902093963326
Position 2429: 0.036255885245153566
Position 22487: 0.03395704038889034
Position 14107: 0.032768889640571466
Position 5571: 0.03158679509919026
Position 26717: 0.029454434036812766
Position 23548: 0.029423289090855082
Position 21611: 0.02869896398113991
Position 25974: 0.027823190458913093
Position 13649: 0.025913089387574362
Position 232: 0.024871032672217668
Position 433: 0.024623308697471598
Position 16312: 0.02446975504025156
Position 13593: 0.021972043639134436
Position 16051: 0.02158190256175493
