Gene = 4930558K02Rik
index = 56
Annotated 5SS: [  151 11726 14815 22544 27037 30053]
Annotated 3SS: [11639 14729 22459 26968 29993 37100]
SMsplice 5SS: [  151 11726 20598 22584 27037 27507 37243]
SMsplice 3SS: [11639 20472 22459 26968 27388 37155 37394]
top_k =  1000
Partition function (log Z): -7.9892613028301565

Sorted 5' Splice Sites (High to Low Probability):
Position 11726: 0.9999598850454958
Position 151: 0.9591887196085468
Position 27507: 0.7704081749193411
Position 27037: 0.7649817313684186
Position 22584: 0.6905555441912351
Position 30070: 0.6117135205311076
Position 14815: 0.6005654183513252
Position 1052: 0.27783628587865766
Position 14324: 0.27720055879628436
Position 26313: 0.2670505384399555
Position 15930: 0.19633135690607179
Position 22544: 0.18169569243962866
Position 20254: 0.16746053586387635
Position 2240: 0.1567427407641047
Position 37243: 0.13790031959072216
Position 7417: 0.13360463615397394
Position 22568: 0.12774084032233082
Position 20271: 0.12196070535283086
Position 25542: 0.11435571006076324
Position 4476: 0.10744358494177278
Position 5299: 0.10302703243719172
Position 7105: 0.09933221857714238
Position 1076: 0.09049233479280537
Position 3741: 0.08759246745315243
Position 2771: 0.08659344777961837
Position 30053: 0.08266462977410514
Position 26350: 0.0688334056862029
Position 15901: 0.06246727907444485
Position 13269: 0.056163501387274946
Position 20221: 0.05366015505587718
Position 29370: 0.053615079462682166
Position 20433: 0.04802038993776459
Position 32389: 0.04720105467843845
Position 7079: 0.04143316008945502
Position 25703: 0.04084204448094024
Position 8239: 0.03550866843615423
Position 26428: 0.033046554007234344
Position 6380: 0.03255937718097326
Position 36136: 0.031075634118460944
Position 3333: 0.027646046139396422
Position 24544: 0.02554614750892806
Position 14525: 0.02398120433668243
Position 20189: 0.023205412051375003
Position 7100: 0.022622632272407274
Position 37247: 0.02158856689468607
Position 17107: 0.02029104536668047
Position 30562: 0.020061715443987115
Position 16778: 0.017025847405712394
Position 26174: 0.016684561123660888
Position 45: 0.01238806331234112
Position 14394: 0.011744008973885715
Position 4673: 0.011671632084785645
Position 460: 0.011336068274427813
Position 26080: 0.00876694512494336
Position 8382: 0.00799156570263787
Position 25669: 0.005991008389961066
Position 31347: 0.0050569510085180175
Position 29998: 0.0046883321904097625
Position 80: 0.004584540908116513
Position 3722: 0.0032250165438407665
Position 1731: 0.0019252219000513249
Position 16299: 0.0016392681629696713
Position 212: 0.0013829218063854806
Position 4746: 0.0010112018580778156
Position 3: 0.0010024951654972795
Position 271: 0.0009413101338912081
Position 1541: 0.0006469554772901987
Position 947: 0.0005509748419795631
Position 25581: 0.0005004937940123987
Position 25731: 0.00049516231276718
Position 1522: 0.00040220545259713527
Position 28080: 0.0003867833985350665
Position 2633: 0.0003651759884100503
Position 295: 0.000349730874973608
Position 2654: 0.00033010691946830866
Position 355: 0.00032560136730702715
Position 15780: 0.0002962430511670646
Position 568: 0.00029557462228746873
Position 359: 0.00018927388460190039
Position 1757: 0.0001868321505096256
Position 1037: 0.00017278789460944743
Position 1590: 0.00011904078957413891
Position 24380: 0.00010621011618529134
Position 2582: 9.36201356318769e-05
Position 1985: 9.05520604060968e-05
Position 1582: 5.934938452931635e-05
Position 1885: 5.011744712111043e-05
Position 1859: 2.966419714670595e-05
Position 1697: 2.7523567243488516e-05
Position 682: 2.3818066079343265e-05
Position 1745: 2.2930118787644786e-05
Position 2304: 2.03434377906571e-05
Position 193: 1.6114866896894593e-05
Position 56: 1.2374278264833322e-05
Position 331: 1.2004285977819405e-05
Position 348: 1.1412942216109832e-05
Position 337: 9.74010807232836e-06
Position 259: 8.827523604657491e-06
Position 30: 8.379413162672232e-06
Position 686: 7.786176819618522e-06
Position 363: 5.770455665925713e-06
Position 2646: 5.50394919748613e-06
Position 2230: 5.409273903182092e-06
Position 13: 5.24580971689112e-06
Position 2590: 5.227043862055172e-06
Position 642: 3.621276737303284e-06
Position 868: 3.0583029629914452e-06
Position 1090: 2.513909973103454e-06
Position 50: 1.917354026135356e-06
Position 777: 4.682721306926021e-07
Position 96: 4.632573145974908e-07
Position 339: 3.2463261088689607e-07
Position 88: 1.801814997355153e-07
Position 908: 1.5367422919454344e-07
Position 3286: 8.408077404333277e-08
Position 1205: 1.5485130943100696e-08
Position 1675: 6.744783613616945e-09
Position 2175: 6.221492316235501e-09
Position 684: 3.888568411511621e-09
Position 1251: 2.2593962654015574e-09
Position 712: 2.0603027172169625e-09
Position 86: 1.614346381909726e-09
Position 182: 1.0269363778263788e-09
Position 216: 6.432583588601744e-10
Position 365: 4.5395166309699375e-10
Position 487: 1.485336262404614e-10
Position 429: 1.0913469075434728e-10
Position 472: 1.5995652661307212e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 22459: 0.9999999945713417
Position 11639: 0.9963573085643493
Position 26968: 0.763368996462931
Position 27388: 0.5760885521328819
Position 14729: 0.536638161587595
Position 20075: 0.414307198261724
Position 29949: 0.399833382584636
Position 15779: 0.2569000821673885
Position 37155: 0.2567131080079754
Position 29993: 0.25068774693470897
Position 26173: 0.20127896930849715
Position 14273: 0.18845709047556136
Position 37394: 0.15948888648540818
Position 2154: 0.14249431852026204
Position 946: 0.13958847342358208
Position 32078: 0.1341316147352185
Position 26300: 0.12147308138617798
Position 35931: 0.1007762445099933
Position 25420: 0.09797855698798606
Position 6944: 0.09293471648174212
Position 1015: 0.09006730983944383
Position 932: 0.08896061698382106
Position 7238: 0.08594527967798765
Position 5241: 0.08098317751166026
Position 4323: 0.07870835850577598
Position 35627: 0.07275047721060998
Position 14474: 0.07168118091670611
Position 27312: 0.06674900264205079
Position 14070: 0.06624319728797273
Position 2484: 0.0648253080799279
Position 35907: 0.060260773657355424
Position 36020: 0.05757902642418973
Position 3512: 0.05212997816998944
Position 27449: 0.04902696893240357
Position 31290: 0.048882127635371385
Position 27330: 0.04689064896654466
Position 25607: 0.04473417565919339
Position 33087: 0.04406893824442405
Position 32210: 0.04297498540051096
Position 7139: 0.03909915721990473
Position 33893: 0.03904946573326941
Position 29265: 0.03465381961622867
Position 13011: 0.03159650169404134
Position 26235: 0.03126681661450331
Position 14003: 0.028577982465517036
Position 32037: 0.028224323734959565
Position 26006: 0.026293829474270145
Position 6988: 0.02624124599751428
Position 12994: 0.024566999693233612
Position 30636: 0.024323675614345442
Position 8062: 0.023260727778086902
Position 33235: 0.023084843839961768
Position 27409: 0.022999447127185792
Position 3602: 0.0213007777415088
Position 30297: 0.020506595388392338
Position 16982: 0.02029104536668047
Position 30872: 0.020095062475187858
Position 6293: 0.019828180350190565
Position 29285: 0.019497278034428106
Position 30998: 0.019058289287507857
Position 8176: 0.017929250934031783
Position 30052: 0.017748727239697594
Position 29805: 0.01773611861543788
Position 6755: 0.017169820451008642
Position 24373: 0.017122336817245534
Position 25439: 0.017111366377046765
Position 16679: 0.01702584740571238
Position 29871: 0.016268143156087964
Position 35382: 0.016247999277638463
Position 14419: 0.0162272801837065
Position 26119: 0.014010425945769562
Position 6966: 0.013855157330065445
Position 961: 0.012720115796240737
Position 4199: 0.012585491966523164
Position 27412: 0.012385932109022156
Position 5189: 0.010487558870908957
Position 6949: 0.010466665049646658
Position 844: 0.010421780142479261
Position 3183: 0.01037392360803653
Position 32876: 0.01036860909745109
Position 4549: 0.010243083032133275
Position 3142: 0.010040289556961006
Position 4273: 0.00959474358306329
Position 6174: 0.00946650324015985
Position 31695: 0.007966659480716707
Position 30068: 0.007884109491942017
Position 966: 0.0077287801909896765
Position 24461: 0.007568976274346797
Position 32353: 0.007444480970366811
Position 7346: 0.007294577938861626
Position 2729: 0.00723140564806526
Position 32657: 0.0066365948391376274
Position 3372: 0.006547866159919335
Position 2636: 0.006477356837458157
Position 5113: 0.006470946988457058
Position 3202: 0.006200194431915746
Position 13955: 0.005666297541118996
Position 5041: 0.004932985434554651
Position 30353: 0.004711281236082788
Position 28020: 0.004563429915206391
Position 3681: 0.004467753007813813
Position 33561: 0.004452379364033121
Position 2169: 0.004343295155505561
Position 30224: 0.004320081549547171
Position 28196: 0.003913698246538073
Position 11412: 0.0036025764811462783
Position 30205: 0.003274703329327679
Position 26148: 0.002978805196500399
Position 28007: 0.0028972075393740517
Position 4118: 0.002724002561288722
Position 25211: 0.0025488549323524233
Position 7032: 0.002311504917659489
Position 8329: 0.0023102554266734294
Position 4576: 0.002265692308791587
Position 15617: 0.002194796864295336
Position 2030: 0.00215437563536115
Position 28473: 0.002134420766215942
Position 5952: 0.0021137742295738986
Position 2611: 0.002101766766758754
Position 800: 0.0020507070445362576
Position 26697: 0.0020121266030186107
Position 2654: 0.001974604841653574
Position 27452: 0.0018822154868058697
Position 32299: 0.0018456595749542688
Position 27767: 0.001753345571164288
Position 4362: 0.001689238763942739
Position 3551: 0.0016803086617935851
Position 30317: 0.0016766139558383557
Position 16054: 0.0016392681629696744
Position 1581: 0.0016259111062601219
Position 2658: 0.0016042570491712038
Position 2052: 0.0015606363841159866
Position 3554: 0.0015603478668121036
Position 3567: 0.0015054801522983502
Position 2567: 0.0015003825412076932
Position 4371: 0.0014752997780684582
Position 31457: 0.00145483700261304
Position 974: 0.0013920028492008744
Position 3474: 0.001379192435410852
Position 7191: 0.0012656213172199738
Position 1998: 0.0012442904366269326
Position 6355: 0.0011509193610489481
Position 1435: 0.0011272015865855189
