Gene = 1700001C02Rik
index = 5
Annotated 5SS: [  126 14597 16130]
Annotated 3SS: [14325 16016 17808]
SMsplice 5SS: [  126  9462 14597]
SMsplice 3SS: [ 9358 14325 17276]
top_k =  1000
Partition function (log Z): -7.874255969851538

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.9716402413017418
Position 14597: 0.9473032631437104
Position 9462: 0.6854525692062946
Position 4981: 0.57348519461126
Position 5401: 0.3001784113688887
Position 16130: 0.2697562232707473
Position 6281: 0.2506982530189426
Position 10006: 0.2471943091285493
Position 12681: 0.21813134992644165
Position 4049: 0.18821076507616344
Position 15530: 0.1637510597002135
Position 11013: 0.13182585552650006
Position 9395: 0.12581880137546267
Position 10723: 0.11325943070787738
Position 4040: 0.08386013939844868
Position 16492: 0.07473033802760634
Position 5609: 0.06999958863742678
Position 16109: 0.06995338148709734
Position 5005: 0.06505275216505087
Position 719: 0.05845711045320198
Position 5737: 0.05526267583921063
Position 4737: 0.047961823247606374
Position 9779: 0.047628136195065285
Position 4106: 0.045540920904112846
Position 3004: 0.04488724048295308
Position 3043: 0.0446748067961424
Position 12336: 0.03932459961118256
Position 2998: 0.030896454160107053
Position 12700: 0.02927394800203275
Position 12608: 0.02623243517864233
Position 7848: 0.02616068459882577
Position 9800: 0.026125320575943786
Position 16570: 0.025838491261688024
Position 10273: 0.023879788026722224
Position 493: 0.02004483801934891
Position 4276: 0.01976804350201394
Position 4155: 0.016448122811956567
Position 11205: 0.01464266482485783
Position 16875: 0.014343144141090995
Position 4511: 0.012743829946689713
Position 3286: 0.012099541991277909
Position 2966: 0.009202149085469805
Position 9768: 0.009049908302550784
Position 2390: 0.00887649684832436
Position 1737: 0.007878432008184113
Position 2275: 0.007340400422404073
Position 524: 0.007234235081958306
Position 5356: 0.006198607571015295
Position 9837: 0.005872814191985749
Position 5303: 0.004923552344991067
Position 3022: 0.0035007096699040665
Position 2989: 0.0033580161569655943
Position 164: 0.0030554579022499103
Position 805: 0.0028855039823750188
Position 2246: 0.002627671289897679
Position 4807: 0.0025449447225712706
Position 17829: 0.002444542547074959
Position 4721: 0.0022078721316626114
Position 5323: 0.0016881692494535268
Position 311: 0.001676839375381309
Position 864: 0.00134962058374616
Position 2960: 0.0009048018229150774
Position 440: 0.0008667459115738796
Position 7518: 0.0008275743997242034
Position 7249: 0.0007583526260621081
Position 1903: 0.0007303430494080616
Position 3230: 0.0007013784161682607
Position 2386: 0.0006533939713963367
Position 7244: 0.0006399487822192507
Position 5246: 0.0006365940705306531
Position 3013: 0.0005833609322676806
Position 3429: 0.0005789187054671958
Position 5800: 0.0005153759458245724
Position 2984: 0.0004937596912540016
Position 4383: 0.00048511319709344965
Position 4364: 0.00034600211191792424
Position 731: 0.0002864622066413697
Position 4516: 0.000266146220659637
Position 1927: 0.00025227371085820646
Position 932: 0.00023945859580487753
Position 2252: 0.00022185734436481097
Position 2292: 0.00021696239437470194
Position 2282: 0.0002102514887054611
Position 3057: 0.00019021200294417343
Position 2975: 0.00018204416199855004
Position 2718: 0.0001259667699522842
