Gene = Pecr
index = 808
Annotated 5SS: [  222  7028  8149  9429 14038 16908 22363]
Annotated 3SS: [ 6893  7982  9346 13940 16796 22250 24880]
SMsplice 5SS: [  222  7028  8149 14038 16908 17232 22363]
SMsplice 3SS: [ 6893  7982 13940 16796 17143 22250 23333]
top_k =  1000
Partition function (log Z): 3.6336746186154696

Sorted 5' Splice Sites (High to Low Probability):
Position 14038: 0.9922598275242575
Position 7028: 0.9769135484400063
Position 22363: 0.9721312233721858
Position 17232: 0.9392449641306382
Position 222: 0.8886254561934667
Position 16908: 0.7793799976644856
Position 9429: 0.4527630008205127
Position 7689: 0.3117355461354908
Position 14464: 0.24393655324517316
Position 933: 0.23368946634512996
Position 21509: 0.19124382827151287
Position 14821: 0.09441118133599877
Position 2431: 0.08042688985178541
Position 226: 0.07720472181928177
Position 17782: 0.06601203204755478
Position 17843: 0.05832294381071683
Position 9880: 0.05805491835687487
Position 4964: 0.05199375883119973
Position 21883: 0.04916317125926433
Position 16913: 0.04822998029032699
Position 2009: 0.047459461196980295
Position 20539: 0.04118679545670544
Position 21802: 0.040140518514720724
Position 9277: 0.038734923043504135
Position 11091: 0.03804497053660937
Position 21830: 0.03478548951629195
Position 23112: 0.03331474652443075
Position 7341: 0.032577653146191446
Position 6011: 0.031304106805262695
Position 1573: 0.028392596983111335
Position 8662: 0.027367279993023467
Position 8020: 0.02291865044489389
Position 275: 0.022516078141581207
Position 16658: 0.021826874398232242
Position 15339: 0.021525625656772466
Position 11621: 0.02028565267025632
Position 8271: 0.019240724623357058
Position 7295: 0.018361701982612604
Position 7693: 0.017834234797448504
Position 7107: 0.016960400572854452
Position 18880: 0.016424060798694743
Position 1687: 0.01633221097240689
Position 16121: 0.015793169426536344
Position 20642: 0.015300670353915722
Position 16873: 0.01526647483396395
Position 8365: 0.015141779517962372
Position 22554: 0.015059433544420351
Position 22869: 0.014977593151181436
Position 4604: 0.01377066077846517
Position 6221: 0.013092086471717881
Position 21726: 0.011579537892195147
Position 7946: 0.011322901396679687
Position 7177: 0.011233865127711731
Position 9725: 0.010395386842181687
Position 7983: 0.010114150965946235
Position 15410: 0.009172148435875882
Position 1490: 0.009124560157358266
Position 13603: 0.008438089372172945
Position 850: 0.00840936993757015
Position 9721: 0.008397326398505938
Position 8103: 0.00826968234994219
Position 17291: 0.008177862618711118
Position 7194: 0.008019083048955841
Position 11662: 0.007795500200794258
Position 2623: 0.007670877867183033
Position 8234: 0.007620859391939517
Position 8153: 0.007197398423303216
Position 24658: 0.006740706530124465
Position 9226: 0.006738137788699775
Position 22418: 0.006424018821090091
Position 791: 0.006292090818949143
Position 11223: 0.006001256616321513
Position 16962: 0.005649349815428941
Position 4944: 0.005087726253811666
Position 1934: 0.004884110978627336
Position 8138: 0.0047963393151668685
Position 11271: 0.004679537967347517
Position 21868: 0.004495115487833575
Position 24703: 0.004283652188843048
Position 20405: 0.004171640011630553
Position 17690: 0.0041512548355835755
Position 21682: 0.004058974843510606
Position 4959: 0.003994635341969861
Position 14117: 0.0038820895695302017
Position 5821: 0.0036896447691432198
Position 14371: 0.003243090157860666
Position 23170: 0.003113890833251618
Position 19759: 0.0030847440729557096
Position 5432: 0.0027243874775205665
Position 23666: 0.0027182609554851976
Position 24014: 0.0024362569160402306
Position 21373: 0.002428249391020516
Position 1853: 0.002361394396440422
Position 24229: 0.002206560487692653
Position 7810: 0.0021616658793979825
Position 19318: 0.002121668551715869
Position 22647: 0.002120644353792117
Position 2459: 0.0020964483690323853
Position 890: 0.002045626564796572
Position 929: 0.0018740359844870772
Position 22988: 0.001736815967442668
Position 11773: 0.0017182258617171597
Position 4703: 0.0016892656060820454
Position 21776: 0.0016857934799693174
Position 3442: 0.0016596498777395761
Position 7361: 0.0015792546347973694
Position 14042: 0.0015305037847297756
Position 9667: 0.0014805915508856312
Position 16896: 0.001480487846553404
Position 17057: 0.001466883529912597
Position 16102: 0.0014662838803023495
Position 17788: 0.0013317588067466148
Position 21815: 0.001296178446900062
Position 3487: 0.0012845172390487775
Position 2716: 0.0012579441577996525
Position 14684: 0.0011723499191151287
Position 15416: 0.0011373849353577496
Position 5438: 0.0011238384848298976
Position 976: 0.0010773887672727682
Position 378: 0.001038266383952214
Position 16518: 0.000996375530382787
Position 14837: 0.0009463146072800669
Position 2172: 0.0009214174900584803
Position 1020: 0.0008201488722560163
Position 16126: 0.0007817356189863141
Position 840: 0.0006050997944301262
Position 3817: 0.0005699376454532911
Position 14014: 0.000530603469525348
Position 8155: 0.0005057150085972904
Position 8915: 0.0005001639238391916
Position 3830: 0.00047760258112856393
Position 14588: 0.00047687377568355954
Position 21135: 0.0003998281902048737
Position 733: 0.0003000530874007775
Position 17270: 0.00029768275812460103
Position 22723: 0.0002899629310965621
