Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  1000
Partition function (log Z): -23.546601872375895

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9952586529627075
Position 875: 0.9196030592856712
Position 92: 0.9009766472433826
Position 15951: 0.5131651002717068
Position 16187: 0.40266221258051094
Position 18523: 0.30196440154844095
Position 4944: 0.26713543470702006
Position 1428: 0.15639171409890884
Position 4864: 0.13516892057377844
Position 2757: 0.10644956771074265
Position 5383: 0.09757155973689743
Position 6941: 0.07351327200934635
Position 17070: 0.05116855733897015
Position 10276: 0.045604438545984595
Position 16003: 0.04292459406316329
Position 2535: 0.025362215489676244
Position 18816: 0.02218472197064202
Position 10350: 0.018730273179748215
Position 1137: 0.017945959366456127
Position 10097: 0.00899631504555632
Position 108: 0.007837012433811843
Position 9423: 0.007655796866217137
Position 4920: 0.00757857826311978
Position 7368: 0.005586917399607951
Position 908: 0.005166540347440492
Position 1067: 0.0046144385701310875
Position 2052: 0.0038500974520336187
Position 436: 0.003187343242592018
Position 99: 0.0028760701666404585
Position 10589: 0.002550134112721192
Position 2742: 0.002231759003543697
Position 678: 0.0021871730391115813
Position 542: 0.0019556457493194483
Position 1835: 0.0019348737943063004
Position 4369: 0.0018234106489467441
Position 1212: 0.001433229628194635
Position 102: 0.0013397725767179329
Position 1782: 0.001233859926888925
Position 879: 0.0012022297972119947
Position 11360: 0.0011622984729220392
Position 1451: 0.001077855715749404
Position 1865: 0.0008630649788964403
Position 130: 0.0008389570383543624
Position 3499: 0.0007756176224642526
Position 1087: 0.000714254432520589
Position 4958: 0.0007025595706679322
Position 140: 0.0004659677592918066
Position 3179: 0.00038078093168245633
Position 821: 0.00036252215291903214
Position 1878: 0.00034061730991098943
Position 267: 0.00031556142835379656
Position 3184: 0.0002826357210449705
Position 2788: 0.00025383794940796276
Position 3691: 0.0002493237559722518
Position 6554: 0.00024919462899361983
Position 3167: 0.00023697446057489987
Position 349: 0.0002090057513309221
Position 2077: 0.00020590093341724897
Position 449: 0.0002007253201370345
Position 9771: 0.0001993451095825472
Position 352: 0.000179329945335347
Position 331: 0.0001690462850843822
Position 507: 0.00015903946214730088
Position 3127: 0.00015709933896598436
Position 290: 0.00014532689568814836
Position 420: 0.00012693069858272485
Position 47: 0.00012311443991639095
Position 1244: 8.917945492784768e-05
Position 1601: 8.581369569328195e-05
Position 4054: 8.524591378954654e-05
Position 317: 8.323723762219626e-05
Position 1554: 7.708462719479314e-05
Position 2484: 6.953207807517997e-05
Position 492: 6.838737295062333e-05
Position 710: 6.587354768456973e-05
Position 252: 6.387280651091753e-05
Position 4848: 6.124933206936786e-05
Position 401: 5.883698061917565e-05
Position 1107: 5.835127413566827e-05
Position 77: 5.826142778425319e-05
Position 366: 5.813683328504031e-05
Position 44: 5.1448925841617726e-05
Position 2869: 5.063085384378253e-05
Position 3458: 4.9845782579980014e-05
Position 4087: 4.5557651647663474e-05
Position 2179: 4.319354665669737e-05
Position 1055: 4.118087292836723e-05
Position 387: 3.7322668274807615e-05
Position 498: 3.550738706221409e-05
Position 2731: 3.220166817287981e-05
Position 379: 3.091586448822685e-05
Position 1288: 3.008136771960385e-05
Position 4890: 2.5813022858852782e-05
Position 111: 2.140611470228433e-05
Position 5779: 1.9421910568449932e-05
Position 690: 1.9153758706680494e-05
Position 464: 1.7547075860778844e-05
Position 413: 1.607059231991192e-05
Position 320: 1.2316930125290292e-05
Position 246: 1.2140891271933417e-05
Position 525: 1.0332718505960963e-05
Position 7: 5.976314695286137e-06
Position 1123: 5.405046303598637e-06
Position 1046: 4.457697516850204e-06
Position 1227: 4.332683543307037e-06
Position 950: 4.000044631675945e-06
Position 495: 3.7029649708537734e-06
Position 603: 3.494482686385523e-06
Position 688: 3.449850805754602e-06
Position 244: 2.768389986978814e-06
Position 600: 2.5621694093913674e-06
Position 415: 2.344937675534111e-06
Position 1173: 2.127147215666757e-06
Position 928: 2.096993160874755e-06
Position 740: 7.989292228950509e-07
Position 1041: 6.417230452648499e-07
Position 811: 6.040099062135566e-07
Position 861: 5.412266838700256e-07
Position 866: 2.1102941216149677e-07
Position 955: 6.686885537633711e-08
Position 1332: 5.811908968849942e-08
Position 1530: 1.2093055882609614e-08
Position 1344: 4.438191959304179e-09
Position 26: 1.6969699317230442e-10

