Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 7364 7724 7972 8111]
SMsplice 3SS: [ 7184  7610  7794  8052 10034]
top_k =  1000
Partition function (log Z): 1.6418188812270818

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9810612939806227
Position 7364: 0.9117248482302107
Position 377: 0.8749861625775204
Position 8111: 0.8553579001255268
Position 7724: 0.8543099310040696
Position 13257: 0.7962467879315807
Position 5894: 0.4522482025661077
Position 12216: 0.35799523494102453
Position 13606: 0.32356006697336753
Position 12090: 0.2258121638826683
Position 9790: 0.22169543706616712
Position 5877: 0.12660464601117144
Position 1020: 0.1254287630161753
Position 8155: 0.11818877836456823
Position 5590: 0.11019850678636103
Position 10261: 0.09905083440065593
Position 7683: 0.07891272862967022
Position 3089: 0.07592972594195775
Position 890: 0.0723682800502564
Position 10145: 0.06761236062842761
Position 11904: 0.06428460611698694
Position 367: 0.06422409068568875
Position 12627: 0.043812855872828564
Position 12367: 0.038836538332021185
Position 11823: 0.03743407230026
Position 12623: 0.03270041132599071
Position 13911: 0.03237388247327157
Position 62: 0.03150254038848105
Position 1045: 0.02979533440268505
Position 1015: 0.02801770579614914
Position 12965: 0.026596127131666966
Position 7337: 0.026016555140829904
Position 7286: 0.0252179241944113
Position 977: 0.022705019428221406
Position 14167: 0.01867979367156196
Position 13629: 0.017346258662982547
Position 7258: 0.016745471863755534
Position 9847: 0.015876635634496483
Position 111: 0.012185924710988385
Position 10803: 0.012144796590999181
Position 3352: 0.01105762049127314
Position 14617: 0.008309980433002915
Position 11552: 0.00815162253221439
Position 7606: 0.008018138288998711
Position 5460: 0.00799105847059879
Position 1005: 0.007774521843647545
Position 9600: 0.006894478015287052
Position 8296: 0.006655023409285191
Position 4686: 0.006620770320194541
Position 6612: 0.006373929908333927
Position 5796: 0.006257920464520837
Position 727: 0.006227036503078638
Position 7930: 0.005379167488350153
Position 14003: 0.0047781343816215675
