Gene = Sepsecs
index = 964
Annotated 5SS: [  134   810  3721  4473  5541  9079 13483 13695 22111 22593]
Annotated 3SS: [  654  3601  4313  5386  8975 13352 13602 22016 22501 25600]
SMsplice 5SS: [  134   810  3721  4473  5541 11880 13483 13695 21925 22111 22593]
SMsplice 3SS: [  654  3601  4313  5386 11795 13352 13602 21801 22016 22501 25600]
top_k =  1000
Partition function (log Z): 1.8841649223652541

Sorted 5' Splice Sites (High to Low Probability):
Position 13695: 0.9965482462732369
Position 22593: 0.9828660306618716
Position 22111: 0.968126448276474
Position 4473: 0.9497901624314569
Position 11880: 0.8112947094014024
Position 134: 0.7801713943002639
Position 810: 0.7724334084928585
Position 3721: 0.7079534352344307
Position 5541: 0.6610029975086854
Position 13483: 0.637696786576639
Position 21925: 0.6259241715993703
Position 9079: 0.5026013894012711
Position 12198: 0.30313182911571146
Position 25770: 0.3022760820609253
Position 12521: 0.23803748856264015
Position 24610: 0.14827040055881402
Position 13190: 0.14118685561368718
Position 25629: 0.07916994342377005
Position 25050: 0.07800842188776617
Position 4766: 0.07272935943478023
Position 22424: 0.046929747795096635
Position 3055: 0.041643016732533976
Position 22845: 0.03851149435045981
Position 22965: 0.03661801348851884
Position 22832: 0.035259382922896564
Position 7588: 0.03380710648396464
Position 8882: 0.03379177526051556
Position 22339: 0.026439633393798626
Position 23311: 0.025972444879116603
Position 28689: 0.02540724846898463
Position 7104: 0.023588244408244943
Position 3260: 0.023434969392887327
Position 4547: 0.023158880861366204
Position 191: 0.02100119339016318
Position 13475: 0.01984213559757734
Position 12079: 0.018821068000016428
Position 4830: 0.018709645706885516
Position 743: 0.018063935681054282
Position 18716: 0.016198876521691757
Position 263: 0.016177975286809445
Position 14270: 0.015333574201118616
Position 11885: 0.01365095490028266
Position 3455: 0.013484627568227285
Position 541: 0.012529540432845957
Position 16856: 0.01231210778393171
Position 1530: 0.01204459631054785
Position 15945: 0.010978539754017693
Position 7387: 0.010183615297523187
Position 22807: 0.008883732286394993
Position 71: 0.00870258225424747
Position 24640: 0.008629228726757919
Position 5742: 0.00846315696312967
Position 23718: 0.008440414435623036
Position 21667: 0.008184621135187505
Position 6459: 0.007677525837794441
Position 3725: 0.006977340716569597
Position 25757: 0.006706945201197817
Position 21149: 0.006541316575240449
Position 25935: 0.005660090196965889
Position 348: 0.005608799600599285
Position 14352: 0.005524722898431413
Position 22280: 0.005177941442272217
Position 3628: 0.00494845790260789
Position 5716: 0.004930315585729063
Position 12919: 0.004845532011672166
Position 2544: 0.004664609151004029
Position 4162: 0.004515883028199118
Position 26569: 0.004038790552022479
Position 21186: 0.00366798316813152
Position 12042: 0.003595170267454594
Position 16622: 0.003574123161717008
Position 584: 0.0035268403462842142
Position 334: 0.003434537547308071
Position 3696: 0.003279600791196279
Position 13700: 0.003271693102199069
Position 1264: 0.0032697157339280154
Position 4847: 0.003147411583156547
Position 12956: 0.0030824987276373878
Position 4702: 0.0030443582442366145
Position 22233: 0.0030339120964215116
Position 16653: 0.0029955089679600316
Position 2269: 0.0029816903931600535
Position 1290: 0.0029016764762111566
Position 17923: 0.002890643618186502
Position 21900: 0.0028857816175597794
Position 18423: 0.0027254624465169164
Position 25227: 0.002609804328405523
Position 16397: 0.0025425687889995144
Position 9958: 0.002453491388268907
Position 18853: 0.0023282982232440165
Position 8481: 0.0022757308153209467
Position 20183: 0.0020258523736259313
Position 4463: 0.0018904534459740535
Position 25881: 0.0018335211755111376
Position 12211: 0.0017926556223258187
Position 3369: 0.0017638221659704413
Position 13164: 0.0017222806290737788
Position 12420: 0.0017094302648530354
Position 2494: 0.0017043492632341467
Position 23835: 0.0016716885857348727
