Gene = Xrra1
index = 1195
Annotated 5SS: [  115  3242  8329 12342 16111 17175 20352 27021 38504 39472 43631 47461
 51946 52797 55375 56990 57698 57972]
Annotated 3SS: [ 3173  8230 12165 16038 17101 20253 26886 38374 39265 43589 47334 51851
 52680 55050 56793 57581 57865 58263]
SMsplice 5SS: [  115  3242  8329 12342 12728 16111 17175 20352 20584 27021 33224 38002
 38504 39472 51946 52159 52797 55375 56928 57698 57972]
SMsplice 3SS: [ 3173  8230 12165 12520 16038 17050 20253 20463 26886 33123 37898 38374
 39265 51851 52019 52680 55274 56825 57581 57865 58263]
top_k =  1000
Partition function (log Z): 19.32405236191579

Sorted 5' Splice Sites (High to Low Probability):
Position 38504: 0.999999999997899
Position 51946: 0.9999999394461075
Position 52159: 0.9999999394461075
Position 27021: 0.9863296426754192
Position 115: 0.9781812908475027
Position 52797: 0.9766276876659444
Position 16111: 0.9714851386160928
Position 12342: 0.9505326521651801
Position 8329: 0.8964099981350805
Position 20584: 0.8641308203577891
Position 57698: 0.8233581287039717
Position 39472: 0.8022287191325562
Position 43015: 0.7476712621030092
Position 33224: 0.7284821053885504
Position 57972: 0.7200923127216737
Position 3242: 0.7151168469322995
Position 38002: 0.6475737900917261
Position 55375: 0.6329139112088296
Position 20352: 0.6280185072355445
Position 17175: 0.609239672715577
Position 56928: 0.5990352390582065
Position 21844: 0.5786252945174257
Position 12728: 0.5707767779729352
Position 46256: 0.5246984694350658
Position 6038: 0.41009576486693333
Position 10476: 0.37366113505620097
Position 56990: 0.3650210196270758
Position 20363: 0.36360721221403847
Position 55931: 0.22874344214200415
Position 13267: 0.19344588142070274
Position 58043: 0.18551544508483164
Position 42654: 0.17287772822039912
Position 57746: 0.16665756678157803
Position 39554: 0.144946942090237
Position 21419: 0.14166617887102934
Position 12732: 0.13903448612439986
Position 6967: 0.1384080755765714
Position 39802: 0.13247678757800518
Position 6810: 0.1281656123948886
Position 1720: 0.11989704044584283
Position 41795: 0.11242114449145858
Position 13431: 0.10746525032856045
Position 28042: 0.10362895133239731
Position 3174: 0.09949198366019085
Position 20616: 0.0985651644831379
Position 42855: 0.09693618409135515
Position 21423: 0.09312037873668663
Position 42287: 0.09295661954618
Position 8334: 0.08508996958738112
Position 55632: 0.07564979780239803
Position 17511: 0.06116141599172963
Position 43631: 0.05866293351791056
Position 12544: 0.05220800176371405
Position 19073: 0.051188855679701405
Position 3186: 0.05054262299872345
Position 45397: 0.04987206538078132
Position 4563: 0.04980227960554654
Position 20186: 0.0492399051696388
Position 43890: 0.041107734547517455
Position 1530: 0.039746684784039636
Position 1869: 0.039071626367820994
Position 40393: 0.039037907873898506
Position 1761: 0.037818723666067755
Position 41843: 0.03734826647122225
Position 2922: 0.03635219795304425
Position 43398: 0.035254084191570466
Position 2225: 0.03415586107805116
Position 12235: 0.03357019525211835
Position 25894: 0.03170289306321386
Position 6128: 0.0300725183182596
Position 4990: 0.02995108966041081
Position 3907: 0.02845725855916935
Position 1210: 0.027484214083771656
Position 54326: 0.026965864384238786
Position 58147: 0.023440831410037867
Position 42360: 0.022155571007260344
Position 11293: 0.02095926088996413
Position 58368: 0.018333386835722353
Position 11118: 0.016352992602184657
Position 14709: 0.015944253989202663
Position 27392: 0.014989741632979036
Position 3283: 0.014721952472305913
Position 7898: 0.014469938182717175
Position 3409: 0.014028991848465332
Position 273: 0.012525931712018564
Position 20648: 0.012126163146840178
Position 19600: 0.011727266260053229
Position 10112: 0.009754208498981896
Position 224: 0.009647031337166205
Position 6053: 0.00958144758168047
Position 13271: 0.009284508814913415
Position 16441: 0.009102994498466075
Position 188: 0.009030890159492233
Position 20108: 0.008691517720713367
Position 12034: 0.008074539397743979
Position 57977: 0.007756272700685356
Position 16087: 0.007689010503409346
Position 10801: 0.007534227239788778
Position 20847: 0.007453145654671349
Position 19683: 0.007288991530859711
Position 16207: 0.007097867854221042
Position 13054: 0.00698685835860405
Position 20122: 0.006912734730921417
Position 3926: 0.006911712375476403
Position 13591: 0.006846217082235308
Position 20394: 0.006726250498225484
Position 12696: 0.00669765813121772
Position 255: 0.006682047897253851
Position 41999: 0.006666404053095943
Position 4173: 0.006632893674163233
Position 41854: 0.006475206130800772
Position 12255: 0.005954143082732993
Position 3275: 0.005825404677605161
Position 7411: 0.005773643034303982
Position 828: 0.0057735404844220396
Position 14383: 0.005759896407750973
Position 42878: 0.005224776035443581
Position 58002: 0.004729613539135217
Position 277: 0.004460786501603909
Position 8150: 0.004298338016651821
Position 1191: 0.004163334853481965
Position 39845: 0.004039468283048929
Position 1826: 0.003805497986907808
Position 14978: 0.003628592436999814
Position 41590: 0.0032050299061493004
Position 58020: 0.0032025863189090458
Position 20569: 0.0032013977503137824
Position 12681: 0.003166004416112381
Position 12624: 0.0030891835722503475
Position 11660: 0.0029867618944325373
Position 20599: 0.0025700194832893905
Position 39856: 0.0024552093966216508
Position 13523: 0.0023359123382301144
Position 2122: 0.0022980995039412976
Position 20692: 0.0022930609277803777
Position 4847: 0.0022848047834414043
Position 19541: 0.0022845540615615044
Position 18501: 0.002261140268885788
Position 10075: 0.002216461947783146
Position 6941: 0.002160399384180595
Position 3121: 0.002073945299193668
Position 12211: 0.002018787692005609
Position 2912: 0.001952376820846292
Position 11437: 0.0019518216370435525
Position 7078: 0.001825701993846925
Position 2399: 0.0017991509770377823
Position 16174: 0.0017388230730072775
Position 20838: 0.0017061812447096195
Position 427: 0.0016769327797924226
Position 12364: 0.0016226165396905864
Position 9386: 0.0015634157895401657
Position 3102: 0.0015379001833102503
Position 43388: 0.0015267523936367355
Position 20592: 0.0015247191591058508
Position 10428: 0.0014584789716320181
Position 1507: 0.0014435645315903356
Position 8466: 0.0014384703204550764
Position 16131: 0.001410682328685764
Position 15736: 0.0013745097087807458
Position 21289: 0.0012130501454654806
Position 1537: 0.0011056174276763476
Position 27402: 0.0011051026843091347
Position 4291: 0.0010788299288785794
Position 8878: 0.0010687557969830403
Position 9339: 0.0010306574368412705
Position 282: 0.001030125267391761
Position 9490: 0.001027427134841613
Position 9657: 0.0010043900220974725
Position 9517: 0.0008976214895858022
Position 2875: 0.0008832849569398646
Position 16396: 0.0008046598190881775
Position 1560: 0.0007710362358353742
Position 2822: 0.0007064677032065216
Position 15056: 0.0007049968213278268
Position 14974: 0.0006508118418971727
Position 1755: 0.0006434548190342747
Position 21893: 0.000638198669360603
Position 2880: 0.000589174717842317
Position 32: 0.0005890472376212086
Position 39501: 0.0005800618042396584
Position 14111: 0.0005707182042891785
Position 9828: 0.0005684707832286861
Position 23207: 0.0005628641658490047
Position 27783: 0.0005423198767743405
Position 494: 0.0004938809889251986
Position 5439: 0.0004908740117148652
Position 1214: 0.0004848736838275397
Position 2866: 0.00041178686186407927
Position 27866: 0.0003992509234304396
Position 4746: 0.0003957149500649758
Position 384: 0.000378854391961697
Position 17626: 0.00035014350194777043
Position 2195: 0.0003451309095661662
Position 27219: 0.0003336975550020854
Position 2901: 0.00033037418270338213
Position 19139: 0.0003241456002899347
Position 12332: 0.0003214039910493997
Position 318: 0.00030904687726559924
Position 10041: 0.000297396609237469
Position 40514: 0.00028904172483635844
Position 2106: 0.000286793805907427
Position 1411: 0.0002854432700320974
Position 1788: 0.0002849656097373472
Position 1125: 0.0002825019182723965
Position 1580: 0.00026876201283058374
Position 1991: 0.000257652602018517
Position 1011: 0.00025162802023239844
Position 13319: 0.00023661046234086907
Position 13154: 0.00023242321650573992
Position 25524: 0.0002287714936449935
Position 58520: 0.0002084672010838093
Position 27203: 0.00020229296664580053
Position 309: 0.00018979695755506375
Position 1973: 0.00018425160922071562
Position 867: 0.00017618940656991932
Position 1888: 0.0001760945918704237
Position 20578: 0.0001703424094274292
Position 27275: 0.00016923818257882632
Position 57953: 0.00016618307892563882
Position 57763: 0.0001587722694954996
Position 2068: 0.0001571953279671244
Position 58429: 0.00014321695106815228
Position 22956: 0.0001386118043938209
Position 594: 0.00013805721322878773
Position 58117: 0.00012318266145385848
Position 23525: 0.00011495818469147443
