Gene = Ndufc1
index = 739
Annotated 5SS: [ 125  844 1653]
Annotated 3SS: [ 739 1575 3368]
SMsplice 5SS: [ 125  844 1653]
SMsplice 3SS: [ 739 1575 3368]
top_k =  1000
Partition function (log Z): -3.273512503957817

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9629301145197452
Position 844: 0.8644739914605802
Position 1653: 0.830253168544719
Position 2401: 0.28460401653182893
Position 3216: 0.03452295006619099
Position 3530: 0.02938182263328196
Position 1177: 0.023785025161644907
Position 2134: 0.022611125754128113
Position 66: 0.018919055316309604
Position 2438: 0.018101239486395363
Position 810: 0.015142554886121302
Position 3453: 0.013657713669192783
Position 2442: 0.009221768859058066
Position 499: 0.008100290061995644
Position 3475: 0.006642888806646937
Position 279: 0.0053566458069646975
Position 848: 0.0052595067382083405
Position 258: 0.005226536347574723
Position 2098: 0.00435335142602573
Position 210: 0.004196957241695493
Position 795: 0.0041367329733764625
Position 826: 0.0036941118283770496
Position 814: 0.0027864063035937386
Position 70: 0.0026736588522361946
Position 853: 0.0025094957597204203
Position 2048: 0.0021657446529909923
Position 834: 0.002153814730113624
Position 3070: 0.002048032207878429
Position 447: 0.0018506242442645486
Position 880: 0.001846078921246832
Position 1060: 0.0017355929137093879
Position 3425: 0.0017030699813168975
Position 476: 0.0015949752981379056
Position 864: 0.0015562499660788636
Position 478: 0.0014876704784903944
Position 907: 0.0012692895659929385
Position 2458: 0.0008207161419202031
Position 1657: 0.0007696449944452901
Position 233: 0.000759156745575612
Position 3480: 0.0006782734502749508
Position 1183: 0.0006674693023139512
Position 466: 0.0006481010324327356
Position 2000: 0.0006205586515277982
Position 2492: 0.0006091748971677747
Position 601: 0.0005733244306641001
Position 2225: 0.0004938562472998535
Position 1217: 0.0004913081487770233
Position 216: 0.00037405451138137574
Position 2564: 0.0003691773403559696
Position 911: 0.0003554790339229417
Position 1991: 0.00033974814900618235
Position 607: 0.000291740083569395
Position 3943: 0.0002474540132338208
Position 2869: 0.0002290982120495656
Position 945: 0.00022701639866432873
Position 3465: 0.00020638231236015252
Position 84: 0.00018716257999922028
Position 931: 0.00018710655939741148
Position 2238: 0.00018681420058054912
Position 513: 0.00018302183524110104
Position 775: 0.0001739039116425144
Position 985: 0.0001641630760494378
Position 1140: 0.0001613893449015537
Position 327: 0.00015790099221350633
Position 2681: 0.00015373766286346242
Position 3061: 0.00014412561806287203
Position 1807: 0.00014298981544959963
Position 1695: 0.00012842304750935408
Position 2873: 0.00012801952663566956
Position 904: 0.0001195355012929897
Position 129: 0.00011461713303914864
Position 3218: 0.00011301526541050981
Position 2300: 9.499849594171283e-05
Position 3457: 8.815370956041229e-05
Position 1094: 7.50646016689764e-05
Position 1289: 7.122175163237604e-05
Position 1662: 5.816878233011228e-05
Position 2198: 5.574225717131495e-05
Position 73: 5.091992222393803e-05
Position 1114: 4.45515943222692e-05
Position 1203: 4.316769379542163e-05
Position 2067: 3.675249953814456e-05
Position 2289: 3.5391015626201695e-05
Position 352: 3.4425548522749984e-05
Position 802: 3.396135934292698e-05
Position 2294: 3.3510355510106836e-05
Position 1778: 3.09180234859006e-05
Position 571: 3.0223593920123855e-05
Position 2263: 2.6845984675867094e-05
Position 763: 2.161822012701054e-05
Position 131: 2.160727885277451e-05
Position 2252: 2.1261245645761238e-05
Position 1703: 2.072928630060422e-05
Position 1005: 1.780370911168465e-05
Position 2905: 1.7453785139244818e-05
Position 1381: 1.5617725653080007e-05
Position 2539: 1.4867689317658885e-05
Position 2446: 1.441420997648556e-05
Position 2315: 1.438300263740955e-05
Position 1717: 1.282932565997013e-05
Position 1118: 1.2387963373956757e-05
Position 750: 1.1116924766416404e-05
Position 4: 9.090006184826408e-06
Position 756: 6.844222209935309e-06
Position 335: 5.218156480113517e-06
Position 1187: 5.1920208630076584e-06
Position 1100: 4.96486453344508e-06
Position 2184: 4.000229586487168e-06
Position 1129: 3.6659163071577547e-06
Position 1699: 5.379141954867792e-07
Position 1957: 5.230914820527679e-07
Position 574: 1.6467401955655136e-07
Position 680: 5.6728975251169456e-08
Position 1687: 1.5168644090214208e-08
Position 686: 9.301589713287723e-09
Position 1833: 4.855548131477681e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3368: 0.9587832827184258
Position 739: 0.9097148232099597
Position 1575: 0.6149285481615098
Position 2156: 0.14811297500969134
