Gene = 1700066M21Rik
index = 19
Annotated 5SS: [327]
Annotated 3SS: [5122]
SMsplice 5SS: [169 327]
SMsplice 3SS: [ 236 5122]
top_k =  1000
Partition function (log Z): -5.959144407715228

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9402324190828675
Position 169: 0.7079419631853056
Position 2609: 0.30756385440568856
Position 2193: 0.11173255572587228
Position 2153: 0.08222643010499553
Position 2181: 0.061757129283301064
Position 909: 0.04900782817480883
Position 5234: 0.04770297095578458
Position 2494: 0.047480472730278674
Position 1445: 0.04050755304816889
Position 4619: 0.03957054126774906
Position 5391: 0.0384747500667597
Position 826: 0.03612705100191455
Position 25: 0.028836445754521843
Position 2116: 0.028554900304144204
Position 5445: 0.027417563328651327
Position 4615: 0.0245926953442828
Position 472: 0.01963439288147991
Position 1301: 0.015434674922187518
Position 997: 0.01420689637062283
Position 2772: 0.008522997731147449
Position 1364: 0.005997196365231211
Position 1919: 0.004624604786556797
Position 2943: 0.0037305540710007214
Position 1315: 0.002916208986566374
Position 1009: 0.002847507269375146
Position 6133: 0.0028168353791483366
Position 2026: 0.0026115893676720474
Position 1541: 0.0023688579567558376
Position 1307: 0.0019234011208048402
Position 2062: 0.0018195448826807312
Position 1225: 0.0016334208193360498
Position 844: 0.0015222188504566473
Position 832: 0.001358100171279114
Position 7603: 0.0012466893983072971
Position 548: 0.0011929218888865817
Position 5688: 0.0008975110430055758
Position 5862: 0.0008262124304656651
Position 5713: 0.000673845418947379
Position 1327: 0.0006648715317163499
Position 5499: 0.0005284491824723986
Position 2458: 0.0004607741795657805
Position 131: 0.0003237522122286345
Position 2453: 0.00022603911577439832
Position 1298: 0.00021307845319876127
Position 1295: 0.00021134910013544334
Position 87: 0.00019990989277850758
Position 1292: 0.0001975583438554262
Position 629: 0.00013605721042022934
Position 2138: 0.0001195428302135542
Position 74: 9.167511511910317e-05
Position 550: 8.590136013442935e-05
Position 462: 5.675044543745171e-05
Position 1333: 5.623954073678811e-05
Position 617: 5.6161591681278604e-05
Position 59: 5.434938518542308e-05
Position 382: 4.960755903238789e-05
Position 300: 4.783307627704589e-05
Position 216: 3.903842931666227e-05
Position 1289: 3.68143843957879e-05
Position 2654: 2.15169544747789e-05
Position 1286: 2.0384309254848892e-05
Position 321: 1.8950547777808847e-05
Position 365: 1.8082009881343984e-05
Position 552: 1.5686543175922784e-05
Position 791: 1.3744617044486816e-05
Position 571: 1.3511504689009537e-05
Position 985: 1.224185668850709e-05
Position 554: 9.590554489842245e-06
Position 879: 9.406725396838774e-06
Position 466: 8.906679837968897e-06
Position 982: 8.334118680405135e-06
Position 445: 7.364003080581245e-06
Position 506: 4.172126052219548e-06
Position 920: 3.8337080438392545e-06
Position 882: 3.823563448619127e-06
Position 870: 3.3770488094733355e-06
Position 67: 3.3723995112454e-06
Position 482: 2.861432853459821e-06
Position 894: 2.797558135133101e-06
Position 863: 2.4279511942519958e-06
Position 1481: 1.927468260235586e-06
Position 665: 1.5687695229556688e-06
Position 892: 1.4272365445147104e-06
Position 1822: 1.2887998135508743e-06
Position 1283: 1.1391623410286241e-06
Position 1280: 9.179284015952799e-07
Position 783: 7.580520335523853e-07
Position 804: 6.956179924720596e-07
Position 1028: 6.545433677327397e-07
Position 769: 3.229010722903222e-07
Position 199: 2.4104982755773156e-07
Position 608: 1.8239847220719308e-07
Position 714: 1.697873340676466e-07
Position 732: 5.425950501284872e-08
Position 809: 4.6766071325766426e-08
Position 716: 6.972125307136868e-09
Position 399: 6.879088439504603e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5122: 0.7733041100562865
Position 236: 0.6397256990199396
Position 2369: 0.21204473122905224
Position 2086: 0.15410798117656177
Position 2421: 0.13230637749003396
Position 4443: 0.08127017612951304
Position 741: 0.08041598908866598
Position 6000: 0.0692470490777195
Position 4363: 0.06363547404457354
Position 2035: 0.05991937613980281
Position 1213: 0.05861220855954284
Position 1918: 0.04006993205899239
Position 5602: 0.03504162394816609
Position 409: 0.02225927244235117
Position 2829: 0.02154997260284351
Position 879: 0.02078373905878176
Position 1277: 0.020703580202297234
Position 2721: 0.020246218565584763
Position 7543: 0.01609655759611032
Position 143: 0.015444234726810625
Position 2453: 0.015066737006046394
Position 5223: 0.01329513103378641
Position 2000: 0.013267709768690465
Position 241: 0.012918680423179386
Position 6896: 0.011050152200677872
Position 2262: 0.009119551925131026
Position 1741: 0.008956006351931672
Position 2113: 0.008541693898794233
Position 6553: 0.008267279949400947
Position 5466: 0.00822510162593218
Position 2056: 0.007835118923465254
Position 2003: 0.006527307788101605
Position 273: 0.0065206502016166255
Position 3023: 0.005361280443738182
Position 766: 0.003382995455257963
Position 6535: 0.0028668197052101746
Position 1422: 0.0028388100102374114
Position 2061: 0.002390869183091568
Position 747: 0.002078894708528621
Position 809: 0.001973645105792488
Position 206: 0.0017995854367323103
Position 1125: 0.00175951543362359
Position 2230: 0.0016682587292819713
Position 2535: 0.0015332182994898702
Position 4684: 0.001500086572152076
Position 6943: 0.0013034762488595578
Position 5577: 0.0012878937153755193
Position 276: 0.001285437129058557
Position 5271: 0.0012562771362002402
Position 2179: 0.001240882778119401
Position 1871: 0.001218741116905415
Position 4044: 0.0010933486187306356
Position 6574: 0.0010704462674153072
Position 5315: 0.001034752930798832
Position 2296: 0.0009769095586520248
Position 1176: 0.0009078930227468374
Position 5082: 0.0008152108734057033
Position 1568: 0.0007418045685956859
Position 2345: 0.0007192093722364701
Position 7712: 0.0006967319164343763
Position 5756: 0.0006749005984898595
Position 3670: 0.0006526218842329238
Position 629: 0.0006371111154927961
Position 908: 0.0006297866504463411
Position 5386: 0.0006104148685327073
Position 2458: 0.0005669844896102424
Position 7762: 0.0005499574818729212
Position 411: 0.0005441448603550154
Position 290: 0.0005384387209847896
Position 193: 0.0003868305262703104
Position 5409: 0.00036331540318842943
Position 1973: 0.0003614190927734808
Position 2629: 0.0003226335104879188
Position 648: 0.0003164593611379555
Position 2116: 0.00030843604823078334
Position 4329: 0.00030786778670386197
Position 2772: 0.00026361833864878373
Position 4001: 0.0002548197347909342
Position 2539: 0.00025038779376782087
Position 778: 0.00024380068895145818
Position 1159: 0.00023678605112872764
Position 1904: 0.00023016253003246148
Position 1472: 0.00022096323707311005
Position 1874: 0.0002187303586741984
Position 5204: 0.0002010842368030699
Position 1341: 0.0001653650473228968
Position 123: 0.00013873062509551728
Position 1138: 0.00011691365630511997
Position 4848: 0.00011171003729743813
Position 617: 9.826063147951261e-05
Position 4451: 8.889204349436824e-05
Position 4119: 7.755829549589889e-05
Position 1901: 7.196632618476252e-05
Position 173: 6.186845539925632e-05
Position 3468: 5.543346729588186e-05
Position 326: 5.134068296524626e-05
Position 645: 4.83944351870755e-05
Position 1953: 4.5377109959935874e-05
Position 452: 4.421629070608397e-05
Position 3079: 4.222625877050296e-05
Position 1440: 3.4093221575383306e-05
Position 821: 3.3691507756781756e-05
Position 576: 3.330587898266868e-05
Position 935: 3.048522445391507e-05
Position 1367: 2.6424858599368876e-05
Position 1607: 2.3566323537642547e-05
Position 1042: 2.0004498475286466e-05
Position 1698: 1.7939746284218934e-05
Position 2350: 1.6360854716442905e-05
Position 188: 1.5435499759973727e-05
Position 150: 1.2694095855584443e-05
Position 426: 1.1274847640589225e-05
Position 892: 1.0863510509250232e-05
Position 1345: 1.0038667334713479e-05
Position 541: 3.4101089549512864e-06
Position 940: 3.234977863688354e-06
Position 341: 2.536765896083195e-06
Position 456: 2.1490353810055366e-06
Position 471: 1.922931715906784e-06
Position 1333: 1.3884397827874048e-06
Position 861: 8.519615684749037e-07
Position 670: 5.752324326491573e-07
Position 899: 5.633884577712796e-07
Position 690: 4.625846494928607e-07
Position 466: 4.5495648429819255e-07
Position 287: 4.21745344806586e-07
Position 654: 3.406544793210002e-07
Position 530: 3.2944209230590715e-07
Position 688: 2.9829531074483816e-07
Position 488: 2.8551994467475654e-07
Position 857: 1.933262314578153e-07
Position 437: 1.6147843042020302e-07
Position 454: 1.5685196532462595e-07
Position 524: 1.280296665081483e-07
Position 502: 1.0487767303515733e-07
Position 493: 9.54715985581867e-08
Position 514: 7.983512922909e-08
Position 1455: 7.787058897402214e-08
Position 543: 3.028295480695302e-08
Position 1183: 2.9318607848956572e-08
Position 1225: 2.2163250208086026e-08
Position 491: 1.4205895596366027e-08
Position 844: 8.750177450908482e-10
Position 506: 3.5283789870702804e-13
