Gene = Gorab
index = 517
Annotated 5SS: [  147  6858  9079 11260]
Annotated 3SS: [ 6499  8976 11118 16971]
SMsplice 5SS: [  147  3494  6606  6862  9079 11260 15338]
SMsplice 3SS: [ 3384  6499  6698  8976 11118 15129 16971]
top_k =  1000
Partition function (log Z): 3.4586145080439046

Sorted 5' Splice Sites (High to Low Probability):
Position 11260: 0.9991065360957756
Position 147: 0.9851040122925979
Position 9079: 0.951213266333001
Position 6862: 0.6864000447732063
Position 6606: 0.6308861133980322
Position 3494: 0.6262928988609616
Position 15338: 0.5067492416694649
Position 4622: 0.2620898237325424
Position 7131: 0.2110984745662638
Position 14059: 0.18527518166468343
Position 15360: 0.18155130426325117
Position 6808: 0.1380937767021636
Position 2555: 0.12294408259791406
Position 10081: 0.1095169167368926
Position 2275: 0.09835116029811436
Position 9636: 0.09739002497703401
Position 17168: 0.07763738230037842
Position 851: 0.05720376653186274
Position 15503: 0.05187470346080106
Position 9875: 0.04906214424673715
Position 9042: 0.04647771946652493
Position 660: 0.03664881906479373
Position 9860: 0.02872132908856515
Position 6163: 0.02375967303612016
Position 3960: 0.023703080289194278
Position 7339: 0.022205246744175528
Position 910: 0.020577741760081498
Position 6858: 0.01856771739342509
Position 5629: 0.01798727435671685
Position 15575: 0.016838641978564085
Position 6033: 0.016246911592922075
Position 9789: 0.015511348450944753
Position 13301: 0.014815040521984093
Position 15693: 0.013274903987843768
Position 10411: 0.012665693324101423
Position 14776: 0.01220773017364194
Position 3489: 0.012077509288772879
Position 454: 0.0118236359844897
Position 672: 0.01032485771855492
Position 12429: 0.009380933199071307
Position 13030: 0.0090579026323797
Position 10214: 0.008486767261400808
Position 15057: 0.008266819554321993
Position 10415: 0.008158127291484525
Position 5625: 0.007945817266523656
Position 10230: 0.007381082796925195
Position 1320: 0.007176994279614635
Position 11785: 0.006761712783192873
Position 17450: 0.006412769033699425
Position 15821: 0.006243096128175302
Position 2482: 0.00493347654880343
Position 5292: 0.004868958163915093
Position 15612: 0.004694382011604421
Position 2675: 0.0046397903908494695
Position 9314: 0.004557894397967897
Position 367: 0.004556295139701977
Position 937: 0.004140209994570042
Position 16780: 0.004080408542407602
Position 557: 0.004060433047092952
Position 14469: 0.0038857277182406417
Position 18253: 0.0036067506441951587
Position 15519: 0.0033190713794579354
Position 9256: 0.0031149460663994423
Position 14557: 0.0031111872802907876
Position 6105: 0.0030474508459775386
Position 13108: 0.003015443446414396
Position 2741: 0.002996621125602404
Position 17174: 0.0029520978595337735
Position 168: 0.0027981763817938646
Position 10469: 0.0026727467356664355
Position 10158: 0.002580138589795846
Position 799: 0.0025634187717747375
Position 152: 0.002452149827510703
Position 4394: 0.0024339622416433507
Position 13474: 0.0023943132585978882
Position 8020: 0.002053566101553428
Position 1575: 0.0019761740401044244
Position 9318: 0.0018821576641934509
Position 15398: 0.001803623463188589
Position 1568: 0.0017262445226806952
Position 5288: 0.0015346371044619935
Position 4585: 0.0014661886813470799
Position 15577: 0.0013501649918521348
Position 10860: 0.0013195592085943728
Position 1473: 0.0013081687516394215
Position 5564: 0.0012537632862429828
Position 7155: 0.0012280851944446644
Position 3587: 0.0011992334763234744
Position 7135: 0.0011888468560892218
Position 5360: 0.0011691488363546033
Position 7692: 0.0011662761055292843
Position 1535: 0.0011500352303001336
Position 9918: 0.001084921284163474
Position 6916: 0.0010563822053314925
Position 1727: 0.0009859548732969777
Position 6835: 0.0009792245596864872
Position 9499: 0.0009629612448098754
Position 9351: 0.0009613644308677101
Position 2745: 0.0008329964823388137
Position 1089: 0.0007376722726336089
Position 1908: 0.0006853371048074024
Position 3647: 0.000680211179717794
Position 975: 0.0006478882857780228
Position 14571: 0.0006471598762580976
Position 15369: 0.0006048212571887469
Position 437: 0.0005958440801847784
Position 7696: 0.0005944860630724519
Position 257: 0.0005461263840879227
Position 1222: 0.0005440254503429266
Position 6046: 0.0005390498428501356
Position 10203: 0.0005316487047511055
Position 6800: 0.0005110662718578774
Position 434: 0.0004870384951953384
Position 4626: 0.00048419721229495057
Position 863: 0.0004414599850319212
Position 1041: 0.00042260336338581625
Position 524: 0.0003502786252811747
Position 4884: 0.00032342411331884747
Position 2979: 0.0003214414942832864
Position 14369: 0.0003056038469628541
Position 1915: 0.00030346836055104344
Position 4813: 0.0002772940221723284
Position 5788: 0.0002511563595258296
Position 1643: 0.00022193639938934999
Position 240: 0.0002160237802583442
Position 881: 0.00020591410091166387
Position 2815: 0.0002009298749437984
Position 1101: 0.00016961182648312406
Position 1994: 0.00015901681987188894
Position 7185: 0.00014458891618955079
Position 844: 0.00014217069544491571
Position 4494: 0.0001376094644439994
Position 2621: 0.00013051325134656784
Position 2686: 0.0001266998438475567
Position 678: 0.00012368829413954968
Position 2058: 0.00011148699817269478
Position 4150: 0.00010034838548630537
Position 3758: 8.854851213003663e-05
Position 3964: 6.945371307368331e-05
Position 3552: 5.932726135859971e-05
Position 12945: 5.855433408092317e-05
Position 631: 5.1148633035126054e-05
Position 11569: 4.5650496399555736e-05
Position 12450: 4.260059969052726e-05
Position 68: 2.66081001256449e-05
Position 175: 2.420702251569479e-05
Position 535: 2.4111738348099573e-05
Position 13309: 2.3921422904105364e-05
Position 604: 1.8422766515327052e-05
Position 271: 1.822286493390653e-05
Position 254: 1.4183179620291396e-05
Position 182: 1.1747715552593121e-05
Position 447: 1.1192320098132735e-05
Position 11778: 1.0708234566550931e-05
Position 207: 9.442571243934297e-06
Position 554: 9.42264639523113e-06
Position 9782: 9.305806752618895e-06
Position 14076: 8.41877862695449e-06
Position 621: 5.490243566665536e-06
Position 154: 5.04763266904568e-06
Position 352: 4.502683980425775e-06
Position 11381: 4.110765470324018e-06
Position 11511: 3.924998449238936e-06
Position 1017: 2.7675894455610167e-06
Position 308: 2.6242703570536184e-06
Position 1739: 2.5106096401727324e-06
Position 12909: 2.468428572074126e-06
Position 221: 2.419042810881878e-06
Position 493: 2.376690589181793e-06
Position 11590: 2.138101917080059e-06
Position 12305: 2.137626945885943e-06
Position 201: 2.04791017716352e-06
Position 1696: 1.7148664169634161e-06
Position 11364: 1.514388423280806e-06
Position 1476: 1.052006490699189e-06
Position 11706: 9.4062576181132e-07
Position 1700: 8.978806239177103e-07
Position 11803: 7.980636428632376e-07
Position 903: 7.525160554057238e-07
Position 14: 7.227892862533817e-07
Position 170: 6.901627781961936e-07
Position 1412: 6.627636522844567e-07
Position 37: 5.2529292073404e-07
Position 11245: 4.408230468980112e-07
Position 676: 3.352790408366405e-07
Position 11391: 2.915286900389792e-07
Position 344: 2.8970478128869486e-07
Position 20: 2.795007715590546e-07
Position 11295: 2.409330484690464e-07
Position 30: 2.1606010960632695e-07
Position 326: 1.6936539132293546e-07
Position 11369: 1.616213227277729e-07
Position 273: 1.2847817710948512e-07
Position 28: 9.035809368560521e-08
Position 692: 2.3683559410188943e-08
Position 688: 1.817485631156848e-08
Position 682: 1.7347243641742036e-08
Position 715: 1.6884172968989445e-08
Position 526: 1.4100284538585109e-08
Position 836: 7.788433914823181e-11

