Gene = Alkal1
index = 110
Annotated 5SS: [  297 29409 30303 31899]
Annotated 3SS: [29354 30221 31821 35051]
SMsplice 5SS: [  297 16893 18038 30303]
SMsplice 3SS: [16780 17830 30221 35051]
top_k =  1000
Partition function (log Z): -22.812908690860823

Sorted 5' Splice Sites (High to Low Probability):
Position 297: 0.9970966743192302
Position 2427: 0.47177380017620596
Position 4954: 0.21428015938036227
Position 838: 0.2016114454685044
Position 4704: 0.07037480231922637
Position 7857: 0.06784609629310404
Position 3425: 0.03221615022122346
Position 10817: 0.028233108043566733
Position 4035: 0.016281751178405746
Position 1561: 0.012614221607496362
Position 1643: 0.008815990181967263
Position 2027: 0.008680087161264076
Position 3579: 0.006534321923843533
Position 4895: 0.005817447912184279
Position 1352: 0.004242760436310887
Position 3119: 0.0041159184455239264
Position 4116: 0.003297134266338459
Position 620: 0.0032822744330878017
Position 8584: 0.0029381287680918973
Position 8356: 0.0020194279636283853
Position 3009: 0.001838930847157168
Position 953: 0.0015747703523075877
Position 4461: 0.0015654980256632506
Position 974: 0.0007260371415200259
Position 1692: 0.000646115708325593
Position 2266: 0.000566353709190942
Position 4567: 0.00047676874308061036
Position 7200: 0.00046320105209438187
Position 1961: 0.00035999603175749747
Position 1812: 0.000335707461771636
Position 3150: 0.00020920421842578456
Position 1993: 0.0002080497683534999
Position 4511: 0.00017491346218852374
Position 306: 0.00016620139635180103
Position 3470: 0.0001643084626702954
Position 968: 0.0001535249549832645
Position 925: 0.0001507049701786732
Position 448: 0.0001251616948763035
Position 668: 6.253631506557885e-05
Position 2766: 6.070721796815214e-05
Position 3881: 4.3343589566605166e-05
Position 3704: 4.333665818221151e-05
Position 140: 4.2886112903711624e-05
Position 2842: 3.019951495425088e-05
Position 1757: 2.6410984646925826e-05
Position 1730: 2.622557711808807e-05
Position 4008: 2.6161797376102957e-05
Position 385: 2.3420209754900348e-05
Position 759: 2.3137344628881428e-05
Position 542: 1.9346286545296528e-05
Position 640: 1.690391640835985e-05
Position 1624: 1.5050257832647204e-05
Position 221: 1.1889936352262742e-05
Position 142: 1.0909991831731505e-05
Position 800: 1.0692306140328108e-05
Position 1546: 9.672808984738043e-06
Position 115: 9.649182286064493e-06
Position 1877: 7.908114688089664e-06
Position 1864: 7.182319998506813e-06
Position 2521: 4.384166686952618e-06
Position 658: 4.189600481978484e-06
Position 172: 3.1196954016848394e-06
Position 397: 2.7987489735451505e-06
Position 2858: 2.466064961399829e-06
Position 64: 2.302964717587658e-06
Position 467: 1.6469557606433017e-06
Position 13: 1.634655534723807e-06
Position 219: 1.4106672769286236e-06
Position 407: 1.3631144546405043e-06
Position 897: 1.3367309901552038e-06
Position 698: 1.1492430186296444e-06
Position 624: 1.0915698916944647e-06
Position 847: 1.0138047704880586e-06
Position 1000: 8.77907678527161e-07
Position 334: 8.703640469296068e-07
Position 535: 7.756585312920303e-07
Position 472: 6.57873019768916e-07
Position 366: 5.627203182611552e-07
Position 254: 4.961093984257578e-07
Position 895: 4.518092060269855e-07
Position 1285: 3.8884670539941024e-07
Position 583: 3.81754755753318e-07
Position 36: 3.4325712716963976e-07
Position 927: 3.4319613949032114e-07
Position 1583: 3.380364707697146e-07
Position 795: 2.9739297517799713e-07
Position 491: 2.386307900615224e-07
Position 47: 1.5865815306104102e-07
Position 1319: 1.0069401939644372e-07
Position 2288: 8.36161311098401e-08
Position 2190: 5.989872601695368e-08
Position 1113: 2.6166346429323538e-08
Position 2199: 9.738865654126766e-09
Position 1054: 7.833374894543407e-09
Position 569: 1.617426620242566e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17830: 0.377672309835659
Position 2256: 0.2135970798726422
Position 602: 0.1392474977801092
Position 11198: 0.12587410399207874
Position 12403: 0.10408946240745355
Position 7739: 0.0992714284411519
Position 4625: 0.0962371982564139
Position 4742: 0.09462096554461699
Position 8494: 0.07227381099230992
Position 10730: 0.06103535276309792
Position 2365: 0.06092026893242958
Position 2058: 0.05408376788881765
Position 2314: 0.04938122095596074
Position 759: 0.04528981873461962
Position 4877: 0.03733782543514185
Position 6461: 0.034522053273215024
Position 4850: 0.03324994042385112
Position 8773: 0.023842051287716895
Position 1960: 0.02001541646118391
Position 3934: 0.015615968617214652
Position 7625: 0.014452246629385672
Position 2334: 0.013925203130340577
Position 8924: 0.013921039723882048
Position 2187: 0.013358291914978518
Position 6444: 0.01307096663807699
Position 4393: 0.012721102702822706
Position 8222: 0.011859542157183397
Position 4802: 0.01018531795953537
Position 3365: 0.009834149190670471
Position 692: 0.009614764291751477
Position 2312: 0.009489226665767484
Position 6510: 0.009212671175795153
Position 4530: 0.009005063054088993
Position 2083: 0.00898220088489832
Position 4577: 0.008800368443030549
Position 1520: 0.008585386236389981
Position 3041: 0.008042670382694602
Position 4777: 0.007837750312003894
Position 2371: 0.007639040361625865
Position 2133: 0.007475352140959856
Position 4745: 0.007139094257260636
Position 1433: 0.006911422467042031
Position 7951: 0.006755128039829358
Position 1455: 0.006701478318051074
Position 9785: 0.0064759864659364045
Position 4799: 0.005525113858447768
Position 4831: 0.00504109275726704
Position 11315: 0.0050090024117506755
Position 3335: 0.0049581271925501595
Position 2672: 0.004755126124094017
Position 2310: 0.004724351251789216
Position 11098: 0.0045611006370498645
Position 3953: 0.004533398240911109
Position 3389: 0.004447477251234569
Position 8836: 0.004297537040003109
Position 10845: 0.004250240231461502
Position 6617: 0.004201642930257488
Position 7258: 0.0037869116912574094
Position 8333: 0.003646459204700295
Position 2308: 0.0035954485859949086
Position 8018: 0.0035463045816124823
Position 9408: 0.0034902778737292473
Position 3229: 0.0033595519783419085
Position 633: 0.003335151516750407
Position 3425: 0.003243584613208291
Position 3281: 0.003211674059403689
Position 2421: 0.0031834287582668394
Position 696: 0.0031576711030665504
Position 6960: 0.0031522517945093463
Position 2782: 0.0031268365350842083
Position 3306: 0.0031128473996273444
Position 2150: 0.0030417112368899247
Position 710: 0.00287791593808983
Position 1247: 0.002861601510615569
Position 9823: 0.0027262621180328276
Position 6943: 0.002711189093517631
Position 2388: 0.0025772760573290455
Position 10232: 0.002371712367624192
Position 2265: 0.0022362752528913275
Position 8587: 0.0021761840236834175
Position 2899: 0.002084953383154755
Position 472: 0.001753821129113075
Position 800: 0.0017131730076323088
Position 5016: 0.0016596075413843306
Position 3642: 0.0016070731303206246
Position 5753: 0.0015834945012270412
Position 3455: 0.0015739850417896418
Position 3256: 0.0015303547708841133
Position 2204: 0.001476567212467489
Position 10849: 0.0014564657628121978
Position 2184: 0.0014442769633018562
Position 6390: 0.001391255670572768
Position 2412: 0.001368934368857333
Position 1642: 0.001188011884414892
Position 8399: 0.0011092831855904972
Position 8134: 0.0009751560048903176
Position 3268: 0.0008864423785858735
Position 1244: 0.0008744388029570872
Position 8356: 0.0008189485046323952
Position 4200: 0.0007643095863078001
Position 6299: 0.0007474509571895428
Position 3289: 0.0007380476255219689
Position 763: 0.0007326939826423671
Position 5869: 0.0007226203675662673
Position 6192: 0.0007127931983023722
