Gene = Zfp428
index = 1201
Annotated 5SS: [ 367 3684]
Annotated 3SS: [3475 8005]
SMsplice 5SS: [ 367 3684]
SMsplice 3SS: [3614 7966]
top_k =  1000
Partition function (log Z): -4.838571159364465

Sorted 5' Splice Sites (High to Low Probability):
Position 367: 0.9910495934476686
Position 3684: 0.9790614805237708
Position 1908: 0.3403705901172706
Position 8083: 0.22131477807352454
Position 7830: 0.17445503257804068
Position 4644: 0.16230290420901985
Position 1755: 0.10321863481513287
Position 2884: 0.03793927301423879
Position 4510: 0.03488914995807084
Position 3527: 0.030039886882341767
Position 4489: 0.029998510509516005
Position 8099: 0.027492976688632473
Position 7807: 0.027078172472628767
Position 2502: 0.024905636830211783
Position 807: 0.023386401782363578
Position 3322: 0.014939022913253977
Position 2805: 0.013727184321180919
Position 1063: 0.01105426944423928
Position 162: 0.00921936224558423
Position 6442: 0.0072093251637445595
Position 4343: 0.006423338532448755
Position 4502: 0.005438439968716651
Position 6808: 0.005153345233541646
Position 6325: 0.0050046802495943765
Position 1819: 0.004761526864753425
Position 758: 0.004368321700469727
Position 4127: 0.003969922349965661
Position 2967: 0.003665997119549351
Position 4403: 0.002983281262228328
Position 4203: 0.0028986369221933603
Position 766: 0.002862450377930058
Position 7841: 0.0027602725520938314
Position 1782: 0.0027019570193922656
Position 4166: 0.002660059411170908
Position 6742: 0.0025028305529742815
Position 2909: 0.00231193181666105
Position 2900: 0.002140244108128353
Position 3689: 0.002131131258282272
Position 131: 0.002075587060924567
Position 8381: 0.0019422527676335546
Position 2544: 0.001807394724412995
Position 840: 0.0017524718951367666
Position 6079: 0.0015019054957676394
Position 3172: 0.0014827917617842412
Position 1750: 0.001188027615023649
Position 1850: 0.0010742480289596577
Position 8489: 0.0010644375382636725
Position 7653: 0.0010201339295646571
Position 545: 0.0009599601416751936
Position 6720: 0.0009313683720992969
Position 1923: 0.000904320842229812
Position 1093: 0.0008599185925986768
Position 4415: 0.0008572640385800254
Position 6538: 0.0007691137600561818
Position 4234: 0.0006572884759193329
Position 4508: 0.0005990056902618606
Position 1835: 0.0004937285568746171
Position 1615: 0.0004834617213631826
Position 8213: 0.00044682282442784266
Position 363: 0.00041538875365811236
Position 978: 0.000323977543814144
Position 2507: 0.00031079211685584336
Position 833: 0.00029488672046170755
Position 3006: 0.00027480566253148164
Position 3815: 0.00027298961767536047
Position 1730: 0.00026986483034439055
Position 2995: 0.00025124802936341375
Position 3200: 0.00022848497188481903
Position 4006: 0.00022305209488413094
Position 4465: 0.0002163809981697868
Position 221: 0.00015017427688123624
Position 8455: 0.00014337599279970898
Position 1067: 0.00013870125655286733
Position 2823: 0.0001330554411271943
Position 8390: 0.00011290527639480047
Position 556: 0.00011253843670875833
Position 373: 0.00010745275373524066
Position 649: 0.00010397530885738775
Position 3860: 9.138948377533532e-05
Position 1519: 8.648168559725486e-05
Position 535: 7.751125124822941e-05
Position 1389: 7.539682219714626e-05
Position 1039: 7.464837472477494e-05
Position 1511: 7.027288508833171e-05
Position 4094: 6.392796840501327e-05
Position 4078: 5.549134349604011e-05
Position 1617: 4.3759424846433525e-05
Position 118: 4.244615741946171e-05
Position 1528: 4.2237703649322005e-05
Position 4015: 4.195070849770892e-05
Position 4238: 4.1638357350903314e-05
Position 4111: 3.991601940612862e-05
Position 734: 3.8420024356556595e-05
Position 371: 3.652999851382171e-05
Position 1311: 3.4667151830454275e-05
Position 850: 3.3730393474810586e-05
Position 711: 3.2563987886192025e-05
Position 776: 3.000315129337426e-05
Position 4013: 2.7742114650888846e-05
Position 1632: 2.733107526598627e-05
Position 4216: 2.6974821505270483e-05
Position 111: 2.6873324877620874e-05
Position 3992: 2.673029234329813e-05
Position 794: 2.613289422904512e-05
Position 3701: 2.213128102337905e-05
Position 2438: 2.1623681087484896e-05
Position 1894: 2.0507299395530498e-05
Position 1490: 2.0055685817740634e-05
Position 4097: 1.818361140703914e-05
Position 1901: 1.743817466137881e-05
Position 3972: 1.5358520329108472e-05
Position 3916: 1.527508444374618e-05
Position 6570: 1.4435765830979026e-05
Position 679: 1.2186342759685413e-05
Position 686: 9.904241920251181e-06
Position 846: 9.433624448412396e-06
Position 797: 9.005160102261946e-06
Position 44: 8.491348650096289e-06
Position 461: 8.26385741221853e-06
Position 1139: 7.872900466631098e-06
Position 689: 7.810848281899939e-06
Position 1715: 7.3874889615168215e-06
Position 1636: 6.7381057750502276e-06
Position 476: 4.724927243494871e-06
Position 1009: 4.101120057869873e-06
Position 1110: 3.7080277060546406e-06
Position 1085: 3.3743071643875495e-06
Position 770: 3.1751436280621864e-06
Position 2630: 2.6862975821505863e-06
Position 3732: 2.6750423999187334e-06
Position 782: 5.41077048315888e-07
Position 961: 4.392135848177567e-07
Position 1134: 3.8005207847112755e-07
Position 1412: 2.586216158626732e-07
Position 3809: 1.5646617413176901e-07
Position 271: 1.1999537212714535e-07
Position 313: 7.136375403808805e-08
Position 323: 5.587558890853992e-08
Position 818: 3.805265060508947e-08
Position 263: 2.5515820751700657e-08
Position 633: 8.372676003228053e-09
Position 4379: 1.3862705698983545e-09
Position 753: 9.890808594592726e-10
Position 673: 3.249181605034469e-10
Position 721: 3.2076343241220974e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3614: 0.5836679800037217
Position 7966: 0.5305285665529164
Position 3475: 0.3929240585337621
Position 1698: 0.29415729417272496
Position 4318: 0.29362411638183883
Position 7735: 0.21458045600659972
Position 8248: 0.12347541742074407
Position 8005: 0.1214386596475629
Position 1645: 0.07115431280800419
Position 8166: 0.06834067984106885
Position 6650: 0.05374616848078549
Position 2717: 0.04908740468438639
Position 1818: 0.04478272116884016
Position 8555: 0.04427067199919466
Position 3926: 0.03993367536331798
Position 4342: 0.03438774808013989
Position 8191: 0.026858017866114737
Position 7806: 0.01838667381817344
Position 493: 0.01608351380648125
Position 1794: 0.014155867753677338
Position 1571: 0.014005577351788935
Position 6890: 0.013751050477823351
Position 4468: 0.012560240981625897
Position 3508: 0.011770405483610077
Position 3225: 0.011294198498495766
Position 8025: 0.010559500990153708
Position 3386: 0.010430693779477336
Position 2739: 0.009905490483370064
Position 5758: 0.009546994601785415
Position 4385: 0.009289465359241973
Position 4856: 0.008714123234791545
Position 7895: 0.00871065760127054
Position 698: 0.0072429380711981056
Position 4055: 0.007102149230937421
Position 2412: 0.006809848567247565
Position 292: 0.006300591362762639
Position 1835: 0.006277884870167369
Position 2346: 0.0062586805674811384
Position 656: 0.00600397282719839
Position 2350: 0.005850065406380802
Position 6225: 0.005834950261313204
Position 7731: 0.005790940106399646
Position 7583: 0.005611317774973174
Position 6383: 0.0055031600919866735
Position 7608: 0.005172010679707543
Position 8175: 0.005156851551682573
Position 3452: 0.0050179672245837005
Position 904: 0.004941588138382037
Position 2466: 0.003883964446583762
Position 3101: 0.0038577707102173974
Position 3616: 0.003657405566349421
Position 7783: 0.003426903934013471
Position 1838: 0.0031613525758475806
Position 6686: 0.002878206480961759
Position 975: 0.002846452353362987
Position 5174: 0.0028314561235512287
Position 4034: 0.002355392058667645
Position 4886: 0.002286526900760876
Position 1588: 0.002282922855496911
Position 8335: 0.0022070813196831034
Position 6551: 0.002172934051556849
Position 8561: 0.0021556701872442138
Position 3884: 0.002014615921423146
Position 8028: 0.001932248753218295
Position 8031: 0.001831470060652964
Position 3055: 0.0017772717467477513
Position 1676: 0.0016754700228961339
Position 6618: 0.0016598106555359288
Position 2290: 0.0016548337693117606
Position 6361: 0.0015971546394088617
Position 6415: 0.0015861656287148261
Position 1500: 0.0015842192701724079
Position 877: 0.0015344778902395266
Position 3785: 0.0013705438243032649
Position 4754: 0.001309964021003109
Position 7757: 0.001235994259132359
Position 6262: 0.0011874025375024101
Position 1658: 0.0010919035036921756
Position 4412: 0.00101296477972226
Position 307: 0.001012252690228896
Position 961: 0.0009963068970428304
Position 8454: 0.0009639441239600778
Position 7079: 0.0009621137025880655
Position 3641: 0.0009187701389876383
Position 2497: 0.0009160998842025962
Position 4535: 0.000905843048356062
Position 4202: 0.0008932973636845282
Position 2242: 0.0008625238664941752
Position 943: 0.000782392177320572
Position 6171: 0.0007210074789861422
Position 1615: 0.0006880071090257812
Position 3955: 0.0006320658136111045
Position 3146: 0.0006106605571074727
Position 4607: 0.0006020067483001654
Position 1423: 0.0006016998932445346
Position 4577: 0.0005758453054003782
Position 8145: 0.0005501005280001568
Position 3800: 0.0005498507369971264
Position 7878: 0.0005466949684656836
Position 2198: 0.0005298764176069569
Position 3510: 0.0005272994907559718
Position 5185: 0.0004888809680788755
Position 6831: 0.00044960893896260216
Position 2571: 0.0004396372527425964
Position 2389: 0.0004174573654278892
Position 653: 0.00040706678162449054
Position 705: 0.0004047112398328966
Position 995: 0.0003929235366910499
Position 3321: 0.00038610762039365784
Position 4070: 0.00036975555330414256
Position 4165: 0.00035343614884835367
Position 668: 0.00034927285778161985
Position 2194: 0.00034889819671202654
Position 3890: 0.0003341350560456994
Position 4539: 0.00032482141102656043
Position 3164: 0.00032012550572772016
Position 8460: 0.0003190301960609128
Position 6774: 0.0003167267396881812
Position 3526: 0.0003082627555921617
Position 3290: 0.00030250999309438555
Position 3634: 0.0003022400069305546
Position 3265: 0.0002514803706641023
Position 3190: 0.0002364577758593049
Position 4597: 0.000222862914988276
Position 1841: 0.00021308409473261883
Position 1476: 0.00021082156028596363
Position 4719: 0.00020355236747901637
Position 6368: 0.00020066846668518402
Position 2598: 0.00019428416238369812
Position 2536: 0.00019000343411100602
Position 6623: 0.00018323574227549169
Position 4549: 0.00018265855809804658
Position 3152: 0.00016435908420547364
Position 4643: 0.00016286542548971697
Position 6605: 0.00015466218588700126
Position 5006: 0.0001500631957275234
Position 5807: 0.00014615200788714336
Position 5219: 0.00014360557839718328
Position 5800: 0.0001348652245992616
Position 4502: 0.00013340347116287562
Position 2780: 0.00012445022531215404
Position 2213: 0.00011931084358751013
Position 5096: 0.00011469348854541716
Position 512: 0.00010939269900155701
Position 5804: 0.00010470143642849524
Position 5138: 0.00010403444395707529
Position 4105: 0.00010072206961188044
Position 5195: 9.816537447126931e-05
Position 806: 9.571810702047102e-05
Position 1869: 9.337280012971196e-05
Position 671: 8.979078192924906e-05
Position 3409: 8.61387792110972e-05
Position 2362: 8.062202399667566e-05
Position 313: 7.638984706997023e-05
Position 4111: 7.477464938582268e-05
Position 4913: 7.214699980743526e-05
Position 3443: 7.101969639440997e-05
Position 1371: 6.464401523541101e-05
Position 3845: 6.106839088249146e-05
Position 3750: 5.793309127671526e-05
Position 2054: 5.77642176633654e-05
Position 1351: 5.6462219317544115e-05
Position 3683: 5.354295090865183e-05
Position 2774: 4.3250262030214036e-05
Position 3803: 4.1986697976901686e-05
Position 1518: 3.8222746515956244e-05
Position 517: 3.796369751183487e-05
Position 886: 3.685157282648863e-05
Position 1310: 3.670452862365021e-05
Position 1709: 3.5772285254875055e-05
Position 1511: 3.5237407014174434e-05
Position 1755: 3.351176566146824e-05
Position 3349: 2.8502441038972256e-05
Position 476: 1.7468520266128562e-05
Position 2944: 1.590150969357183e-05
Position 2647: 1.4852556271062482e-05
Position 6265: 1.4774104531934264e-05
Position 328: 1.465932528179187e-05
Position 1845: 1.3440206847973815e-05
Position 461: 1.330811599395988e-05
Position 1907: 1.2186776796259205e-05
Position 977: 1.2171143714966449e-05
Position 441: 1.1627554176530204e-05
Position 1715: 1.1163695113862252e-05
Position 1197: 1.1115446547613852e-05
Position 1262: 1.0446627876177672e-05
Position 1142: 9.657438812567269e-06
Position 4421: 9.467622902162785e-06
Position 782: 9.013113128969784e-06
Position 792: 8.19885057202136e-06
Position 968: 7.595568624685357e-06
Position 1528: 4.3145222395587875e-06
Position 933: 4.236248125768239e-06
Position 582: 3.880670518612325e-06
Position 3305: 3.8234034272966194e-06
Position 1215: 3.427207615658777e-06
Position 1139: 3.364713213471665e-06
Position 1254: 3.190877654951957e-06
Position 837: 3.187150264568852e-06
Position 2421: 3.1694651263523575e-06
Position 3274: 2.94796068623601e-06
Position 2304: 2.8681270148565727e-06
Position 107: 2.79138484671784e-06
