Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  1000
Partition function (log Z): -1.3620904582673297

Sorted 5' Splice Sites (High to Low Probability):
Position 21052: 0.9976494539079506
Position 4558: 0.9899342529292153
Position 2845: 0.9626813598465973
Position 6723: 0.9501006188101073
Position 17585: 0.8970355834284807
Position 8676: 0.799800877483736
Position 29590: 0.7016612274202662
Position 11582: 0.6964823466126355
Position 391: 0.37285277263146877
Position 10023: 0.3502211578737733
Position 653: 0.33863387003486267
Position 18286: 0.25361035098805124
Position 981: 0.2285643796180394
Position 14271: 0.21677534189007147
Position 23636: 0.19520851871586997
Position 18335: 0.18672979685292174
Position 17855: 0.17387273579870935
Position 12769: 0.14064021147129016
Position 3906: 0.10761219168356281
Position 91: 0.10720208732350703
Position 24891: 0.10597489734965723
Position 26467: 0.10327506126751246
Position 132: 0.09563518942076364
Position 8652: 0.08582293953811294
Position 12969: 0.07837883054839738
Position 7920: 0.07128912899656803
Position 11784: 0.05649188198035808
Position 898: 0.05288876340417519
Position 10813: 0.04528587434599253
Position 4763: 0.04464799082358539
Position 21604: 0.03836177917930212
Position 18660: 0.03748505095455253
Position 11870: 0.031190243327448946
Position 11840: 0.0267320656647978
Position 26657: 0.025849367775614855
Position 1864: 0.025248517638982986
Position 19647: 0.021757985191747806
Position 4209: 0.01920064915368274
Position 251: 0.018837987579207887
Position 16847: 0.01846636677872255
Position 190: 0.01709863988157338
Position 5483: 0.01669091563268523
Position 12062: 0.015419766303175675
Position 14195: 0.015304196171935089
Position 29788: 0.013138258982677049
Position 16875: 0.013123249058933431
Position 566: 0.01070319747579082
Position 5229: 0.010673947677150686
Position 18302: 0.010582266138590904
Position 477: 0.010409508189495242
Position 1660: 0.010040017597657642
Position 27103: 0.009906169150917066
Position 7157: 0.009691562480234733
Position 18992: 0.009246797656640507
Position 19857: 0.009188353106346315
Position 626: 0.008091499401149766
Position 4138: 0.007734154833173082
Position 8194: 0.007727727306228441
Position 17567: 0.00754090007386318
Position 19: 0.007516144883428849
Position 7597: 0.007504417724130277
Position 309: 0.0074898520778653825
Position 3768: 0.007219221968486904
Position 13940: 0.006382290772634798
Position 12973: 0.006241607718591716
Position 4809: 0.005905141321412007
Position 8667: 0.005238553516351817
