Gene = Pik3r4
index = 822
Annotated 5SS: [  392  1940  5770  7870 11057 12008 15563 18453 20216 24904 26144 26927
 29780 33878 35291 39287 42202 43193 43425]
Annotated 3SS: [ 1165  5635  7286 10921 11785 15388 18306 20011 24701 25955 26715 29613
 33712 35078 39154 42100 43103 43315 44084]
SMsplice 5SS: [  361  3291  5770  7870 11017 15563 18453 20216 24904 26144 26927 29780
 33878 35164 37398 38957 39287 42202 43193]
SMsplice 3SS: [ 3080  5635  7696 10921 15388 18306 20011 24701 26041 26796 29613 33712
 35078 37268 38841 39154 42100 43103 43315]
top_k =  1000
Partition function (log Z): 28.1098858127232

Sorted 5' Splice Sites (High to Low Probability):
Position 18453: 0.9783778165211386
Position 15563: 0.9673776009718184
Position 37398: 0.9633690332801598
Position 29780: 0.9577956926558645
Position 24904: 0.9379871474202802
Position 33878: 0.9364173389967917
Position 43193: 0.9246770589482629
Position 42202: 0.8944564565695489
Position 11017: 0.8900527756446425
Position 7870: 0.8865309360399538
Position 26927: 0.8629570729844332
Position 5770: 0.8370753821817343
Position 39287: 0.8206821118613148
Position 361: 0.7761958170852638
Position 3291: 0.7705017259932622
Position 20216: 0.7540526244270906
Position 26144: 0.7396965633767641
Position 35164: 0.6020073882453663
Position 2208: 0.593328007464911
Position 10133: 0.5495413320494263
Position 16081: 0.5390709139602703
Position 43425: 0.5219629156946113
Position 36040: 0.49479341039114655
Position 38957: 0.4555032862950243
Position 1940: 0.36538757824759344
Position 42990: 0.3554247109965058
Position 12008: 0.31680628209512746
Position 40922: 0.29069888453074977
Position 35291: 0.27640306021914474
Position 22998: 0.2142180083431753
Position 28287: 0.20991696064527224
Position 4686: 0.2020115442899891
Position 20240: 0.17931537952256604
Position 20923: 0.1787422022844324
Position 26505: 0.13010151811139506
Position 28500: 0.11876949741789891
Position 16379: 0.11734457305869443
Position 39073: 0.1169350883784746
Position 11057: 0.1014630325738962
Position 22046: 0.09431794803039271
Position 14793: 0.08384588059292239
Position 42247: 0.08296766012021838
Position 11892: 0.08289830949755085
Position 426: 0.08113521675340842
Position 1944: 0.07893236431251906
Position 8398: 0.0674037587907835
Position 36745: 0.0665247362614795
Position 1666: 0.06333716809285612
Position 38551: 0.06253801664191794
Position 392: 0.061157771845856385
Position 2190: 0.05978386470491704
Position 699: 0.05837681303274015
Position 37793: 0.05807155214924545
Position 35598: 0.05647778389054942
Position 27205: 0.05455193998652488
Position 26741: 0.052694971961657094
Position 6404: 0.05255206213498648
Position 42520: 0.04949982824183131
Position 32213: 0.04801294733003916
Position 15202: 0.045130008222698755
Position 5430: 0.04438256270301107
Position 23293: 0.04427732817772029
Position 13397: 0.043625935812171474
Position 21825: 0.042510245995131486
Position 23493: 0.03765440512493148
Position 30308: 0.036920478188102575
Position 23968: 0.03677841725821613
Position 24820: 0.03656145825497482
Position 28545: 0.03634680102566032
Position 36675: 0.035916099591994884
Position 33238: 0.03590223227646819
Position 151: 0.035341414435298965
Position 43619: 0.03474712701309232
Position 33409: 0.03426486319386406
Position 23899: 0.033521704275992215
Position 22275: 0.032781007579400924
Position 26716: 0.03269524768599385
Position 33990: 0.03251823846029971
Position 2960: 0.03208065909287736
Position 27209: 0.03181486906888516
Position 34236: 0.031195586663403697
Position 1820: 0.03066168685998101
Position 42642: 0.030631676802740464
Position 15028: 0.030487013626119473
Position 30392: 0.03035052171819895
Position 36823: 0.030050636888341486
Position 1725: 0.029627638298785404
Position 4948: 0.028739347741179568
Position 39793: 0.02759025072904256
Position 20054: 0.02633870874876204
Position 18143: 0.025880601205814213
Position 919: 0.025870217879166584
Position 11564: 0.02552250904686853
Position 16295: 0.024363278916708597
Position 43449: 0.02353907558605293
Position 19342: 0.023401509630994157
Position 5555: 0.02230708269296369
Position 21096: 0.02163436764764567
Position 1518: 0.020857743869479244
Position 7409: 0.020470205238087492
Position 7306: 0.01988140291084175
Position 6981: 0.01976333633907906
Position 8101: 0.019608287261463794
Position 27473: 0.018450813934018585
Position 22976: 0.01828507096272007
Position 29785: 0.018161388589898013
Position 33805: 0.01769452067586762
Position 16995: 0.017517248661791777
Position 12088: 0.016737007038044024
Position 12298: 0.01647744046276431
Position 35196: 0.016071179060329784
Position 15634: 0.015723607329138193
Position 37230: 0.015071828885838034
Position 19284: 0.014538388216769095
Position 31687: 0.013745856795015993
Position 14483: 0.013591984071004945
Position 22530: 0.013585324363491285
Position 36778: 0.013203273798610457
Position 37768: 0.012661349923983682
Position 24783: 0.01254613701242944
Position 1636: 0.012516856341054887
Position 42838: 0.01240810902896435
Position 15602: 0.011695088899017918
Position 28060: 0.011652170311239426
Position 20617: 0.011564393410551382
Position 1672: 0.011077796324834462
Position 19466: 0.010991614161248598
Position 11751: 0.01073461639316912
Position 4963: 0.010290328726750658
Position 3696: 0.010139389844724282
Position 21877: 0.010125272659305603
Position 22388: 0.009888265663141044
Position 40157: 0.009765393801257887
Position 30299: 0.009759661206104601
Position 14747: 0.009599321480436284
Position 1366: 0.009337670316728407
Position 27766: 0.00933446270724612
Position 39277: 0.009316355272590471
Position 35179: 0.008872096464782372
Position 26203: 0.007591130682423952
Position 39693: 0.0072628061445529045
Position 33351: 0.00719416197333011
Position 28127: 0.00697581537948826
Position 12896: 0.006782043035604453
Position 18122: 0.006690452972899042
Position 30903: 0.006539925808676733
Position 28248: 0.006164994975799179
Position 36173: 0.006047512198304489
Position 2302: 0.0060394557728054975
Position 32086: 0.005992584950943373
Position 42711: 0.005973714405686333
Position 36981: 0.00582918701468997
Position 10066: 0.00556768232327774
Position 38842: 0.00556448403273131
Position 29392: 0.005549156732603287
Position 38527: 0.005481993153846238
Position 11821: 0.005453122562370563
Position 43416: 0.005290797040763757
