Gene = Ap1ar
index = 126
Annotated 5SS: [  363 14247 14928 16752 20602 21916 24272 24978 25296]
Annotated 3SS: [14197 14900 16725 20504 21816 24215 24903 25166 28757]
SMsplice 5SS: [  363 14247 14928 20602 24978 25296]
SMsplice 3SS: [14197 14900 20504 24903 25187 29890]
top_k =  1000
Partition function (log Z): -1.3088161014469217

Sorted 5' Splice Sites (High to Low Probability):
Position 20602: 1.0000000000000004
Position 25296: 0.9975502656238004
Position 14928: 0.9637688520655261
Position 24978: 0.7651357098775484
Position 363: 0.7043363311672122
Position 14247: 0.5448147528827967
Position 21916: 0.5387771125490992
Position 24272: 0.4348293925958574
Position 28948: 0.4267954482009702
Position 28086: 0.2912505292336239
Position 7129: 0.2677777654313534
Position 477: 0.2503133539868496
Position 17296: 0.19598540343519594
Position 26138: 0.1620504825072287
Position 21562: 0.1603770814014243
Position 19011: 0.1548095857533738
Position 15252: 0.14060253954185853
Position 7105: 0.11591388000651238
Position 7062: 0.08499369999542059
Position 6248: 0.080916217821659
Position 1376: 0.0769526249284685
Position 20071: 0.07579513672214414
Position 23195: 0.07262698440135543
Position 27636: 0.06646651004722362
Position 5031: 0.0643721347411314
Position 15732: 0.06046236034735024
Position 7233: 0.058608634536299394
Position 3065: 0.05743815530399967
Position 23707: 0.05738892713006035
Position 14436: 0.051156725418205665
Position 29617: 0.0490213965373752
Position 719: 0.04726885511200156
Position 489: 0.0462793459774492
Position 21095: 0.04581711852167719
Position 6176: 0.04048547779821205
Position 14266: 0.03899933779760352
Position 23836: 0.03702000381358231
Position 14288: 0.03429772159484274
Position 4448: 0.033290102289449924
Position 28200: 0.02905352095375209
Position 2648: 0.028995555250454382
Position 6410: 0.02348287315676975
Position 29176: 0.022938210668175044
Position 5236: 0.02097296680901805
Position 30112: 0.020694073455333736
Position 7913: 0.019832848011726644
Position 21663: 0.019165232466717818
Position 28668: 0.015472770521969152
Position 15746: 0.012498257815629323
Position 21724: 0.011390122687351296
Position 27454: 0.011012234149675145
Position 29815: 0.009622139524219725
Position 27091: 0.00766173510672736
Position 1558: 0.00752704742738646
Position 28939: 0.007247281894239413
Position 21641: 0.007016187054378924
Position 29267: 0.0061277427806086205
Position 28134: 0.005412953306389424
Position 26835: 0.005027696218902079
Position 589: 0.0035498093099552612
Position 338: 0.002898068212273495
Position 29219: 0.0023665360106638633
Position 5894: 0.001874064549568617
Position 22122: 0.001820086141270386
Position 29489: 0.0015695629865814654
Position 727: 0.0011451441409301125
Position 24608: 0.0011384079540272473
Position 672: 0.0011375792013660869
Position 27926: 0.0011294937412851054
Position 21306: 0.0008844706971829083
Position 144: 0.0007274751757046678
Position 29285: 0.0006846155718198443
Position 25956: 0.0005849771996551907
Position 842: 0.0004821189065400805
Position 24068: 0.0004497515128561556
Position 22138: 0.0004263946099226381
Position 29022: 0.00040280947207276224
Position 24955: 0.0003971460750551646
Position 25309: 0.0003838703176553409
Position 4793: 0.00036162102345745935
Position 1687: 0.0003583324925547111
Position 621: 0.00034818690766153995
Position 4906: 0.0003248009507323848
Position 26169: 0.00029995777877518166
Position 4294: 0.000260476729961317
Position 2746: 0.000258583514970036
Position 21196: 0.00024286691302275083
Position 22275: 0.00024078404468795062
Position 23811: 0.00023907597568563547
Position 3181: 0.00019219734535115698
Position 1510: 0.00017711678507268034
Position 2835: 0.00017683882292592637
Position 1774: 0.00016483179696810826
Position 2673: 0.00016319197526198733
Position 28858: 0.00014860906572972024
Position 48: 0.0001261408927225956
Position 5399: 0.00011919735686786828
Position 25005: 0.00010240636134478902
Position 1697: 8.850087783619056e-05
Position 1571: 7.46995769299524e-05
Position 416: 7.444492165312932e-05
Position 28904: 7.175158763664522e-05
Position 26405: 6.355457802204944e-05
Position 608: 6.352445197747407e-05
Position 5112: 6.23365402237002e-05
Position 3674: 6.12993245095824e-05
Position 29281: 5.6485972618134475e-05
Position 25368: 5.204983127782053e-05
Position 26682: 3.191535815083254e-05
Position 1149: 2.718228930990106e-05
Position 851: 2.0120567928642835e-05
Position 27446: 1.7193907993815403e-05
Position 425: 1.5028833920569003e-05
Position 419: 1.4261724651771097e-05
Position 29977: 1.4159976052715827e-05
Position 422: 1.4007997678089189e-05
Position 188: 1.2008626164504772e-05
Position 27235: 9.80586341680657e-06
Position 782: 9.56038461009896e-06
Position 2886: 8.673164855009413e-06
Position 1230: 7.506051185339575e-06
Position 1221: 7.415438802286297e-06
Position 2706: 6.649739251922179e-06
Position 660: 6.4375872991149294e-06
Position 2258: 4.494359685005592e-06
Position 1369: 3.44380464440095e-06
Position 25279: 3.3806877848841087e-06
Position 2263: 3.1503796719701577e-06
Position 2398: 3.0902440650233296e-06
Position 548: 2.7583614322919087e-06
Position 440: 2.4798035773117544e-06
Position 561: 2.466464231250165e-06
Position 1211: 2.465078856812447e-06
Position 73: 2.4256331222128346e-06
Position 1156: 2.2880732466830307e-06
Position 129: 1.969425670049448e-06
Position 902: 1.9053369445597816e-06
Position 453: 1.7082328224220027e-06
Position 835: 1.4583998510378868e-06
Position 893: 7.497016594237879e-07
Position 905: 6.780736083273893e-07
Position 556: 2.08871126897074e-07
Position 554: 1.9362141086919775e-07
Position 194: 1.0612556358104947e-07
Position 179: 7.37764838658884e-08
Position 14: 5.825915070275721e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 20504: 1.0000000000000004
Position 14900: 0.9637688520655261
Position 24903: 0.6726259261630063
Position 14197: 0.6692685376934483
Position 25187: 0.6354371135974829
Position 21816: 0.47700426606923885
Position 28757: 0.45292915011099033
Position 6990: 0.45257219615444416
Position 25166: 0.3636028994917018
Position 29890: 0.30954423092820216
Position 28014: 0.2461233599027608
Position 24121: 0.23220693669488046
Position 21520: 0.16897058400340123
Position 29138: 0.1683831405122435
Position 24215: 0.15826746978322656
Position 18917: 0.1548095857533738
Position 17115: 0.1395550488724419
Position 29348: 0.12962918862111794
Position 15145: 0.09652911916071201
Position 27395: 0.09435564127329388
Position 29208: 0.08719012243976906
Position 19989: 0.07579513672214414
Position 6175: 0.07430070439561781
Position 15594: 0.07296061816297955
Position 30074: 0.07290905603962389
Position 6911: 0.07077847101928202
Position 24846: 0.06874463660354109
Position 1331: 0.067050238600224
Position 23133: 0.059191054339499526
Position 17173: 0.05643035456275404
Position 26002: 0.050282282783796074
Position 2954: 0.047292248954028795
Position 23632: 0.046768839803134954
Position 27978: 0.04404008988062856
Position 4989: 0.0432874170981805
Position 28555: 0.04159783263681511
Position 29313: 0.03927479501105927
Position 26050: 0.03905683752967878
Position 15148: 0.037858281780293934
Position 24166: 0.033969303615734296
Position 21702: 0.03308864920751515
Position 6151: 0.031453919624959276
Position 29744: 0.031301608350604776
Position 29852: 0.029426069384561836
Position 26067: 0.029368695486629837
Position 2616: 0.02776843051440086
Position 23706: 0.027208744269910184
Position 30363: 0.026768641384202024
Position 20916: 0.025607771246419615
Position 4342: 0.023706930837326654
Position 5949: 0.02341252837909226
Position 25944: 0.02304040905898417
Position 27964: 0.019947783892189097
Position 7834: 0.019832848011726634
Position 583: 0.019421916862406016
Position 29700: 0.019332224161575675
Position 28319: 0.018709241157041933
Position 23660: 0.018614948943911257
Position 4859: 0.017664911256057444
Position 24908: 0.017278382475398802
Position 5149: 0.01646332624274585
Position 27576: 0.01583446528157494
Position 28155: 0.014735749420134907
Position 27841: 0.01427282242466474
Position 21327: 0.013805235041261969
Position 23136: 0.013435930061855917
Position 445: 0.012840797081369251
Position 653: 0.011211207751238335
Position 20990: 0.01100470586977222
Position 26996: 0.010769111262467185
Position 28268: 0.010583300909720794
Position 23908: 0.010566561881046774
Position 28799: 0.009505992440162286
Position 21820: 0.009501203683747853
Position 2910: 0.009475789826965283
Position 21611: 0.00946774077773705
Position 25924: 0.009232817409041309
Position 1251: 0.008059355691449143
Position 6199: 0.007710435959403727
Position 1287: 0.007315509175746679
Position 28820: 0.007001559824175303
Position 26012: 0.006880681314495054
Position 6302: 0.006749606400233655
Position 28441: 0.00673856273053708
Position 671: 0.006716425586733806
Position 30299: 0.006683712547146869
Position 4287: 0.006660334499650689
Position 28782: 0.006442728003412407
Position 21653: 0.00627364231455132
Position 15094: 0.006215138600852639
Position 21438: 0.0061759697793310146
Position 24939: 0.005971704270541735
Position 28603: 0.005504359902302189
Position 21061: 0.005189897076981128
Position 26031: 0.005024647216094036
Position 21364: 0.00450028291627072
Position 28285: 0.004238491592580109
Position 30441: 0.004012358685499097
Position 6970: 0.003943312795859492
Position 4593: 0.0038481761005251702
Position 21035: 0.0037328404529518846
Position 4708: 0.0034336427829011543
Position 620: 0.0033855865675346364
Position 21558: 0.003382025665969967
Position 26520: 0.003320296241282363
Position 5797: 0.003131438566902712
Position 21543: 0.002995701395612514
Position 28767: 0.002910015021111795
Position 4350: 0.002850170846142328
Position 26746: 0.002766260374070157
Position 27763: 0.002511892254363203
Position 30096: 0.0020709576149085906
Position 635: 0.0016763036294671076
Position 2567: 0.0016577983850808184
Position 28795: 0.0015466841577294822
Position 588: 0.0014804651403648719
Position 28786: 0.0014559276795895319
Position 27518: 0.0014271184281108558
Position 22021: 0.0014147329942631418
Position 24253: 0.0014072800878526936
Position 607: 0.0013652653985693633
Position 26953: 0.0012320458053787506
Position 21873: 0.0012312428083752231
Position 1099: 0.0011116610027523091
Position 25857: 0.001083073829280903
Position 23541: 0.0010806572632393395
Position 24733: 0.0010558237900735287
Position 21176: 0.001014977547769736
Position 22000: 0.001014281194387791
Position 26295: 0.000988260639570329
Position 23290: 0.0009748166391325876
Position 27812: 0.000938705073154085
Position 27089: 0.0009138647779983509
Position 26633: 0.000821316408573443
Position 27675: 0.0007978414983630686
Position 26122: 0.0007738749258558428
Position 26017: 0.0007400236949687913
Position 5063: 0.0006904409398486492
Position 2975: 0.000684897232208906
Position 4767: 0.000675903460161502
Position 27424: 0.0006502690560542108
Position 20711: 0.0005925158424378845
Position 26738: 0.0005767763795266201
Position 1080: 0.0005100990409368846
Position 1369: 0.0004836051914629618
Position 27789: 0.0004759186482961728
Position 26486: 0.0004750261002027703
Position 26227: 0.0004707530433439723
Position 542: 0.00045415981190776285
Position 1589: 0.0004490579297259793
Position 27913: 0.0004318638429297967
Position 638: 0.0003724360899172743
Position 26080: 0.0003461387675229864
Position 28359: 0.00031789836869962785
Position 28038: 0.0003005422150465761
Position 1466: 0.00019789247919745694
Position 26315: 0.00017316855755469333
Position 25127: 0.00014942806152430687
Position 20684: 0.00014087154234503736
Position 27443: 0.00013763167281775142
Position 5235: 0.00011919735686786842
Position 1397: 0.00011809315585145209
Position 4197: 0.00010528372735069426
Position 3905: 8.974006344049464e-05
Position 27402: 8.476714271846566e-05
Position 2647: 8.217561434132753e-05
Position 25212: 7.223188372587741e-05
Position 3109: 7.139892885236979e-05
Position 26709: 6.572802596538774e-05
Position 27336: 6.239963798222235e-05
Position 30030: 5.931738676772284e-05
Position 26038: 5.921365913411496e-05
Position 2672: 5.48913914595483e-05
Position 4144: 5.440068029320595e-05
Position 25466: 5.238536354677556e-05
Position 4322: 4.996290529315407e-05
Position 27579: 4.106929280881743e-05
Position 3505: 3.561120645081004e-05
Position 2781: 3.3902451609143956e-05
Position 4071: 3.3755459914033647e-05
Position 2459: 2.751823782842523e-05
Position 27844: 2.64930060815837e-05
Position 5030: 2.6319526632870183e-05
Position 27882: 2.6116322114135778e-05
Position 3577: 2.568811805877234e-05
Position 22162: 2.487328893666152e-05
Position 2380: 2.4058383985688897e-05
