Gene = Tmppe
index = 1127
Annotated 5SS: [165]
Annotated 3SS: [3415]
SMsplice 5SS: [ 165  967 1188]
SMsplice 3SS: [ 759 1056 6002]
top_k =  1000
Partition function (log Z): -7.487432323768141

Sorted 5' Splice Sites (High to Low Probability):
Position 967: 0.9699087483471923
Position 1188: 0.6754652481328953
Position 165: 0.610917883433533
Position 453: 0.23530852534819013
Position 3243: 0.1535332893119424
Position 3252: 0.10072066314272525
Position 2651: 0.08172662952459854
Position 4356: 0.07540130822366642
Position 3731: 0.03157401433578478
Position 422: 0.026725459201506947
Position 1270: 0.024050331506543315
Position 3978: 0.02144274342271087
Position 3234: 0.019247287353186888
Position 106: 0.015834340361471827
Position 4112: 0.014710280954894168
Position 600: 0.013177831698474618
Position 5480: 0.01229767770510851
Position 3314: 0.008272366675648611
Position 323: 0.005197326379358766
Position 4794: 0.004046267656445675
Position 377: 0.0037322479670095945
Position 3332: 0.003728293726098743
Position 5065: 0.003115849960815186
Position 5417: 0.003090429644395481
Position 96: 0.003084078743463099
Position 2656: 0.0029614342375153223
Position 6023: 0.0029369545073523163
Position 436: 0.0024059240431359916
Position 28: 0.0023502731714826887
Position 5161: 0.0022526809259291757
Position 176: 0.0017886354298654505
Position 1155: 0.0016456918879894176
Position 5579: 0.0012004109555518046
Position 862: 0.0011722791902250035
Position 5207: 0.001127143938516827
Position 258: 0.0010354935535258102
Position 624: 0.0009641610200634341
Position 1945: 0.0008440399656092738
Position 246: 0.0008013954442469333
Position 311: 0.0007785794886630333
Position 4418: 0.0007601586932991182
Position 977: 0.0006384179988747517
Position 169: 0.0004754255086795716
Position 6048: 0.0003772735949859739
Position 5232: 0.0003425889452503171
Position 3219: 0.0003132489008708518
Position 3986: 0.0003039406997549357
Position 717: 0.00028750751424844027
Position 769: 0.0002794121957884142
Position 395: 0.0002671853714369945
Position 2388: 0.0002504209944954066
Position 984: 0.0002463419127243756
Position 3042: 0.0002096957565879734
Position 619: 0.00018069454693951095
Position 607: 0.000169343142541435
Position 104: 0.00012935046367555894
Position 811: 0.0001256824408382795
Position 1295: 0.00011695361461508294
Position 364: 9.529374144800072e-05
Position 402: 8.384622877639232e-05
Position 463: 6.734392466931208e-05
Position 76: 6.250994228319833e-05
Position 1302: 5.972464653862835e-05
Position 400: 5.690615370206275e-05
Position 478: 5.0187721960074906e-05
Position 672: 5.008677028181503e-05
Position 2099: 4.9360983468093335e-05
Position 1575: 3.958211828480551e-05
Position 2063: 3.0118558440558097e-05
Position 1933: 2.923945154764014e-05
Position 308: 2.294537032841906e-05
Position 426: 2.1524523494053325e-05
Position 381: 2.0863754854032762e-05
Position 971: 2.0666982795004258e-05
Position 678: 1.9662980449175714e-05
Position 1168: 1.8988127074615057e-05
Position 559: 1.8545521934456984e-05
Position 8: 1.7991256886187863e-05
Position 782: 1.707891615166899e-05
Position 1142: 1.668242255654902e-05
Position 2697: 1.5906618721350063e-05
Position 2304: 1.3250158584434796e-05
Position 494: 1.2476571655933038e-05
Position 761: 1.2194072188435861e-05
Position 354: 8.439904905465728e-06
Position 2182: 8.35157755214227e-06
Position 1949: 8.23593784224606e-06
Position 1254: 6.96667690298475e-06
Position 841: 6.876865222283704e-06
Position 933: 5.701216277059492e-06
Position 893: 5.4040999010968125e-06
Position 797: 4.271555441622293e-06
Position 538: 3.7675914406022277e-06
Position 2679: 3.4993227728345554e-06
Position 962: 2.798410154831011e-06
Position 533: 2.2446673599177087e-06
Position 2623: 2.1816766433532977e-06
Position 2643: 1.974597339617451e-06
Position 896: 1.015971997723587e-06
Position 987: 9.267918307203e-07
Position 1011: 6.081873055269299e-07
Position 817: 3.3435448360524524e-08
Position 1656: 2.4856104842989524e-08
Position 1833: 1.2776095817070244e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 759: 0.8759607083511941
Position 1056: 0.5997852533514432
Position 6002: 0.3505687895930578
Position 5347: 0.19373139599942107
Position 6047: 0.10358656386737453
Position 2520: 0.10321269670863661
Position 3138: 0.10056365738822565
Position 4190: 0.09988078577807798
Position 3184: 0.08921090377591247
Position 3881: 0.059464383689643296
Position 1112: 0.04675717588678244
Position 3778: 0.045648462020858045
Position 5111: 0.043329885333375125
Position 3134: 0.03881323246902106
Position 3670: 0.03479045397019283
Position 1074: 0.03154809671235573
Position 1088: 0.02629631639806142
Position 3049: 0.019922276658993637
Position 6139: 0.019719578071451135
Position 3415: 0.018388132360628372
Position 4946: 0.017138343463424337
Position 1722: 0.014472452911702611
Position 3141: 0.014142694891517484
Position 3461: 0.013323988932448216
Position 5645: 0.01222063884280055
Position 2807: 0.009471458391601724
Position 1718: 0.008613259692535773
Position 1737: 0.008571203123161703
Position 3218: 0.008393062014409269
Position 3189: 0.007312967914927102
Position 3518: 0.006563685347670856
Position 1926: 0.006519565614989807
Position 4886: 0.006468958572662359
Position 3825: 0.006247350188210934
Position 689: 0.005775948838931257
Position 4023: 0.005174750073351941
Position 3099: 0.004190293304586589
Position 4283: 0.0036656605966859023
Position 823: 0.003350008121913521
Position 1849: 0.003032516097472028
Position 4694: 0.0030169021905593826
Position 326: 0.002823595233040252
Position 882: 0.0027932180949924025
Position 3581: 0.0027819042280898434
Position 5662: 0.0026326021381892057
Position 2591: 0.002543474199927452
Position 4304: 0.002463282424947172
Position 889: 0.0024535871729778934
Position 5771: 0.0022431330034165644
Position 2162: 0.002193084325661297
Position 710: 0.002191901447131782
Position 4233: 0.0021682818788494543
Position 1058: 0.0021529038726262185
Position 5510: 0.0019689503268422504
Position 3643: 0.0018150115916309628
Position 4321: 0.0018120562476047518
Position 4087: 0.001735665519151848
Position 952: 0.0016705251307145052
Position 2549: 0.0016462109689515932
Position 5533: 0.0016117124866607197
Position 3543: 0.001407996233760294
Position 3155: 0.0013523748830461216
Position 2811: 0.0012563830963615353
Position 2776: 0.0012388311989155736
Position 2903: 0.001208368102041551
Position 742: 0.001188552518371679
Position 3392: 0.0011446692288392573
Position 4621: 0.0011361255531999802
Position 4788: 0.0011318579301413767
Position 3949: 0.0011294936427943254
Position 5887: 0.0010780580440673125
Position 5216: 0.001066459543029033
Position 3006: 0.0010387798885136239
Position 3547: 0.000987146414493226
Position 4972: 0.0009648739207831638
Position 5316: 0.0009128557530688093
Position 2952: 0.000870604718851873
Position 3313: 0.0008401958691536262
Position 5139: 0.0008141601083290584
Position 2722: 0.0007695319046673396
Position 5811: 0.0007268731382643868
Position 1766: 0.0007262296670254818
Position 3565: 0.0007005585918376186
Position 3268: 0.0006626599818479895
Position 1146: 0.0005929214335571345
Position 716: 0.0005778345327662823
Position 861: 0.0005663313456052122
Position 828: 0.0005104492800771337
Position 431: 0.000470086620396037
Position 3480: 0.00046862414570703563
Position 1882: 0.00046455028382107736
Position 1263: 0.0004207904188995397
Position 1115: 0.0004168028216295175
Position 5035: 0.00039319388662587993
Position 3981: 0.0003916315623466277
Position 1128: 0.00036972043592335647
Position 5256: 0.0003534414434235734
Position 1006: 0.0003522800581006817
