Gene = Gclm
index = 429
Annotated 5SS: [  555 10054 13735 16371 17246 19352]
Annotated 3SS: [ 9987 13649 16310 17042 19236 20670]
SMsplice 5SS: [  555 10054 13735 16371 17246 19352 20762]
SMsplice 3SS: [ 9987 13649 16310 17042 19236 20670 24029]
top_k =  1000
Partition function (log Z): -1.651646975696912

Sorted 5' Splice Sites (High to Low Probability):
Position 13735: 0.9999322451413084
Position 17246: 0.8973525201725244
Position 19352: 0.8868554065405968
Position 16371: 0.8095959990885585
Position 555: 0.6579209967272871
Position 20762: 0.6426594932288024
Position 18018: 0.4673952896336779
Position 807: 0.42948613113895995
Position 10054: 0.41383101223778296
Position 20524: 0.17419477404969694
Position 84: 0.17388671845418852
Position 16240: 0.1673549370812109
Position 16697: 0.13846482204737182
Position 12682: 0.11456202668493262
Position 16881: 0.08515158684194143
Position 11228: 0.0780023354387058
Position 19424: 0.07466074479751764
Position 20553: 0.07159265596708349
Position 16953: 0.05076489231944172
Position 3126: 0.04197120191056793
Position 22452: 0.041109486634856925
Position 14955: 0.04077972926634924
Position 1751: 0.03710272678091872
Position 20025: 0.03600964032770106
Position 11451: 0.03252804666315531
Position 9660: 0.0309839006633404
Position 22398: 0.0292478088546255
Position 16885: 0.02837157929616444
Position 16851: 0.024944170133233707
Position 3640: 0.02336604497023928
Position 631: 0.019920436375585156
Position 22432: 0.01982536060457847
Position 17805: 0.019744149283877042
Position 11255: 0.017897196267909664
Position 2553: 0.017753801536818447
Position 12708: 0.017098606668922246
Position 17843: 0.0167321875697045
Position 18143: 0.016543030813015388
Position 20068: 0.01529321897287543
Position 15366: 0.014346109878051405
Position 4402: 0.01187242192824544
Position 17868: 0.011119129752578966
Position 19968: 0.009971896047497476
Position 1616: 0.009376768699471025
Position 15939: 0.00917163969399908
Position 16275: 0.008704652783924596
Position 19555: 0.008344966393599114
Position 16646: 0.008341706739004973
Position 564: 0.00653031864096358
Position 4836: 0.006407926371589638
Position 10179: 0.006016817998752411
Position 4549: 0.005942415579544957
Position 22467: 0.005758497642941539
Position 5550: 0.005708897483877725
Position 23536: 0.004946650538149728
Position 23907: 0.004823830178248412
Position 23477: 0.004344291000860197
Position 22410: 0.003619561515515345
Position 16921: 0.003454625714918075
Position 22317: 0.00338868067664382
Position 23221: 0.00324805183972988
Position 16253: 0.0031504875438272454
Position 20624: 0.0030289120097114204
Position 17111: 0.0027183226452821615
Position 17890: 0.002589791029903147
Position 19804: 0.0024339917409431098
Position 16978: 0.002420005603544624
Position 21666: 0.002266665397723397
Position 20769: 0.0020570242237847804
Position 18026: 0.0020391715112244406
Position 20775: 0.0018987035443532108
Position 17918: 0.0017609035499525252
