Gene = Sbds
index = 945
Annotated 5SS: [ 321 1592 4717 7245]
Annotated 3SS: [1461 4515 7079 9068]
SMsplice 5SS: [ 321 1592 4717 7245 8553]
SMsplice 3SS: [1461 4515 7079 8406 9068]
top_k =  1000
Partition function (log Z): -0.9627142563935687

Sorted 5' Splice Sites (High to Low Probability):
Position 1592: 0.9646897086347039
Position 4717: 0.9272007594430165
Position 321: 0.7824144383036409
Position 7245: 0.7397768892401063
Position 8553: 0.6671115224596865
Position 3023: 0.26250426482711603
Position 9330: 0.25225618599195293
Position 80: 0.1856842535111467
Position 6408: 0.12808756785263803
Position 7270: 0.09742415261882327
Position 244: 0.07511082879486324
Position 7422: 0.06654826768069119
Position 7206: 0.0664910802034648
Position 7216: 0.040417350599180724
Position 298: 0.03411703250522914
Position 7675: 0.0340683253167249
Position 4346: 0.029963341337648476
Position 387: 0.027041359350180053
Position 6421: 0.021896817101652186
Position 7919: 0.019323506582483895
Position 1162: 0.019186851613295797
Position 2107: 0.01903095469161363
Position 7961: 0.01833822567895686
Position 6439: 0.017377239019305612
Position 5322: 0.015383418020585555
Position 7637: 0.01522230118049044
Position 7284: 0.015058968279276623
Position 1606: 0.013484030491093577
Position 9573: 0.012373299674354592
Position 1326: 0.011730299783577699
Position 2074: 0.011481481754875771
Position 1004: 0.010997652271206398
Position 1632: 0.010993368404274631
Position 572: 0.0057782947357601705
Position 120: 0.005053942526856842
Position 4408: 0.0046131407469622064
Position 9472: 0.0045022552609079725
Position 6586: 0.004090809996865964
Position 6939: 0.004050075259307067
Position 325: 0.004039362518977455
Position 5337: 0.003778137868722491
Position 4164: 0.0037565257166752
Position 9524: 0.003296312935701965
Position 4370: 0.0032852264673314964
Position 1401: 0.0029710413321254224
Position 5342: 0.0029373935688806582
Position 1185: 0.0025801609047098537
Position 65: 0.0024027086023970215
Position 486: 0.002378861805974665
Position 7256: 0.0022821706171258067
Position 789: 0.002137529574887999
Position 584: 0.0018148868935069272
Position 7451: 0.0016615873621701367
Position 6812: 0.001650106556486058
Position 235: 0.001633313478909166
Position 7455: 0.001477447754303508
Position 8959: 0.0013316119715882841
Position 5632: 0.0012367577072077082
Position 6755: 0.0011831771978693035
Position 1521: 0.001133790213625035
Position 8684: 0.0011191446800253157
Position 3706: 0.0010632574834673523
Position 6455: 0.0010518694840600095
Position 7459: 0.0010433210181555724
Position 590: 0.0009623259246273308
Position 7744: 0.0008734969594675068
Position 22: 0.0006965467610598896
Position 8530: 0.0006894334998232177
Position 574: 0.0006866643529715176
Position 6467: 0.00068558991463013
Position 8140: 0.0006090470714562474
Position 9338: 0.0005951061506157942
Position 45: 0.0005323743845819242
Position 84: 0.0005004060440433392
Position 6672: 0.0004471288004648023
Position 4611: 0.00043883880360127194
Position 3171: 0.0004219954730531914
Position 441: 0.0004138950214578967
Position 6957: 0.0004018221877475596
Position 8902: 0.00039866897265199326
Position 508: 0.0003932281659987564
Position 195: 0.0003700597034834689
