Gene = Paf1
index = 788
Annotated 5SS: [ 304  748 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
Annotated 3SS: [ 717 2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
SMsplice 5SS: [ 304 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
SMsplice 3SS: [2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
top_k =  1000
Partition function (log Z): 29.90750797387535

Sorted 5' Splice Sites (High to Low Probability):
Position 5799: 0.9988407125983355
Position 304: 0.9841074774228399
Position 2922: 0.9727670772193834
Position 2185: 0.9528990806381226
Position 3999: 0.9465032639975335
Position 3107: 0.923485201360246
Position 3776: 0.9207447375091332
Position 5603: 0.9043565523573565
Position 3252: 0.849327171626448
Position 2589: 0.8432047932649029
Position 3437: 0.7853789533705895
Position 2745: 0.6951038890823801
Position 748: 0.5117449115370672
Position 5995: 0.40093717970723586
Position 2750: 0.26588675095876657
Position 4169: 0.12670071159655993
Position 5350: 0.11511481849931958
Position 3780: 0.04652537136996163
Position 5645: 0.03591346572315507
Position 5060: 0.03278408650935392
Position 2610: 0.02798635784058906
Position 3923: 0.026802139563038535
Position 2937: 0.023022018004776018
Position 3965: 0.014724815757716928
Position 3790: 0.013616452386430193
Position 5541: 0.010822452698322532
Position 801: 0.010499167227100302
Position 3784: 0.008392863030810398
Position 5264: 0.008288953349192985
Position 191: 0.007291564535670314
Position 6010: 0.00641946270750421
Position 6055: 0.004862067785534846
Position 2763: 0.003297274000536841
Position 3225: 0.00258487950300351
Position 1894: 0.002196358860738286
Position 3796: 0.0020870262921540345
Position 466: 0.002065318732069009
Position 531: 0.0019949259136230703
Position 56: 0.0018240368415618864
Position 5387: 0.0018176049427031905
Position 447: 0.0016393808251609274
Position 402: 0.0015907230011184405
Position 2289: 0.001556113466172782
Position 1076: 0.001551977622565988
Position 4613: 0.0015191899512474248
Position 5938: 0.0014086189208417834
Position 4672: 0.0012833737095976827
Position 2593: 0.0012358590572407594
Position 477: 0.001164044352445999
Position 3357: 0.001144541721831255
Position 1234: 0.0011248727585357742
Position 415: 0.0010770552318008551
Position 1041: 0.0009832829720959717
Position 4896: 0.0009057174656908109
Position 251: 0.000803451245452317
Position 5641: 0.0007606220215408515
Position 3581: 0.0007237184261597659
Position 1708: 0.0007153816521439836
Position 1722: 0.0006834664186468515
Position 6025: 0.000600926778298881
Position 2855: 0.0005907241805552311
Position 3802: 0.0005714667092000154
Position 541: 0.0005371166739831237
Position 31: 0.0005268861725357235
Position 1980: 0.0005199903679792051
Position 1356: 0.0005094208264347756
Position 520: 0.0004934705939102613
Position 3444: 0.00042009048735790265
Position 3394: 0.0004167632060684518
Position 5064: 0.0004122956748728444
Position 2926: 0.0004119912332268469
Position 5977: 0.0004109137189342425
Position 5959: 0.00040490755969791326
Position 1898: 0.00036627418175035016
Position 3492: 0.00034652885194389306
Position 3277: 0.00030419049846847296
Position 1064: 0.0003032273410676348
Position 3461: 0.000280697859942352
Position 1514: 0.0002783260935977232
