Gene = Prol1
index = 855
Annotated 5SS: [  86 1302]
Annotated 3SS: [ 1232 10494]
SMsplice 5SS: [  86 1302]
SMsplice 3SS: [ 1232 10494]
top_k =  1000
Partition function (log Z): -6.712205184059603

Sorted 5' Splice Sites (High to Low Probability):
Position 86: 0.8715049482468357
Position 1302: 0.7851286545697221
Position 6769: 0.4202562806945416
Position 1547: 0.24327848693791504
Position 1496: 0.1806196473547475
Position 4945: 0.08416687544380934
Position 108: 0.06884572504616297
Position 1654: 0.060492138001473426
Position 9844: 0.05434022670964289
Position 2133: 0.05083156514950095
Position 90: 0.041774873967805104
Position 10641: 0.03817579937560628
Position 6122: 0.026035084760428522
Position 6489: 0.01843081328275028
Position 1012: 0.014529343590703148
Position 4686: 0.014490917079403868
Position 6076: 0.014249044462915044
Position 5573: 0.013417879570941739
Position 37: 0.010007937868628683
Position 6327: 0.009880217231041589
Position 3957: 0.008231239499922598
Position 5007: 0.00789077376590149
Position 357: 0.0074870909101576325
Position 6915: 0.00681946326571388
Position 2528: 0.005689972123886043
Position 6666: 0.00479853740581153
Position 2915: 0.00448479310647135
Position 4368: 0.003212783920778268
Position 5221: 0.003210261169360881
Position 5269: 0.0029992567772685287
Position 6315: 0.0028149388762093277
Position 1793: 0.002225303377984034
Position 1617: 0.0019820183652278114
Position 6261: 0.0016496913246068592
Position 6707: 0.0014190053796055957
Position 1145: 0.0011250050644036613
Position 6808: 0.001119213325873891
Position 7924: 0.0010745626395642436
Position 2587: 0.0009523087122429174
Position 4373: 0.0007892883625588735
Position 3981: 0.0007698688582051779
Position 763: 0.0007258293415634844
Position 232: 0.0006682577480291196
Position 5308: 0.0005889947032420093
Position 721: 0.0005678777470918676
Position 235: 0.0005418116653917634
Position 1487: 0.0005407287786693872
Position 100: 0.00043014058049732417
Position 298: 0.00039834327779064406
Position 323: 0.00039253747583474074
Position 348: 0.00030756917516692274
Position 368: 0.00029973125475434015
Position 10620: 0.00029380047970848126
Position 223: 0.0001961977989619315
Position 917: 0.00017012154199776554
Position 96: 0.00015484527380929148
Position 337: 0.00013567941959846043
Position 1110: 9.629978347657093e-05
