Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 65774]
top_k =  1000
Partition function (log Z): -28.35869781603165

Sorted 5' Splice Sites (High to Low Probability):
Position 21769: 0.9999514205667265
Position 125: 0.9756515340156418
Position 14088: 0.9177853922946005
Position 17618: 0.6420251320474594
Position 6680: 0.5561581669047917
Position 17363: 0.5257536029995431
Position 11958: 0.5232549316866536
Position 23388: 0.478215510500415
Position 28981: 0.3552292872732706
Position 15014: 0.24797316256566632
Position 24097: 0.23189762051286697
Position 6785: 0.20703340850363652
Position 1269: 0.18048538541663045
Position 25871: 0.1529483061367446
Position 17642: 0.12409758236838087
Position 18216: 0.11073194565480626
Position 5898: 0.1054983315719953
Position 567: 0.09547609686690166
Position 3515: 0.08548771058772775
Position 6101: 0.08400160650466398
Position 18173: 0.06968619405766747
Position 26102: 0.05505185533961227
Position 18696: 0.054725731152859315
Position 22985: 0.05387131498468144
Position 5013: 0.05110245662923325
Position 10358: 0.038111382812317504
Position 28723: 0.036631342801577836
Position 18247: 0.031701747933276056
Position 30586: 0.02555206053759516
Position 18838: 0.025355133606662958
Position 2625: 0.023334250178846886
Position 1151: 0.021957442461916724
Position 17168: 0.019275020965015797
Position 23279: 0.019056045072124682
Position 11166: 0.018220418680962528
Position 17317: 0.01813951829615649
Position 29128: 0.01811704655088694
Position 26269: 0.01592139840009799
Position 6766: 0.00968083137588232
Position 7799: 0.009051021230508558
Position 5277: 0.007752723103520726
Position 10028: 0.00728984350343051
Position 22965: 0.006042194462671813
Position 23186: 0.0058911207213225465
Position 18189: 0.005332953539898349
Position 18580: 0.00507038364483859
Position 11508: 0.004909542575045058
Position 23530: 0.004633800813279497
Position 23905: 0.004223148480207576
Position 5030: 0.0035902967174049525
Position 10384: 0.003440039112170915
Position 20067: 0.003131137086028206
Position 7913: 0.0029042051933047923
Position 206: 0.0027969696392117246
Position 7901: 0.0027221659372650016
Position 5739: 0.0026563011796876305
Position 23567: 0.002328943785167187
Position 26398: 0.0020930624411923085
Position 2556: 0.0019211354583607138
Position 8454: 0.0012646042058043286
Position 4759: 0.0010242645166869257
Position 4801: 0.0009027355227874028
Position 3481: 0.0007463013711018234
Position 1285: 0.0007243358733948176
Position 4709: 0.0006836667549988035
Position 842: 0.0006770364611202351
Position 2219: 0.0006284148143869307
Position 4697: 0.0006140259461961201
Position 3297: 0.0006042013469311219
Position 24695: 0.0005291334248548591
Position 23083: 0.0005119745895439258
Position 4823: 0.0005101036059445373
Position 307: 0.0004671287279219753
Position 22474: 0.0004283618677836003
Position 391: 0.00032672099861101193
Position 1611: 0.00032439744354738684
Position 22453: 0.0002888695096263417
Position 374: 0.00024004649446719004
Position 24211: 0.00022497353584522247
Position 381: 0.0002239034744661277
Position 201: 0.00022154107647084613
Position 376: 0.00018005252958822483
Position 3228: 9.905110138691568e-05
Position 1030: 9.892097657893882e-05
Position 1193: 9.267241300060597e-05
Position 475: 8.422385323674898e-05
Position 2051: 7.69089737544814e-05
Position 1678: 7.225258930944013e-05
Position 1615: 7.044288924022662e-05
Position 79: 6.917709839580177e-05
Position 2657: 6.404402694799386e-05
Position 60: 6.400945170824549e-05
Position 756: 5.288913146736695e-05
Position 2495: 5.107315054315333e-05
Position 23481: 5.049406530712121e-05
Position 3131: 4.190084704123597e-05
Position 775: 3.8793400590497805e-05
Position 181: 3.606741529685988e-05
Position 883: 2.6703311969859293e-05
Position 766: 2.6169919487213148e-05
Position 468: 1.9057889217310198e-05
Position 12145: 1.8648301745708808e-05
Position 361: 1.823211860655312e-05
Position 12156: 1.7536243483928572e-05
