Gene = Stx18
index = 1040
Annotated 5SS: [  758 53839 66252 67900 68151 77456 82558 88249 89372 96561]
Annotated 3SS: [53770 66135 67821 68083 77342 82468 88189 89301 96479 97520]
SMsplice 5SS: [  758 37878 40539 47929 49489 53839 67921 68151 72699 82558 88249 89372
 89823 96561]
SMsplice 3SS: [37802 40440 47848 49392 53770 67821 68083 72553 82468 88189 89301 89684
 96479 98716]
top_k =  1000
Partition function (log Z): -63.70942011760805

Sorted 5' Splice Sites (High to Low Probability):
Position 758: 0.9772099274646321
Position 970: 0.04788041515001152
Position 14257: 0.03842477192193459
Position 87: 0.026150112489032384
Position 8636: 0.020417137869360998
Position 3602: 0.019129114467601512
Position 370: 0.0185699352575292
Position 112: 0.012879072357264855
Position 5937: 0.012431036851675055
Position 9947: 0.011855067566663378
Position 4208: 0.00935771860666024
Position 1366: 0.00444728630606242
Position 4149: 0.0035710159736535075
Position 73: 0.0035118943745555678
Position 2339: 0.003273518361786515
Position 6231: 0.002651635584248502
Position 6363: 0.002579264784784232
Position 1024: 0.002222449098218514
Position 1187: 0.002175948593369593
Position 3250: 0.001559832599683921
Position 353: 0.0014078503109830882
Position 6520: 0.0013651129641170973
Position 5177: 0.0012138433200037614
Position 5719: 0.0012036690907849944
Position 231: 0.001129168686688919
Position 5510: 0.0010595743106493556
Position 534: 0.0008585998477110279
Position 1236: 0.000816880140045211
Position 1631: 0.0007844271807032663
Position 6235: 0.0007339770097776633
Position 6716: 0.000688574563030072
Position 5210: 0.0006354950007919282
Position 1778: 0.0005425024116156156
Position 6463: 0.0005117543602130258
Position 4143: 0.00044590572315267286
Position 193: 0.0004292984317844637
Position 1417: 0.00036870195498993585
Position 6325: 0.00034152846201315973
Position 143: 0.0003250760580677644
Position 5911: 0.00030771432139836983
Position 106: 0.0002684514099101704
Position 550: 0.00024245223195084147
Position 6757: 0.0002365304423137226
Position 668: 0.00023263565443680572
Position 2355: 0.00022495502122868075
Position 403: 0.00019355236458166154
Position 1530: 0.0001838791771563111
Position 491: 0.0001833636031193976
Position 195: 0.00011332878160128834
Position 186: 0.0001110187493568143
Position 448: 0.00011037269666197884
Position 522: 9.285525763646056e-05
