Gene = Clns1a
index = 270
Annotated 5SS: [  236  9092 15165 16101 17447 19906]
Annotated 3SS: [ 8954 15065 15992 17272 19816 21584]
SMsplice 5SS: [  236  7910 13817 13978 15165 16101 17447 19906]
SMsplice 3SS: [ 7711 13670 13919 15065 15992 17138 19816 21584]
top_k =  1000
Partition function (log Z): 5.981960208573151

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9846342704482082
Position 16101: 0.9803163027849046
Position 19906: 0.971834890029917
Position 15165: 0.9679793360097224
Position 7910: 0.938547435688438
Position 17447: 0.7611309476634724
Position 13978: 0.7353449796479236
Position 13817: 0.6700887611504087
Position 9092: 0.600434245185125
Position 421: 0.4318178079140212
Position 5840: 0.38994473965398746
Position 21748: 0.22962828403894306
Position 8322: 0.21380485648536526
Position 15461: 0.15994743411761833
Position 10703: 0.11724623004910913
Position 1547: 0.10270782227402947
Position 3920: 0.09475305254654354
Position 1795: 0.08640026018863697
Position 19754: 0.07330187899209949
Position 3473: 0.06230109308270636
Position 5504: 0.05553856531008552
Position 20966: 0.0477124607725194
Position 15295: 0.04410643336632614
Position 17431: 0.03624166389504875
Position 21765: 0.03573110389456693
Position 19251: 0.03381611733415023
Position 19552: 0.03227171413062691
Position 18934: 0.030034031538528475
Position 7511: 0.02950537732439357
Position 2178: 0.02870437061673637
Position 5054: 0.024231181663554355
Position 15381: 0.02403680959308665
Position 1299: 0.01935883594825432
Position 1594: 0.017038947625391272
Position 7080: 0.01572347694987708
Position 241: 0.013258675027362436
Position 2194: 0.011910175884456609
Position 15721: 0.011768837546624425
Position 1103: 0.01172405486638926
Position 12406: 0.01130086480367675
Position 18585: 0.011195590414801058
Position 21372: 0.010800026163781905
Position 18301: 0.008954821574015682
Position 18312: 0.008564854169034368
Position 15349: 0.008438517704702213
Position 1997: 0.00824575378775701
Position 16538: 0.006830732861551213
Position 17386: 0.0066841028932889
Position 21727: 0.006009432640855668
Position 20705: 0.005896166754523285
Position 16081: 0.005671295370241395
Position 4636: 0.0053718279900335985
Position 21249: 0.005242786548149541
Position 7459: 0.005004667709108089
Position 19609: 0.0043310380151628915
Position 8475: 0.0040041888885928405
Position 19994: 0.003843642008246086
Position 14656: 0.003789192690488883
Position 16105: 0.0036440011782067844
Position 14904: 0.0032791507832193372
Position 18660: 0.002991485682885873
Position 15175: 0.0024586107497793007
Position 16337: 0.002374844104416819
Position 16288: 0.0023709204009948635
Position 1195: 0.0023108333238169012
Position 14742: 0.0021848439759698897
Position 15314: 0.0021607133110437713
Position 15356: 0.0019921979137517394
Position 16182: 0.0019745609986591296
Position 18245: 0.0019529316941147789
Position 14699: 0.001940285728439566
Position 1191: 0.001924872176567112
Position 14438: 0.0018299904338744334
Position 20712: 0.0017962568142850072
Position 15171: 0.0017652087630902564
Position 15560: 0.0017509122569459674
Position 10650: 0.0017262062986039416
Position 644: 0.001442657793616345
Position 15829: 0.0013916930688926796
Position 1207: 0.00130395738495786
Position 10245: 0.0012364972147344937
Position 550: 0.001198799043486353
Position 15447: 0.0010851429438561806
Position 15394: 0.001021044806453569
Position 1187: 0.0009987651903445118
Position 522: 0.0009943407995711485
Position 15640: 0.0009811578393446345
Position 17651: 0.0008994987300327918
Position 20173: 0.0008752834540871072
Position 15494: 0.000802449208654865
Position 11159: 0.000691057490717941
Position 9073: 0.0006305491815849372
Position 1113: 0.0006100628549341325
Position 3451: 0.0005920557565322979
Position 15157: 0.0005795987656826399
Position 509: 0.0005053011335868007
Position 10207: 0.00048061623778593955
Position 16688: 0.00038862409074683795
Position 1012: 0.0003772963411590977
Position 15439: 0.00036907103629393206
Position 82: 0.00035251944076203796
Position 66: 0.0003114981434898711
Position 15150: 0.00030788508106856835
Position 16088: 0.00029668611193682146
Position 10696: 0.00028924021707245725
Position 1004: 0.00023374612505376528
Position 9096: 0.00022068080576707238
Position 490: 0.0002200841488560264
Position 21642: 0.0002105925371045013
Position 1211: 0.00019961562848469605
Position 686: 0.00019634041848553356
Position 19081: 0.00013418399223650453
Position 16522: 0.00012656606030926506
Position 16130: 0.00011588448396254187
Position 394: 9.94412645098646e-05
Position 3768: 9.910374286127735e-05
Position 21909: 9.569428334059622e-05
Position 18549: 9.147624413279891e-05
Position 16875: 7.008175617086173e-05
Position 16146: 6.887878065008753e-05
Position 433: 6.651119748581024e-05
Position 1800: 5.822959123532774e-05
Position 16017: 5.5844537291871716e-05
Position 454: 5.468662298830494e-05
Position 15400: 4.912192334915782e-05
Position 286: 4.487039738888377e-05
Position 16763: 3.4649056166065695e-05
Position 16173: 3.382424410181135e-05
Position 517: 3.366284690258182e-05
