Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  1000
Partition function (log Z): -0.9409894775473544

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9169481046090081
Position 844: 0.8310514058488634
Position 145: 0.6664969688092722
Position 1165: 0.5391850389990662
Position 1185: 0.38436398285757467
Position 1715: 0.2609032991632434
Position 117: 0.22995794086613036
Position 986: 0.09362089663659699
Position 1943: 0.07093851444563501
Position 149: 0.06395679868870362
Position 1599: 0.05148129166587416
Position 91: 0.018246335436944577
Position 1455: 0.016606246647545887
Position 365: 0.008686042956871502
Position 126: 0.008583818397986344
Position 1844: 0.0061769111735619185
Position 64: 0.0036214407685100252
Position 1564: 0.0031075411949458413
Position 2147: 0.0029240660660087747
Position 1964: 0.0019801457986403687
Position 1728: 0.001835877501355666
Position 1273: 0.001580953808159652
Position 24: 0.0013061352620983657
Position 1695: 0.001156665054826313
Position 1974: 0.0009161041635262584
Position 607: 0.000683260888918056
Position 319: 0.0005780306703148676
Position 592: 0.000521740503563007
Position 490: 0.00043450679367397905
Position 105: 0.0003080965309151091
Position 1603: 0.0002848825730358761
Position 922: 0.0002677310916292614
Position 123: 0.00026393067040427767
Position 1567: 0.00024377706346213012
Position 504: 0.00020235998921229155
Position 166: 0.0001712249003745937
Position 1998: 0.00015224831408379997
Position 1226: 0.00013924674061137346
Position 771: 0.00011003193683336397
Position 1189: 0.0001090514070669962
Position 795: 9.691419063236749e-05
Position 337: 9.348885783998355e-05
Position 1581: 9.133174186674697e-05
Position 895: 4.928638397928649e-05
Position 1813: 4.840738628197909e-05
Position 1804: 4.806757475285292e-05
Position 452: 4.227851009453388e-05
Position 1096: 4.13527632781611e-05
Position 928: 3.703598199255966e-05
Position 1732: 3.540835316865371e-05
Position 277: 3.485191639943885e-05
Position 456: 3.3331765335343904e-05
Position 454: 3.276136469943641e-05
Position 1684: 3.2307367492825376e-05
Position 797: 3.119313195647682e-05
Position 655: 3.116309085990443e-05
Position 486: 3.065635231441194e-05
Position 599: 2.89888855346638e-05
Position 2114: 2.8428818753975547e-05
Position 2163: 2.780388760626501e-05
Position 1858: 2.6988296237031717e-05
Position 1978: 2.5972426663381527e-05
Position 2003: 2.551625543979746e-05
Position 2005: 2.3519723428331118e-05
Position 544: 2.3041362903716892e-05
Position 1915: 2.2612264430796632e-05
Position 1612: 2.260663878506245e-05
Position 1382: 2.2515523995716545e-05
Position 1461: 2.2333390702736705e-05
Position 555: 2.0360658228972394e-05
Position 1897: 1.890467684359403e-05
Position 287: 1.7758731487772608e-05
Position 1102: 1.7723801313577063e-05
Position 1357: 1.5168801401901825e-05
Position 710: 1.420189582951986e-05
Position 536: 1.4144938767979365e-05
Position 1669: 1.3280956537341557e-05
Position 71: 1.167419378037255e-05
Position 14: 1.1606468124527146e-05
Position 1199: 1.007058993072498e-05
Position 893: 9.289721303950095e-06
Position 1701: 9.042704543714308e-06
Position 712: 8.86971040242854e-06
Position 1756: 7.909237841927544e-06
Position 1353: 7.703778447271449e-06
Position 1686: 6.724359850029483e-06
Position 307: 6.628049284205664e-06
Position 192: 6.53058550292006e-06
Position 1201: 6.515165972226383e-06
Position 3: 5.717561026866653e-06
Position 424: 5.1891285890600905e-06
Position 369: 4.734045262285888e-06
Position 285: 4.544763910602967e-06
Position 305: 4.278178132310077e-06
Position 508: 4.034425338978903e-06
Position 703: 3.7024153972126008e-06
Position 559: 3.5827949579633205e-06
Position 343: 3.435483923258828e-06
Position 474: 3.139899466141096e-06
Position 480: 2.989314315590763e-06
Position 466: 2.9645405774659883e-06
Position 373: 2.685651250636211e-06
Position 551: 2.4574443508532833e-06
Position 379: 2.387882797931884e-06
Position 356: 2.2806479204505872e-06
Position 689: 1.5694783103523253e-06
Position 761: 1.4050659528129814e-06
Position 494: 1.3315082821271685e-06
Position 763: 1.1581926444769987e-06
Position 496: 1.1073895477620502e-06
Position 460: 9.91669454842863e-07
Position 458: 9.728388414868208e-07
Position 428: 9.026230369938953e-07
Position 472: 7.64995527831625e-07
Position 521: 7.403685276045755e-07
Position 1351: 6.429912938233825e-07
Position 563: 5.720358109225559e-07
Position 488: 5.259385924751677e-07
Position 183: 4.59519045019028e-07
Position 557: 4.338480098219372e-07
Position 993: 3.672377285203208e-07
Position 502: 1.6340610190411635e-07
Position 1263: 4.638145203616908e-08
Position 1235: 2.2941191721798105e-09
Position 1066: 2.1161405067663468e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9059488743950133
Position 1272: 0.7896295743298384
Position 2251: 0.6654779380563964
Position 698: 0.644306351281678
Position 1493: 0.3753196744935639
Position 1787: 0.17938289553830414
Position 730: 0.08508162792814969
Position 1288: 0.06881482127921217
Position 814: 0.06423626250488482
Position 681: 0.04068933214234446
Position 2041: 0.03664253876951406
Position 980: 0.03490910901890535
Position 535: 0.030320975626792562
Position 2113: 0.02965090947004119
Position 2232: 0.02781935135706289
Position 1309: 0.02570473333189142
Position 1302: 0.02030854496942695
Position 703: 0.01811076878297155
Position 2094: 0.016130120636102117
Position 1871: 0.015432357370447085
Position 606: 0.014354563382953276
Position 1921: 0.009233062651381007
Position 1366: 0.00916777283007921
Position 645: 0.00806882660361706
Position 1714: 0.00661843603963009
Position 1050: 0.005548808004686793
Position 1669: 0.005446857352629057
Position 984: 0.005011413862706899
Position 1647: 0.004153613171119398
Position 1843: 0.0037694794872669074
Position 1541: 0.003557480140626573
Position 230: 0.003423866089290772
Position 1495: 0.0032992232980875577
Position 198: 0.0029775666889487046
Position 1314: 0.0027835199812787288
Position 791: 0.002704091380415094
Position 1185: 0.0025736193916007398
Position 1335: 0.002084770570727337
Position 1581: 0.0020441997940470304
Position 843: 0.0018684595289555567
Position 1099: 0.0018644895597896246
Position 2054: 0.0017826928581762768
Position 928: 0.0010428111699127165
Position 1223: 0.001039589969711015
Position 737: 0.0010323746594959203
Position 1317: 0.0010088313576711706
Position 1557: 0.0007769822244155883
Position 1988: 0.0007760322623943816
Position 1564: 0.0006929484147433178
Position 1740: 0.0006023090585852153
Position 2017: 0.0006020119505580038
Position 1834: 0.0005845257043792262
Position 336: 0.0005612645019847485
Position 899: 0.0005349683655016077
Position 1015: 0.0003774496467640253
Position 2273: 0.00037510915029709545
Position 1102: 0.0003720786305225171
Position 1674: 0.00036481929383065464
Position 1029: 0.00035913379557499025
