Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  1000
Partition function (log Z): 1.094465319104874

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9747201878912067
Position 7694: 0.9472154965731737
Position 6152: 0.9160261549865265
Position 8203: 0.8887956653562556
Position 6322: 0.4479330885562362
Position 6331: 0.2896427322367792
Position 8568: 0.26715896690908775
Position 6700: 0.2095768030852455
Position 8615: 0.17366720564041765
Position 8642: 0.1280379743887494
Position 2559: 0.12768515322741703
Position 9542: 0.12347253729216644
Position 6397: 0.09149880295699339
Position 2386: 0.08344596463771603
Position 6468: 0.04948348324275262
Position 9237: 0.046034480360497586
Position 6296: 0.035693679697117044
Position 6505: 0.023264340220281197
Position 4515: 0.0215118430570443
Position 246: 0.020758292787775964
Position 3670: 0.020172974593722665
Position 4412: 0.01989050170161805
Position 5322: 0.019033998771015706
Position 5538: 0.015568458390150704
Position 3660: 0.014880222200990624
Position 4709: 0.014306936958418595
Position 6809: 0.013739900527921647
Position 1025: 0.012818339517357757
Position 606: 0.011504246710199019
Position 4680: 0.010337450437040395
Position 4638: 0.009725156219853166
Position 9509: 0.0076406820880037096
Position 6165: 0.007578002717596489
Position 3486: 0.007329753129097248
Position 1550: 0.006936634405810774
Position 5179: 0.006272999262095768
Position 2823: 0.0059508064697793486
Position 2403: 0.005307992089959904
Position 9924: 0.005153963775079822
Position 4420: 0.0036898953333385025
Position 9182: 0.003369754776345923
Position 5088: 0.0024554157607225477
Position 8271: 0.0018983584273574
Position 600: 0.0018475042434773126
Position 8041: 0.001732322796949258
Position 47: 0.0015930180130867982
Position 6359: 0.0015183629575456115
Position 4496: 0.0015035624089970718
Position 4093: 0.001418403974014933
Position 4535: 0.0014000385356634163
Position 1047: 0.001391155562755527
Position 2399: 0.0013699870928368335
Position 8557: 0.0013675393389826324
Position 3168: 0.0011019149573892907
Position 8000: 0.0008585375473585696
Position 2961: 0.0008502878327703363
Position 4924: 0.0007877288829739944
Position 6134: 0.000624944669876005
Position 6188: 0.0006112389935956789
Position 8317: 0.0006063522235494715
Position 8019: 0.0005242090030107996
Position 9299: 0.0004838873256445965
Position 6423: 0.00043722257907662717
Position 1332: 0.0003964695403359091
Position 9824: 0.0003613190343801553
Position 7974: 0.0003556949140669273
Position 9546: 0.0003550746671386469
Position 7764: 0.0003335979812824391
Position 8012: 0.0003120898847964986
Position 6538: 0.0002964738599530839
Position 8871: 0.00028882109836300327
Position 8323: 0.00024243036256136753
Position 1207: 0.00024020183663084094
Position 4153: 0.00022221109613789435
Position 8585: 0.00020093360398822533
Position 464: 0.0001993370923306289
Position 9737: 0.00019211182843844636
Position 6156: 0.00018402672947813526
Position 1991: 0.0001835132104274055
Position 7686: 0.00017409074799278553
Position 8311: 0.00016029678954839778
Position 4164: 0.00016016111018093734
Position 6533: 0.0001542698869776224
Position 7220: 0.00014285645790429753
Position 8732: 0.00013774655642192468
Position 8313: 0.0001320567766339464
Position 6473: 0.0001261249806463112
Position 7957: 0.00012542756998099887
Position 42: 0.000122842840762241
Position 697: 0.00012162416583589013
Position 7092: 0.00011573763232183682
Position 4913: 0.0001091474180313588
Position 7725: 0.00010370894329696234
Position 174: 0.00010249985586291165
Position 6352: 0.00010104864455884212
Position 3905: 9.728285287225861e-05
Position 1172: 9.720772287099718e-05
Position 8582: 8.932061168064303e-05
Position 4333: 8.850137620713451e-05
Position 5102: 8.48394840897379e-05
Position 2675: 7.350377898573139e-05
Position 3477: 6.923784984345349e-05
Position 1941: 6.397477503934787e-05
Position 1923: 6.308785598975536e-05
Position 6717: 6.29587135566181e-05
Position 4860: 6.273254338821871e-05
Position 324: 6.083921512703841e-05
Position 6912: 6.0559990792265385e-05
Position 6820: 5.812872331177003e-05
Position 4342: 5.765120668581109e-05
Position 1286: 5.0260046043162064e-05
Position 4850: 4.737023192205814e-05
Position 641: 4.135836607720477e-05
Position 1552: 3.571677274016203e-05
Position 2990: 3.476464828989363e-05
Position 5285: 3.4451342355058825e-05
Position 7667: 3.1335609564309094e-05
Position 3457: 3.092063777728308e-05
Position 1098: 2.9765586174183117e-05
Position 4401: 2.9267657619900365e-05
Position 1870: 2.7999076900889306e-05
Position 2508: 2.7100580041782764e-05
Position 5797: 2.6972978597800764e-05
Position 1845: 2.6672897877961432e-05
Position 1814: 2.554767745296923e-05
Position 9200: 2.502545837723626e-05
Position 1796: 2.485982340179047e-05
Position 4486: 2.40717125333841e-05
Position 1904: 2.3385585294906505e-05
Position 5126: 1.938996995094268e-05
Position 9119: 1.7478428569756568e-05
Position 230: 1.7013402111898125e-05
Position 1806: 1.697054630549314e-05
Position 3434: 1.632953786377511e-05
Position 621: 1.5143891236011492e-05
Position 2316: 1.308931811354733e-05
Position 7353: 1.2908604591966095e-05
Position 263: 1.2182007415734779e-05
Position 1236: 1.0749761576973702e-05
Position 3955: 9.697387095916856e-06
Position 6526: 9.692528706004093e-06
Position 1591: 9.667378600293586e-06
Position 2275: 9.594277721282276e-06
Position 438: 9.406225167851057e-06
Position 4132: 9.14567817925934e-06
Position 3337: 8.497699105854926e-06
Position 650: 8.344079202121847e-06
Position 1185: 8.210651844514832e-06
Position 3283: 7.871286005380406e-06
Position 1307: 7.275492172214451e-06
Position 1714: 6.855017073021867e-06
Position 6233: 6.567241165849054e-06
Position 55: 6.186316985776872e-06
Position 952: 5.916623201300289e-06
Position 7404: 5.606017062124819e-06
Position 1897: 5.312936994143523e-06
Position 1400: 5.2256310430864936e-06
Position 2045: 4.871567078275829e-06
Position 8348: 4.494819998246696e-06
Position 911: 4.400233543585447e-06
Position 6556: 4.019078327291822e-06
Position 550: 3.94970434258421e-06
Position 7101: 3.4608024735671008e-06
Position 890: 3.2707728451457144e-06
Position 949: 3.242555978110584e-06
Position 1729: 2.274393817289327e-06
Position 8695: 1.831372198614098e-06
Position 2198: 1.599604605960969e-06
Position 417: 1.0546141879895208e-06
Position 577: 8.763481401684995e-07
Position 232: 8.256481359089771e-07
Position 331: 4.3391139721190926e-07
Position 348: 3.59940092962166e-07
Position 1355: 1.5713203344709678e-07
Position 272: 1.4270306470625615e-07
Position 118: 1.0224115133828529e-07
Position 235: 1.0138421007445013e-07
Position 430: 6.449062247010769e-08
Position 358: 5.410836878505764e-08
Position 2725: 4.912681136426122e-08
Position 9076: 4.6512262047763576e-08
Position 8602: 3.928531387432784e-08
Position 396: 3.822687217789483e-08
Position 37: 2.7987451725906845e-08
Position 382: 1.4776345983357635e-08
Position 1234: 5.512489943714954e-09
Position 333: 5.301186184891251e-09
Position 813: 4.522459511124077e-09
Position 1154: 3.802401269929259e-09
Position 384: 9.560133564209683e-10
Position 8431: 1.1656870383387268e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.962185694472957
Position 6222: 0.9238607643759323
Position 7613: 0.6910720717900977
Position 6075: 0.6485855774703482
Position 8725: 0.4184037913180952
Position 8455: 0.34096612882247423
Position 6053: 0.22795490872401075
Position 10025: 0.20901037852722706
Position 7537: 0.16597167516099223
Position 8424: 0.15060873824684753
Position 9373: 0.14477993506812506
Position 6600: 0.12373394692717568
Position 9391: 0.1178254102046391
Position 2339: 0.10655040392333698
Position 2272: 0.0919374677281062
Position 6583: 0.06541652138801243
Position 4257: 0.05039634659747361
Position 8838: 0.049930891293919595
Position 9099: 0.04889453423737203
Position 8521: 0.042495345582060695
Position 8518: 0.04081927548162323
Position 6251: 0.030666511543432952
Position 6026: 0.029045138167858406
Position 9171: 0.026243648440237934
Position 7557: 0.022352399400475207
Position 6097: 0.01938489294274145
Position 9757: 0.01760493019630622
Position 3319: 0.014891760620246147
Position 7629: 0.014525609439003067
Position 4601: 0.01356217521278527
Position 8971: 0.012655013460049245
Position 5205: 0.011717599284529312
Position 5396: 0.01082941570208838
Position 3601: 0.010560098441858339
Position 3432: 0.010426111312180348
Position 5254: 0.009749091219498778
Position 7269: 0.009601445795661714
Position 7506: 0.009595315817526272
Position 527: 0.009095431857144988
Position 4615: 0.008713908509329755
Position 7319: 0.007981862630071031
Position 6231: 0.007523840318261279
Position 9780: 0.007402438411536591
Position 7644: 0.007340052705453961
Position 9069: 0.007242458706317502
Position 2474: 0.00698414399994667
Position 8353: 0.006760022700936625
Position 9736: 0.006749579102564429
Position 7407: 0.00653422464705488
Position 9104: 0.005678179914874189
Position 7865: 0.005638203978552283
Position 7448: 0.005226213606088139
Position 865: 0.005157168201649787
Position 9687: 0.0050411566120839345
Position 5087: 0.004789910555155804
Position 1396: 0.0046746550662604275
Position 2299: 0.004422020711190525
Position 8548: 0.004236639053131019
Position 4375: 0.0041417088756854105
Position 4308: 0.0037955535999021957
