Gene = Clpx
index = 272
Annotated 5SS: [  306  5805  7706 14363 16052 17880 22561 23234 24492 26724 28584 30040
 32629]
Annotated 3SS: [ 5640  7587 14207 15891 17837 22383 23068 24402 26558 28283 29946 32521
 35553]
SMsplice 5SS: [  306  5805 14142 14363 22561 23234 24492 26724 30040 32629]
SMsplice 3SS: [ 5640 14068 14207 22383 23068 24402 26558 29946 32521 35553]
top_k =  1000
Partition function (log Z): -21.106273918644057

Sorted 5' Splice Sites (High to Low Probability):
Position 306: 0.9592725284916611
Position 5805: 0.8410048381162119
Position 14142: 0.7009784973336451
Position 14363: 0.6133698384798881
Position 16052: 0.2987824636005761
Position 7706: 0.2590223801576058
Position 10392: 0.23834892395179685
Position 4453: 0.13513642865449949
Position 1203: 0.0798668716817505
Position 1008: 0.04726112382716471
Position 42: 0.04416466466445059
Position 4479: 0.022323696338238396
Position 3880: 0.019831464539479343
Position 4449: 0.01673520455040899
Position 3872: 0.016086682839758858
Position 3659: 0.015008471149749394
Position 15029: 0.014231026071797534
Position 9476: 0.01251028547281228
Position 3117: 0.011596634812912173
Position 2283: 0.010614441342576428
Position 3893: 0.009994146879584283
Position 3518: 0.009537531684058059
Position 450: 0.009055013017998905
Position 2041: 0.007496321533418998
Position 2969: 0.006565859031310884
Position 785: 0.00654524063366623
Position 1244: 0.005703720688150586
Position 2575: 0.005679408819507655
Position 468: 0.005295133759056945
Position 8952: 0.004492493537101899
Position 1947: 0.004486628413806527
Position 693: 0.0036431523387708826
Position 5093: 0.0032439168526578353
Position 4457: 0.0031526788340271927
Position 1730: 0.0028617126423526513
Position 5325: 0.0026268926243715944
Position 3403: 0.0024903705774746254
Position 1338: 0.002133802269783639
Position 6889: 0.001650400578055206
Position 5641: 0.00145129626828077
Position 5535: 0.0012151503184685134
Position 2803: 0.0012038875610274492
Position 3098: 0.0011657906144373668
Position 8387: 0.0010415743507658538
Position 3848: 0.000828971703170333
Position 3758: 0.0007681494393341141
Position 4352: 0.0007666377142617276
Position 1209: 0.0007655945505090027
Position 1018: 0.0005030978531589452
Position 3461: 0.0004499859909788911
Position 541: 0.0004466903867881904
Position 8129: 0.00043221383872722984
Position 5039: 0.00039020171568532466
Position 1265: 0.0003731888364945827
Position 5243: 0.00035456717950612727
Position 91: 0.00032410533571132846
Position 171: 0.0003198518304262336
Position 2350: 0.0003118015261758697
Position 2746: 0.0002817474168276867
Position 3733: 0.0002715797352817622
Position 1708: 0.00027125471710126185
Position 10493: 0.00026996772311957125
Position 7928: 0.0002421064620727682
Position 2696: 0.00024111104626117863
Position 314: 0.00023805233248199432
Position 3542: 0.00023321956153979164
Position 990: 0.0001952545975778732
Position 3722: 0.00018439455799761854
Position 3047: 0.0001645599105830243
Position 2278: 0.00015545856420347352
Position 7610: 0.0001547359037003493
Position 1409: 0.00014212468870543416
Position 2405: 0.00013860534331845697
Position 5: 9.695129797216521e-05
Position 7673: 9.323994945249088e-05
Position 7643: 6.322894006139335e-05
Position 564: 5.885697573194748e-05
Position 56: 5.380082226227801e-05
Position 328: 4.573640894526933e-05
Position 141: 2.9287212862051447e-05
Position 737: 1.3572388075317102e-05
Position 352: 1.1343398868712437e-05
