Gene = Tex36
index = 1072
Annotated 5SS: [ 191 6955 7753]
Annotated 3SS: [ 6822  7671 14580]
SMsplice 5SS: [ 191 6495 6955]
SMsplice 3SS: [ 6399  6822 14580]
top_k =  1000
Partition function (log Z): -9.092581595929243

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9351434656211491
Position 6955: 0.757931406948921
Position 6495: 0.4234475558796554
Position 6640: 0.24478088803212467
Position 3325: 0.19779728862257195
Position 12331: 0.10774966037830185
Position 7787: 0.09349873210431295
Position 6913: 0.09031492812624746
Position 5538: 0.08906068830929603
Position 7753: 0.08733998741774901
Position 658: 0.08324749190964612
Position 893: 0.08033863571644655
Position 809: 0.041498219718198406
Position 2054: 0.038773952358764005
Position 6499: 0.03305706905836349
Position 14174: 0.02860834450839661
Position 14169: 0.028051475582790968
Position 3302: 0.027837603654176857
Position 1043: 0.02676508552337007
Position 3045: 0.02654430883521426
Position 473: 0.022550787031656725
Position 9595: 0.02001483098246291
Position 9642: 0.016809505110113417
Position 8756: 0.01552251612125632
Position 3155: 0.01375488164270658
Position 3885: 0.011984664356042759
Position 1648: 0.010676284090910879
Position 7194: 0.010397898619437526
Position 1488: 0.010233229492826975
Position 784: 0.008009358721106204
Position 5430: 0.0053042748753222135
Position 13428: 0.005015792559520242
Position 3986: 0.004742968508670842
Position 7005: 0.004641125498341158
Position 6964: 0.004540892800474664
Position 5680: 0.00450241357089487
Position 2755: 0.004396764003735609
Position 5413: 0.0040744008200568225
Position 6491: 0.004026676117234554
Position 1087: 0.003998299554834104
Position 7189: 0.0038338170302428774
Position 5713: 0.003332414569916313
Position 14161: 0.003284549129468077
Position 5447: 0.0023613620460525616
Position 5515: 0.002306039096145379
Position 3712: 0.002300220683338793
Position 5605: 0.00218381680601237
Position 7146: 0.001779994248015819
Position 3356: 0.0017357401115995986
Position 5075: 0.0013557255668896252
Position 4429: 0.0012759170802054598
Position 4335: 0.001080236144278642
Position 7244: 0.0010276428030811752
