Gene = 3110082J24Rik
index = 46
Annotated 5SS: [  80 1024]
Annotated 3SS: [ 671 2167]
SMsplice 5SS: [  80 2085]
SMsplice 3SS: [1910 2167]
top_k =  1000
Partition function (log Z): -7.537152298200869

Sorted 5' Splice Sites (High to Low Probability):
Position 2085: 0.6340330570718854
Position 80: 0.6306526630167146
Position 307: 0.3417868198097844
Position 296: 0.12445305198488363
Position 602: 0.05401476529283659
Position 1574: 0.03199468275898995
Position 262: 0.030305608490658966
Position 1024: 0.028926462420087277
Position 120: 0.019528775309131323
Position 236: 0.010974124123771661
Position 1262: 0.008384105185763735
Position 339: 0.007537088971714293
Position 225: 0.007121832438800579
Position 679: 0.006845353584840846
Position 1750: 0.006808912834261691
Position 1639: 0.006259996753789246
Position 2058: 0.005768698546888556
Position 1365: 0.0038982305923736934
Position 814: 0.003027847763243356
Position 1737: 0.0027652195650061844
Position 1995: 0.001772738916944447
Position 1090: 0.0015202359930953334
Position 732: 0.0015144152482216644
Position 1069: 0.0015119443559531284
Position 97: 0.0010916109827684034
Position 2068: 0.001083938705499994
Position 583: 0.0008350910527871739
Position 2097: 0.0005701362410170733
Position 523: 0.00028007792029598633
Position 686: 0.0002568131954239097
Position 1246: 0.0002161715181317171
Position 481: 0.00021485155117798762
Position 2007: 0.0001696030090590752
Position 934: 0.00013347977772326007
Position 122: 0.00012672057318095933
Position 124: 0.00010497805152044475
Position 821: 8.922881633915638e-05
Position 1050: 8.792576152944941e-05
Position 1692: 8.648441716659721e-05
Position 1550: 8.588186989593747e-05
Position 462: 8.050439727571372e-05
Position 842: 7.763076898606871e-05
Position 126: 4.8371810226235274e-05
Position 1584: 4.180541973144823e-05
Position 1595: 3.877902498780243e-05
Position 2045: 3.5998458942381585e-05
Position 1617: 3.574227495434397e-05
Position 1629: 3.498318897312303e-05
Position 33: 1.4866508465794769e-05
Position 380: 6.618887879792496e-06
Position 444: 3.0117610993044505e-06
Position 279: 2.7272126288495368e-06
Position 474: 2.4966211098589564e-06
Position 1032: 2.0199503306065855e-06
Position 141: 1.3510418545825186e-06
Position 586: 1.1328528981374641e-06
Position 282: 6.794477432027413e-07
Position 128: 6.112258533658974e-07
Position 606: 5.211895130802164e-07
Position 214: 4.762373538247843e-07
Position 130: 4.7061916294858525e-07
Position 5: 3.757401435133367e-07
Position 148: 3.8160529624687055e-08
Position 526: 6.004795514332752e-09
Position 185: 3.238326344794044e-09
Position 193: 1.7073530083030814e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2167: 0.7521321462476847
Position 1910: 0.48772908790326247
Position 168: 0.1828980118367722
Position 1995: 0.17237426679784362
Position 1861: 0.08158497915407319
Position 671: 0.07869780172586814
Position 1465: 0.03770710346528396
Position 1956: 0.03479844335352444
Position 203: 0.019573684390006847
Position 1573: 0.017601335242419865
Position 1121: 0.01261425695910549
Position 2229: 0.012593371585457366
Position 210: 0.011848152539716817
Position 2238: 0.00619024782734961
Position 1331: 0.006000521728296101
Position 403: 0.0049367676546240285
Position 427: 0.004822455144319956
Position 2268: 0.004059597372376434
Position 532: 0.003756356750601236
Position 462: 0.003664796586793778
Position 180: 0.0030507231063630837
Position 577: 0.0027229716720849773
Position 230: 0.0023695511845301933
Position 1676: 0.0022964789441403803
Position 185: 0.0019428684082192166
Position 1885: 0.0018753240287880482
Position 1744: 0.001597379228650146
Position 2382: 0.0014820921683221765
Position 391: 0.0013529306303990867
Position 1143: 0.0012431131995471047
Position 890: 0.0012294931883524254
Position 2134: 0.0011806303517102473
Position 910: 0.0010032938458820197
Position 764: 0.0009716097227681188
Position 1534: 0.0009594366414676504
Position 2172: 0.0009080537814514387
Position 2208: 0.0008585246466013996
Position 2188: 0.0008504114689102583
Position 487: 0.0007968731043538266
Position 759: 0.0007076208377626806
Position 962: 0.0006300014007713916
Position 538: 0.0006268923131581118
Position 1961: 0.0006195731346870003
Position 785: 0.0005945188160250548
Position 852: 0.0005499512461194402
Position 535: 0.0005265720284713558
Position 842: 0.0004850074468925484
Position 1023: 0.00048455142565260144
Position 2029: 0.0004561255084096903
Position 508: 0.00045203673349453183
Position 1749: 0.0004044194839595112
Position 2088: 0.0003981540336255722
Position 2244: 0.00036442474625007814
Position 363: 0.00035747239009764154
Position 696: 0.00035706285714600056
Position 1550: 0.00032495200392665294
Position 2281: 0.00030659799613132216
Position 1480: 0.0002923733233910332
Position 1176: 0.00024622352082246746
Position 495: 0.0002382464658083003
Position 773: 0.00023353114280776175
Position 1915: 0.00022728791571252478
Position 1624: 0.0002123938879480991
Position 2146: 0.0001941509600825216
Position 624: 0.00018570326436523625
Position 737: 0.00018312939804026186
Position 2004: 0.00017470068265769246
Position 220: 0.00017428921970690986
Position 235: 0.00015112236161354904
Position 544: 0.00014134548901161446
Position 2007: 0.00013719980125814416
Position 353: 0.00012278042865376002
Position 2111: 0.00012110173145624549
Position 1655: 0.00011732505550409515
Position 253: 0.00010803360648108623
Position 288: 9.863839877674258e-05
Position 606: 8.679490926867546e-05
Position 2185: 8.207906759783995e-05
Position 2397: 7.495889755541166e-05
Position 1794: 7.45233656873222e-05
Position 498: 7.119554703604911e-05
Position 1485: 6.885098801415319e-05
Position 1488: 6.066448333033311e-05
Position 1498: 5.23231569745367e-05
Position 731: 5.22928805135263e-05
Position 375: 4.850552617200522e-05
Position 306: 4.293919760964122e-05
Position 1102: 3.861054863549401e-05
Position 393: 3.781819836809387e-05
Position 915: 3.77866403846697e-05
Position 2199: 2.3839744134809724e-05
Position 265: 2.2275768645194286e-05
Position 246: 2.2057097063443196e-05
Position 941: 2.175394147856234e-05
Position 2265: 1.6926927509225477e-05
Position 1579: 1.3997667026484126e-05
Position 717: 9.33833976431274e-06
Position 615: 9.258154343269632e-06
Position 290: 4.066903869848538e-06
Position 581: 3.5128971397161254e-06
Position 1181: 2.4807684523615843e-06
Position 547: 2.1626366457635927e-06
Position 1266: 1.4381248339476156e-06
Position 1246: 1.375869787212731e-06
Position 313: 1.1300073309831527e-06
Position 271: 1.105419717604746e-06
Position 1132: 8.02249819014657e-07
Position 692: 7.893074685743534e-07
Position 409: 7.831695982666392e-07
Position 335: 4.432394810625248e-07
Position 557: 4.0636831684464144e-07
Position 552: 2.56406271172507e-07
Position 586: 1.6095638396460116e-07
Position 710: 1.2679209861861294e-07
Position 327: 1.1041418775916967e-07
Position 1473: 1.0025812874208858e-07
Position 311: 8.595588034643856e-08
Position 321: 2.7981434965129884e-08
Position 631: 1.82842853749066e-08
Position 626: 1.7805814109925224e-08
Position 113: 6.16329604961208e-10
Position 136: 7.845435915294351e-11
Position 118: 1.6429684942193705e-11
Position 109: 2.851190210288249e-12
Position 71: 1.5220679740940246e-12
Position 79: 2.91910330928018e-14
Position 88: 2.416103640284475e-15
Position 77: 1.328619332276356e-15
