Gene = Carf
index = 200
Annotated 5SS: [   84  2857  4106 19568 20691 22730 26690 31041 34000 36225 38813 40829
 42137 42859]
Annotated 3SS: [ 2738  3877 19506 20575 22644 26499 30919 33855 35990 38649 40764 42023
 42488 45236]
SMsplice 5SS: [   91  2857  4106 10561 19568 20691 22730 26690 31041 34000 36225 40829
 42137 42296 42859]
SMsplice 3SS: [ 2738  3982 10441 19446 20575 22644 26499 30919 33921 35990 40764 42023
 42205 42708 45236]
top_k =  1000
Partition function (log Z): 5.501096835859129

Sorted 5' Splice Sites (High to Low Probability):
Position 20691: 1.000000000000003
Position 42137: 0.9762447028662747
Position 22730: 0.9324352251342134
Position 4106: 0.9239128801933643
Position 34000: 0.9152795842459359
Position 31041: 0.8818068756239128
Position 26690: 0.8623431611802683
Position 40829: 0.8212315123074643
Position 91: 0.7353898578481018
Position 10561: 0.6847686528536941
Position 42859: 0.6502820152494331
Position 42296: 0.6501514062815894
Position 2857: 0.6143519999120909
Position 36225: 0.5247620532301237
Position 38813: 0.45715257378020685
Position 40004: 0.35057211143488487
Position 7017: 0.3273027563360739
Position 10536: 0.31508363054929395
Position 36125: 0.27602361794667774
Position 84: 0.25284098225760854
Position 2822: 0.22321537772054695
Position 25708: 0.19257525681301538
Position 12887: 0.19186542605702137
Position 807: 0.17410238469232625
Position 24632: 0.17389042044213232
Position 41549: 0.1729646546059098
Position 9253: 0.16477424611692784
Position 4802: 0.15019423423081937
Position 4949: 0.14850136288834845
Position 4332: 0.136139354165564
Position 42751: 0.13114513720200924
Position 35740: 0.1283300409299627
Position 39648: 0.12740730815975035
Position 41337: 0.11556526386055106
Position 7092: 0.11288889240281255
Position 7871: 0.11088653009754332
Position 8356: 0.1031669808017717
Position 27971: 0.1019733852139631
Position 13013: 0.10151996210669934
Position 38753: 0.0995273517745562
Position 31001: 0.09173012259056523
Position 8908: 0.08392059281336992
Position 3033: 0.07994020676795828
Position 7246: 0.07938564474308933
Position 4793: 0.0751359116134302
Position 31500: 0.07288419994466214
Position 1326: 0.06652135361995648
Position 948: 0.06395097601167866
Position 42540: 0.060958260558020366
Position 9492: 0.06029391616415245
Position 26782: 0.05884883084121751
Position 1412: 0.055082493277467726
Position 42287: 0.050973727517865386
Position 8726: 0.048544397429634886
Position 940: 0.048012787272764944
Position 43832: 0.04257563510374319
Position 38359: 0.04197782113419554
Position 7890: 0.04161582287984126
Position 39186: 0.04023564127568823
Position 34597: 0.03917195314934161
Position 22123: 0.03852852203881718
Position 4614: 0.037099814461710186
Position 39632: 0.03680195496670387
Position 39965: 0.03609935569348796
Position 36208: 0.03607682529925095
Position 26652: 0.031915944567360965
Position 9113: 0.03101828098591206
Position 8716: 0.03058432276170746
Position 5035: 0.02846154147916714
Position 7074: 0.026427907127821202
Position 34224: 0.02552836625890844
Position 36917: 0.023874502199803076
Position 9066: 0.023295342318344677
Position 5394: 0.02205205342909456
Position 2346: 0.0167143490490902
Position 36154: 0.016348757763373002
Position 5674: 0.015876255393741705
Position 39782: 0.015857563136197145
Position 7204: 0.014942112062854186
Position 8021: 0.014603185231190953
Position 22518: 0.014077762340054232
Position 45683: 0.012878272326357664
Position 44653: 0.0111053717194262
Position 752: 0.010923393413789183
Position 8058: 0.010454141164225737
Position 42141: 0.010156490477358211
Position 995: 0.009310446640733844
Position 40412: 0.007769645194017474
Position 2291: 0.0075621918038042
Position 32606: 0.006203385782305053
Position 44257: 0.0058450953942182655
Position 41790: 0.005797937885038962
Position 1271: 0.00573383987721412
Position 10376: 0.005240330176615794
Position 26530: 0.005186576419458532
Position 9804: 0.004813624097992185
Position 4789: 0.004737400949086734
Position 41748: 0.0043677664520891625
Position 46740: 0.003951057559425642
Position 35994: 0.003824190480943433
Position 34538: 0.003774768454001686
Position 26248: 0.003762087904210769
Position 36140: 0.00344434519453852
Position 36201: 0.0033857523349549623
Position 43402: 0.003138958112113565
Position 37372: 0.0030202875938689523
Position 43168: 0.0029696873105816016
Position 2351: 0.0029514582752614683
Position 6639: 0.002858334131109695
Position 2360: 0.002797425914952648
Position 42546: 0.002298665326557027
Position 42591: 0.0021174145832706967
Position 3443: 0.0019108239800837844
Position 42789: 0.0017103779525407764
Position 323: 0.0016622947582034197
Position 42631: 0.0016254796965494134
Position 43188: 0.0015602322818962539
Position 36288: 0.0015008094210359909
Position 1991: 0.0012927252404950017
Position 35176: 0.0012217911597637477
Position 566: 0.0010429103721932217
Position 45442: 0.0010380091514579992
Position 2354: 0.001023229399982889
Position 35545: 0.0009655311703462625
Position 655: 0.0009317716296473875
Position 45321: 0.000905066600067787
Position 42497: 0.000784535977066123
Position 34743: 0.0007270660691877434
Position 1127: 0.0007178556796948727
Position 2829: 0.000679462251526214
Position 44635: 0.0006291120536649127
Position 33539: 0.0005121383466522558
Position 4393: 0.00048243331929350233
Position 4797: 0.0004690387138377695
Position 3128: 0.00045901467696634577
Position 4713: 0.0004242587162885513
Position 33438: 0.0004114386159691067
Position 4783: 0.0004089902262617533
Position 4770: 0.00040252754105458803
Position 35761: 0.0003864543198845079
Position 7056: 0.0003852649573150834
Position 5039: 0.00035413609067305827
Position 4674: 0.0003326179211400658
Position 2596: 0.00030618217865763264
Position 502: 0.0003013403757837439
Position 38874: 0.0002726309714486978
Position 4628: 0.0002539394250725643
