Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  1000
Partition function (log Z): 47.01045996508598

Sorted 5' Splice Sites (High to Low Probability):
Position 18806: 0.9912142296460078
Position 3169: 0.9891681696190499
Position 2785: 0.9838298938671913
Position 18649: 0.9549489889668807
Position 18977: 0.9467749813002657
Position 7559: 0.9270898728631256
Position 9040: 0.9137795935768207
Position 8728: 0.9008352136813428
Position 1709: 0.8985194145096628
Position 19227: 0.8953743564854136
Position 9239: 0.8898208002142318
Position 7777: 0.8885466909069486
Position 3408: 0.835524234571636
Position 9702: 0.8089402248946411
Position 10129: 0.744003683464528
Position 263: 0.7050588066518065
Position 14437: 0.6948225068945133
Position 1559: 0.6686088136635622
Position 3854: 0.567104498364964
Position 17308: 0.5130429628898302
Position 1996: 0.5052642490757677
Position 64: 0.4650068189636157
Position 3846: 0.4285211530469123
Position 14247: 0.37386855001624536
Position 333: 0.23188797696572247
Position 5713: 0.20912171549852554
Position 7265: 0.20188862367182883
Position 1940: 0.19208838698740588
Position 15329: 0.1813968468420064
Position 2547: 0.17770687835592025
Position 9589: 0.1510911470342058
Position 5764: 0.12887672251279392
Position 18327: 0.11516980399798238
Position 17488: 0.11236176246026873
Position 7751: 0.08427018190867648
Position 10133: 0.0799907109610803
Position 5876: 0.0776231403845873
Position 19231: 0.07741255352744339
Position 3424: 0.07028603057040814
Position 4185: 0.06403695525014262
Position 1720: 0.06394624962894196
Position 3422: 0.061400044619889425
Position 8194: 0.05769562554440403
Position 7568: 0.048080726118882894
Position 14892: 0.039780779186391814
Position 17268: 0.03772914967555066
Position 14780: 0.03712030656593124
Position 4293: 0.034183855266353196
Position 17883: 0.033127363464738
Position 8010: 0.03231156829194628
Position 463: 0.02675207257721504
Position 14412: 0.025212733045240465
Position 16327: 0.023776998869714707
Position 1724: 0.023250472832529952
Position 18990: 0.020814384140831005
Position 18670: 0.018681945219510842
Position 8779: 0.018636839865496573
Position 7961: 0.017146285615989028
Position 13555: 0.01635643576945045
Position 1922: 0.01599040234923964
Position 15425: 0.01589453076463214
Position 2806: 0.014125998231572519
Position 14265: 0.014125174751620624
Position 14597: 0.013720517939506759
Position 3337: 0.013536361337706556
Position 2353: 0.011087832440461977
Position 7532: 0.009804760564160707
Position 2349: 0.00951880658458746
Position 7186: 0.00902750478658163
Position 7539: 0.0085882212084211
Position 18993: 0.008562792181160347
Position 10056: 0.008377534629267406
Position 15964: 0.008272715598765057
Position 16283: 0.008034452757656243
Position 9715: 0.007918430787523181
Position 12212: 0.007785716047982704
Position 9014: 0.007577407343369311
Position 3505: 0.0074080522845099885
Position 5421: 0.006584188284603059
Position 14194: 0.006411387811986276
Position 10137: 0.006370277597029754
Position 3433: 0.006240153841390053
Position 1872: 0.006051871245202807
Position 2020: 0.005962400007429587
Position 19435: 0.005669807597092633
Position 12245: 0.005382245993986869
Position 9056: 0.00482530131126241
Position 383: 0.004784164712977672
Position 10168: 0.004431369320180712
Position 3649: 0.00442990262627552
Position 19006: 0.004264753573580161
Position 5220: 0.004167629687393806
Position 12236: 0.003926043016696803
Position 1841: 0.0031836602317884626
Position 1731: 0.0029342497644532927
Position 18599: 0.0026603069611064413
Position 1573: 0.0024928720428226167
