Gene = BC048562
index = 160
Annotated 5SS: [  98 2056 8775]
Annotated 3SS: [1941 8717 9183]
SMsplice 5SS: [  98 2056 8775]
SMsplice 3SS: [1941 8717 9204]
top_k =  1000
Partition function (log Z): -10.135109338244227

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.7813344757760272
Position 8775: 0.5393033325323869
Position 2056: 0.5086975664975237
Position 2890: 0.43424934625720174
Position 78: 0.09749023659905147
Position 7897: 0.08588433957111286
Position 3169: 0.08181420722369348
Position 4370: 0.08021365644962995
Position 3118: 0.06694481204843204
Position 673: 0.06427202366885354
Position 1893: 0.057853494358522724
Position 265: 0.04303433872103807
Position 2051: 0.040991452664606215
Position 459: 0.022649902295904713
Position 4470: 0.02155454967290553
Position 8845: 0.017219594845527587
Position 8674: 0.013623587163614316
Position 2075: 0.012288104756668295
Position 190: 0.011352440816374144
Position 9065: 0.00910042402828118
Position 797: 0.006958251483456311
Position 427: 0.006415074510300702
Position 1542: 0.00617804771388091
Position 491: 0.005973763262684661
Position 5433: 0.005891928003326856
Position 278: 0.00582157312512567
Position 3671: 0.005718505403623269
Position 5438: 0.00503093485058385
Position 1411: 0.004002706147559503
Position 3473: 0.0034832569244806506
Position 329: 0.0034685876628019097
Position 7190: 0.003358158864166341
Position 2937: 0.0033432239591858746
Position 1503: 0.00303505176555717
Position 9272: 0.002714640695408185
Position 412: 0.002540653658518671
Position 162: 0.001912855787480972
Position 1709: 0.0018533599369971424
Position 3477: 0.0015810022358035312
Position 2257: 0.0015234089470849243
Position 8871: 0.0014749437229644436
Position 741: 0.0012646626517355474
Position 1823: 0.0011385555507072301
Position 104: 0.0010946940682849014
Position 4464: 0.0010407663441674032
Position 645: 0.0009206639468596768
Position 1849: 0.0005831016712766721
Position 296: 0.0005276146866561638
Position 285: 0.0004639601812357515
Position 1084: 0.00044841564091990533
Position 722: 0.0003754079521834179
Position 1717: 0.0003730828529892299
Position 1985: 0.00033779507901161935
Position 1869: 0.0003311179829026688
Position 1535: 0.000319746888645956
Position 1876: 0.0002835038098295299
Position 1815: 0.000237395008242337
Position 370: 0.00022484851686431162
Position 41: 0.00021095010655878787
Position 16: 0.00017878836823100554
Position 1341: 0.00017290640348715023
Position 515: 0.00016519932157687498
Position 1358: 0.00015731817500622136
Position 1495: 0.00014369021476026415
Position 1763: 0.0001359989032444253
Position 2692: 0.00012134426882823231
Position 2695: 0.00010823531800220859
Position 1696: 0.00010151063302198815
Position 885: 9.656271307666427e-05
Position 2671: 9.54200541838234e-05
Position 2065: 9.232875523265365e-05
Position 777: 9.14565499919387e-05
Position 1634: 6.852055252363354e-05
Position 520: 5.239952290147807e-05
Position 2132: 5.0260948614210874e-05
Position 1973: 3.7418147972650626e-05
Position 1400: 3.559140595771572e-05
Position 1803: 3.0439748885340186e-05
Position 3862: 2.2725173405846374e-05
Position 2037: 1.93946643224439e-05
Position 2278: 1.724582619642689e-05
Position 2365: 1.7110962497154423e-05
Position 2902: 1.538262148392826e-05
Position 452: 4.918834511602647e-06
Position 479: 4.915154881301853e-06
Position 849: 3.996965381817916e-06
Position 334: 2.376168934052365e-06
Position 143: 2.360560772785939e-06
Position 505: 1.9875771821961147e-06
Position 288: 1.9860369178672746e-06
Position 311: 1.7031973052532263e-06
Position 375: 1.5500596531900192e-06
Position 363: 1.5374490099208833e-06
Position 466: 6.371199808537963e-07
Position 1000: 5.549430950496804e-07
Position 934: 4.3862770660293223e-07
Position 634: 3.642546876552664e-07
Position 339: 3.0259509617890974e-07
Position 547: 2.916751037735244e-07
Position 651: 2.7566315404848456e-07
Position 1039: 2.5844266878604945e-07
Position 164: 2.577564394325998e-07
Position 63: 2.0173814218339144e-07
Position 468: 1.264305133031193e-07
Position 764: 1.1691128846740603e-07
Position 779: 5.3889483040103654e-08
Position 867: 5.1223683148768014e-08
Position 1444: 1.5510244716559238e-08
Position 540: 3.485267643041809e-09
Position 788: 1.674043254866673e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8717: 0.6646278821887621
Position 9204: 0.5430705189239088
Position 1941: 0.5309403484603398
Position 2761: 0.459087238560598
Position 8614: 0.1488012260649763
Position 7778: 0.08551560648274376
Position 4205: 0.07807934050921637
Position 1745: 0.053628060479604105
Position 3099: 0.04983873745629532
Position 2976: 0.04229500528888727
Position 3021: 0.041303088433296095
Position 5351: 0.037014183725374565
Position 8975: 0.03298363967689309
Position 215: 0.026370038908528765
Position 9121: 0.024384244175119585
Position 4324: 0.0226004208421837
Position 1972: 0.02227472698890438
Position 3552: 0.019600845720645386
Position 589: 0.016838562650782103
Position 1245: 0.012904131793557438
Position 4036: 0.012079004872344867
Position 7039: 0.010443448204261303
Position 5262: 0.009076469706209836
Position 1608: 0.007740274060867151
Position 2920: 0.006715001986863788
Position 8941: 0.0065732070841553174
Position 305: 0.006544929255825245
Position 2973: 0.006462537705895984
Position 9183: 0.006437504463827405
Position 9381: 0.005979152840919991
Position 7690: 0.005138538041629158
Position 1696: 0.00479106178432743
Position 559: 0.004010589336167285
Position 3389: 0.003940773748424868
Position 5610: 0.0033918461014022
Position 479: 0.0032078428001534763
Position 4064: 0.0031703852369835165
Position 9372: 0.0031087724589960878
Position 1815: 0.0027348790389984294
Position 1949: 0.0027294031704016876
Position 3908: 0.002648569890922469
Position 3033: 0.0026298037583707174
Position 2991: 0.0024952987743234838
Position 3368: 0.002370817503594577
Position 3078: 0.0023678172499185524
Position 4343: 0.0021946076098557548
Position 2771: 0.0021550503796717974
Position 1525: 0.00203710507906029
Position 9001: 0.0018980910868657628
Position 7108: 0.0017406080526103133
Position 2813: 0.0017056899830076098
Position 3972: 0.001678911371172281
Position 2147: 0.0014787811888020126
Position 6217: 0.0013217152750204211
Position 6601: 0.0012518099554751972
Position 179: 0.001241628147702177
Position 5506: 0.0012232237318302727
Position 1788: 0.0011662722312688893
Position 2592: 0.0011602879671553368
Position 3580: 0.0011276314962409078
Position 3352: 0.0010214045255417343
Position 1461: 0.0010155271240158178
Position 515: 0.0009797650065456686
Position 7924: 0.0008099405668129506
Position 1699: 0.0007745497657097526
Position 2863: 0.0007309504881975658
Position 4546: 0.0007139360405625422
Position 1289: 0.0007060137149793637
Position 4747: 0.0006781053691867962
Position 5235: 0.0006752087271791771
Position 2998: 0.0006675060190421541
Position 353: 0.0006224492706919229
Position 5555: 0.0006161868196872377
Position 4013: 0.0005975128376039848
Position 484: 0.000594345224018835
Position 490: 0.0005561152921361708
Position 596: 0.0005180061552302105
Position 5077: 0.0005026913125626442
Position 5179: 0.0004930791654531548
Position 1666: 0.00047003076752927557
Position 3600: 0.00043403803847083837
Position 2780: 0.0004130896247355149
Position 4390: 0.0004116645660417772
Position 1887: 0.00038097499338126246
Position 5645: 0.00036018326969420694
Position 1341: 0.0003601200281753982
Position 684: 0.00033897934939197796
Position 2818: 0.0003373058926163909
Position 3824: 0.000301011488087144
Position 1083: 0.00030073754908424083
Position 6661: 0.00029542129668970425
Position 183: 0.000282356591310655
Position 2878: 0.0002462880244931503
Position 1791: 0.00024189561270413835
Position 3637: 0.00023959176322793375
Position 3924: 0.00023199949411437652
Position 2595: 0.00021087227424246863
Position 4078: 0.0002039169408156036
Position 631: 0.0001816801298359251
Position 3876: 0.00018009402888161346
Position 5290: 0.00016971587782772216
Position 2138: 0.00016144356763136104
Position 1863: 0.00015904644981412872
Position 871: 0.00014446435691823313
Position 3937: 0.0001249513591232949
Position 2032: 0.00011806933996064256
Position 268: 0.0001143238398570504
Position 1978: 0.00011429803716107255
Position 2035: 0.00010916447309745012
Position 3603: 0.00010376848767364891
Position 2110: 0.00010110264730918733
Position 3103: 7.117037776042508e-05
Position 5315: 6.664460261135945e-05
Position 1750: 6.283350185974826e-05
Position 618: 6.178462792462163e-05
Position 455: 5.7653548757919935e-05
Position 339: 5.0154683164817835e-05
Position 2889: 4.831226997829411e-05
Position 564: 4.79978294960854e-05
Position 2153: 4.564098323407423e-05
Position 2462: 3.98231515424722e-05
Position 2199: 3.8002349719965694e-05
Position 233: 3.168131019557429e-05
Position 796: 3.0803366270706306e-05
Position 1891: 3.049239323145613e-05
Position 1479: 2.95853912839442e-05
Position 412: 2.9243643986983363e-05
Position 1355: 2.7552085968057898e-05
Position 2046: 2.7547678369917283e-05
Position 4215: 2.641582398785094e-05
Position 2241: 2.193488003787897e-05
Position 519: 1.9374278598450795e-05
Position 842: 1.4615673661312138e-05
Position 1476: 8.302339434160547e-06
Position 657: 7.902613113275222e-06
Position 494: 7.864509579307317e-06
Position 329: 6.796643085129199e-06
Position 689: 6.490253619355715e-06
Position 537: 6.4800465968981334e-06
Position 189: 5.613221062253697e-06
Position 3030: 5.453268335592176e-06
Position 407: 3.839467825537465e-06
Position 1294: 1.5810226362440259e-06
Position 1580: 1.531834169338916e-06
Position 3039: 4.723057409346108e-07
Position 457: 3.1724428817296306e-07
Position 934: 2.899747488121847e-07
Position 575: 2.5645085959936225e-07
Position 571: 2.2544967993285062e-07
Position 356: 1.2392631458670658e-07
Position 1371: 7.18142524204256e-08
Position 187: 6.907359237788439e-08
Position 285: 6.412306018242696e-08
Position 463: 6.07512394214939e-08
Position 540: 5.438116815973903e-08
Position 701: 5.1542514119020726e-08
Position 196: 4.571848838646556e-08
Position 1311: 4.502890298845097e-08
Position 1867: 3.8365974820901246e-08
Position 828: 3.667777150131551e-08
Position 1530: 3.5525057645356226e-08
Position 2935: 3.4135879393101645e-08
Position 529: 3.2750455831164435e-08
Position 747: 3.2280263775084185e-08
Position 427: 1.6105310325237865e-08
Position 150: 1.5088301953525075e-08
Position 819: 8.751859271132976e-09
Position 452: 6.039859629881995e-09
Position 905: 5.3693063302547835e-09
