Gene = Nelfa
index = 742
Annotated 5SS: [  388 14568 15922 33043 34669 34826 35223 36001 37132 37402]
Annotated 3SS: [14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
SMsplice 5SS: [  388  9779 14568 15922 33043 34669 34844 35223 36001 37132 37402]
SMsplice 3SS: [ 9575 14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
top_k =  1000
Partition function (log Z): 0.00619621867543696

Sorted 5' Splice Sites (High to Low Probability):
Position 33043: 0.9999999996338755
Position 25152: 0.9999999996338751
Position 14568: 0.9945216012921725
Position 15922: 0.9811747558850844
Position 36001: 0.9699252493912851
Position 37402: 0.9580202621094351
Position 35223: 0.8741020099928888
Position 37132: 0.8385915034170967
Position 388: 0.7631958266632992
Position 9779: 0.6584986292838225
Position 6523: 0.412174519937231
Position 23463: 0.39603487186364283
Position 16386: 0.3143199710833297
Position 8115: 0.28258122903913463
Position 34844: 0.27017405550947365
Position 142: 0.20763153314400393
Position 36124: 0.20564440845332727
Position 34826: 0.17915985134248474
Position 12271: 0.10029739753600554
Position 33261: 0.08445345672740232
Position 9815: 0.08187392612255345
Position 37731: 0.07540702273351203
Position 3919: 0.07012414765277387
Position 1982: 0.06528541535486175
Position 35211: 0.06229231953250691
Position 12329: 0.061622869087767165
Position 12300: 0.05924546343233333
Position 12281: 0.04676575056018453
Position 4849: 0.04613973291519101
Position 14918: 0.03678880977902309
Position 13942: 0.03494031264352955
Position 37407: 0.034725405257647966
Position 4022: 0.03349567653180658
Position 11539: 0.03163027656176677
Position 5331: 0.031611654971460984
Position 15626: 0.029648024758945703
Position 9576: 0.028469385115271945
Position 13821: 0.025722885072653696
Position 10173: 0.024688822253246145
Position 36660: 0.0228391200154694
Position 36229: 0.021923331760664775
Position 5937: 0.020386917431817784
Position 36366: 0.017515316491048614
Position 130: 0.014876149413836937
Position 35554: 0.014419934438949832
Position 4100: 0.014349213858604578
Position 36272: 0.014296149559191956
Position 15049: 0.01139038905096423
Position 5371: 0.010753760419219377
Position 12642: 0.010504954046925991
Position 642: 0.008638166298936576
Position 14807: 0.008187035194964389
Position 8398: 0.007582359410451978
Position 6295: 0.006901257469924326
Position 38341: 0.006840242276652156
Position 35244: 0.00648665204550052
Position 37661: 0.006410701904368533
Position 37680: 0.005874150798283366
Position 8302: 0.004970507947729615
Position 35454: 0.004753534222597401
