Gene = Dmkn
index = 339
Annotated 5SS: [  539   930  1085  1339  1711  2755  3460  3668  7330  7511  7983 11622
 12361 13893 14047 14507 15942 16118]
Annotated 3SS: [  752  1027  1287  1503  2709  3396  3616  7269  7462  7934 11564 12315
 13844 13998 14437 15914 16069 16976]
SMsplice 5SS: [  539   930  1085  1711  3460  7330  7511  8057 12361 14507 15942]
SMsplice 3SS: [  752  1027  1503  3396  7269  7462  7934 12315 14437 15914 16069]
top_k =  1000
Partition function (log Z): 11.158624308749069

Sorted 5' Splice Sites (High to Low Probability):
Position 1711: 0.9976274200266769
Position 930: 0.9558922960711345
Position 7330: 0.933453365527484
Position 539: 0.9063765034087505
Position 14507: 0.8665068037640288
Position 3460: 0.8367340929808134
Position 8057: 0.7704106861823997
Position 12361: 0.7372302712147482
Position 7511: 0.7018785470179015
Position 15942: 0.5658755252081544
Position 1085: 0.5443328772626249
Position 13893: 0.5282033040876736
Position 16118: 0.3972854964139735
Position 1339: 0.3913764852911035
Position 3668: 0.3902875351381831
Position 1992: 0.33436621234942293
Position 6000: 0.2699475582916724
Position 5809: 0.1777297663903728
Position 11622: 0.13457913423951842
Position 7983: 0.12531306179667698
Position 9739: 0.09602174231308319
Position 16114: 0.09220867304961473
Position 6047: 0.08856659045126156
Position 3518: 0.08685908252706434
Position 16189: 0.08556823521796214
Position 2755: 0.07633171744875134
Position 6815: 0.06781906857890195
Position 10611: 0.06702295937416997
Position 6089: 0.050037309049935245
Position 14877: 0.037956401961535935
Position 14459: 0.03380412158545844
Position 1405: 0.029220052336858437
Position 384: 0.026025316739992567
Position 14671: 0.02242451964675195
Position 509: 0.020308841023196567
Position 6894: 0.019980369312046765
Position 8301: 0.01935504705807371
Position 559: 0.015261458152009058
Position 7128: 0.014076098362681191
Position 7752: 0.014069955502390489
Position 6995: 0.013924189752580161
Position 16615: 0.01381548057646065
Position 1969: 0.012805193452937352
Position 9364: 0.011418006290481654
Position 80: 0.011385765161874162
Position 14538: 0.011058876115899497
Position 1915: 0.009946667764189187
Position 6112: 0.009449460984128485
Position 6135: 0.008338818721094036
Position 4808: 0.006660051994946121
Position 12435: 0.006595685837883567
Position 13789: 0.0062480456343979255
Position 8879: 0.005817591989666659
Position 11702: 0.0057601837160899585
Position 615: 0.005389681247944988
Position 14289: 0.005017993024785357
Position 5658: 0.004813185487956676
Position 10618: 0.0048085219732515744
Position 11466: 0.004603042829367186
Position 11685: 0.003821421892172461
Position 16221: 0.003567942208440461
Position 16832: 0.0034688217230557246
Position 213: 0.0033455115973945937
Position 3905: 0.0032221853584332343
Position 8094: 0.0031053837802555795
Position 1399: 0.002861664529954976
Position 790: 0.002712000153622683
Position 3718: 0.002697121110645596
Position 879: 0.0025932976103683566
Position 16625: 0.0024384043448397504
Position 1328: 0.0022417619970936564
Position 1058: 0.002106714652949356
Position 3092: 0.0020695717344161096
Position 1242: 0.0020597318519621956
Position 1095: 0.0018776260655538003
Position 6876: 0.0018460450582349628
Position 574: 0.001840921527888987
Position 1435: 0.0018002972274599595
Position 2537: 0.0016629172863795601
Position 16210: 0.001556962743775713
Position 7776: 0.0015308485518264715
Position 883: 0.0014929638110877726
Position 15954: 0.0013436814421571492
Position 13014: 0.0012783221062966
Position 6172: 0.0011982968589291823
Position 4638: 0.0011948484638566693
Position 32: 0.0011711142079435543
Position 1360: 0.0011020169970395635
Position 4778: 0.0010650149751529464
Position 5618: 0.0009523805637679585
Position 7357: 0.0008931028368974664
Position 14807: 0.0008843066508811412
Position 14544: 0.0008364825701840339
Position 3313: 0.0007947491191223107
Position 1411: 0.0007388301826651805
Position 3840: 0.0007010521484164747
Position 2151: 0.0005791522445242125
Position 16356: 0.0005694718655459465
Position 1158: 0.0005514503059054586
Position 210: 0.0005039254903995322
Position 6190: 0.0004821955720770861
Position 7756: 0.00047594197399783867
Position 10256: 0.0004235077136937123
Position 664: 0.00040886963484504054
Position 13879: 0.0003666213848454734
Position 9798: 0.0003666012957820402
Position 13651: 0.0003576015030979355
Position 532: 0.00034272962430377215
Position 16235: 0.0003359339300710114
Position 2810: 0.00030088742347774
Position 261: 0.0002966124257890491
Position 1097: 0.0002866327265370267
Position 7648: 0.00024884027169790306
Position 2590: 0.0002443967854404888
Position 3526: 0.00022483969671685202
Position 561: 0.00022203167061476286
Position 1289: 0.00021530615968237687
Position 817: 0.00020680388573913962
Position 16838: 0.00020270420744642495
Position 14550: 0.00020244323352689884
Position 871: 0.00019227117088166083
Position 2011: 0.00017447275199988064
Position 15256: 0.0001419537890563816
Position 1697: 0.00013277073105650712
Position 3537: 0.00013040877723764397
Position 1704: 0.00012344721626427767
Position 518: 0.00011997634430966093
Position 3715: 0.0001105798476681735
Position 626: 0.00010339067932827
Position 204: 9.469762656068424e-05
Position 2216: 9.417035646509277e-05
Position 543: 9.28080894945459e-05
Position 1900: 8.475506632967951e-05
Position 7340: 7.997306928253922e-05
Position 311: 7.743616461000932e-05
Position 36: 7.227823191201624e-05
Position 3491: 6.714469357712007e-05
Position 1111: 6.658037012535878e-05
Position 766: 6.657393762199552e-05
Position 2127: 6.560267358708215e-05
Position 793: 6.418178239969591e-05
Position 580: 5.873082284077354e-05
Position 2897: 5.6394698506468184e-05
Position 14675: 5.24554075075898e-05
Position 2664: 4.833745437846512e-05
Position 7369: 4.539763816337388e-05
Position 635: 4.274183907031073e-05
Position 14934: 4.172802742501261e-05
Position 935: 4.015284506029735e-05
Position 2657: 3.781587585715216e-05
Position 14631: 3.682329454053222e-05
Position 1258: 3.579789460746921e-05
Position 237: 3.54581186307877e-05
Position 2820: 3.0692260205404454e-05
Position 2911: 2.887775719830597e-05
Position 1348: 2.408856989418702e-05
Position 588: 2.38593082247822e-05
Position 3016: 2.375167157197318e-05
Position 2907: 2.318709236414415e-05
Position 2236: 2.245130547612944e-05
