Gene = Srrm4
index = 1029
Annotated 5SS: [   484 109428 114759 116642 119311 120576 124050 124386 138409 142394
 144564 145328]
Annotated 3SS: [109280 114671 116569 119283 120524 123956 124228 138103 142189 144452
 145192 146942]
SMsplice 5SS: [   484  18603  38868  54868  55109  72445  76393  76550  83593  90961
 103844 109428 114759 116642 119311 124050 124386 138241 142394 144564
 145328]
SMsplice 3SS: [ 18429  38722  54571  54975  72246  76238  76476  83464  90803 103694
 109280 114671 116569 119283 123956 124228 138103 142189 144452 145192
 146942]
top_k =  1000
Partition function (log Z): -89.7986989415537

Sorted 5' Splice Sites (High to Low Probability):
Position 484: 0.994397504042791
Position 8918: 0.7012868306182196
Position 129: 0.4569225789599636
Position 1991: 0.30235614495281826
Position 649: 0.21527297321916755
Position 768: 0.20310660310500647
Position 613: 0.10380816139372546
Position 1747: 0.07244809334909101
Position 1600: 0.057052399844054594
Position 7525: 0.034349340975886086
Position 2590: 0.03370862400305424
Position 287: 0.022265071779514346
Position 5695: 0.019403717230915992
Position 5496: 0.009891430133243666
Position 5349: 0.007126197813974269
Position 749: 0.0062635907417057084
Position 9640: 0.005968225449420831
Position 47: 0.0022401639087012886
Position 1757: 0.0019907882688097785
Position 814: 0.0011924975324736963
Position 183: 0.0011015735706504614
Position 1800: 0.0009558519186077613
Position 756: 0.0006558444495321953
Position 188: 0.00042660294941727396
Position 456: 0.0003709265880282666
Position 2407: 0.0002678191957178066
Position 3546: 0.00024181604041616816
Position 845: 0.0002338159127878368
Position 1080: 0.00023047426736400083
Position 1650: 0.00018221427307726971
Position 244: 0.00014907567493594747
Position 449: 5.860760589953592e-05
Position 21: 5.0052479601856596e-05
Position 277: 3.5112613068191765e-05
Position 3191: 3.422414085638667e-05
Position 291: 1.9802475321225523e-05
Position 606: 1.7746435485561484e-05
Position 279: 1.7381607805514606e-05
Position 663: 1.1261118822582234e-05
Position 2307: 1.0956291752919537e-05
Position 35: 6.709164340765292e-06
Position 432: 4.275186787491641e-06
Position 520: 2.069873936867926e-06
Position 772: 1.506528627654024e-06
Position 300: 1.3283700854050949e-06
Position 503: 1.2029500815451244e-06
Position 647: 8.782861695905065e-07
Position 603: 8.71857832770817e-07
Position 495: 6.70050687505006e-07
Position 394: 5.392611956736364e-07
Position 1163: 4.82691926152734e-07
Position 1104: 2.9171075818260136e-07
Position 419: 1.9730595955693784e-07
Position 586: 1.7346238640645278e-07
Position 1030: 1.6492099082489218e-07
Position 2074: 1.1427693156553793e-07
Position 562: 8.318466519845246e-08
Position 860: 8.081476693736002e-08
Position 931: 7.773712496994556e-08
Position 806: 7.401207906574574e-08
Position 385: 6.97187115524462e-08
Position 889: 2.888452450225132e-08
Position 834: 2.2544714675500182e-08
Position 588: 8.501161084164692e-09
Position 831: 2.7383505399755867e-09
Position 847: 2.257213632316284e-09
Position 887: 2.0953730875130826e-09
Position 758: 1.3845692165330426e-09
Position 542: 6.31404831515957e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8711: 0.7786029547743831
Position 18849: 0.6450418609920403
Position 550: 0.510961849944151
Position 351: 0.3839999997707822
Position 1865: 0.18314104373334644
Position 1867: 0.09315735734475085
Position 306: 0.07396095210260856
Position 1551: 0.05921878925156218
Position 7324: 0.05215336753620735
Position 9898: 0.05181617008179642
Position 8836: 0.043017387760422354
Position 6129: 0.02973865832975331
Position 9464: 0.02069933295740421
Position 747: 0.020282899945571
Position 1649: 0.017895033338395313
Position 1526: 0.01694849143024544
Position 1461: 0.015484732832982032
Position 1831: 0.012969843423937297
Position 2488: 0.012942035741583986
