Gene = Ppcdc
index = 843
Annotated 5SS: [  46 2699 5213]
Annotated 3SS: [ 2632  5029 41269]
SMsplice 5SS: [   46  2699  5213 19953 25030]
SMsplice 3SS: [ 2632  5029 19823 24860 36605]
top_k =  1000
Partition function (log Z): -19.32667306873955

Sorted 5' Splice Sites (High to Low Probability):
Position 5213: 0.9409490407462849
Position 2699: 0.9128310560171273
Position 46: 0.6023684828092944
Position 3958: 0.46914407439005895
Position 2118: 0.4420345397152533
Position 19953: 0.3935364146569127
Position 5797: 0.39010367971279747
Position 6515: 0.35257665338764443
Position 4853: 0.25921820118091665
Position 19871: 0.23115600491253177
Position 443: 0.1821962174339723
Position 2997: 0.16533589012745087
Position 1002: 0.15674040253671978
Position 1342: 0.14928295202192632
Position 2123: 0.14089464106518826
Position 4010: 0.11162587284935983
Position 7118: 0.10599238710084563
Position 298: 0.08124272968137136
Position 2096: 0.07134082458709003
Position 92: 0.06112437302149625
Position 4234: 0.058156109598613843
Position 4117: 0.0358731365757649
Position 4800: 0.033004014092708645
Position 951: 0.03169812416345743
Position 100: 0.031198200058340682
Position 5186: 0.023666459621422796
Position 2683: 0.02273715449524648
Position 4347: 0.018252277512155763
Position 3907: 0.017492637433787185
Position 6527: 0.017461944784543
Position 4199: 0.015315817088306918
Position 32: 0.014165697907549405
Position 4005: 0.012877574254891498
Position 5337: 0.012587539248516636
Position 1610: 0.011455240929286771
Position 4270: 0.011058247538114255
Position 7028: 0.008925977128575915
Position 128: 0.008886384029556174
Position 7516: 0.008565838393533632
Position 140: 0.008396146163863626
Position 912: 0.0083842622836006
Position 1006: 0.007829548924715692
Position 4256: 0.0076168050799251515
Position 124: 0.007191521385051778
Position 3036: 0.00703556716652014
Position 5826: 0.006792990262676362
Position 3052: 0.006684453100529563
Position 857: 0.006373352211627298
Position 79: 0.006203708698658382
Position 7395: 0.005911600745513964
Position 2516: 0.005489322266109278
Position 118: 0.005375864987143341
Position 3564: 0.005355130120265346
Position 174: 0.004628788684432432
Position 4017: 0.004086157787254722
Position 11599: 0.003481093540463971
Position 1547: 0.0033713876771689104
Position 8572: 0.002852370312692584
Position 4579: 0.002283980867102124
Position 3140: 0.002187802181292277
Position 1570: 0.0020789609088567454
Position 807: 0.0017257590955232268
Position 826: 0.0016542351163980882
Position 7673: 0.0015855443693304945
Position 148: 0.001548188699046088
Position 4154: 0.001443909435276447
Position 4262: 0.0014269209524556557
Position 75: 0.00140868217884885
Position 8753: 0.0012396028373250277
Position 5830: 0.0010662360224372675
Position 4818: 0.001035696143993438
Position 217: 0.0008924347571416142
Position 82: 0.000889104028169925
Position 5128: 0.0007103955120273298
Position 4872: 0.0006965810671940341
Position 5217: 0.0006279570973726047
Position 4211: 0.0006202909717340473
Position 4175: 0.0006129850814631483
Position 4297: 0.0006097153547161985
Position 396: 0.0005904766125152421
Position 3858: 0.0005692214247908299
Position 711: 0.0005571364503907239
Position 9385: 0.0005341799228755697
Position 1432: 0.0005171829148577708
Position 5836: 0.0005156907753937945
Position 2540: 0.0005143263970934356
Position 779: 0.0005057560631269302
Position 5879: 0.0004996536758709433
Position 12772: 0.000468158382663308
Position 3190: 0.0004403392698862256
Position 3137: 0.0003730083242361737
Position 6488: 0.00036756109914506247
Position 6883: 0.0003665404362225773
Position 6996: 0.000345941734100499
Position 9293: 0.0003357158068958707
Position 3865: 0.00033239582418012706
Position 4455: 0.0003148990247891238
Position 9133: 0.0002859500713058994
Position 134: 0.0002579002037623974
Position 1450: 0.000235820911820012
Position 7698: 0.00022186150510430748
Position 6773: 0.0002209820923142036
Position 6150: 0.00022023825414676487
Position 2559: 0.0002161031616210555
Position 9470: 0.0002125479980774531
Position 373: 0.00020628864884984877
Position 2309: 0.00020355822801343588
Position 1689: 0.00017824353070737846
Position 6199: 0.0001740000141419974
Position 6541: 0.00017364380068949096
Position 4733: 0.00017320785014738837
Position 6130: 0.00016334703088293826
Position 5883: 0.00015928241989961279
Position 4170: 0.00013906311030674207
Position 2810: 0.00012565290037076045
Position 162: 0.00012140950800690507
Position 8807: 0.00011625977593252362
Position 5141: 0.00011186589887045622
Position 1087: 7.986992408076361e-05
Position 503: 7.731729344314797e-05
Position 5304: 7.655631682997873e-05
Position 2759: 6.366848505891259e-05
Position 556: 5.966177286366219e-05
Position 153: 4.513544769944688e-05
Position 2616: 4.42959383870848e-05
Position 408: 4.41814127396077e-05
Position 146: 4.224764730071351e-05
Position 794: 4.03358773401377e-05
Position 3253: 2.6171376914115713e-05
Position 176: 2.5720834212831132e-05
Position 606: 2.5244532573463233e-05
Position 1459: 2.242754845104244e-05
Position 155: 1.9258124950327867e-05
Position 73: 1.9174347424716678e-05
Position 515: 1.844773518360614e-05
Position 3425: 1.612945463409553e-05
Position 681: 1.3926640444596536e-05
Position 246: 1.220857539614933e-05
Position 1366: 8.313271389390803e-06
Position 1371: 7.701945540455802e-06
Position 809: 7.461123477321816e-06
Position 3965: 6.430665736369075e-06
Position 402: 5.1012871779974306e-06
Position 651: 4.407925186510848e-06
Position 6451: 3.6876044412010606e-06
Position 185: 3.6192617955205126e-06
Position 922: 3.466026404163258e-06
Position 917: 3.352271407700354e-06
Position 774: 2.6357122439958965e-06
Position 8432: 2.145232135759767e-06
Position 8905: 1.912350212261363e-06
Position 447: 1.3791917700120135e-06
Position 433: 1.0754296672575538e-06
Position 53: 2.0996181245645848e-07
Position 364: 3.694139868688166e-08
Position 382: 7.742523051574253e-09
Position 588: 5.421738096340469e-10
Position 621: 4.501594396456492e-10
Position 642: 4.3954335112629325e-10
Position 720: 1.3872145598137432e-10
