Gene = Nop53
index = 759
Annotated 5SS: [ 245  785 3286 3900 4335 5937 6346 6621 6986 7164 7723 7901]
Annotated 3SS: [ 719 3176 3699 4263 5840 6240 6419 6809 7096 7645 7843 8184]
SMsplice 5SS: [ 245  557  785 3286 4335 5937 6346 6621 6986 7164 7723 7901]
SMsplice 3SS: [ 420  719 3176 4263 5840 6240 6419 6809 7096 7645 7843 8184]
top_k =  1000
Partition function (log Z): 30.579210818477446

Sorted 5' Splice Sites (High to Low Probability):
Position 6346: 0.9910863157447747
Position 4335: 0.9859092716276713
Position 7723: 0.9851765103405258
Position 5937: 0.9748013435361461
Position 3286: 0.9700481023874206
Position 245: 0.9533637580935533
Position 785: 0.948126774377142
Position 6621: 0.9361756213136271
Position 6986: 0.9312696594907734
Position 7901: 0.9143687830427902
Position 557: 0.7526335789417129
Position 2090: 0.5614615137529302
Position 7164: 0.4768061952235502
Position 3900: 0.4219469976918924
Position 5592: 0.20147923063504794
Position 3924: 0.19307698737907894
Position 1838: 0.17436650740286766
Position 4561: 0.15907038624689704
Position 7323: 0.1285354853657571
Position 4193: 0.09899706228139546
Position 1744: 0.0818354318358124
Position 8550: 0.037850486798043315
Position 5458: 0.029044811844949066
Position 4453: 0.028935682497630184
Position 4896: 0.02691808615771967
Position 7328: 0.023510295132861216
Position 2548: 0.023458984565518422
Position 1160: 0.021649574694734476
Position 323: 0.021318047265264626
Position 6469: 0.020942524608496077
Position 576: 0.019174208161019127
Position 7891: 0.01618311240313373
Position 46: 0.015998070682497888
Position 4870: 0.015349498774130207
Position 6093: 0.014437329260457871
Position 2440: 0.013750453533288003
Position 4036: 0.012796585822008206
Position 839: 0.0125069244262791
Position 2970: 0.012010747736361377
Position 607: 0.011805204243415537
Position 6099: 0.011002828319837068
Position 4550: 0.010906439748665281
Position 7905: 0.009588762540932792
Position 7317: 0.00920276838158218
Position 6888: 0.008328887631950811
Position 5889: 0.007493907730711426
Position 3040: 0.007136045081197286
Position 5400: 0.006978836634964006
Position 1785: 0.006843368444956655
Position 7179: 0.006641966824269787
Position 4565: 0.006137191844894792
Position 8185: 0.006121358689289513
Position 7753: 0.005392040776634051
Position 7341: 0.005389535925653384
Position 1565: 0.005057329133694423
Position 5322: 0.004575685681874233
Position 5571: 0.004379313774408649
Position 4554: 0.004303825833691486
Position 7766: 0.0038763753864911868
Position 7401: 0.003711369986239295
Position 5253: 0.0036706712091600915
Position 5584: 0.00365168954535632
Position 452: 0.003458177041327355
Position 4900: 0.00331189579090188
Position 1643: 0.002950231641581358
Position 8060: 0.002947178606913405
Position 5874: 0.0029388880983100634
Position 5948: 0.0029161718405356966
Position 6731: 0.002743886258507631
Position 8122: 0.002738932560654156
Position 343: 0.002630603164814841
Position 8066: 0.0026050661290223298
Position 6673: 0.002550355497496638
Position 1253: 0.0024715974251504212
Position 4613: 0.0024711730891566804
Position 4361: 0.002389930586550096
Position 277: 0.00231782898092207
Position 7967: 0.002310642769770708
Position 3027: 0.0022403670486195577
Position 3441: 0.002014361738048991
Position 3239: 0.0020108141392277267
Position 7349: 0.0020029052839248703
Position 542: 0.0019952319925987186
Position 5975: 0.001957367110548158
Position 7758: 0.0018850440790071804
Position 7950: 0.001835746207282171
Position 2695: 0.0017308121912456105
Position 619: 0.0016573996768657145
Position 3031: 0.0016240899818170608
Position 4329: 0.0014875016364769686
Position 3937: 0.001431306658096677
Position 5203: 0.001419419427708205
Position 7019: 0.0013612333314220206
Position 294: 0.0012669716455118143
Position 4120: 0.0012421302841146618
Position 3794: 0.0012240744341905283
Position 3318: 0.001145222545113376
Position 7097: 0.0010933957872246367
Position 6514: 0.001089025735385687
Position 198: 0.001040728086087124
Position 2576: 0.001008389731841864
Position 4498: 0.0008560578136028919
Position 6753: 0.0008432738671448055
Position 8285: 0.0008059778377789913
Position 191: 0.0007892108659937697
Position 5689: 0.0005846729822260095
Position 4640: 0.000583665860356978
Position 609: 0.0005781739408205947
Position 4950: 0.0005735428622691685
Position 650: 0.0005734456263245128
Position 5677: 0.0005676638676043632
Position 1733: 0.0005574622136538727
Position 3343: 0.0005471788084443704
Position 7922: 0.0005471215947813897
Position 7738: 0.000527179323490044
Position 5287: 0.000523022646811141
Position 7940: 0.0005155333223347137
Position 34: 0.0004998345469217806
Position 5453: 0.00047749506927149423
Position 219: 0.000461223083719769
Position 805: 0.0004539392137931811
Position 3904: 0.00043446169079268605
Position 7284: 0.00041686148350337474
Position 3362: 0.00041285247682821066
Position 4656: 0.0003979623184096208
Position 816: 0.000379498553892544
Position 1870: 0.00035933987340539436
Position 4086: 0.0003236805508063926
Position 6677: 0.00030242729775737537
Position 7093: 0.0002876175038277007
Position 1997: 0.0002802365343572519
Position 561: 0.00027214474519955716
Position 6544: 0.0002544392018424398
Position 266: 0.0002194081371665693
Position 2292: 0.00021153715188382098
Position 7027: 0.00020719928759874365
Position 7250: 0.00019726593403894234
Position 6637: 0.00019583816055998264
Position 3552: 0.0001943719862306655
Position 8226: 0.0001942386867666788
Position 249: 0.0001713834689774883
Position 3290: 0.0001704572694281217
Position 2745: 0.00015931973011097016
Position 8098: 0.00015755221951811835
Position 3145: 0.0001565545426517639
Position 8202: 0.00015580752427222114
Position 7054: 0.00014283356750985083
Position 7347: 0.00014261918290054925
Position 2707: 0.0001417509380283888
Position 573: 0.00014163196538778404
Position 108: 0.00013925740276139598
Position 7444: 0.00013675493565238803
Position 1402: 0.00013182029127903602
Position 482: 0.00012695501836415207
Position 2305: 0.00011890233239955453
Position 4029: 0.00011382878469485164
Position 2177: 0.0001119232635539923
Position 7210: 0.00010896947596258489
Position 6700: 0.00010649379311353267
Position 8188: 0.00010448720423202454
Position 4198: 0.00010374270084722471
Position 5943: 9.707641535875347e-05
Position 6553: 9.59032757908684e-05
Position 4117: 8.93559189224658e-05
Position 362: 8.676534185577305e-05
Position 6442: 8.321684646080535e-05
Position 6422: 7.342006385032706e-05
Position 594: 7.065519048511136e-05
Position 271: 6.691060616882279e-05
Position 5941: 6.45960406587941e-05
Position 4062: 6.377615850202572e-05
Position 3955: 5.9520235268900904e-05
Position 4007: 5.687793821363574e-05
Position 7189: 5.515736479716591e-05
Position 1057: 5.414587885582557e-05
Position 325: 5.2056483518407236e-05
Position 3219: 5.1675483140016955e-05
Position 3716: 5.16514682833358e-05
Position 8031: 5.163259884558944e-05
Position 8231: 5.064383657531709e-05
Position 2075: 4.919903445829779e-05
Position 6182: 4.910459395105795e-05
Position 828: 4.757886606228249e-05
Position 5952: 4.578147680027109e-05
Position 6377: 4.387015275882852e-05
Position 6278: 4.259164617323114e-05
Position 2255: 4.078414715674532e-05
Position 2242: 3.745236266573871e-05
Position 8757: 3.5134407996010965e-05
Position 3414: 3.302179303069754e-05
Position 592: 3.242572715914148e-05
Position 529: 2.66052187124987e-05
Position 6129: 2.6602295255682937e-05
Position 665: 2.53933822217802e-05
Position 500: 2.523822049455647e-05
Position 6140: 2.4618302482086108e-05
Position 810: 2.384970090419799e-05
Position 7672: 2.367475333409435e-05
Position 6646: 2.2467764193366648e-05
Position 631: 2.0535503062363605e-05
Position 4288: 1.6198115295402213e-05
Position 4001: 1.6075169027262125e-05
Position 6742: 1.4874659062321138e-05
Position 31: 1.267220500131208e-05
Position 7235: 1.168631223127876e-05
Position 4339: 1.1269280967079467e-05
