Gene = AI597479
index = 89
Annotated 5SS: [  153  2172 12664]
Annotated 3SS: [ 2004 12287 14475]
SMsplice 5SS: [ 153 2172]
SMsplice 3SS: [ 2004 14475]
top_k =  1000
Partition function (log Z): -9.102904827943693

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9863797485232204
Position 153: 0.9687500426622356
Position 9971: 0.4686152762640445
Position 8896: 0.434005438361834
Position 8175: 0.3559888204924817
Position 2462: 0.3445314437163663
Position 12664: 0.34378427803161343
Position 8097: 0.082848507247342
Position 7971: 0.0771355537330406
Position 14605: 0.05987389601095911
Position 5227: 0.05417696426715899
Position 10004: 0.04394272656096516
Position 4867: 0.036735420968976557
Position 9877: 0.035165030575417706
Position 7260: 0.03423055891478798
Position 970: 0.020085045280908292
Position 3910: 0.017011716370262303
Position 4317: 0.016992824265496243
Position 1885: 0.01669132844477006
Position 465: 0.015566360905459195
Position 2366: 0.014137469230683273
Position 4718: 0.012763824894621651
Position 10022: 0.012212318516525435
Position 9943: 0.0110472112181361
Position 4174: 0.010731098051243048
Position 584: 0.01042883651068125
Position 11702: 0.00893906071524755
Position 7477: 0.008554341371134385
Position 12459: 0.008387646201936202
Position 3915: 0.008067516411610047
Position 4228: 0.007744935685122034
Position 3706: 0.007435279267073864
Position 82: 0.007393862324554375
Position 14593: 0.007361149984786841
Position 11217: 0.006878510882551312
Position 7759: 0.006832840012151619
Position 7107: 0.006490605062143712
Position 14644: 0.006218144722061584
Position 1070: 0.005444494855319872
Position 11605: 0.00457786132681553
Position 12428: 0.004445168543257303
Position 1793: 0.004025185791129244
Position 8914: 0.003193520520068839
Position 4217: 0.0030197005349445233
Position 5155: 0.0027766503418966094
Position 758: 0.0025286923451129997
Position 8358: 0.0020658773023991992
Position 11596: 0.0020130868059332887
Position 2307: 0.001864671172929388
Position 6179: 0.0017907832234290975
Position 6316: 0.001722616167672038
Position 3181: 0.001717585697638721
Position 8527: 0.0016990304224505735
Position 546: 0.0014244904206184806
Position 1101: 0.0011303083473088202
Position 624: 0.0010136439282128385
Position 14548: 0.001001187739134374
Position 7813: 0.0009493898746175906
Position 14633: 0.0009445098392002372
Position 9673: 0.0009003986132831091
Position 2029: 0.0008020749217285644
Position 4558: 0.0007122261889776394
Position 414: 0.0006950913774771186
Position 330: 0.0006376055167150483
Position 128: 0.0006153406448268686
Position 355: 0.0005644352743450201
Position 1727: 0.0005487801975595092
Position 1803: 0.0005315420391046744
Position 218: 0.0005167900937031115
Position 1806: 0.00045014445514415054
Position 66: 0.00044297618775346884
Position 289: 0.00041230228843898816
Position 2494: 0.0003612473954631186
Position 1080: 0.00035034264405544116
Position 1046: 0.0003468158441325178
Position 2559: 0.00034423381844653753
Position 2823: 0.0003326447697421108
Position 4834: 0.0003187803682279288
Position 1897: 0.00031495022129628516
Position 2412: 0.00027660052983454446
Position 902: 0.0002709638052098015
Position 587: 0.0002339410408858715
Position 7786: 0.0002083727271132427
Position 2035: 0.0002021702746051212
Position 4282: 0.0002001167680773519
Position 3755: 0.00019190065281767896
Position 3062: 0.0001867878004554604
Position 2250: 0.0001773488922332443
Position 5025: 0.0001558356658992411
Position 753: 0.00015282670211890325
Position 1846: 0.0001432497235067033
Position 3188: 0.00013330845537716635
Position 2871: 0.00012795899824880345
Position 1035: 0.00012784637274552212
Position 2152: 0.0001210231833722674
Position 1044: 0.0001180506175858902
Position 2188: 0.00010404554083669736
Position 456: 9.91532102276099e-05
Position 660: 7.355240579805876e-05
Position 4262: 7.173853270660554e-05
Position 357: 6.843147245042733e-05
Position 460: 6.786280921339822e-05
Position 5104: 6.600656143054125e-05
Position 5260: 6.042863618850479e-05
