Gene = Cdiptos
index = 241
Annotated 5SS: [ 410  617  984 1245 1471]
Annotated 3SS: [ 531  838 1210 1412 3015]
SMsplice 5SS: [ 617 1471]
SMsplice 3SS: [1412 3015]
top_k =  1000
Partition function (log Z): -9.71495293571989

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.8191762157362658
Position 1245: 0.6080954982160125
Position 1471: 0.5949580914079319
Position 2496: 0.05476416762004976
Position 2476: 0.03512572127956568
Position 984: 0.031525355836932674
Position 254: 0.024181294189080906
Position 2294: 0.02333821550271415
Position 1798: 0.02057134381628268
Position 1315: 0.020281150880587778
Position 580: 0.015570466823395992
Position 1566: 0.014984313181102746
Position 2761: 0.014126141647887409
Position 1999: 0.012967615650147719
Position 1482: 0.012522894853030696
Position 1991: 0.012098070325058547
Position 2132: 0.006684875887912893
Position 410: 0.006560538434027432
Position 225: 0.005870836084851733
Position 190: 0.005679867748498737
Position 14: 0.005464678073676311
Position 606: 0.005134834977576351
Position 414: 0.005013911621571801
Position 924: 0.0027262593326202724
Position 86: 0.0025752255420523713
Position 2486: 0.0019583680612516446
Position 1475: 0.001870738988931551
Position 635: 0.0018115731243588684
Position 290: 0.0014351597730354576
Position 1629: 0.0013732784776363197
Position 470: 0.0013539038963350293
Position 372: 0.00132225680766036
Position 1740: 0.0012388298292133689
Position 98: 0.001190783259255055
Position 2569: 0.0009034415943489549
Position 1823: 0.0008374118916410364
Position 2577: 0.0006979875383448641
Position 208: 0.0006879130398333871
Position 1249: 0.0006786476546900345
Position 2826: 0.000540657636512306
Position 2858: 0.0005360523193478207
Position 56: 0.0005018805770211844
Position 268: 0.00045673640263453423
Position 2810: 0.00042592248095448253
Position 738: 0.0003686211553547198
Position 2384: 0.00030627638265707705
Position 490: 0.0003018102729564856
Position 2740: 0.00028663492160785315
Position 901: 0.00022337789849178623
Position 433: 0.0002200707851753211
Position 1514: 0.00018975166850783746
Position 492: 0.00018569549721666025
Position 2862: 0.00018178846199943188
Position 496: 0.00017794211412910615
Position 421: 0.00017505720562004356
Position 918: 0.00015323317153661994
Position 2706: 0.00012919825669040867
Position 1015: 0.0001267059152386831
Position 342: 0.00012475180223273525
Position 524: 8.502317627667674e-05
Position 275: 7.554003441570302e-05
Position 1086: 4.9285130164582746e-05
Position 1295: 4.655637236585667e-05
Position 41: 2.9006663983225698e-05
Position 1179: 2.894197403517207e-05
Position 2030: 2.1766884908643162e-05
Position 1958: 2.1711016214962027e-05
Position 345: 1.522361375740383e-05
Position 1278: 1.4858851003591522e-05
Position 2193: 1.1272325132227485e-05
Position 759: 8.045481498738101e-06
Position 1537: 6.803429124644158e-06
Position 34: 6.44059150513063e-06
Position 670: 6.058305246157789e-06
Position 465: 5.168653333502589e-06
Position 1340: 4.722626296024428e-06
Position 508: 4.441382819164439e-06
Position 558: 1.323602702659235e-06
Position 1597: 8.04054476361309e-07
Position 1528: 7.736346356884516e-07
Position 1530: 8.05205251257876e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1412: 0.5222529899705919
Position 3015: 0.5001473930692314
Position 2365: 0.2950812661633668
Position 1152: 0.16723114316989676
Position 838: 0.1597512984475956
Position 1080: 0.13334212606372028
Position 1369: 0.11599236336341999
Position 1725: 0.0836898387556511
Position 1383: 0.06961892033001577
Position 1125: 0.056700110089051445
Position 1210: 0.03303136188427898
Position 531: 0.02640746088044876
Position 1052: 0.01940405581849415
Position 3111: 0.015209906397500349
Position 1762: 0.015101825793940026
Position 1271: 0.014244000264536498
Position 2466: 0.01207914138823872
Position 1008: 0.011407036624140105
Position 2040: 0.01095755216375102
Position 2092: 0.009750096863699391
Position 2728: 0.008426925549189557
Position 1628: 0.008351587205844576
Position 1675: 0.0073142250127030345
Position 2073: 0.006683704394295798
Position 1882: 0.005265397376225376
Position 1632: 0.004912248956161054
Position 1039: 0.004701768145305384
Position 2898: 0.0037766781317711755
Position 1224: 0.003699037016844513
Position 1647: 0.0035644318185361827
Position 2948: 0.0033442267443413265
Position 1340: 0.0032291656007574165
Position 1731: 0.0029168727142066643
Position 508: 0.0024435004816845607
Position 940: 0.00233214514036036
Position 2050: 0.0021538324495733465
Position 2181: 0.0019104190973227905
Position 2078: 0.0019081980513598197
Position 2568: 0.001866834786857106
Position 3203: 0.0018620058587310055
Position 3032: 0.001743378281375148
Position 876: 0.001496637158549296
Position 2284: 0.0012913451682882281
Position 1231: 0.0012659148441321669
Position 1759: 0.001137943773945739
Position 1534: 0.0011192026370022304
Position 1313: 0.0011145342590320954
Position 3067: 0.0011001943239760126
Position 2923: 0.001099737287335019
Position 814: 0.001059421160182725
Position 857: 0.0010246721853199386
Position 555: 0.0010137147225282726
Position 1943: 0.0008373289349241444
Position 1274: 0.0008302474839819614
Position 3081: 0.0007839263852579551
Position 1086: 0.0007701776932218949
Position 2372: 0.0007352658797483053
Position 2264: 0.0007084050591900102
Position 2271: 0.0006751006930095933
Position 759: 0.0006468344882776822
Position 2615: 0.000625052058370044
Position 737: 0.0005594708797418493
Position 716: 0.0005550331721447139
Position 924: 0.0005537923483798334
Position 881: 0.000548821352258284
Position 2113: 0.0005391920339886539
Position 2601: 0.0005370861479621633
Position 890: 0.0005144688501027422
Position 3148: 0.0004023365487492551
Position 605: 0.0003593346878615935
Position 2189: 0.0003505288327583871
Position 1739: 0.0003475265983717864
Position 2653: 0.00034506741484093494
Position 2293: 0.0003285906472258599
Position 1010: 0.0003199615282722988
Position 3164: 0.0003111546637632902
Position 1179: 0.0003082438587228597
Position 398: 0.0002653122144095112
Position 1505: 0.00026422286320105577
Position 2094: 0.0002521718557673366
Position 725: 0.00025019316593954597
Position 2327: 0.00024521374028172837
Position 1310: 0.00019817193924834785
Position 534: 0.0001873945565113516
Position 1440: 0.00018583168664389454
Position 2506: 0.00016538077356737822
Position 2333: 0.00015542601431457596
Position 3181: 0.00014466198436522787
Position 1701: 0.00013383274254047089
Position 743: 0.00010030886176618535
Position 772: 9.400673202612199e-05
Position 403: 7.373411459333726e-05
Position 946: 7.237805596357452e-05
Position 768: 6.412869112767933e-05
Position 375: 6.319576995780537e-05
Position 1680: 5.632320400643046e-05
Position 2681: 5.455460525961295e-05
Position 1886: 3.862706354814773e-05
Position 579: 3.782394343789364e-05
Position 781: 3.5139333990094645e-05
Position 1838: 3.436029377712608e-05
Position 1835: 3.424210668118171e-05
Position 286: 3.269458933438175e-05
Position 2723: 2.547292939140385e-05
Position 372: 2.2158495374298128e-05
Position 1851: 1.4027797041842447e-05
Position 1293: 1.3653582861314004e-05
Position 774: 1.1544072101775671e-05
Position 796: 8.839609060988024e-06
Position 558: 7.197791226016429e-06
Position 465: 5.816886951004136e-06
Position 729: 5.064256359620652e-06
Position 978: 4.476908231960815e-06
Position 1253: 4.335237142790531e-06
Position 970: 4.236563469321385e-06
Position 249: 3.975130790807235e-06
Position 470: 3.043949828890563e-06
Position 962: 2.638033612888271e-06
Position 1015: 2.5486103628972634e-06
Position 1470: 1.8409575651906846e-06
Position 956: 1.7516095528278422e-06
Position 611: 1.177607933904649e-06
Position 1318: 1.0102182359873385e-06
Position 1325: 1.004840563286551e-06
Position 234: 9.548083354954904e-07
Position 571: 9.363586675110635e-07
Position 590: 6.709315032185575e-07
Position 97: 5.410574055078107e-07
Position 474: 4.73442398200537e-07
Position 199: 4.188070025327181e-07
Position 188: 3.925223814714144e-07
Position 333: 3.085606799271326e-07
Position 1289: 2.6914590541559864e-07
Position 290: 2.5882063001416635e-07
Position 410: 1.7234253479794858e-07
Position 433: 1.60845097216148e-07
Position 301: 1.291952869159742e-07
Position 306: 5.1320828287153663e-08
Position 486: 3.5831051061676914e-08
Position 225: 3.45342771361499e-08
Position 107: 1.8709655248983686e-08
Position 696: 1.726897964580752e-08
Position 338: 1.515289944436369e-08
Position 1249: 1.3075518127549796e-08
Position 309: 1.2668156947418696e-08
Position 417: 1.1890787902182738e-08
Position 316: 1.1734871712541518e-08
Position 313: 9.489566195825391e-09
Position 896: 7.240819933783354e-09
Position 427: 6.295128326315045e-09
Position 354: 5.216428501655616e-09
Position 177: 2.6715287868114426e-11
Position 352: 1.0750516447813202e-11
Position 326: 5.3199576559328945e-12
Position 120: 4.810310449503115e-12
Position 414: 4.4190649318281e-12
Position 616: 1.4889725727428728e-12
Position 78: 5.46360891743737e-13
