Gene = Csn3
index = 301
Annotated 5SS: [ 100 2055 2721 4637]
Annotated 3SS: [1992 2690 4144 6779]
SMsplice 5SS: [ 100 2055]
SMsplice 3SS: [1992 6779]
top_k =  1000
Partition function (log Z): -7.696602728921384

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.8966159730521557
Position 4637: 0.5316129511501196
Position 2055: 0.5133788488806968
Position 2083: 0.2821711181328403
Position 161: 0.051465165285995096
Position 2937: 0.050798541492027
Position 2721: 0.0502247962780155
Position 757: 0.03360800378517895
Position 741: 0.028946729176878648
Position 845: 0.025028433788591008
Position 979: 0.018879720897607814
Position 4152: 0.01716057300488056
Position 4211: 0.015848115345122718
Position 4288: 0.010441031877078032
Position 211: 0.008418298312846394
Position 1715: 0.006573814927760986
Position 4171: 0.005936962240536384
Position 5981: 0.00571657065093155
Position 6132: 0.005326080154512097
Position 2386: 0.004962804518527961
Position 260: 0.003923160088217588
Position 1200: 0.002914217789155738
Position 6207: 0.0029082746864965885
Position 536: 0.002849157874216366
Position 5967: 0.002583921646318891
Position 5495: 0.002350222974488246
Position 5835: 0.0017070466554550713
Position 6177: 0.0015011687041159563
Position 5799: 0.0014596681112328314
Position 3696: 0.0012451763454706848
Position 2445: 0.001093698571304098
Position 3951: 0.0010379281217105397
Position 3843: 0.0008283321574605436
Position 3229: 0.0007996336466643332
Position 132: 0.0007704804778259003
Position 3261: 0.0007599682027870135
Position 4668: 0.0007323271596087203
Position 1866: 0.0007216147393144294
Position 137: 0.0006473609123923029
Position 2141: 0.0006289419129684137
Position 5989: 0.0006054204193088718
Position 3582: 0.0005688610605533469
Position 6146: 0.0005118687798203371
Position 6517: 0.0005108371998227733
Position 3237: 0.0004927417790089214
Position 6199: 0.00046470512152475374
Position 6710: 0.0004092952359942721
Position 1506: 0.0004068497379933103
Position 1082: 0.00040417160618449273
Position 124: 0.00037026437703853606
Position 2929: 0.000357277805501735
Position 290: 0.0003363928389082167
Position 1072: 0.00033270373317764273
Position 4514: 0.0003298299388861035
Position 2491: 0.00030908479365130667
Position 877: 0.0002623346055969721
Position 1376: 0.00024748027741197914
Position 205: 0.00024089818500255757
Position 4202: 0.00023564600618031082
Position 8: 0.00023225508824373893
Position 1751: 0.00021488850250312957
Position 522: 0.00021454003767101414
Position 581: 0.00020565430614846096
Position 1292: 0.0001829267527904335
Position 391: 0.00017447337916009904
Position 819: 0.0001304726380849604
Position 4324: 0.00010627877568888564
Position 5179: 9.702942443327262e-05
Position 5422: 9.669316021578278e-05
Position 2077: 9.243431755950868e-05
Position 15: 9.215396539241921e-05
Position 1745: 9.102990118266466e-05
Position 993: 8.924449870989161e-05
Position 2320: 8.704578818759571e-05
Position 2475: 8.158683264718418e-05
Position 888: 8.136622798762141e-05
Position 1800: 7.993323791002047e-05
Position 3159: 7.101231460525239e-05
Position 632: 6.677869131388997e-05
Position 1051: 6.587852620288168e-05
Position 6904: 6.460716912429554e-05
Position 1390: 6.191511861391043e-05
Position 1917: 5.849012460729142e-05
Position 859: 5.48057492417935e-05
Position 3789: 4.437992316028638e-05
Position 1123: 4.304081394336973e-05
Position 2059: 4.202430044698908e-05
Position 2165: 3.5954493410246534e-05
Position 657: 3.2265575027296284e-05
Position 2409: 3.121338554931343e-05
Position 2519: 2.831512342914327e-05
Position 1132: 2.291157653183403e-05
Position 3162: 1.9297758567043793e-05
Position 2839: 1.7336802584930354e-05
Position 984: 1.685458418116846e-05
Position 1130: 1.6508115403782103e-05
Position 1276: 1.369979214533627e-05
Position 2865: 1.0799050411280852e-05
Position 892: 1.0045812777835977e-05
Position 710: 9.300608956292658e-06
Position 1543: 9.248120496730175e-06
Position 241: 6.023805274855237e-06
Position 1652: 4.231568577376782e-06
Position 2608: 3.313441633034311e-06
Position 2543: 2.2433453978527534e-06
Position 221: 1.148502569416712e-06
Position 651: 1.1168434310329502e-06
Position 197: 1.0623901391734293e-06
Position 565: 1.025316842383958e-06
Position 489: 5.432491679256755e-07
Position 615: 5.421404167779968e-07
Position 21: 4.588202074617258e-07
Position 613: 3.324110631150407e-07
Position 649: 2.894625801889303e-07
Position 35: 2.6591446248014954e-07
Position 596: 2.65774667837824e-07
Position 476: 2.6053856533457596e-07
Position 330: 2.0831066357048893e-07
Position 605: 8.96818240241787e-08
Position 706: 7.78162384629182e-08
Position 1476: 7.274624289511574e-08
Position 1334: 3.942670031664009e-08
Position 880: 3.5248968956893924e-08
Position 389: 2.4832950891348668e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6779: 0.5944211212448226
Position 1992: 0.544245449824704
Position 4493: 0.28772738164554207
Position 1958: 0.25158890135135936
Position 4144: 0.239831327343864
Position 5718: 0.11832924613511152
Position 2690: 0.08745822889952853
Position 5009: 0.053025409655378414
Position 4372: 0.04551901497732218
Position 740: 0.04337904514977548
Position 4438: 0.03401890724180127
Position 4547: 0.027810353422109472
Position 6060: 0.019951146932527756
Position 4323: 0.019830107725618558
Position 485: 0.01764104694659001
Position 2276: 0.017462963337808425
Position 4538: 0.017015015353728704
Position 5731: 0.016629656714662964
Position 2618: 0.014503056632470795
Position 6643: 0.014260872605702397
Position 4308: 0.011199784673994658
Position 5965: 0.01028837825052799
Position 4598: 0.008775626665692616
Position 5421: 0.008191043231260665
Position 977: 0.006968848765675333
Position 1573: 0.006231712391321675
Position 3055: 0.005350476896916789
Position 2810: 0.005187300060486957
Position 2744: 0.004981015548908871
Position 5053: 0.003988953145558065
Position 6814: 0.003951424641508534
Position 4077: 0.0038899909381578824
Position 1610: 0.0037835357245545975
Position 5683: 0.003042143365699812
Position 1886: 0.0030104379208936534
Position 701: 0.0027643435888615583
Position 3815: 0.0025053123407355084
Position 1823: 0.0022108152238539854
Position 3524: 0.002184445932576754
Position 6069: 0.0019413411976547386
Position 4331: 0.0017843175808418094
Position 4019: 0.0017029242760184973
Position 3034: 0.0016000485307726567
Position 2865: 0.0015156985885057454
Position 3098: 0.0015023634601819599
Position 874: 0.001479241133038386
Position 6545: 0.0014530952894929701
Position 1033: 0.0014169417213381022
Position 1856: 0.0012345394918100358
Position 1800: 0.0011803234644844232
Position 446: 0.001101835481247194
Position 2140: 0.001068255322065929
Position 6417: 0.001041021772865659
Position 706: 0.0010373976622841661
Position 649: 0.0009349776449161677
Position 6500: 0.0008983802839481826
Position 3038: 0.0007840756295122235
Position 818: 0.0007697010972190503
Position 4278: 0.0007098585415991801
Position 4884: 0.000676985241833108
Position 4910: 0.0006689106402973816
Position 5231: 0.000666534611469401
Position 2019: 0.0006531080028959025
Position 2697: 0.0006226687822947011
Position 6736: 0.0005680154195975063
Position 389: 0.0005257649652239321
Position 920: 0.0005016134055824221
Position 3842: 0.0004826847638668161
Position 205: 0.00044427462677331986
Position 6129: 0.00041550765873465576
Position 1438: 0.0004127449931769034
Position 3480: 0.00040547204033755294
Position 703: 0.0004042352662965477
Position 2291: 0.0004003383045233478
Position 4254: 0.00038273731298026857
Position 1828: 0.0003750864629390309
Position 1620: 0.0003667935293900929
Position 3117: 0.00034234067791118677
Position 3787: 0.00033827447972713514
Position 6857: 0.00032478601050169704
Position 1640: 0.0003239892770679328
Position 3354: 0.0003178322065771895
Position 876: 0.0002908514895717773
Position 4113: 0.00026887400182802265
Position 3544: 0.0002561320385046574
Position 5240: 0.00025042130034548554
Position 1254: 0.0002264287888410048
Position 489: 0.0002193572690373082
Position 1577: 0.00019579121386351791
Position 6972: 0.00019192234324371784
Position 2746: 0.00018076447232935147
Position 2725: 0.00017924949829080332
Position 210: 0.00017186454613435834
Position 6132: 0.00015918668619068431
Position 3315: 0.00015585872593005715
Position 6320: 0.0001536264448973044
Position 2409: 0.00014851003739446385
Position 3236: 0.00014424790218592966
Position 724: 0.00014415430985430217
Position 2548: 0.00012991011467883672
Position 2839: 0.00012949895443321925
Position 2247: 0.0001263814809972388
Position 3397: 0.00012564144393963883
Position 756: 0.0001204429824900351
Position 6424: 0.00010513842495195544
Position 6473: 0.00010076652186876099
Position 1486: 9.132036520150577e-05
Position 1830: 8.9255927012484e-05
Position 1805: 8.691116790077302e-05
Position 495: 8.213893701919127e-05
Position 4850: 8.125173560358035e-05
Position 4818: 7.395281783895365e-05
Position 1257: 7.330357504437601e-05
Position 1927: 7.206298430868721e-05
Position 5918: 7.20280653960756e-05
Position 2794: 6.627311545081539e-05
Position 764: 6.341673778969748e-05
Position 2320: 6.324536568612391e-05
Position 2118: 6.26767424006912e-05
Position 536: 5.702847616273552e-05
Position 1690: 5.6610539303728684e-05
Position 3492: 5.130133567763906e-05
Position 2110: 4.961239087544916e-05
Position 5441: 4.911303596343062e-05
Position 5033: 4.592349498185556e-05
Position 2207: 4.2597798294924114e-05
Position 2635: 4.243913384346216e-05
Position 562: 4.094435926388483e-05
Position 4939: 3.827228309788753e-05
Position 859: 3.779184911185587e-05
Position 1149: 3.754025864906568e-05
Position 2557: 3.612417530852495e-05
Position 302: 3.365416764614268e-05
Position 844: 3.2956966926472505e-05
Position 1643: 3.104316739016418e-05
Position 1350: 3.08680166661475e-05
Position 1018: 3.051989191233043e-05
Position 892: 3.0452368424324983e-05
Position 802: 2.6962757410768405e-05
Position 1513: 2.4539611966308107e-05
Position 784: 2.2882332389507017e-05
Position 3879: 2.2873457674670558e-05
Position 3580: 2.1992232674038547e-05
Position 3540: 1.8989185760369053e-05
Position 330: 1.7206199583847436e-05
Position 1395: 1.651266327571735e-05
Position 4202: 1.5615007864224787e-05
Position 2936: 1.527452779043074e-05
Position 3391: 1.5101984061902403e-05
Position 260: 1.3838177918421432e-05
Position 1049: 1.3712950157765594e-05
Position 3002: 1.2066934735453876e-05
Position 2913: 1.134935372657684e-05
Position 1441: 9.629842845408323e-06
Position 2543: 8.804188528196983e-06
Position 547: 8.192809842500598e-06
Position 2304: 8.1513823510902e-06
Position 897: 7.853324781199712e-06
Position 851: 6.22428686615542e-06
Position 1358: 5.186564723543946e-06
Position 565: 3.909640134824865e-06
Position 1765: 1.913710055959971e-06
Position 1375: 1.4620469721471329e-06
Position 1120: 1.3356989859680875e-06
Position 922: 1.008325022002855e-06
Position 1751: 8.908064834978146e-07
Position 2845: 5.12586659604322e-07
Position 2712: 4.847972164430979e-07
Position 2506: 2.2759480136870856e-07
Position 1652: 2.0177456485298206e-07
Position 1866: 1.0577201680476286e-07
Position 508: 8.795241334608188e-08
Position 1057: 3.192905204525784e-08
Position 119: 2.755691999176941e-08
Position 1185: 2.751552667467302e-08
Position 284: 2.170006881667658e-08
Position 1406: 1.9976700874348246e-08
Position 306: 1.8105020182585428e-08
Position 982: 1.211959496131742e-08
Position 264: 8.538343130080726e-09
Position 310: 7.238277401902288e-09
Position 1066: 6.8456036036265334e-09
Position 1082: 6.466838409749004e-09
Position 235: 6.282332322690894e-09
Position 1266: 6.239521986393689e-09
Position 99: 5.285811697989084e-09
Position 933: 5.062733445795367e-09
Position 1191: 4.688388903230832e-09
Position 81: 3.842349933289806e-09
Position 288: 3.603518207196084e-09
Position 286: 1.7418400600093371e-09
Position 124: 9.260925618408479e-10
Position 77: 8.414248766014869e-10
Position 160: 2.9132888552804963e-10
