Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  1000
Partition function (log Z): 11.430335182748683

Sorted 5' Splice Sites (High to Low Probability):
Position 14730: 0.9658195871657256
Position 9512: 0.9314003951656822
Position 9765: 0.897394138974538
Position 1065: 0.8757189656599542
Position 10022: 0.860121365303181
Position 6056: 0.8465417396860581
Position 10524: 0.7867911359775244
Position 10905: 0.7736851267625642
Position 8009: 0.6617787283346065
Position 792: 0.640279486656567
Position 8822: 0.5362373541361352
Position 2801: 0.5210244007673982
Position 7049: 0.46305189194031304
Position 7855: 0.4465657417977343
Position 10272: 0.3660511139454273
Position 7093: 0.31368595421088874
Position 10778: 0.29340147690411217
Position 9268: 0.29239485728771286
Position 4809: 0.26709113563911946
Position 8042: 0.2409798642653695
Position 24: 0.2205225208517861
Position 4321: 0.17216074269164588
Position 554: 0.14818668092426227
Position 7572: 0.14241826734377128
Position 2998: 0.12731250016969003
Position 13843: 0.1272489476029916
Position 10389: 0.10663920625101138
Position 15307: 0.09502072122982867
Position 2094: 0.09484409988971453
Position 10148: 0.08749793702228598
Position 12817: 0.08696124686360991
Position 3320: 0.07727360468310145
Position 5316: 0.07111863565867323
Position 10653: 0.06463008740070288
Position 2309: 0.05853752201720728
Position 1085: 0.056170482412711324
Position 514: 0.05239074434324603
Position 7044: 0.051332800350937735
Position 7880: 0.050180069875799406
Position 5292: 0.049818899625368736
Position 7097: 0.042202962183019284
Position 9899: 0.031497512883650755
Position 11408: 0.029996315285867044
Position 5978: 0.028551561705376663
Position 9396: 0.027954070683556775
Position 5001: 0.025891656740130466
Position 9640: 0.02463716142192685
Position 11093: 0.022649741763042942
Position 453: 0.02015747888626075
Position 6035: 0.01892786950790266
Position 5357: 0.01816718790260608
Position 4686: 0.01685854017383621
Position 142: 0.015530950972056526
Position 7549: 0.0153171358855894
Position 2241: 0.013981050692890257
Position 1355: 0.008946416535713498
Position 8324: 0.008158028233178042
Position 5087: 0.007853538329521351
Position 9506: 0.007180270331268674
Position 1098: 0.007138571798456145
Position 2212: 0.007055370883450231
Position 388: 0.006838022597592943
Position 11057: 0.0059443967575989335
Position 1557: 0.0054820604162111675
Position 221: 0.005121165665083593
Position 7159: 0.005037250109310434
Position 841: 0.004931597715313536
Position 798: 0.004908153453303653
Position 7563: 0.004501015827913636
Position 297: 0.004313033533633078
Position 2992: 0.004004279099602882
Position 7181: 0.0036833065834508045
Position 5244: 0.0034048346219300715
Position 1154: 0.0032393831785563435
Position 14460: 0.0030887923695271033
Position 8102: 0.002919808419505342
Position 5349: 0.0027729845782884996
Position 690: 0.0027677657617481938
Position 245: 0.002766619000253899
Position 8112: 0.0026781153909060736
Position 596: 0.0026032555864079253
Position 7586: 0.0025522068621903985
Position 4362: 0.002534386342120873
Position 12415: 0.002246714275342707
Position 13660: 0.0022130564697408093
Position 8099: 0.002198392978764258
Position 215: 0.0019474851130254194
Position 6095: 0.0018636315625782428
Position 92: 0.0017649956848931727
Position 7371: 0.0017319582662330894
Position 1814: 0.00166799661722799
