Gene = Iqce
index = 588
Annotated 5SS: [  197  2694  5371  8964  9585 10779 12423 12566 14594 16051 16334 19003
 19977 21663 24305 24963 27301 28042 30572 31035 31912 36371]
Annotated 3SS: [ 2645  5324  8834  9449 10707 12308 12514 14522 15977 16283 18838 19920
 21432 24199 24871 27129 28017 30451 30912 31810 36169 36884]
SMsplice 5SS: [  197  2694  5371 10779 12423 12566 14594 16051 21663 24305 24963 27301
 30572 31035 33357 37034]
SMsplice 3SS: [ 2645  5324 10707 12308 12514 14522 15977 21520 24199 24871 27129 30451
 30912 33257 36884 38271]
top_k =  1000
Partition function (log Z): 22.274944280271928

Sorted 5' Splice Sites (High to Low Probability):
Position 24305: 0.9926058968649634
Position 12423: 0.9924149133960014
Position 10779: 0.9831905568579183
Position 12566: 0.9786513683641732
Position 37034: 0.9619773334358959
Position 31035: 0.9342728628600635
Position 16051: 0.9324915612420033
Position 30572: 0.9101501230764949
Position 24963: 0.8918028854846063
Position 33357: 0.8284968762952298
Position 197: 0.8204030569256308
Position 2694: 0.806451151361191
Position 5371: 0.7848804795721936
Position 27301: 0.7675771674566769
Position 21663: 0.7223589849404194
Position 8964: 0.6251096696578995
Position 19977: 0.5724204788721929
Position 14594: 0.4924270703975135
Position 19003: 0.44527301247202766
Position 437: 0.439638124668807
Position 9585: 0.3211110727989028
Position 28042: 0.31069640306656693
Position 31912: 0.2879292009581847
Position 16334: 0.28635539216209244
Position 14620: 0.18909680723632757
Position 23857: 0.1836520015867427
Position 35659: 0.17187897730352017
Position 28126: 0.15613419010030585
Position 36260: 0.1503467835806363
Position 21436: 0.12526269674083262
Position 28139: 0.10541356429522879
Position 17848: 0.10304489116352646
Position 22050: 0.10195150500024133
Position 19409: 0.10030577597756359
Position 8290: 0.08715714308766617
Position 27200: 0.08521364984280612
Position 24782: 0.07843459179499532
Position 15900: 0.07477436064240435
Position 2496: 0.07469741353678586
Position 36371: 0.06483342953592021
Position 36764: 0.06431045053037342
Position 36308: 0.054649597635918534
Position 38317: 0.044632403949298884
Position 22088: 0.040033397177429625
Position 34946: 0.038716288371902864
Position 35557: 0.03660710194101934
Position 36784: 0.036489796507290825
Position 2554: 0.03569130726787586
Position 8092: 0.03398270482742733
Position 15550: 0.031808585376365724
Position 25697: 0.031695956682160374
Position 22330: 0.030666586540764467
Position 24076: 0.0292264834647828
Position 23635: 0.029060282910065762
Position 26012: 0.028425584316688353
Position 29338: 0.027780247613473075
Position 20519: 0.02754302713081739
Position 35790: 0.02577176860318575
Position 19521: 0.023296583357565643
Position 36326: 0.02304279731360225
Position 38479: 0.022375101072824664
Position 10946: 0.022107635132492545
Position 25073: 0.021662165575780552
Position 30369: 0.021263711509990863
Position 11154: 0.021063789441237095
Position 1689: 0.020363730132222892
Position 38339: 0.018801080449896233
Position 13278: 0.01833121623321078
Position 20282: 0.01701217004191315
Position 37745: 0.016610441312303957
Position 37755: 0.016497870844210803
Position 39375: 0.016355376220588146
Position 28170: 0.01629122153773845
Position 15755: 0.015327479376109638
Position 39097: 0.015082656794132204
