Gene = Ibtk
index = 555
Annotated 5SS: [  204  5960 11867 14360 16704 18251 20659 20929 22725 25288 27060 28591
 29472 30322 30440 30974 31784 34036 35147 35738 38959 41311 42891 45684
 46320 52216 58641 59126]
Annotated 3SS: [ 5274 11769 14234 16592 18079 20540 20747 22600 25109 26881 27987 29384
 30238 30401 30876 31681 33917 35085 35615 38845 41161 42729 45590 46175
 52068 58568 58992 60819]
SMsplice 5SS: [  204  5960 11867 14360 16704 18251 20659 22725 25288 29472 30974 31784
 34036 35738 38959 41311 42891 45684 46320 52216 59126]
SMsplice 3SS: [ 5754 11769 14234 16592 18079 20540 22600 25109 29384 30876 31681 33917
 35615 38845 41161 42729 45590 46175 52068 59030 60819]
top_k =  1000
Partition function (log Z): 25.177741679498066

Sorted 5' Splice Sites (High to Low Probability):
Position 52216: 0.9978184767812147
Position 38959: 0.9909989996110398
Position 14360: 0.9904762366369354
Position 59126: 0.9876280775776347
Position 42891: 0.9742272147722817
Position 31784: 0.9552682040251457
Position 20659: 0.9418153104350071
Position 29472: 0.9376144185440638
Position 25288: 0.9194874754029548
Position 30974: 0.9112247922941948
Position 41311: 0.8717399956865818
Position 22725: 0.845291713508471
Position 46320: 0.8443349981187038
Position 5960: 0.8355635783837878
Position 18251: 0.818898771068564
Position 11867: 0.7293586939167102
Position 204: 0.7225945895433935
Position 35738: 0.7018089253866643
Position 34036: 0.6834274263836725
Position 45684: 0.6643129969965362
Position 30440: 0.5814918678935698
Position 16704: 0.5670896256508043
Position 27060: 0.5646900676911955
Position 55197: 0.5216890678048183
Position 35147: 0.4661808199879672
Position 20929: 0.3923036762261085
Position 43936: 0.380978708609267
Position 60338: 0.3380831532508102
Position 19380: 0.31930170105659705
Position 41683: 0.30968987907152246
Position 58641: 0.30497206716463654
Position 58780: 0.2786014099888762
Position 30322: 0.23212935079696004
Position 27017: 0.1811033055623496
Position 26714: 0.1311625934446598
Position 16673: 0.12065441226805979
Position 36472: 0.1162112149432026
Position 41305: 0.10407868154475368
Position 807: 0.09863758517942443
Position 20837: 0.0979676776282485
Position 31223: 0.09250139060833004
Position 12204: 0.09244179891582395
Position 31572: 0.0904592797836756
Position 122: 0.08932523414319728
Position 36092: 0.08371290477390333
Position 18738: 0.08259693017293315
Position 14535: 0.07277437385322705
Position 7236: 0.06619864612966313
Position 20847: 0.06431896729190172
Position 803: 0.0602669896230091
Position 31398: 0.05947861930409492
Position 23810: 0.05672381935667257
Position 45280: 0.056185223166150544
Position 26218: 0.055822309340175055
Position 33016: 0.05523176383441561
Position 46809: 0.05422043806056041
Position 29762: 0.05407865353504232
Position 35697: 0.05378598734936936
Position 14645: 0.053631645276017444
Position 37953: 0.05230035896612903
Position 16728: 0.050352947793141416
Position 11900: 0.04776796219218002
Position 34748: 0.04685904085208056
Position 59869: 0.04490683616968658
Position 14143: 0.04441505664437037
Position 14669: 0.04163288629927159
Position 24941: 0.04160812337157923
Position 15485: 0.03967425171157782
Position 40539: 0.039136224662423974
Position 16778: 0.037853143089606404
Position 31122: 0.03710595902581441
Position 46875: 0.03658324466028717
Position 32910: 0.0361351486274065
Position 35369: 0.03561892017803336
Position 7842: 0.03269613874521174
Position 25339: 0.03229783308271083
Position 25173: 0.031102150470594257
Position 19522: 0.02908447908533925
Position 24943: 0.02895249370222613
Position 31071: 0.028913483496204144
Position 36283: 0.02820438387241926
Position 3017: 0.027723863952758585
Position 20428: 0.027449802688012583
Position 2755: 0.02661480615772394
Position 39942: 0.0266041784928502
Position 41757: 0.026405921264148507
Position 5755: 0.026191280948288726
Position 29924: 0.02493910362734386
Position 20453: 0.02427490701554619
Position 13024: 0.024227342384513892
Position 35212: 0.023979802329147728
Position 17988: 0.023639323108813705
Position 24375: 0.02356104357952842
Position 21560: 0.02303973161452118
Position 47162: 0.022485251771150586
Position 4884: 0.02214272297184676
Position 32879: 0.021606462518142085
Position 45688: 0.021441502496689902
Position 37886: 0.021095076757155426
Position 22882: 0.02059596874404381
Position 31988: 0.019913085319560996
Position 26616: 0.018731934575226344
Position 22684: 0.017803387903182834
Position 30447: 0.01730064209222332
Position 12638: 0.016787751655636653
Position 4938: 0.016065101033668792
Position 20066: 0.01534773853717458
Position 4950: 0.01484208081994367
Position 17330: 0.013946598053464465
Position 35974: 0.013700374314276276
Position 41345: 0.013240690506119005
Position 13865: 0.012926048075578038
Position 30100: 0.012657133860926222
Position 28591: 0.012360190981032542
Position 6251: 0.011593952477396736
Position 20853: 0.011398450372892105
Position 5350: 0.011349933916145777
Position 46943: 0.01130002598730705
Position 23364: 0.010980769443877403
Position 6233: 0.010171906568532528
Position 17394: 0.010170154434472074
Position 60630: 0.010156714884318043
Position 35181: 0.009605388405164884
Position 47859: 0.009592496632223302
Position 47993: 0.009198979466503589
Position 32009: 0.009192028227881366
Position 29787: 0.008976856970653356
Position 47934: 0.008793590178552527
Position 28082: 0.008438235945759792
Position 550: 0.007979079588007204
Position 29495: 0.00758357028570569
Position 56850: 0.007576960729700394
Position 28094: 0.007573429511951102
Position 592: 0.007538080060300108
Position 34848: 0.007520684467459955
Position 18480: 0.007465673846829038
Position 41536: 0.007342326492653365
Position 12684: 0.0073420918040618555
Position 22057: 0.0073360731293850585
Position 15054: 0.007236378933782805
Position 59605: 0.007231396698684227
Position 35848: 0.0070535108082631125
Position 31998: 0.006915664908267297
Position 12166: 0.006845589695633066
Position 17674: 0.0068171580585895605
Position 28365: 0.006636665149156658
Position 36478: 0.006590556635404916
Position 32988: 0.006471773692115464
Position 58645: 0.0063881319604419465
Position 14530: 0.0063750273399100785
Position 30019: 0.006293220860032525
Position 22445: 0.006285751403499916
Position 24619: 0.006207879692401551
Position 26754: 0.005893335860793578
Position 425: 0.005870381152146525
Position 33605: 0.005754039698173842
Position 46886: 0.005714597200164739
Position 50631: 0.005691578137793222
Position 20712: 0.005543481862154705
Position 54785: 0.005292460394350292
Position 29850: 0.0052246108216975175
Position 53611: 0.005142406855264039
Position 61183: 0.005127156608254101
Position 59839: 0.005060051825794319
Position 50307: 0.004970605411051282
Position 44268: 0.004969999133161575
Position 40687: 0.004930013046382121
Position 434: 0.004862620201238514
Position 12677: 0.004781977870924434
Position 43449: 0.004769602975135273
Position 4911: 0.004734567968403414
Position 4057: 0.004594613201972491
Position 40550: 0.004455866776118686
Position 32842: 0.004342085194456591
Position 41705: 0.004279567869043015
Position 5616: 0.0042345487102321494
Position 16910: 0.00410447996790562
Position 224: 0.004031400917788481
Position 24089: 0.003987911535827874
Position 16732: 0.0038774475900396396
Position 38154: 0.0037971250214997336
Position 26995: 0.00379442133355726
Position 30556: 0.003782601321752791
Position 51447: 0.003758843449654622
Position 43469: 0.0037363471888490042
Position 3242: 0.0037266435216724335
Position 738: 0.003584673165468742
Position 41635: 0.0034728426948841176
Position 29960: 0.003400644790940725
Position 4710: 0.003386038611012401
Position 90: 0.0033745752118368006
Position 4245: 0.003306657302184628
Position 31092: 0.0033037149477518155
Position 46893: 0.0032821158107400315
Position 30670: 0.0032334583911124907
Position 28291: 0.0031269741583642265
Position 17350: 0.0028847191745374266
Position 46052: 0.002829904339585648
Position 24911: 0.0027558669769829785
Position 41315: 0.0026867355302607537
Position 7822: 0.002641900313886123
Position 642: 0.002499376270101195
Position 26707: 0.002441323961570482
Position 45720: 0.002375642547650427
Position 9878: 0.002328628210887418
Position 25292: 0.0022256583231234726
Position 4225: 0.0022140603989427095
Position 59533: 0.002095147513774676
Position 41598: 0.002080457064103936
Position 24077: 0.002037919451273441
Position 22324: 0.0020069049859232913
Position 26661: 0.001912590356923548
Position 39872: 0.0018870670452885414
Position 16475: 0.0017444579442565747
Position 50183: 0.0017264763965616765
Position 43878: 0.0016908080547694848
